,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
76,2017-01-04T09:00:00+07:00,1.39735,1.40038,1.39726,1.39933,1.408278487,1.407798215,1.407733325,1.408034883,1.408120401,1.418381807,3,1,1.40668,25,1.43601,38,1.39933,35,1.38987,Buy,77,38,Buy,loss,-0.007349999999999968,-0.5225068956692331,Buyloss
77,2017-01-19T01:00:00+07:00,1.41222,1.41245,1.40941,1.41037,1.399787948,1.399091585,1.398523027,1.398141962,1.39826166,1.392687597,3,2,1.39933,34,1.38547,65,1.41037,64,1.41422,Sell,78,65,Sell,loss,-0.011039999999999939,-0.7889489970199981,Sellloss
78,2017-01-26T01:00:00+07:00,1.40295,1.40641,1.40175,1.40422,1.408352775,1.409096397,1.410235526,1.411788678,1.413446986,1.413508029,3,1,1.41037,17,1.43082,30,1.40422,0,1.40175,Buy,79,30,Buy,loss,-0.006149999999999878,-0.43605578677934714,Buyloss
79,2017-02-08T09:00:00+07:00,1.40817,1.40852,1.4065,1.40721,1.405593182,1.405560396,1.405492318,1.405352902,1.40525656,1.398940081,3,2,1.40422,17,1.39619,57,1.40721,27,1.41309,Sell,80,57,Sell,loss,-0.002990000000000048,-0.2129295979262543,Sellloss
80,2017-02-10T21:00:00+07:00,1.39063,1.39252,1.38827,1.39094,1.404140274,1.403856037,1.403439146,1.402786273,1.401731869,1.405166363,3,1,1.40721,3,1.40967,15,1.39094,14,1.3875,Buy,81,15,Buy,loss,-0.016270000000000007,-1.1561884864377034,Buyloss
81,2017-03-01T01:00:00+07:00,1.40833,1.40946,1.40627,1.40648,1.392549781,1.391901812,1.391402562,1.391293988,1.392109411,1.390999793,3,2,1.39094,18,1.37839,74,1.40648,73,1.41029,Sell,82,74,Sell,loss,-0.015539999999999887,-1.1172300746257844,Sellloss
82,2017-03-30T16:00:00+07:00,1.4316,1.43335,1.42712,1.42764,1.43540548,1.437356404,1.439185151,1.440629105,1.441155708,1.446050937,3,1,1.40648,113,1.45991,130,1.42764,5,1.40058,Buy,83,130,Buy,win,0.021160000000000068,1.5044650474944592,Buywin
83,2017-04-19T00:00:00+07:00,1.43394,1.43807,1.43332,1.43566,1.421825193,1.421028033,1.420013629,1.419030149,1.418814724,1.417355808,3,2,1.42764,62,1.40526,81,1.43566,0,1.43807,Sell,84,81,Sell,loss,-0.008019999999999916,-0.5617662716090832,Sellloss
84,2017-05-10T12:00:00+07:00,1.49295,1.49557,1.48812,1.48829,1.48130208,1.48532751,1.489491557,1.493340906,1.495856853,1.4961216,3,1,1.43566,74,1.51512,93,1.48829,0,1.43332,Buy,85,93,Buy,win,0.052629999999999955,3.665909755791758,Buywin
85,2017-05-16T08:00:00+07:00,1.49661,1.49824,1.4962,1.49717,1.485877926,1.48876722,1.491353692,1.493248764,1.4941127,1.491350159,3,2,1.48829,4,1.48238,24,1.49717,21,1.50063,Sell,86,24,Sell,loss,-0.008879999999999999,-0.596657909412816,Sellloss
86,2017-05-25T16:00:00+07:00,1.5096,1.50964,1.50423,1.50594,1.502243321,1.504831855,1.507151951,1.509033023,1.510161253,1.51260892,3,1,1.49717,10,1.52134,44,1.50594,0,1.4962,Buy,87,44,Buy,win,0.008770000000000167,0.5857718228391009,Buywin
87,2017-06-01T20:00:00+07:00,1.51374,1.5156,1.51104,1.5131,1.505088216,1.506649851,1.507847208,1.508655262,1.509292032,1.507988843,3,2,1.50594,18,1.4969,32,1.5131,26,1.52005,Sell,88,32,Sell,loss,-0.007159999999999833,-0.4754505491586539,Sellloss
88,2017-06-12T16:00:00+07:00,1.50915,1.50959,1.5062,1.50705,1.510495881,1.51149519,1.512165297,1.512426623,1.512021168,1.516613927,3,1,1.5131,6,1.5258,41,1.50705,36,1.50124,Buy,89,41,Buy,loss,-0.006049999999999889,-0.3998413852356017,Buyloss
89,2017-06-27T16:00:00+07:00,1.48951,1.49021,1.4874,1.49014,1.488528564,1.487036617,1.485344575,1.483754625,1.482911765,1.476790786,3,2,1.50705,34,1.47243,67,1.49014,0,1.51059,Sell,90,67,Sell,win,0.01690999999999998,1.1220596529643994,Sellwin
90,2017-07-03T04:00:00+07:00,1.48053,1.48227,1.48023,1.48137,1.487610593,1.486578427,1.485584606,1.48486325,1.484578009,1.492096117,3,1,1.49014,5,1.49786,21,1.48137,18,1.47794,Buy,91,21,Buy,loss,-0.008769999999999945,-0.5885353054075418,Buyloss
91,2017-07-22T00:00:00+07:00,1.46376,1.46553,1.46191,1.46247,1.465185555,1.463458885,1.46176271,1.460268825,1.459442466,1.451227854,3,2,1.48137,82,1.44784,90,1.46247,28,1.48354,Sell,92,90,Sell,win,0.01890000000000014,1.275846007412067,Sellwin
92,2017-07-26T08:00:00+07:00,1.45659,1.45755,1.45578,1.45594,1.463350686,1.461849711,1.460453346,1.459302201,1.458597376,1.465759641,3,1,1.46247,0,1.46553,14,1.45594,5,1.45307,Buy,93,14,Buy,loss,-0.006529999999999925,-0.44650488557029716,Buyloss
93,2017-07-31T20:00:00+07:00,1.46452,1.47736,1.46409,1.47489,1.463118447,1.462263476,1.461707046,1.461640301,1.462340071,1.46008,3,2,1.45594,3,1.4532,22,1.47489,0,1.47736,Sell,94,22,Sell,loss,-0.018950000000000022,-1.3015646249158634,Sellloss
94,2017-08-17T16:00:00+07:00,1.4821,1.48254,1.47293,1.47771,1.48706969,1.488547134,1.490080671,1.49131501,1.491474572,1.493940201,3,1,1.47489,55,1.50182,77,1.47771,0,1.46409,Buy,95,77,Buy,win,0.0028200000000000447,0.19120069971320197,Buywin
95,2017-08-29T04:00:00+07:00,1.49805,1.50115,1.49654,1.49667,1.484457917,1.484728077,1.484823374,1.484759909,1.48500354,1.47913304,3,2,1.47771,19,1.47267,46,1.49667,0,1.50115,Sell,96,46,Sell,loss,-0.018959999999999866,-1.283066366201749,Sellloss
96,2017-09-01T20:00:00+07:00,1.47522,1.47724,1.46814,1.46829,1.48756838,1.488073262,1.488504876,1.48884222,1.488910474,1.493895237,3,1,1.49667,4,1.50745,22,1.46829,0,1.46814,Buy,97,22,Buy,loss,-0.02837999999999985,-1.8962095852793102,Buyloss
