,time,open,high,low,close,EMA90,EMA,EMA60,EMA45,EMA30,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
69,2017-10-02T20:00:00+07:00,1.32805,1.32969,1.3256,1.32726,1.337383263,1.339205576,1.340589143,1.341026413,1.339806057,1.341684738,3,1,1.29553,98,1.36574,145,1.32726,12,1.28524,Buy,70,145,Buy,win,0.031730000000000036,2.449190678718365,Buywin
70,2017-10-14T00:00:00+07:00,1.32977,1.33059,1.32779,1.32784,1.32551132,1.324987577,1.32413793,1.323225156,1.32310622,1.317628735,3,2,1.32726,25,1.3027,56,1.32784,55,1.3338,Sell,71,56,Sell,loss,-0.0005799999999998029,-0.04369904916894978,Sellloss
71,2017-10-18T20:00:00+07:00,1.31651,1.31998,1.31484,1.31909,1.324552184,1.324032973,1.323311866,1.322574234,1.322051103,1.32672358,3,1,1.32784,3,1.33118,17,1.31909,16,1.31399,Buy,72,17,Buy,loss,-0.008749999999999813,-0.6589649355343877,Buyloss
72,2017-10-31T20:00:00+07:00,1.32347,1.32888,1.32341,1.32775,1.320086911,1.319581927,1.319096153,1.31875798,1.318751513,1.312895135,3,2,1.31909,41,1.30698,55,1.32775,0,1.32888,Sell,73,55,Sell,loss,-0.00865999999999989,-0.656513202283384,Sellloss
73,2017-11-03T20:00:00+07:00,1.30919,1.31134,1.30564,1.30725,1.319204003,1.318674697,1.318102137,1.317449631,1.316398133,1.319838107,3,1,1.32775,5,1.33211,18,1.30725,16,1.30391,Buy,74,18,Buy,loss,-0.020499999999999963,-1.5439653549237404,Buyloss
74,2017-11-16T21:00:00+07:00,1.3198,1.32072,1.31742,1.3192,1.315816478,1.315455369,1.315183537,1.315090367,1.315369671,1.311104367,3,2,1.30725,0,1.30419,55,1.3192,31,1.32296,Sell,75,55,Sell,loss,-0.011949999999999905,-0.9141327213616297,Sellloss
75,2017-12-12T17:00:00+07:00,1.33454,1.33705,1.33108,1.33471,1.336925073,1.337994094,1.338937875,1.339481939,1.339129926,1.345648019,3,1,1.3192,62,1.35498,107,1.33471,5,1.31696,Buy,76,107,Buy,win,0.015510000000000135,1.1757125530624724,Buywin
76,2017-12-15T05:00:00+07:00,1.34287,1.34402,1.34212,1.34394,1.337462832,1.338295621,1.338977084,1.339368715,1.339464698,1.334686001,3,2,1.33471,3,1.33029,16,1.34394,12,1.34654,Sell,77,16,Sell,loss,-0.00922999999999985,-0.6915359890912519,Sellloss
77,2018-02-06T21:00:00+07:00,1.38561,1.39777,1.38537,1.39571,1.401827945,1.40460403,1.407002186,1.408474035,1.407925243,1.404218345,3,1,1.34394,166,1.43455,214,1.39571,5,1.33014,Buy,78,214,Buy,win,0.051770000000000094,3.85210649284939,Buywin
78,2018-02-16T01:00:00+07:00,1.40457,1.41048,1.40437,1.40996,1.395756822,1.396122593,1.395967707,1.395394538,1.39523507,1.388490965,3,2,1.39571,19,1.37646,44,1.40996,0,1.41048,Sell,79,44,Sell,loss,-0.014250000000000096,-1.0209857348589675,Sellloss
79,2018-02-22T17:00:00+07:00,1.38882,1.39197,1.38568,1.39194,1.3969545,1.397192391,1.397128631,1.396846491,1.396382809,1.399660232,3,1,1.40996,2,1.41451,28,1.39194,0,1.38568,Buy,80,28,Buy,loss,-0.018020000000000147,-1.2780504411472768,Buyloss
80,2018-03-13T16:00:00+07:00,1.38907,1.39625,1.38744,1.3951,1.388400743,1.387861983,1.387321118,1.386974351,1.387168937,1.383488748,3,2,1.39194,32,1.37117,79,1.3951,12,1.40701,Sell,81,79,Sell,loss,-0.0031600000000000517,-0.2270212796528623,Sellloss
81,2018-03-30T16:00:00+07:00,1.4052,1.40582,1.40467,1.40516,1.404724996,1.405951911,1.407278631,1.408484857,1.408896041,1.412607444,3,1,1.3951,55,1.42448,78,1.40516,0,1.38744,Buy,82,78,Buy,win,0.010059999999999958,0.7210952619883849,Buywin
82,2018-04-10T00:00:00+07:00,1.41346,1.41432,1.41246,1.41288,1.405717849,1.406328066,1.406834929,1.407167032,1.407440182,1.400550748,3,2,1.40516,26,1.39654,39,1.41288,38,1.41643,Sell,83,39,Sell,loss,-0.007719999999999949,-0.5494036266332624,Sellloss
83,2018-04-23T04:00:00+07:00,1.39998,1.40198,1.3992,1.40105,1.415331073,1.416124,1.416713045,1.416805616,1.415586203,1.410358922,3,1,1.41288,33,1.43767,55,1.40105,0,1.3992,Buy,84,55,Buy,loss,-0.011830000000000007,-0.8372968688069764,Buyloss
84,2018-06-07T04:00:00+07:00,1.34115,1.34336,1.3409,1.34313,1.339342682,1.337737822,1.336540782,1.335991284,1.336514554,1.335113734,3,2,1.40105,159,1.32043,199,1.34313,0,1.40384,Sell,85,199,Sell,win,0.05791999999999997,4.134042325398807,Sellwin
85,2018-06-13T12:00:00+07:00,1.33587,1.33702,1.33105,1.33247,1.339155863,1.338288424,1.337805627,1.337733121,1.337880776,1.341821632,3,1,1.34313,2,1.34725,26,1.33247,0,1.33105,Buy,86,26,Buy,loss,-0.010659999999999892,-0.7936685205452855,Buyloss
86,2018-07-05T16:00:00+07:00,1.32385,1.32748,1.32254,1.32663,1.322048525,1.320995315,1.320085275,1.31944807,1.319451876,1.319253679,3,2,1.33247,69,1.30494,98,1.32663,7,1.34467,Sell,87,98,Sell,win,0.005840000000000067,0.43828378875322277,Sellwin
87,2018-07-13T00:00:00+07:00,1.32195,1.32235,1.32035,1.32043,1.323305808,1.322982786,1.322890259,1.323050287,1.323324812,1.330192109,3,1,1.32663,11,1.33627,32,1.32043,30,1.31803,Buy,88,32,Buy,loss,-0.006199999999999983,-0.46734960011457477,Buyloss
88,2018-07-17T04:00:00+07:00,1.32345,1.32468,1.32309,1.32334,1.322859851,1.322570451,1.322452306,1.322483395,1.322543376,1.315991218,3,2,1.32043,5,1.31026,14,1.32334,11,1.32927,Sell,89,14,Sell,loss,-0.002909999999999968,-0.22038275410282773,Sellloss
89,2018-07-18T20:00:00+07:00,1.30396,1.30723,1.30367,1.30604,1.320738248,1.32012597,1.319489291,1.318645951,1.317108826,1.321077144,3,1,1.32334,2,1.32689,10,1.30604,8,1.30103,Buy,90,10,Buy,loss,-0.01729999999999987,-1.3072982000090583,Buyloss
90,2018-07-26T16:00:00+07:00,1.3179,1.31929,1.31571,1.31599,1.315893078,1.315191158,1.314547757,1.314054645,1.314083918,1.313396644,3,2,1.30604,6,1.29574,36,1.31599,34,1.32132,Sell,91,36,Sell,loss,-0.009949999999999903,-0.7618449664635005,Sellloss
91,2018-07-28T00:00:00+07:00,1.31131,1.31175,1.30941,1.31074,1.315058569,1.31434101,1.313661357,1.313066677,1.31270073,1.315957175,3,1,1.31599,0,1.31929,8,1.31074,6,1.30821,Buy,92,8,Buy,loss,-0.005249999999999977,-0.3989392016656644,Buyloss
