,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,ac,accum_winrate,side,result,profit,prob,results
34,2017-09-27T17:00:00Z,1.17522,1.17655,1.17439,1.17443,1.189517885,1.189194353,1.188429066,1.186995225,1.184443247,1.182157874,3,1,1.14403,301,1.20923,382,1.17443,20,1.13122,Buy,35,382,,,Buy,win,0.030399999999999983,2.65727297361083,Buywin
35,2017-11-24T14:00:00Z,1.18965,1.19442,1.18951,1.19276,1.175348585,1.176164855,1.177349899,1.178984426,1.181150676,1.182888245,3,2,1.17443,173,1.15538,252,1.19276,0,1.19442,Sell,36,252,,,Sell,loss,-0.018329999999999957,-1.5607571332476142,Sellloss
36,2017-12-08T18:00:00Z,1.17561,1.17735,1.17555,1.17693,1.181270752,1.181650301,1.181828518,1.181552371,1.180435286,1.179569784,3,1,1.19276,5,1.19611,61,1.17693,59,1.173,Buy,37,61,,,Buy,loss,-0.01583000000000001,-1.327173949495289,Buyloss
37,2017-12-28T10:00:00Z,1.19318,1.19475,1.19233,1.19472,1.183839407,1.184410304,1.185122326,1.186106312,1.187564908,1.185469522,3,2,1.17693,12,1.17175,76,1.19472,0,1.19475,Sell,38,76,,,Sell,loss,-0.017789999999999973,-1.5115597359231197,Sellloss
38,2018-02-09T18:00:00Z,1.22142,1.2255,1.22096,1.22494,1.232425699,1.233405592,1.233835071,1.233340936,1.231362283,1.229339995,3,1,1.19472,116,1.25379,183,1.22494,43,1.19154,Buy,39,183,,,Buy,win,0.030219999999999914,2.5294629704030998,Buywin
39,2018-03-15T05:00:00Z,1.23815,1.23821,1.23606,1.23648,1.234100692,1.23433376,1.234638408,1.235104699,1.235789862,1.235946355,3,2,1.22494,84,1.21544,142,1.23648,27,1.25557,Sell,40,142,,,Sell,loss,-0.011540000000000106,-0.9420869593612835,Sellloss
40,2018-04-03T21:00:00Z,1.22695,1.22808,1.22639,1.22786,1.233130796,1.233027508,1.232830281,1.232447466,1.231659785,1.233215479,3,1,1.23648,48,1.24762,82,1.22786,21,1.22395,Buy,41,82,,,Buy,loss,-0.008620000000000072,-0.6971402691511446,Buyloss
41,2018-06-07T01:00:00Z,1.17917,1.17996,1.17842,1.17939,1.173621514,1.172229117,1.171219801,1.170855626,1.171589312,1.169458496,3,2,1.22786,238,1.15101,278,1.17939,57,1.24136,Sell,42,278,,,Sell,win,0.04847000000000001,3.9475184467284556,Sellwin
42,2018-06-20T17:00:00Z,1.15889,1.15957,1.15699,1.15699,1.168338611,1.167117108,1.165800872,1.164152755,1.16179234,1.161266627,3,1,1.17939,32,1.18522,58,1.15699,50,1.15305,Buy,43,58,,,Buy,loss,-0.022399999999999975,-1.899286919509236,Buyloss
43,2018-07-06T01:00:00Z,1.16926,1.16956,1.16799,1.16856,1.165484063,1.165200457,1.165131283,1.165363871,1.166062974,1.164539443,3,2,1.15699,5,1.15079,69,1.16856,21,1.17205,Sell,44,69,,,Sell,loss,-0.01157000000000008,-1.0000086431170607,Sellloss
44,2018-08-10T05:00:00Z,1.15163,1.15217,1.14319,1.14568,1.162165154,1.161422079,1.160477887,1.159260525,1.15769856,1.159997487,3,1,1.16856,8,1.17907,151,1.14568,0,1.14319,Buy,45,151,,,Buy,loss,-0.02288000000000001,-1.9579653590744173,Buyloss
45,2018-08-26T21:00:00Z,1.16144,1.16536,1.16139,1.16364,1.152410345,1.152053743,1.152067024,1.152799607,1.154772987,1.15397313,3,2,1.14568,21,1.13009,65,1.16364,0,1.16536,Sell,46,65,,,Sell,loss,-0.017959999999999976,-1.5676279589414126,Sellloss
46,2018-10-04T05:00:00Z,1.14697,1.14993,1.1466,1.14863,1.163081928,1.162596842,1.161673251,1.160016717,1.157176099,1.157483886,3,1,1.16364,124,1.18152,170,1.14863,169,1.14633,Buy,47,170,,,Buy,loss,-0.015009999999999968,-1.2899178440067347,Buyloss
47,2018-12-31T06:00:00Z,1.14288,1.1447,1.1424,1.14362,1.139195644,1.139581214,1.140094715,1.14076471,1.141636102,1.141133422,3,2,1.14863,166,1.12154,366,1.14362,51,1.16216,Sell,48,366,,,Sell,win,0.005009999999999959,0.4361717872596013,Sellwin
48,2019-01-18T14:00:00Z,1.13976,1.14006,1.13531,1.13581,1.142668381,1.14279887,1.142776998,1.142441207,1.141490002,1.14103,3,1,1.14362,40,1.15697,79,1.13581,9,1.13063,Buy,49,79,,,Buy,loss,-0.007810000000000095,-0.6829191514664044,Buyloss
49,2019-01-31T18:00:00Z,1.14499,1.14505,1.14394,1.14465,1.141431375,1.14156243,1.141788607,1.142268941,1.14334296,1.142927073,3,2,1.13581,26,1.12892,56,1.14465,53,1.15142,Sell,50,56,,,Sell,loss,-0.008839999999999959,-0.7782991873640802,Sellloss
50,2019-02-08T18:00:00Z,1.13296,1.13311,1.13202,1.13202,1.139949422,1.139691414,1.139295728,1.138641495,1.13740911,1.13508,3,1,1.14465,5,1.14884,36,1.13202,0,1.13202,Buy,51,36,,,Buy,loss,-0.012629999999999919,-1.1033940505831408,Buyloss
51,2019-02-25T22:00:00Z,1.13569,1.13664,1.13541,1.13568,1.134103227,1.13376036,1.133501952,1.133447625,1.133779483,1.131902861,3,2,1.13202,29,1.12339,68,1.13568,49,1.13711,Sell,52,68,,,Sell,loss,-0.0036599999999999966,-0.32331584247628103,Sellloss
52,2019-03-08T18:00:00Z,1.12401,1.12433,1.12303,1.12315,1.131951872,1.131395977,1.130686216,1.129655672,1.127931384,1.127541024,3,1,1.13568,15,1.14195,53,1.12315,47,1.1176,Buy,53,53,,,Buy,loss,-0.01252999999999993,-1.1033037475345107,Buyloss
53,2019-03-19T09:00:00Z,1.13545,1.13615,1.1347,1.13522,1.131340043,1.131180246,1.131131264,1.131305238,1.131950158,1.131830919,3,2,1.12315,6,1.12216,41,1.13522,0,1.13615,Sell,54,41,,,Sell,loss,-0.012069999999999803,-1.074656101144086,Sellloss
54,2019-03-28T05:00:00Z,1.12546,1.12612,1.1234,1.12521,1.131063294,1.13083703,1.130549342,1.130083456,1.129140787,1.126598451,3,1,1.13522,8,1.14481,41,1.12521,0,1.1234,Buy,55,41,,,Buy,loss,-0.010009999999999852,-0.8817674107221378,Buyloss
55,2019-04-15T09:00:00Z,1.1318,1.13195,1.13058,1.13131,1.126997153,1.126903041,1.126956502,1.127280869,1.128077262,1.128644447,3,2,1.12521,21,1.11836,74,1.13131,69,1.13238,Sell,56,74,,,Sell,loss,-0.006099999999999994,-0.5421210262973128,Sellloss
56,2019-04-25T01:00:00Z,1.11524,1.11603,1.11447,1.11572,1.125074177,1.12468897,1.124199598,1.123477089,1.122232356,1.122715745,3,1,1.13131,11,1.13236,46,1.11572,44,1.11404,Buy,57,46,,,Buy,loss,-0.015589999999999993,-1.3780484570984073,Buyloss
57,2019-06-07T17:00:00Z,1.134,1.13442,1.13268,1.13316,1.121446457,1.121899533,1.122604902,1.123703959,1.125438761,1.122152738,3,2,1.11572,124,1.11069,191,1.13316,190,1.13479,Sell,58,191,,,Sell,loss,-0.0174399999999999,-1.5631161940271663,Sellloss
58,2019-06-19T01:00:00Z,1.12005,1.12009,1.11872,1.11883,1.12405822,1.124307852,1.124465785,1.124340119,1.123523495,1.123918331,3,1,1.13316,0,1.13442,44,1.11883,40,1.11813,Buy,59,44,,,Buy,loss,-0.014329999999999954,-1.2646051749090996,Buyloss
59,2019-06-27T05:00:00Z,1.13529,1.13744,1.13478,1.13716,1.129920616,1.13082424,1.131897966,1.133210765,1.134876826,1.134777199,3,2,1.11883,1,1.11872,38,1.13716,25,1.14122,Sell,60,38,,,Sell,loss,-0.018329999999999957,-1.6383186006810648,Sellloss
60,2019-07-08T01:00:00Z,1.12209,1.12312,1.12209,1.12311,1.129500081,1.129617327,1.129519125,1.129030048,1.127857022,1.128182723,3,1,1.13716,7,1.13936,41,1.12311,38,1.12073,Buy,61,41,,,Buy,loss,-0.014049999999999896,-1.2355341376763074,Buyloss
61,2019-10-11T09:00:00Z,1.10096,1.10627,1.10075,1.10459,1.098277466,1.098084656,1.098052398,1.098290215,1.098978123,1.098210682,3,2,1.12311,368,1.08791,417,1.10459,21,1.1286,Sell,62,417,,,Sell,win,0.018520000000000092,1.6489925296720793,Sellwin
62,2019-11-10T22:00:00Z,1.10224,1.10238,1.10165,1.10182,1.108917746,1.108996479,1.108847465,1.108292071,1.107055002,1.107689361,3,1,1.10459,35,1.11795,123,1.10182,13,1.09913,Buy,63,123,,,Buy,loss,-0.002769999999999939,-0.2507717795743162,Buyloss
63,2019-12-06T06:00:00Z,1.11064,1.11097,1.10953,1.10967,1.105612454,1.10572869,1.105985673,1.106502219,1.107466284,1.109407124,3,2,1.10182,88,1.09812,117,1.10967,107,1.11162,Sell,64,117,,,Sell,loss,-0.007849999999999913,-0.7124575702020214,Sellloss
64,2020-01-22T14:00:00Z,1.10898,1.10985,1.10702,1.10857,1.111996794,1.111812636,1.111486413,1.110979714,1.110257367,1.111086907,3,1,1.10967,96,1.12393,184,1.10857,2,1.10398,Buy,65,184,,,Buy,loss,-0.0010999999999998789,-0.09912856975496129,Buyloss
65,2020-03-01T22:00:00Z,1.1045,1.10738,1.10364,1.10566,1.090684867,1.090356131,1.090433288,1.091253204,1.093409254,1.09509,3,2,1.10857,125,1.07779,165,1.10566,6,1.11087,Sell,66,165,,,Sell,win,0.002909999999999968,0.2625003382736289,Sellwin
66,2020-03-19T17:00:00Z,1.06628,1.07058,1.06549,1.0691,1.107691122,1.107487166,1.106537453,1.104060053,1.098663934,1.094038026,3,1,1.10566,31,1.1495,83,1.0691,0,1.06549,Buy,67,83,,,Buy,loss,-0.03656000000000015,-3.3066222889495998,Buyloss
67,2020-05-28T13:00:00Z,1.10216,1.10827,1.10215,1.10821,1.09166688,1.092431134,1.093456006,1.09482083,1.096650884,1.098471,3,2,1.0691,8,1.06359,300,1.10821,37,1.11476,Sell,68,300,,,Sell,loss,-0.03910999999999998,-3.658217192030678,Sellloss
68,2020-06-19T17:00:00Z,1.11925,1.11937,1.11719,1.11733,1.122138618,1.123570052,1.12467766,1.12511858,1.124412407,1.12544,3,1,1.10821,55,1.14225,97,1.11733,0,1.10215,Buy,69,97,,,Buy,win,0.009120000000000017,0.8229487191055863,Buywin
69,2020-07-15T17:00:00Z,1.14072,1.14129,1.14028,1.14115,1.130408618,1.131353509,1.13242162,1.13377549,1.135675828,1.139768058,3,2,1.11733,0,1.11683,109,1.14115,108,1.1452,Sell,70,109,,,Sell,loss,-0.023820000000000174,-2.1318679351668868,Sellloss
70,2020-09-08T17:00:00Z,1.1796,1.17986,1.17724,1.17741,1.183864405,1.184229017,1.18430761,1.184023833,1.183187363,1.184080993,3,1,1.14115,203,1.20114,234,1.17741,6,1.13705,Buy,71,234,,,Buy,win,0.03625999999999996,3.1774963852254268,Buywin
71,2020-10-12T01:00:00Z,1.18128,1.18219,1.18087,1.18185,1.175829832,1.175773524,1.175918894,1.176428192,1.17747493,1.176217633,3,2,1.17741,78,1.16121,141,1.18185,12,1.19177,Sell,72,141,,,Sell,loss,-0.0044399999999999995,-0.37709888653909845,Sellloss
72,2020-11-02T22:00:00Z,1.1641,1.16512,1.16309,1.16499,1.17468658,1.174192549,1.173431408,1.172162247,1.169949649,1.166890283,3,1,1.18185,45,1.18808,95,1.16499,91,1.16222,Buy,73,95,,,Buy,loss,-0.016860000000000097,-1.4265769767737104,Buyloss
73,2020-11-16T18:00:00Z,1.18419,1.18568,1.18367,1.18498,1.179198147,1.179617053,1.180172808,1.180910339,1.181833341,1.18141,3,2,1.16499,8,1.16025,60,1.18498,29,1.19201,Sell,74,60,,,Sell,loss,-0.019989999999999952,-1.7158945570348203,Sellloss
74,2021-01-14T14:00:00Z,1.21197,1.2179,1.21118,1.21656,1.220686195,1.220913689,1.220772512,1.220120293,1.218779197,1.219675255,3,1,1.18498,208,1.23495,245,1.21656,29,1.18,Buy,75,245,,,Buy,win,0.031580000000000163,2.6650238822596304,Buywin
75,2021-02-15T10:00:00Z,1.21346,1.21404,1.21239,1.21267,1.210009963,1.209789632,1.20973644,1.210019018,1.210863094,1.208517504,3,2,1.21656,94,1.19521,132,1.21267,35,1.21896,Sell,76,132,,,Sell,win,0.003890000000000171,0.31975406062998707,Sellwin
76,2021-03-08T02:00:00Z,1.19272,1.19284,1.18986,1.19122,1.206573925,1.205828191,1.20479338,1.203230837,1.200701259,1.198044128,3,1,1.21267,49,1.22432,88,1.19122,84,1.18931,Buy,77,88,,,Buy,loss,-0.02144999999999997,-1.7688241648593575,Buyloss
77,2021-04-09T17:00:00Z,1.19,1.19105,1.18972,1.18976,1.184491407,1.184100545,1.184064488,1.18462132,1.186111075,1.18671,3,2,1.19122,103,1.17041,149,1.18976,23,1.19899,Sell,78,149,,,Sell,win,0.0014600000000000168,0.12256342237370232,Sellwin
78,2021-06-18T17:00:00Z,1.18745,1.18818,1.18567,1.18624,1.209689349,1.208561225,1.20690404,1.204467906,1.200741057,1.19698152,3,1,1.18976,190,1.22664,300,1.18624,299,1.18471,Buy,79,300,,,Buy,loss,-0.0035199999999999676,-0.29585798816567777,Buyloss
79,2021-08-30T01:00:00Z,1.18047,1.18099,1.18024,1.18036,1.175551698,1.17525776,1.175101757,1.175204243,1.175801377,1.1737828,3,2,1.18624,270,1.16639,303,1.18036,30,1.19753,Sell,80,303,,,Sell,win,0.005879999999999885,0.4956838413811611,Sellwin
80,2021-09-20T01:00:00Z,1.17237,1.17239,1.17097,1.17151,1.179933507,1.179844964,1.179602256,1.179045237,1.177925678,1.178856216,3,1,1.18036,26,1.1909,90,1.17151,0,1.17097,Buy,81,90,,,Buy,loss,-0.008850000000000025,-0.7497712562269159,Buyloss
81,2021-10-21T16:00:00+07:00,1.1642,1.16511,1.16311,1.16432,1.161826127,1.161437277,1.161301593,1.161583566,1.162461457,1.16188998,3,2,1.17151,101,1.15245,141,1.16432,17,1.17557,Sell,82,141,,,Sell,win,0.00719000000000003,0.6137378255413978,Sellwin
82,2021-11-03T20:00:00+07:00,1.15837,1.15859,1.15623,1.15827,1.160802507,1.16054143,1.160312397,1.160038815,1.159573385,1.164426673,3,1,1.16432,31,1.16921,55,1.15827,37,1.15352,Buy,83,55,,,Buy,loss,-0.006050000000000111,-0.5196166002473642,Buyloss
83,2022-01-03T13:00:00+07:00,1.1338,1.13563,1.1335,1.13516,1.13170169,1.131822077,1.132093729,1.132518362,1.133123407,1.130810426,3,2,1.15827,91,1.11861,257,1.13516,3,1.16164,Sell,84,257,,,Sell,win,0.023109999999999964,1.995217004670756,Sellwin
84,2022-01-26T01:00:00+07:00,1.12877,1.1307,1.12861,1.13003,1.1344813,1.13445921,1.134283937,1.133805412,1.132794538,1.13306458,3,1,1.13516,53,1.14828,99,1.13003,98,1.12632,Buy,85,99,,,Buy,loss,-0.005129999999999857,-0.4519186722576427,Buyloss
85,2022-02-07T05:00:00+07:00,1.14645,1.14645,1.14394,1.14414,1.13139918,1.13147199,1.131768832,1.132622127,1.134838894,1.13597937,3,2,1.13003,16,1.11214,50,1.14414,47,1.14837,Sell,86,50,,,Sell,loss,-0.014109999999999845,-1.2486394166526413,Sellloss
86,2022-02-24T17:00:00+07:00,1.12112,1.12122,1.11527,1.1162,1.133743173,1.133546342,1.133164224,1.132442862,1.131109322,1.134557419,3,1,1.14414,22,1.14948,81,1.1162,0,1.11527,Buy,87,81,,,Buy,loss,-0.027939999999999854,-2.4420088450713946,Buyloss
