,index,status,open_price,weeknum_open,close_price,open_time,high_setup,real_high,high_bar,low_setup,real_low,low_bar,range,DD_point,DD_bar,DD_point2,DD_point%,weeknum_close,TP_get,TP_bar,TP_same,side,result,profit,profit%,prob,acc_prob,TP_con,re_count_up,re_count_down,accum_winrate,accum_profit%,setup,accum_winrate20,accum_winrate50
13,14,Sell win,1.29668,6,1.29610318,2020-02-04 08:00:00,1.32053,1.30175,69,1.29826,1.29826,12,225.0,1.29959,0,-0.002909999999999968,-15.0,6,1.29610318,2.0,0.0,Sell,win,0.025901212393355775,5.0,6.051685138634527e-05,-2.8152489891041718e-05,swap_TP,0,0,78.57142857142857,-14.0,-0.7037037037037037,,
14,15,Buy win,1.3048,6,1.3058104,2020-02-05 08:00:00,1.30408,1.30408,27,1.29453,1.30128,49,95.0,1.30334,2,-0.0014600000000000168,-15.0,6,1.3058104,3.0,0.0,Buy,win,0.10580104712041596,10.0,0.0002471987082252709,-9.795743349954208e-06,swap_TP,0,0,80.0,-4.0,-0.2894736842105263,,
15,16,Sell win,1.29627,6,1.29371968,2020-02-06 10:30:00,1.30058,1.30058,35,1.29634,1.29634,40,40.0,1.29792,5,-0.0016499999999999293,-40.0,6,1.29371968,9.0,0.0,Sell,win,0.6014905660377577,60.0,0.0014053517898078452,7.865097747240826e-05,normal,0,0,81.25,56.0,0.06666666666666667,,
16,17,Sell loss,1.28743,7,1.29556,2020-02-10 07:30:00,1.29515,1.2942,34,1.28829,1.28829,20,70.0,1.29556,61,-0.00812999999999997,-120.0,7,1.2846376199999998,0.0,0.0,Sell,loss,-1.1851311953352575,-120.0,-0.0027689981199421902,-8.88577929637446e-05,loss,0,0,76.47058823529412,-64.0,-0.25925925925925924,,
17,18,Buy win,1.29556,7,1.2978523800000001,2020-02-11 14:00:00,1.29515,1.2942,95,1.28829,1.28829,81,70.0,1.29324,6,-0.0023200000000000998,-35.0,7,1.2978523800000001,39.0,0.0,Buy,win,0.33416618075802684,35.0,0.0007807621045748291,-4.0545576433823836e-05,swap_TP,0,3,77.77777777777777,-29.0,0.07954545454545454,,
18,19,Buy win,1.29882,7,1.3011361599999998,2020-02-13 10:30:00,1.29859,1.29859,49,1.29447,1.29447,11,40.0,1.2962,2,-0.0026200000000000667,-65.0,7,1.3011361599999998,3.0,0.0,Buy,win,0.5621747572814888,55.0,0.0013134924235548803,3.071958146031849e-05,normal,0,0,78.94736842105263,26.0,0.6333333333333333,,
19,20,Sell win,1.30036,8,1.29779428,2020-02-17 18:30:00,1.30514,1.30514,38,1.3006,1.3006,59,45.0,1.30109,0,-0.0007300000000001194,-15.0,8,1.29779428,27.0,0.0,Sell,win,0.565136563876652,55.0,0.001320412532422084,9.520422900840677e-05,normal,0,4,80.0,81.0,0.21649484536082475,,
20,21,Sell win,1.29774,8,1.29392514,2020-02-19 11:00:00,1.30407,1.30407,47,1.2978,1.2978,53,65.0,1.29988,3,-0.0021400000000000308,-35.0,8,1.29392514,9.0,0.0,Sell,win,0.608430622009548,60.0,0.0014215668738540841,0.00015836435495343901,normal,1,2,80.95238095238095,141.0,0.06,,
21,22,Sell win,1.29103,8,1.2901697399999998,2020-02-20 05:00:00,1.29271,1.29271,9,1.29114,1.29114,20,15.0,1.29141,0,-0.00038000000000004697,-25.0,8,1.2901697399999998,2.0,0.0,Sell,win,0.5479363057324955,55.0,0.0012802250133936812,0.0002093580212461773,normal,0,4,81.81818181818181,196.0,0.3793103448275862,,
22,23,Buy loss,1.29942,9,1.28961,2020-02-26 21:30:00,1.29788,1.29788,78,1.28963,1.28963,48,80.0,1.28961,72,-0.009810000000000096,-120.0,9,1.30157,0.0,1.30157,Buy,loss,-1.1890909090909396,-120.0,-0.002778249787595653,7.946202955740205e-05,loss,2,1,78.26086956521739,76.0,0.23809523809523808,,
23,24,Sell win,1.28961,9,1.28672,2020-02-26 21:30:00,1.29788,1.29788,150,1.28963,1.28963,120,80.0,1.29465,22,-0.0050400000000001555,-60.0,9,1.28672,68.0,1.28672,Sell,win,0.3503030303030161,35.0,0.0008184650240724675,0.00011025382099552978,same_hi,43,1,79.16666666666667,111.0,-0.1111111111111111,,
24,25,Buy win,1.28184,10,1.2831977600000002,2020-03-03 15:00:00,1.27991,1.27991,15,1.27459,1.27459,34,55.0,1.27814,0,-0.0037000000000000366,-70.0,10,1.2831977600000002,2.0,0.0,Buy,win,0.2552180451127899,25.0,0.0005963038437214717,0.00012969582190456745,normal,4,0,80.0,136.0,-0.3877551020408163,,
