,time,open,high,low,close,EMA90,EMA75,EMA,EMA45,EMA30,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
44,2021-02-09T00:00:00Z,0.77082,0.77162,0.77041,0.77148,0.765290005,0.765643309,0.766190777,0.766995401,0.768124313,0.76798238,3,2,0.76886,130,0.75636,236,0.77148,20,0.77639,Sell,45,236,Sell,loss,-0.00262,-0.003638889,Sellloss
45,2021-02-17T21:00:00Z,0.77521,0.77528,0.77495,0.77498,0.775504527,0.775645393,0.775672586,0.775538117,0.77519791,0.775529922,3,1,0.77148,122,0.78053,165,0.77498,0,0.77041,Buy,46,165,Buy,win,0.0035,0.004861111,Buywin
46,2021-02-19T20:00:00Z,0.78651,0.7871,0.78635,0.78674,0.778528838,0.77904269,0.779685771,0.780593978,0.782047541,0.78575,3,2,0.77498,19,0.77311,48,0.78674,44,0.78772,Sell,47,48,Sell,loss,-0.01176,-0.016333333,Sellloss
47,2021-02-26T19:00:00Z,0.77185,0.77236,0.77062,0.77087,0.786742148,0.78641123,0.785639716,0.784141538,0.781417581,0.780385217,3,1,0.78674,87,0.80072,119,0.77087,0,0.77062,Buy,48,119,Buy,loss,-0.01587,-0.022041667,Buyloss
48,2021-03-10T22:00:00Z,0.77349,0.77431,0.77302,0.77312,0.770756621,0.77048795,0.770381456,0.770535305,0.771068083,0.7715225,3,2,0.77087,115,0.76214,196,0.77312,61,0.78381,Sell,49,196,Sell,loss,-0.00225,-0.003125,Sellloss
49,2021-03-22T03:00:00Z,0.77213,0.77304,0.77198,0.77258,0.775270734,0.775230298,0.775101256,0.77480931,0.774219955,0.775094052,3,1,0.77312,130,0.78492,174,0.77258,115,0.76991,Buy,50,174,Buy,loss,-0.00054,-0.00075,Buyloss
50,2021-03-29T13:00:00Z,0.76455,0.76473,0.76328,0.76343,0.763215351,0.762841743,0.762613071,0.762638403,0.763019872,0.762334532,3,2,0.77258,85,0.75631,131,0.76343,16,0.77564,Sell,51,131,Sell,win,0.00915,0.012708333,Sellwin
51,2021-04-01T06:00:00Z,0.75376,0.75516,0.75318,0.75471,0.76094916,0.760580615,0.760184943,0.759691507,0.758952003,0.758138244,3,1,0.76343,14,0.76642,65,0.75471,0,0.75318,Buy,52,65,Buy,loss,-0.00872,-0.012111111,Buyloss
52,2021-04-05T18:00:00Z,0.76547,0.76556,0.76507,0.76535,0.761656607,0.76171973,0.761885428,0.762194226,0.762729039,0.762521979,3,2,0.75471,1,0.75318,61,0.76535,57,0.76604,Sell,53,61,Sell,loss,-0.01064,-0.014777778,Sellloss
53,2021-05-04T16:00:00Z,0.76881,0.77036,0.7686,0.76965,0.774232104,0.773975949,0.773644013,0.773224109,0.772671911,0.77164,3,1,0.76535,415,0.78179,502,0.76965,138,0.75851,Buy,54,502,Buy,win,0.0043,0.005972222,Buywin
54,2021-05-06T18:00:00Z,0.7774,0.77793,0.7772,0.77726,0.774222143,0.774218167,0.774283687,0.774481634,0.774909327,0.773981231,3,2,0.76965,0,0.76749,51,0.77726,0,0.77793,Sell,55,51,Sell,loss,-0.00761,-0.010569444,Sellloss
55,2021-05-13T02:00:00Z,0.7742,0.77421,0.77254,0.77293,0.779483263,0.779348688,0.778976469,0.778194738,0.776757061,0.775969726,3,1,0.77726,42,0.78908,104,0.77293,102,0.77174,Buy,56,104,Buy,loss,-0.00433,-0.006013889,Buyloss
56,2021-05-18T17:00:00Z,0.77964,0.78024,0.77942,0.7801,0.777263156,0.777333856,0.777508944,0.777864909,0.778465702,0.77786,3,2,0.77293,9,0.76883,88,0.7801,78,0.78136,Sell,57,88,Sell,loss,-0.00717,-0.009958333,Sellloss
57,2021-05-24T06:00:00Z,0.7738,0.77434,0.77347,0.77356,0.775162006,0.774955909,0.774703849,0.774377414,0.773925945,0.774943566,3,1,0.7801,2,0.78055,85,0.77356,26,0.77106,Buy,58,85,Buy,loss,-0.00654,-0.009083333,Buyloss
58,2021-05-26T10:00:00Z,0.77804,0.77831,0.7777,0.77804,0.775749466,0.775810034,0.775939405,0.776180826,0.776605507,0.776745378,3,2,0.77356,3,0.77061,53,0.77804,47,0.7796,Sell,59,53,Sell,loss,-0.00448,-0.006222222,Sellloss
59,2021-05-28T00:00:00Z,0.77423,0.77429,0.77366,0.77397,0.774902077,0.774819891,0.774722361,0.774589657,0.774395031,0.775312289,3,1,0.77804,0,0.77831,38,0.77397,15,0.77232,Buy,60,38,Buy,loss,-0.00407,-0.005652778,Buyloss
60,2021-06-01T21:00:00Z,0.77506,0.77544,0.7745,0.77496,0.774145162,0.774166599,0.774247219,0.774426477,0.774753882,0.773518365,3,2,0.77397,13,0.76773,70,0.77496,64,0.77692,Sell,61,70,Sell,loss,-0.00099,-0.001375,Sellloss
61,2021-06-14T23:00:00Z,0.77121,0.77159,0.77108,0.77116,0.77246838,0.77230615,0.772086014,0.771794954,0.771455986,0.771960408,3,1,0.77496,178,0.77756,218,0.77116,44,0.76453,Buy,62,218,Buy,loss,-0.0038,-0.005277778,Buyloss
62,2021-06-24T16:00:00Z,0.75726,0.7583,0.75726,0.75805,0.756303261,0.756235481,0.75637196,0.756745864,0.757296496,0.75688,3,2,0.77116,94,0.74768,186,0.75805,2,0.77166,Sell,63,186,Sell,win,0.01311,0.018208333,Sellwin
63,2021-06-29T11:00:00Z,0.75317,0.75318,0.75135,0.75162,0.75690521,0.756819661,0.75668698,0.756403956,0.755810031,0.75470968,3,1,0.75805,21,0.76167,67,0.75162,0,0.75135,Buy,64,67,Buy,loss,-0.00643,-0.008930556,Buyloss
64,2021-07-06T02:00:00Z,0.75512,0.75603,0.75504,0.75589,0.751592086,0.751587299,0.751729527,0.75210416,0.7527965,0.752170789,3,2,0.75162,74,0.74441,112,0.75589,0,0.75603,Sell,65,112,Sell,loss,-0.00427,-0.005930556,Sellloss
65,2021-07-08T00:00:00Z,0.74831,0.74839,0.74662,0.74686,0.750943786,0.750782837,0.750580484,0.750259985,0.749685898,0.750990257,3,1,0.75589,4,0.75989,46,0.74686,36,0.74625,Buy,66,46,Buy,loss,-0.00903,-0.012541667,Buyloss
66,2021-07-13T03:00:00Z,0.75003,0.7503,0.7494,0.74948,0.747537878,0.74741645,0.747376786,0.747480752,0.74780473,0.746913557,3,2,0.74686,26,0.74096,76,0.74948,0,0.7503,Sell,67,76,Sell,loss,-0.00262,-0.003638889,Sellloss
67,2021-07-18T21:00:00Z,0.74016,0.74025,0.73981,0.73981,0.744258201,0.74387992,0.743425059,0.74284627,0.742076189,0.74143474,3,1,0.74948,0,0.7503,90,0.73981,88,0.73922,Buy,68,90,Buy,loss,-0.00967,-0.013430556,Buyloss
68,2021-07-22T20:00:00Z,0.73836,0.73839,0.73753,0.73753,0.736194632,0.735916781,0.735795175,0.735941386,0.736488248,0.7355972,3,2,0.73981,59,0.72894,96,0.73753,1,0.74025,Sell,69,96,Sell,win,0.00228,0.003166667,Sellwin
69,2021-08-09T15:00:00Z,0.73338,0.73437,0.73321,0.73395,0.737176958,0.736984372,0.736687827,0.736237791,0.73559331,0.73638,3,1,0.73753,209,0.74266,283,0.73395,94,0.73169,Buy,70,283,Buy,loss,-0.00358,-0.004972222,Buyloss
70,2021-08-24T13:00:00Z,0.72444,0.7257,0.72377,0.72497,0.720230856,0.719958446,0.719934806,0.720324406,0.721321522,0.722176005,3,2,0.73395,209,0.71059,263,0.72497,51,0.73894,Sell,71,263,Sell,win,0.00898,0.012472222,Sellwin
71,2021-09-08T20:00:00Z,0.73681,0.737,0.73637,0.7364,0.739376965,0.739430293,0.739281099,0.738860167,0.73813945,0.73808,3,1,0.72497,191,0.74782,271,0.7364,59,0.72221,Buy,72,271,Buy,win,0.01143,0.015875,Buywin
