,time,open,high,low,close,EMA90,EMA75,EMA,EMA45,EMA30,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
0,2020-01-13T16:00:00Z,0.69043,0.69168,0.69042,0.69103,0.689515096,0.68929854,0.689319403,0.689560302,0.690033621,0.68947,3,2,0.68596,16,0.6849,89,0.69103,76,0.69199,Sell,1,89,Sell,loss,-0.00507,-0.007041667,Sellloss
1,2020-01-20T00:00:00Z,0.68813,0.68826,0.68769,0.68771,0.689562012,0.689478224,0.689371269,0.689184956,0.688844886,0.689186504,3,1,0.69103,69,0.69337,104,0.68771,101,0.68705,Buy,2,104,Buy,loss,-0.00332,-0.004611111,Buyloss
2,2020-02-05T04:00:00Z,0.67382,0.67396,0.67352,0.67372,0.672086936,0.671902811,0.671859483,0.672026758,0.672498691,0.672403,3,2,0.68771,266,0.66787,293,0.67372,8,0.68885,Sell,3,293,Sell,win,0.01399,0.019430556,Sellwin
3,2020-02-07T16:00:00Z,0.66864,0.6689,0.66761,0.66783,0.672372471,0.672214373,0.672001648,0.6716215,0.670853683,0.669831273,3,1,0.67372,5,0.67743,60,0.66783,58,0.66622,Buy,4,60,Buy,loss,-0.00589,-0.008180556,Buyloss
4,2020-02-12T05:00:00Z,0.67272,0.67343,0.6727,0.67275,0.671010398,0.67095499,0.670961716,0.671086979,0.671440901,0.67168354,3,2,0.66783,7,0.6665,62,0.67275,59,0.67376,Sell,5,62,Sell,loss,-0.00492,-0.006833333,Sellloss
5,2020-02-18T09:00:00Z,0.66795,0.66798,0.66736,0.66767,0.671331137,0.6712164,0.671041442,0.670757364,0.670272146,0.669062946,3,1,0.67275,11,0.67501,100,0.66767,0,0.66736,Buy,6,100,Buy,loss,-0.00508,-0.007055556,Buyloss
6,2020-03-04T15:00:00Z,0.6614,0.66232,0.66067,0.66211,0.657287225,0.657492808,0.657905832,0.658600913,0.659638805,0.659019426,3,2,0.66767,199,0.6434,271,0.66211,25,0.67076,Sell,7,271,Sell,win,0.00556,0.007722222,Sellwin
7,2020-03-11T14:00:00Z,0.6534,0.65367,0.65196,0.6529,0.655417264,0.654905366,0.654232033,0.653375373,0.652426441,0.65395,3,1,0.66211,72,0.66849,120,0.6529,59,0.63143,Buy,8,120,Buy,loss,-0.00921,-0.012791667,Buyloss
8,2020-03-25T00:00:00Z,0.59684,0.59687,0.59349,0.59585,0.588371199,0.587980362,0.588219741,0.589265471,0.59123537,0.589305828,3,2,0.6529,132,0.55063,227,0.59585,1,0.65367,Sell,9,227,Sell,win,0.05705,0.079236111,Sellwin
9,2020-04-02T20:00:00Z,0.60554,0.60697,0.605,0.60582,0.608446688,0.608560106,0.608410641,0.607905482,0.607035251,0.610468179,3,1,0.59585,101,0.62139,164,0.60582,26,0.58703,Buy,10,164,Buy,win,0.00997,0.013847222,Buywin
10,2020-04-07T09:00:00Z,0.61679,0.61819,0.61653,0.61715,0.607820333,0.608058307,0.608431266,0.609156011,0.610635796,0.611552141,3,2,0.60582,14,0.598,62,0.61715,60,0.61939,Sell,11,62,Sell,loss,-0.01133,-0.015736111,Sellloss
11,2020-04-16T19:00:00Z,0.6311,0.63142,0.63036,0.63109,0.63293001,0.633071556,0.632885594,0.632275906,0.631261389,0.633030098,3,1,0.61715,131,0.64447,178,0.63109,21,0.61155,Buy,12,178,Buy,win,0.01394,0.019361111,Buywin
12,2020-04-20T16:00:00Z,0.63862,0.63899,0.63693,0.63712,0.634829086,0.635098108,0.635327578,0.635606041,0.636073844,0.635565712,3,2,0.63109,0,0.6294,46,0.63712,44,0.63973,Sell,13,46,Sell,loss,-0.00603,-0.008375,Sellloss
13,2020-05-03T22:00:00Z,0.64043,0.64118,0.63794,0.63833,0.647289355,0.647399861,0.647211129,0.646526261,0.645070664,0.643654111,3,1,0.63712,181,0.65699,222,0.63833,21,0.62534,Buy,14,222,Buy,win,0.00121,0.001680556,Buywin
14,2020-05-08T12:00:00Z,0.65199,0.6538,0.65069,0.65146,0.646698867,0.647081313,0.647646842,0.64851927,0.649845131,0.65069,3,2,0.63833,3,0.63726,111,0.65146,101,0.65477,Sell,15,111,Sell,loss,-0.01313,-0.018236111,Sellloss
15,2020-05-13T20:00:00Z,0.64477,0.64581,0.64463,0.64533,0.648170755,0.64817086,0.648077357,0.647836001,0.647390014,0.649879215,3,1,0.65146,14,0.65614,80,0.64533,36,0.64322,Buy,16,80,Buy,loss,-0.00613,-0.008513889,Buyloss
16,2020-05-19T11:00:00Z,0.6548,0.6551,0.65394,0.65408,0.648084051,0.648424063,0.648956663,0.649819591,0.651212582,0.651495553,3,2,0.64533,44,0.64022,88,0.65408,83,0.65644,Sell,17,88,Sell,loss,-0.00875,-0.012152778,Sellloss
17,2020-06-12T01:00:00Z,0.68064,0.68222,0.67996,0.68202,0.693366486,0.69313822,0.692533064,0.691400016,0.689438191,0.68449,3,1,0.65408,391,0.70643,422,0.68202,74,0.65058,Buy,18,422,Buy,win,0.02794,0.038805556,Buywin
18,2020-06-23T13:00:00Z,0.69674,0.69708,0.69513,0.69557,0.689141593,0.689370678,0.689757902,0.690393203,0.691420425,0.688616577,3,2,0.68202,30,0.67765,181,0.69557,50,0.69766,Sell,19,181,Sell,loss,-0.01355,-0.018819444,Sellloss
19,2020-06-28T22:00:00Z,0.68489,0.68604,0.68461,0.68586,0.688204969,0.688039835,0.687806607,0.687481889,0.687063821,0.686769834,3,1,0.69557,1,0.69746,81,0.68586,73,0.68406,Buy,20,81,Buy,loss,-0.00971,-0.013486111,Buyloss
20,2020-07-01T17:00:00Z,0.69185,0.69189,0.69067,0.69131,0.688695395,0.688817438,0.689025802,0.689379159,0.689957098,0.688565955,3,2,0.68586,36,0.68328,68,0.69131,65,0.69437,Sell,21,68,Sell,loss,-0.00545,-0.007569444,Sellloss
21,2020-08-03T16:00:00Z,0.71074,0.71145,0.71064,0.71145,0.714818142,0.714752968,0.714509288,0.713992678,0.713037766,0.711773306,3,1,0.69131,517,0.72274,551,0.71145,22,0.69015,Buy,22,551,Buy,win,0.02014,0.027972222,Buywin
22,2020-08-05T12:00:00Z,0.72244,0.7236,0.72157,0.72282,0.715786988,0.715991096,0.716274756,0.716765296,0.717724841,0.7197088,3,2,0.71145,0,0.70997,45,0.72282,0,0.7236,Sell,23,45,Sell,loss,-0.01137,-0.015791667,Sellloss
23,2020-08-11T22:00:00Z,0.71403,0.71506,0.71403,0.71494,0.716938596,0.716827157,0.716642157,0.716378635,0.716060773,0.71672363,3,1,0.72282,36,0.72431,106,0.71494,103,0.71349,Buy,24,106,Buy,loss,-0.00788,-0.010944444,Buyloss
24,2020-08-17T21:00:00Z,0.72138,0.72168,0.72109,0.72133,0.717489889,0.717701554,0.718016721,0.718494774,0.71922339,0.719223776,3,2,0.71494,7,0.71092,96,0.72133,89,0.72275,Sell,25,96,Sell,loss,-0.00639,-0.008875,Sellloss
25,2020-08-21T18:00:00Z,0.71493,0.71622,0.71483,0.71607,0.719083962,0.718951493,0.71869737,0.718272689,0.717648124,0.716807779,3,1,0.72133,36,0.72758,93,0.71607,64,0.71358,Buy,26,93,Buy,loss,-0.00526,-0.007305556,Buyloss
26,2020-08-26T19:00:00Z,0.7226,0.7234,0.72242,0.72329,0.719139028,0.719253227,0.719452508,0.71981206,0.720450444,0.720361609,3,2,0.71607,0,0.7144,74,0.72329,72,0.72396,Sell,27,74,Sell,loss,-0.00722,-0.010027778,Sellloss
27,2020-09-03T11:00:00Z,0.72941,0.72992,0.72842,0.72864,0.733120683,0.733371586,0.733401907,0.733083509,0.732292947,0.732809193,3,1,0.72329,79,0.74135,136,0.72864,19,0.72166,Buy,28,136,Buy,win,0.00535,0.007430556,Buywin
28,2020-09-14T15:00:00Z,0.72935,0.73036,0.72922,0.7298,0.727571497,0.72761766,0.72772104,0.727879964,0.728057815,0.726665153,3,2,0.72864,84,0.71919,173,0.7298,123,0.73247,Sell,29,173,Sell,loss,-0.00116,-0.001611111,Sellloss
29,2020-09-22T16:00:00Z,0.71718,0.71796,0.71557,0.71568,0.725617816,0.725028392,0.72423491,0.723158384,0.721714055,0.72305672,3,1,0.7298,48,0.73451,145,0.71568,0,0.71557,Buy,30,145,Buy,loss,-0.01412,-0.019611111,Buyloss
30,2020-09-29T21:00:00Z,0.71264,0.71332,0.71241,0.71276,0.709160268,0.708883194,0.708885745,0.709302107,0.710253313,0.710324061,3,2,0.71568,71,0.70059,126,0.71276,0,0.71818,Sell,31,126,Sell,win,0.00292,0.004055556,Sellwin
31,2020-10-07T21:00:00Z,0.71347,0.71389,0.71347,0.71384,0.714720996,0.714636623,0.71444991,0.714131776,0.713735827,0.71501449,3,1,0.71276,38,0.72091,144,0.71384,120,0.70956,Buy,32,144,Buy,win,0.00108,0.0015,Buywin
32,2020-10-09T10:00:00Z,0.7187,0.71921,0.71837,0.71891,0.715861074,0.716006705,0.716199266,0.716505636,0.717047743,0.717927788,3,2,0.71384,5,0.7123,38,0.71891,36,0.71936,Sell,33,38,Sell,loss,-0.00507,-0.007041667,Sellloss
33,2020-10-15T01:00:00Z,0.71381,0.71487,0.71359,0.71432,0.717504319,0.717417359,0.717228856,0.716897585,0.716396719,0.7179733,3,1,0.71891,10,0.72431,87,0.71432,84,0.71285,Buy,34,87,Buy,loss,-0.00459,-0.006375,Buyloss
34,2020-10-22T19:00:00Z,0.71132,0.71177,0.71082,0.71151,0.709471467,0.709456318,0.709578568,0.709883759,0.710370254,0.709231014,3,2,0.71432,85,0.70208,139,0.71151,1,0.71487,Sell,35,139,Sell,win,0.00281,0.003902778,Sellwin
35,2020-10-29T16:00:00Z,0.70053,0.70182,0.70024,0.70114,0.70864024,0.70820876,0.707598497,0.7067174,0.705462424,0.70475,3,1,0.71151,14,0.71582,117,0.70114,0,0.70024,Buy,36,117,Buy,loss,-0.01037,-0.014402778,Buyloss
36,2020-11-03T16:00:00Z,0.71656,0.71747,0.71581,0.71591,0.706424826,0.706427833,0.706614604,0.707157211,0.708383493,0.70843838,3,2,0.70114,38,0.69913,72,0.71591,0,0.71747,Sell,37,72,Sell,loss,-0.01477,-0.020513889,Sellloss
37,2020-11-13T03:00:00Z,0.72288,0.72301,0.72227,0.72237,0.725950983,0.726108791,0.726060771,0.725737841,0.72506443,0.72402,3,1,0.71591,94,0.73399,179,0.72237,10,0.70485,Buy,38,179,Buy,win,0.00646,0.008972222,Buywin
38,2020-11-16T18:00:00Z,0.73177,0.73177,0.731,0.73114,0.727190521,0.727463458,0.727742046,0.728126351,0.728815786,0.728931961,3,2,0.72237,0,0.72215,40,0.73114,38,0.73265,Sell,39,40,Sell,loss,-0.00877,-0.012180556,Sellloss
39,2020-12-22T20:00:00Z,0.75315,0.75319,0.75185,0.75246,0.756318974,0.75622559,0.75596694,0.755502523,0.754807696,0.753971024,3,1,0.73114,543,0.76396,626,0.75246,64,0.72545,Buy,40,626,Buy,win,0.02132,0.029611111,Buywin
40,2020-12-24T08:00:00Z,0.75897,0.76031,0.7589,0.75957,0.756828266,0.756900312,0.756987974,0.757176127,0.757619649,0.75802498,3,2,0.75246,3,0.75164,37,0.75957,0,0.76031,Sell,41,37,Sell,loss,-0.00711,-0.009875,Sellloss
41,2021-01-18T11:00:00Z,0.76673,0.76779,0.76651,0.76733,0.7727631,0.772492116,0.772073127,0.771412454,0.770329456,0.769998126,3,1,0.75957,166,0.78203,359,0.76733,29,0.75571,Buy,42,359,Buy,win,0.00776,0.010777778,Buywin
42,2021-01-21T00:00:00Z,0.77547,0.77596,0.77488,0.77573,0.772215067,0.772235091,0.77234449,0.772628228,0.773214028,0.773376394,3,2,0.76733,0,0.7664,62,0.77573,61,0.77634,Sell,43,62,Sell,loss,-0.0084,-0.011666667,Sellloss
43,2021-01-26T05:00:00Z,0.76885,0.76912,0.76855,0.76886,0.772428227,0.772302426,0.772108927,0.771801051,0.771324727,0.7718902,3,1,0.77573,12,0.77824,77,0.76886,64,0.76826,Buy,44,77,Buy,loss,-0.00687,-0.009541667,Buyloss
