,index,status,open_price,weeknum_open,close_price,open_time,high_setup,real_high,high_bar,low_setup,real_low,low_bar,range,DD_point,DD_bar,DD_point2,DD_point%,weeknum_close,TP_get,TP_bar,TP_same,side,result,profit,profit%,prob,acc_prob,TP_con,re_count_up,re_count_down,accum_winrate,accum_profit%,setup,accum_winrate20,accum_winrate50
24,25,Buy win,111.67,13,111.67,2020-03-24 19:00:00,111.572,111.572,54,110.188,110.817,34,13840.0,110.752,13,-0.9180000000000064,-65.0,13,111.67,39.0,111.67,Buy,win,0.0,0.0,0.0,7.98067624134171e-05,same_hi,2,2,80.0,76.0,0.22727272727272727,,
25,26,Sell win,108.213,13,107.951098,2020-03-27 14:00:00,111.604,108.985,96,108.346,108.346,19,32580.0,108.546,0,-0.3330000000000126,-10.0,13,107.951098,3.0,0.0,Sell,win,0.08038735420503144,10.0,0.00022517466163874354,8.539783546054503e-05,swap_TP,0,0,80.76923076923077,86.0,-0.6695652173913044,,
26,27,Buy win,108.527,14,108.590888,2020-03-31 00:30:00,108.272,108.272,24,107.282,107.756,46,9900.0,107.965,0,-0.5619999999999976,-55.0,14,108.590888,21.0,0.0,Buy,win,0.06453333333333852,5.0,0.00018076563958918353,8.892997635419831e-05,swap_TP,0,0,81.48148148148148,91.0,-0.3142857142857143,,
27,28,Buy win,108.673,14,108.720778,2020-04-05 23:00:00,108.646,108.646,168,107.044,108.525,111,16020.0,108.45,0,-0.22299999999999898,-15.0,15,108.720778,106.0,109.337,Buy,win,0.029823970037449292,5.0,8.354053231778514e-05,8.873749621004071e-05,swap_TP,2,5,82.14285714285714,96.0,0.20430107526881722,,
28,29,Sell win,107.413,16,107.35911800000001,2020-04-14 09:00:00,107.762,107.762,25,107.513,107.513,29,2490.0,107.57,0,-0.15699999999999648,-65.0,16,107.35911800000001,5.0,0.0,Sell,win,0.216393574297142,20.0,0.000606144465818325,0.00010657911585170568,normal,0,0,82.75862068965517,116.0,0.07407407407407407,,
29,30,Buy loss,107.891,16,107.214,2020-04-16 14:00:00,107.838,107.838,23,107.283,107.283,14,5550.0,107.214,25,-0.6770000000000067,-120.0,16,108.068,0.0,108.068,Buy,loss,-1.2198198198198482,-120.0,-0.003416862240391732,-1.0868929356408904e-05,loss,0,0,80.0,-4.0,0.24324324324324326,,
30,31,Sell loss,107.214,16,107.914,2020-04-16 14:00:00,107.838,107.838,48,107.283,107.283,39,5550.0,107.914,13,-0.7000000000000028,-125.0,16,107.214,0.0,107.214,Sell,loss,-1.2612612612612832,-125.0,-0.003532944709415359,-0.000124484277100246,loss,12,0,77.41935483870968,-129.0,-0.10344827586206896,,
31,32,Buy win,107.914,16,107.878,2020-04-16 20:30:00,107.838,107.838,61,107.283,107.352,52,5550.0,107.282,120,-0.632000000000005,-115.0,17,107.878,137.0,107.878,Buy,win,0.06486486486486819,5.0,0.00018169429934136746,-0.00011491619658644559,same_hi,13,2,78.125,-124.0,0.07964601769911504,,
32,33,Sell win,107.499,17,107.365836,2020-04-23 11:00:00,107.848,107.848,43,107.55,107.55,58,2980.0,107.562,0,-0.06300000000000239,-20.0,17,107.365836,4.0,0.0,Sell,win,0.44685906040266044,45.0,0.0012517060515480685,-7.350340118843e-05,normal,5,2,78.78787878787878,-79.0,0.1485148514851485,,
33,34,Sell win,106.541,19,106.541,2020-05-05 00:00:00,107.046,107.046,20,106.647,106.647,71,3990.0,106.894,19,-0.35300000000000864,-90.0,19,106.541,27.0,106.541,Sell,win,0.0,0.0,0.0,-7.134153644759383e-05,same_hi,0,2,79.41176470588235,-79.0,0.5604395604395604,,
34,35,Buy win,106.665,19,106.86625599999999,2020-05-08 12:30:00,106.624,106.624,45,106.01,106.232,88,6140.0,106.285,0,-0.38000000000000966,-60.0,19,106.86625599999999,19.0,0.0,Buy,win,0.32777850162864786,35.0,0.0009181470633855682,-4.307043359521777e-05,swap_TP,0,0,80.0,-44.0,-0.3233082706766917,,
35,36,Sell win,107.351,20,107.250478,2020-05-12 11:00:00,107.752,107.621,33,107.392,107.392,16,3600.0,107.453,0,-0.10200000000000387,-30.0,20,107.250478,7.0,0.0,Sell,win,0.2792277777777727,30.0,0.0007821506380329767,-2.014762604999014e-05,swap_TP,0,1,80.55555555555556,-14.0,-0.3469387755102041,,
36,37,Buy win,107.394,21,107.484,2020-05-18 12:00:00,107.338,107.338,38,107.067,107.067,30,2710.0,107.203,8,-0.1910000000000025,-70.0,21,107.484,37.0,107.484,Buy,win,0.33210332103316953,35.0,0.0009302614034542564,5.539104477151655e-06,same_hi,0,0,81.08108108108108,21.0,0.11764705882352941,,
37,38,Sell win,107.641,21,107.568692,2020-05-20 07:00:00,107.902,107.902,13,107.696,107.696,21,2060.0,107.768,0,-0.12699999999999534,-60.0,21,107.568692,9.0,0.0,Sell,win,0.3510097087378914,35.0,0.000983220472655158,3.126756153446761e-05,normal,0,0,81.57894736842105,56.0,0.23529411764705882,,
38,39,Buy win,107.89,22,107.89,2020-05-27 12:30:00,107.882,107.882,61,107.447,107.447,48,4350.0,107.649,10,-0.24099999999999966,-55.0,22,107.89,23.0,107.89,Buy,win,0.0,0.0,0.0,3.0465829187429982e-05,same_hi,1,4,82.05128205128206,56.0,0.11926605504587157,,
39,40,Buy win,107.78,23,107.880926,2020-06-02 06:30:00,107.753,107.753,39,107.546,107.546,15,2070.0,107.68,5,-0.09999999999999432,-50.0,23,107.880926,10.0,0.0,Buy,win,0.487565217391325,50.0,0.0013657289002558125,6.384740596413954e-05,normal,1,0,82.5,106.0,0.4444444444444444,,
40,41,Buy win,108.767,23,108.95534400000001,2020-06-03 09:30:00,108.765,108.765,32,108.457,108.457,15,3080.0,108.483,4,-0.2839999999999918,-90.0,23,108.95534400000001,11.0,0.0,Buy,win,0.6115064935065283,60.0,0.0017129033431555415,0.000104068282481003,normal,4,0,82.92682926829268,166.0,0.3617021276595745,,
41,42,Buy win,109.174,23,109.411156,2020-06-04 19:30:00,109.138,109.138,23,108.696,108.696,12,4420.0,109.033,4,-0.14100000000000534,-30.0,23,109.411156,23.0,0.0,Buy,win,0.5365520361990835,55.0,0.0015029468801094777,0.00013737491575787145,normal,2,0,83.33333333333333,221.0,0.3142857142857143,,
42,43,Sell win,107.705,24,107.70581399999999,2020-06-09 14:30:00,109.754,108.154,90,107.877,107.877,9,18770.0,108.0,0,-0.2950000000000017,-15.0,24,107.70581399999999,2.0,0.0,Sell,win,0.0004336707511940365,0.0,1.2147640089468809e-06,0.0001342084006009197,swap_TP,0,1,83.72093023255815,221.0,-0.8181818181818182,,
43,44,Sell win,106.802,24,106.66779199999999,2020-06-11 18:30:00,107.082,107.082,14,106.826,106.826,20,2560.0,106.919,4,-0.11699999999999022,-45.0,24,106.66779199999999,12.0,106.641,Sell,win,0.524250000000059,50.0,0.0014684873949581483,0.00016453292319994762,same_hi,0,8,84.0909090909091,271.0,0.17647058823529413,,
44,45,Buy loss,107.619,25,107.19,2020-06-17 17:30:00,107.528,107.528,57,107.073,107.222,44,4550.0,107.19,78,-0.42900000000000205,-95.0,25,107.619,0.0,107.619,Buy,loss,-0.9428571428571214,-95.0,-0.0026410564225689674,0.00010218649329397174,loss,0,0,82.22222222222223,176.0,0.12871287128712872,,
45,46,Sell win,107.19,25,107.09530999999998,2020-06-17 19:00:00,107.528,107.427,135,107.073,107.222,122,4550.0,107.238,0,-0.04800000000000182,-10.0,25,107.09530999999998,3.0,107.619,Sell,win,0.20810989010991549,20.0,0.0005829408686552254,0.00011263767536704248,swap_TP,9,0,82.6086956521739,196.0,-0.05058365758754864,,
46,47,Sell win,106.621,26,106.395764,2020-06-23 12:30:00,107.208,107.208,17,106.706,106.706,139,5020.0,106.866,0,-0.24500000000000455,-50.0,26,106.395764,1.0,0.0,Sell,win,0.44867729083664826,45.0,0.0012567991339962135,0.00013698153618893973,normal,1,0,82.97872340425532,241.0,0.782051282051282,,
47,48,Sell loss,107.118,26,107.351,2020-06-28 21:30:00,107.331,107.302,14,107.128,107.128,9,2030.0,107.351,29,-0.2330000000000041,-115.0,27,107.075,0.0,107.075,Sell,loss,-1.1477832512315305,-115.0,-0.003215079135102326,6.71469388703717e-05,loss,0,1,81.25,126.0,-0.21739130434782608,,
48,49,Buy win,107.351,27,107.40953200000001,2020-06-29 12:00:00,107.331,107.302,43,107.128,107.128,38,2030.0,107.246,0,-0.10500000000000398,-50.0,27,107.40953200000001,2.0,0.0,Buy,win,0.2883349753695219,30.0,0.0008076609954328344,8.225947063695257e-05,swap_TP,1,11,81.63265306122449,156.0,0.06172839506172839,,
49,50,Sell win,107.514,27,107.372,2020-07-01 08:00:00,108.131,108.131,16,107.534,107.534,70,5970.0,107.602,12,-0.08800000000000807,-15.0,27,107.372,49.0,107.372,Sell,win,0.23785594639865543,25.0,0.0006662631551783066,9.393954432777964e-05,same_hi,0,0,82.0,181.0,0.627906976744186,,
50,51,Buy win,107.53,27,107.57017,2020-07-05 22:00:00,107.53,107.53,15,107.373,107.465,75,1570.0,107.494,0,-0.036000000000001364,-25.0,27,107.57017,3.0,0.0,Buy,win,0.2558598726114922,25.0,0.0007166943210405943,0.00010615042230254072,swap_TP,0,0,82.3529411764706,206.0,-0.6666666666666666,,
51,52,Buy loss,107.739,28,107.249,2020-07-08 17:30:00,107.739,107.739,62,107.288,107.288,17,4510.0,107.249,65,-0.4900000000000091,-110.0,28,107.739,0.0,107.739,Buy,loss,-1.0864745011086492,-110.0,-0.0030433459414808102,4.558318453747628e-05,loss,0,0,80.76923076923077,96.0,0.569620253164557,90.0,82.0
52,53,Sell win,107.249,28,107.009282,2020-07-08 17:30:00,107.739,107.739,127,107.288,107.288,82,4510.0,107.397,34,-0.14800000000001035,-35.0,28,107.009282,64.0,107.739,Sell,win,0.5315254988913354,55.0,0.0014888669436732083,7.281495357777311e-05,same_hi,3,2,81.13207547169812,151.0,-0.215311004784689,90.0,82.0
53,54,Sell win,107.101,29,107.08766000000001,2020-07-15 07:00:00,107.298,107.298,13,107.168,107.168,26,1300.0,107.172,0,-0.07099999999999795,-55.0,29,107.08766000000001,1.0,0.0,Sell,win,0.10261538461527477,10.0,0.0002874380521436268,7.67894554030667e-05,normal,1,1,81.48148148148148,161.0,0.3333333333333333,90.0,82.0
54,55,Buy loss,107.386,30,107.003,2020-07-21 13:30:00,107.369,107.36,60,106.942,107.089,10,4270.0,107.003,74,-0.38299999999999557,-90.0,30,107.386,0.0,107.386,Buy,loss,-0.8969555035128561,-90.0,-0.0025124804019967958,2.9711821632160113e-05,loss,0,0,80.0,71.0,0.7142857142857143,85.0,82.0
55,56,Sell win,107.003,30,106.921522,2020-07-21 13:30:00,107.369,107.36,60,106.942,107.089,10,4270.0,107.111,0,-0.10800000000000409,-25.0,30,106.921522,1.0,0.0,Sell,win,0.19081498829040486,20.0,0.0005344957655193413,3.872582063014549e-05,swap_TP,0,0,80.35714285714286,91.0,-0.7142857142857143,85.0,82.0
56,57,Sell win,106.611,30,106.65713199999999,2020-07-24 01:30:00,107.256,106.861,60,106.735,106.735,11,5210.0,106.849,0,-0.23799999999999955,-45.0,30,106.65713199999999,3.0,0.0,Sell,win,0.08854510556619152,10.0,0.0002480255057876513,4.239774493115436e-05,swap_TP,0,0,80.70175438596492,101.0,-0.6901408450704225,85.0,82.0
57,58,Sell win,105.121,31,104.963,2020-07-28 11:00:00,105.663,105.663,14,105.138,105.138,41,5250.0,105.373,1,-0.25200000000000955,-50.0,31,104.963,38.0,104.963,Sell,win,0.30095238095238824,30.0,0.0008430038682139727,5.620129878085813e-05,same_hi,1,0,81.03448275862068,131.0,0.4909090909090909,85.0,82.0
58,59,Buy win,105.454,31,105.920428,2020-07-31 13:00:00,105.274,105.274,63,104.228,104.228,22,10460.0,105.115,0,-0.33899999999999864,-30.0,31,105.920428,6.0,0.0,Buy,win,0.44591586998088406,45.0,0.0012490640615711037,7.641931170950637e-05,normal,0,0,81.35593220338983,176.0,0.4823529411764706,85.0,84.0
59,60,Buy loss,106.271,32,105.876,2020-08-04 07:00:00,106.21,106.21,25,105.598,105.934,8,6120.0,105.876,37,-0.394999999999996,-65.0,32,106.371,0.0,106.371,Buy,loss,-0.6454248366013062,-65.0,-0.0018079127075666841,4.5013778054903184e-05,loss,2,0,80.0,111.0,0.5151515151515151,80.0,82.0
60,61,Sell loss,105.876,32,106.169,2020-08-04 12:30:00,106.21,106.164,62,105.598,105.876,45,6120.0,106.169,11,-0.29299999999999216,-50.0,32,105.79186,11.0,106.371,Sell,loss,-0.47875816993463177,-50.0,-0.0013410592995367837,2.2291268586187007e-05,loss,7,0,78.68852459016394,61.0,-0.1588785046728972,75.0,80.0
61,62,Buy loss,106.169,32,105.874,2020-08-04 14:00:00,106.21,106.164,62,105.598,105.934,45,6120.0,105.874,3,-0.2950000000000017,-50.0,32,106.30614,0.0,0.0,Buy,loss,-0.48202614379085656,-50.0,-0.0013502132879295702,1.5409831980382492e-07,loss,0,0,77.41935483870968,11.0,0.1588785046728972,70.0,80.0
62,63,Sell win,105.874,32,105.79186,2020-08-04 14:00:00,106.21,106.164,65,105.598,105.934,48,6120.0,106.028,0,-0.15400000000001057,-25.0,32,105.79186,1.0,0.0,Sell,win,0.1342156862745035,15.0,0.0003759543032899258,6.11918093837719e-06,swap_TP,0,0,77.77777777777777,26.0,-0.1504424778761062,70.0,80.0
63,64,Buy win,105.729,32,105.857164,2020-08-07 10:00:00,105.673,105.673,51,105.375,105.375,89,2980.0,105.553,0,-0.17600000000000193,-60.0,32,105.857164,5.0,0.0,Buy,win,0.4300805369127429,45.0,0.0012047073863102043,2.484712164731199e-05,normal,2,2,78.125,71.0,-0.2714285714285714,70.0,80.0
64,65,Buy win,106.197,33,106.43576200000001,2020-08-11 06:00:00,106.183,106.183,38,105.774,105.774,31,4090.0,105.93,13,-0.2669999999999959,-65.0,33,106.43576200000001,16.0,0.0,Buy,win,0.5837701711491561,60.0,0.0016352105634430143,4.962194382878433e-05,normal,0,0,78.46153846153847,131.0,0.10144927536231885,70.0,80.0
65,66,Buy win,105.625,34,105.80342399999999,2020-08-19 14:30:00,105.576,105.576,22,105.208,105.208,7,3680.0,105.515,0,-0.10999999999999943,-30.0,34,105.80342399999999,7.0,0.0,Buy,win,0.484847826086943,50.0,0.0013581171599074033,6.944762892088461e-05,normal,0,0,78.78787878787878,181.0,0.5172413793103449,75.0,80.0
66,67,Sell loss,105.711,35,105.937,2020-08-24 15:00:00,105.983,105.892,40,105.713,105.711,17,2700.0,105.937,11,-0.2259999999999991,-85.0,35,105.60237799999999,11.0,0.0,Sell,loss,-0.8370370370370019,-85.0,-0.0023446415603277366,3.341644699180072e-05,loss,0,0,77.61194029850746,96.0,-0.40350877192982454,70.0,78.0
67,68,Buy win,105.937,35,106.002622,2020-08-24 15:00:00,105.983,105.892,40,105.713,105.713,17,2700.0,105.851,0,-0.08599999999999852,-30.0,35,106.002622,17.0,0.0,Buy,win,0.24304444444445275,25.0,0.0006807967631497276,4.293674575882905e-05,swap_TP,0,6,77.94117647058823,121.0,0.40350877192982454,70.0,78.0
68,69,Sell loss,105.783,35,106.543,2020-08-27 13:00:00,106.532,106.532,93,105.844,105.844,26,6880.0,106.543,4,-0.7600000000000051,-110.0,35,105.41881599999999,0.0,0.0,Sell,loss,-1.1046511627907012,-110.0,-0.0030942609601980428,-2.5298876608357575e-06,loss,0,0,76.81159420289855,11.0,-0.5630252100840336,70.0,78.0
69,70,Buy loss,106.543,35,105.593,2020-08-28 09:00:00,106.532,106.532,97,105.844,105.844,30,6880.0,105.593,36,-0.9500000000000028,-140.0,35,106.899,0.0,106.899,Buy,loss,-1.3808139534883714,-140.0,-0.003867826200247539,-5.774840641207438e-05,loss,0,2,75.71428571428571,-129.0,0.5275590551181102,65.0,76.0
70,71,Sell win,105.593,35,105.41881599999999,2020-08-28 09:00:00,106.532,106.532,133,105.844,105.844,66,6880.0,105.88,0,-0.28699999999999193,-40.0,35,105.41881599999999,3.0,106.899,Sell,win,0.2531744186046663,25.0,0.0007091720409094294,-4.694670997092644e-05,same_hi,29,2,76.05633802816901,-104.0,-0.33668341708542715,65.0,76.0
71,72,Sell win,105.786,36,105.708996,2020-09-01 02:00:00,106.078,105.997,23,105.819,105.819,17,2590.0,105.833,0,-0.046999999999997044,-20.0,36,105.708996,2.0,0.0,Sell,win,0.29731274131274976,30.0,0.0008328087991953775,-3.472788345472777e-05,swap_TP,0,2,76.38888888888889,-74.0,-0.15,65.0,76.0
72,73,Buy win,106.3,36,106.395498,2020-09-03 05:00:00,106.296,106.296,21,106.135,106.135,16,1610.0,106.177,5,-0.12299999999999045,-75.0,36,106.395498,10.0,0.0,Buy,win,0.5931552795031397,60.0,0.001661499382361736,-1.149189351203649e-05,normal,1,0,76.71232876712328,-14.0,0.13513513513513514,70.0,78.0
73,74,Sell win,106.094,37,105.954038,2020-09-08 12:00:00,106.454,106.454,93,106.145,106.145,56,3090.0,106.283,0,-0.18900000000000716,-60.0,37,105.954038,1.0,0.0,Sell,win,0.4529514563106737,45.0,0.0012687715863044082,5.808964323320869e-06,normal,0,0,77.02702702702703,31.0,-0.2483221476510067,70.0,78.0
74,75,Sell win,105.843,37,106.104,2020-09-09 06:00:00,106.353,106.22,41,105.89,105.89,28,4630.0,106.303,36,-0.45999999999999375,-100.0,37,106.104,85.0,106.104,Sell,win,0.5637149028077735,55.0,0.001579033341198245,2.6785289348319856e-05,same_hi,0,4,77.33333333333333,86.0,-0.18840579710144928,70.0,78.0
75,76,Sell win,105.507,38,105.45221999999998,2020-09-15 11:00:00,105.792,105.792,5,105.582,105.582,42,2100.0,105.607,0,-0.09999999999999432,-50.0,38,105.45221999999998,2.0,0.0,Sell,win,0.26085714285723893,25.0,0.0007306922769110334,3.604722339519767e-05,normal,0,0,77.63157894736842,111.0,0.7872340425531915,75.0,78.0
76,77,Buy loss,104.857,38,104.626,2020-09-18 07:00:00,104.827,104.827,19,104.54,104.667,29,2870.0,104.626,10,-0.23099999999999454,-80.0,38,104.92587999999999,0.0,0.0,Buy,loss,-0.8048780487804914,-80.0,-0.002254560360729668,6.2990729520175926e-06,loss,0,0,76.62337662337663,31.0,-0.20833333333333334,70.0,76.0
77,78,Sell win,104.626,38,104.56812000000001,2020-09-18 07:00:00,104.827,104.827,29,104.54,104.667,39,2870.0,104.701,0,-0.07499999999998863,-25.0,38,104.56812000000001,1.0,0.0,Sell,win,0.20167247386759196,20.0,0.0005649088903854117,1.3460737278086747e-05,swap_TP,7,0,76.92307692307692,51.0,0.14705882352941177,70.0,76.0
78,79,Sell win,104.282,39,104.11209400000001,2020-09-21 03:30:00,104.625,104.625,17,104.308,104.308,36,3170.0,104.376,5,-0.0940000000000083,-30.0,39,104.11209400000001,7.0,0.0,Sell,win,0.5359810725551639,55.0,0.0015013475421713275,3.229474746660878e-05,normal,0,1,77.21518987341773,106.0,0.3584905660377358,70.0,76.0
79,80,Sell loss,104.473,39,104.979,2020-09-22 10:00:00,104.806,104.806,32,104.497,104.497,16,3090.0,104.979,9,-0.5060000000000002,-165.0,39,104.306038,0.0,0.0,Sell,loss,-1.6375404530744477,-165.0,-0.004586948047827584,-2.544578747456863e-05,loss,0,1,76.25,-59.0,-0.3333333333333333,65.0,74.0
80,81,Buy win,104.979,39,104.996962,2020-09-22 14:30:00,104.806,104.806,41,104.497,104.497,25,3090.0,104.786,0,-0.19299999999999784,-60.0,39,104.996962,1.0,0.0,Buy,win,0.05812944983817894,5.0,0.00016282759058313428,-2.3121424782498223e-05,normal,2,6,76.54320987654322,-54.0,0.24242424242424243,70.0,76.0
81,82,Buy win,105.077,39,105.15187999999999,2020-09-23 08:30:00,105.053,105.053,34,104.893,104.893,23,1600.0,104.927,3,-0.14999999999999147,-95.0,39,105.15187999999999,7.0,0.0,Buy,win,0.46799999999996733,45.0,0.0013109243697478077,-6.8525736296896155e-06,normal,17,0,76.82926829268293,-9.0,0.19298245614035087,75.0,78.0
82,83,Buy loss,105.468,39,105.249,2020-09-25 06:30:00,105.46,105.46,37,105.25,105.25,13,2100.0,105.249,34,-0.2190000000000083,-105.0,39,105.509,0.0,105.509,Buy,loss,-1.0428571428572135,-105.0,-0.002921168467387153,-4.196481331351448e-05,loss,3,0,75.90361445783132,-114.0,0.48,75.0,76.0
83,84,Sell loss,105.249,39,105.471,2020-09-25 06:30:00,105.46,105.46,71,105.25,105.25,47,2100.0,105.471,7,-0.2220000000000084,-105.0,39,105.249,0.0,105.249,Sell,loss,-1.0571428571429287,-105.0,-0.002961184473789716,-7.671742831918355e-05,loss,18,0,75.0,-219.0,-0.2033898305084746,70.0,74.0
84,85,Buy win,105.471,39,105.58977999999999,2020-09-25 10:00:00,105.46,105.46,78,105.25,105.25,54,2100.0,105.404,2,-0.06700000000000728,-30.0,39,105.58977999999999,7.0,0.0,Buy,win,0.5656190476190015,55.0,0.0015843670801652704,-5.717525763113115e-05,normal,19,2,75.29411764705883,-164.0,0.18181818181818182,70.0,74.0
85,86,Buy win,105.634,40,105.76337600000001,2020-09-29 06:00:00,105.62,105.62,31,105.388,105.388,11,2320.0,105.535,16,-0.09900000000000375,-45.0,40,105.76337600000001,37.0,0.0,Buy,win,0.557655172413828,55.0,0.001562059306481311,-3.834694874610275e-05,normal,0,0,75.5813953488372,-109.0,0.47619047619047616,70.0,74.0
86,87,Sell win,105.439,40,105.467,2020-09-30 18:00:00,105.792,105.712,35,105.454,105.454,24,3380.0,105.728,39,-0.2890000000000015,-85.0,40,105.467,70.0,105.467,Sell,win,0.08284023668640571,10.0,0.0002320454809143017,-3.523898978448891e-05,same_hi,0,2,75.86206896551724,-99.0,-0.1864406779661017,70.0,74.0
87,88,Buy win,105.861,41,105.92408400000001,2020-10-07 07:30:00,105.777,105.777,66,105.539,105.539,25,2380.0,105.746,0,-0.1150000000000091,-50.0,41,105.92408400000001,1.0,0.0,Buy,win,0.26505882352942683,25.0,0.0007424616905586186,-2.6401482053317233e-05,normal,0,0,76.13636363636364,-74.0,0.45054945054945056,75.0,74.0
88,89,Sell win,105.933,41,105.87101999999999,2020-10-09 00:30:00,106.049,106.049,59,105.939,105.939,53,1100.0,105.976,0,-0.042999999999992156,-40.0,41,105.87101999999999,1.0,0.0,Sell,win,0.5634545454546546,55.0,0.0015783040488925898,-8.371082829205917e-06,normal,2,3,76.40449438202248,-19.0,-0.05357142857142857,75.0,74.0
89,90,Sell win,105.757,41,105.742424,2020-10-09 14:00:00,106.029,105.956,54,105.824,105.824,21,2050.0,105.834,0,-0.07699999999999818,-40.0,41,105.742424,1.0,0.0,Sell,win,0.07110243902441646,5.0,0.00019916649586671276,-6.0651097325845975e-06,swap_TP,0,1,76.66666666666667,-14.0,-0.44,80.0,74.0
90,91,Sell win,105.426,42,105.350592,2020-10-12 12:00:00,105.603,105.603,7,105.447,105.447,16,1560.0,105.459,0,-0.03300000000000125,-20.0,42,105.350592,2.0,0.0,Sell,win,0.48338461538461497,50.0,0.0013540185304891175,8.880864335785756e-06,normal,0,0,76.92307692307692,36.0,0.391304347826087,85.0,74.0
91,92,Sell win,105.267,42,105.222614,2020-10-14 12:30:00,105.591,105.509,46,105.332,105.332,21,2590.0,105.336,0,-0.06900000000000261,-25.0,42,105.222614,1.0,0.0,Sell,win,0.17137451737452844,15.0,0.00048004066491464547,1.4002166515990753e-05,swap_TP,0,1,77.17391304347827,51.0,-0.373134328358209,85.0,74.0
92,93,Buy win,105.475,43,105.525104,2020-10-19 14:30:00,105.446,105.446,15,105.081,105.318,135,3650.0,105.323,13,-0.15200000000000102,-40.0,43,105.525104,19.0,0.0,Buy,win,0.13727123287672682,15.0,0.0003845132573577782,1.7986156740095993e-05,swap_TP,0,0,77.41935483870968,66.0,-0.8,85.0,74.0
93,94,Buy win,104.797,43,104.90144400000001,2020-10-22 14:00:00,104.742,104.742,23,104.418,104.484,47,3240.0,104.718,0,-0.07899999999999352,-25.0,43,104.90144400000001,10.0,0.0,Buy,win,0.3223580246914065,30.0,0.0009029636545977774,2.740081097262452e-05,swap_TP,2,0,77.65957446808511,96.0,-0.34285714285714286,85.0,74.0
94,95,Buy win,104.86,44,104.979746,2020-10-26 01:30:00,104.858,104.858,23,104.594,104.661,33,2640.0,104.785,0,-0.07500000000000284,-30.0,44,104.979746,22.0,0.0,Buy,win,0.45358333333334017,45.0,0.0012705415499533338,4.0486502961895146e-05,swap_TP,0,0,77.89473684210526,141.0,-0.17857142857142858,85.0,74.0
95,96,Sell win,104.665,44,104.616424,2020-10-27 10:00:00,105.011,104.83,41,104.698,104.698,6,3130.0,104.738,0,-0.07299999999999329,-25.0,44,104.616424,2.0,0.0,Sell,win,0.15519488817894858,15.0,0.0004347195747309484,4.459309745948945e-05,swap_TP,0,0,78.125,156.0,-0.7446808510638298,85.0,76.0
96,97,Sell loss,104.123,44,104.604,2020-10-29 09:30:00,104.483,104.483,16,104.158,104.158,46,3250.0,104.604,11,-0.48099999999999454,-150.0,44,104.054,0.0,104.054,Sell,loss,-1.4799999999999702,-150.0,-0.004145658263305239,1.3946298227396765e-06,loss,1,0,77.31958762886597,6.0,0.4838709677419355,80.0,74.0
97,98,Buy win,104.604,44,104.68385,2020-10-29 15:00:00,104.483,104.483,27,104.158,104.158,57,3250.0,104.454,0,-0.15000000000000568,-45.0,44,104.68385,1.0,0.0,Buy,win,0.2456923076923287,25.0,0.0006882137470373352,8.402988161664122e-06,normal,2,5,77.55102040816327,31.0,-0.35714285714285715,85.0,74.0
98,99,Buy win,104.701,44,104.729664,2020-10-30 19:30:00,104.7,104.7,52,104.223,104.652,28,4770.0,104.49,3,-0.21099999999999852,-45.0,45,104.729664,38.0,104.916,Buy,win,0.0600922431865954,5.0,0.0001683256111669339,1.0018368192020382e-05,swap_TP,3,0,77.77777777777777,36.0,0.3,85.0,76.0
99,100,Sell loss,104.425,45,104.873,2020-11-03 21:30:00,104.852,104.852,56,104.495,104.495,8,3570.0,104.873,9,-0.4480000000000075,-125.0,45,104.27437400000001,0.0,0.0,Sell,loss,-1.2549019607843372,-125.0,-0.0035151315428132695,-2.523313091803252e-05,loss,0,0,77.0,-89.0,-0.75,80.0,74.0
100,101,Buy win,104.873,45,105.072626,2020-11-04 02:00:00,104.852,104.852,65,104.495,104.495,17,3570.0,104.539,0,-0.3340000000000032,-95.0,45,105.072626,1.0,0.0,Buy,win,0.5591764705882223,55.0,0.0015663206459053845,-9.475172731662053e-06,normal,0,5,77.22772277227723,-34.0,0.5853658536585366,85.0,74.0
101,102,Buy win,105.334,46,105.415154,2020-11-09 14:30:00,105.197,105.197,168,103.228,104.844,38,19690.0,104.82,25,-0.51400000000001,-25.0,46,105.415154,39.0,105.584,Buy,win,0.041215845606905846,5.0,0.00011545054791850377,-8.250410764503563e-06,swap_TP,0,2,77.45098039215686,-29.0,0.6310679611650486,85.0,74.0
102,103,Sell win,105.127,46,105.05183799999999,2020-11-12 15:30:00,105.622,105.39,48,105.181,105.181,19,4410.0,105.235,4,-0.10800000000000409,-25.0,46,105.05183799999999,17.0,0.0,Sell,win,0.1704353741496724,15.0,0.0004774100116237322,-3.535261032578945e-06,swap_TP,0,3,77.66990291262135,-14.0,-0.43283582089552236,85.0,76.0
103,104,Sell win,104.879,46,104.74038800000001,2020-11-13 12:30:00,105.119,105.119,7,104.885,104.885,14,2340.0,104.93,0,-0.05100000000000193,-20.0,46,104.74038800000001,2.0,0.0,Sell,win,0.5923589743589659,60.0,0.0016592688357394002,1.2453239897920853e-05,normal,0,1,77.88461538461539,46.0,0.3333333333333333,90.0,76.0
