,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Max_AFDD,Max_AFDDBar,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,ac,accum_winrate,side,result,profit,prob,results
0,2015-02-02T05:00:00+07:00,51.99,51.99,51.077,51.313,49.19212163,48.99993805,48.83648448,48.74622028,48.85546513,48.418,3,2,48.744,8,47.057,52.639,35,36,51.313,1,52.639,Sell,1,36,,,Sell,loss,-2.5690000000000026,-5.270392253405553,Sellloss
1,2015-03-10T16:00:00+07:00,57.675,57.675,57.314,57.334,59.16065753,59.3479345,59.45389977,59.43404026,59.22182029,59.44157288,3,1,51.313,118,62.28,57.314,117,158,57.334,157,51.061,Buy,2,158,,,Buy,win,6.021000000000001,11.73386861029369,Buywin
2,2015-03-26T04:00:00+07:00,55.86,56.734,55.782,56.538,55.66527239,55.43789888,55.18112658,54.95574542,54.89382345,54.21797761,3,2,57.334,31,51.934,56.734,30,70,56.538,57,58.297,Sell,3,70,,,Sell,win,0.7960000000000065,1.3883559493494373,Sellwin
3,2015-05-11T20:00:00+07:00,64.667,65.086,64.03,64.689,64.55450567,64.96351442,65.34606833,65.64788061,65.76279317,65.513,3,1,56.538,173,69.22,63.943,185,191,64.689,156,53.694,Buy,4,191,,,Buy,win,8.150999999999996,14.416852382468424,Buywin
4,2015-06-11T12:00:00+07:00,65.431,65.898,65.296,65.46,63.98306806,63.96224407,63.95128133,63.99649461,64.19240173,65.0782824,3,2,64.689,114,60.656,66.173,130,136,65.46,123,67.54,Sell,5,136,,,Sell,loss,-0.7710000000000008,-1.1918564207206803,Sellloss
5,2015-06-22T04:00:00+07:00,62.257,62.331,61.975,62.262,63.62691673,63.56318232,63.48506759,63.38620576,63.23342978,63.670248,3,1,65.46,0,65.898,61.744,38,40,62.262,2,61.744,Buy,6,40,,,Buy,loss,-3.1979999999999933,-4.885426214482116,Buyloss
6,2015-08-31T12:00:00+07:00,49.026,49.268,48.345,48.601,47.093163,46.70002414,46.36952865,46.16988598,46.28461247,48.00336,3,2,62.262,275,41.895,50.644,299,302,48.601,286,64.517,Sell,7,302,,,Sell,win,13.661000000000001,21.9411519064598,Sellwin
7,2015-09-15T20:00:00+07:00,46.74,46.86,46.119,46.818,48.08329927,48.01892247,47.96724701,47.87957064,47.66131154,48.34100261,3,1,48.601,3,54.015,46.119,2,68,46.818,68,46.119,Buy,8,68,,,Buy,loss,-1.7830000000000013,-3.6686487932347096,Buyloss
8,2015-10-07T08:00:00+07:00,51.802,52.217,51.795,52.163,48.2660405,48.33842669,48.4612028,48.6701353,49.05878887,48.45807117,3,2,46.818,1,46.119,52.217,0,94,52.163,94,52.217,Sell,9,94,,,Sell,loss,-5.344999999999999,-11.416549190482291,Sellloss
9,2015-10-14T20:00:00+07:00,49.145,49.482,48.779,49.182,49.74908774,49.93794265,50.15405955,50.36736533,50.46025598,50.82415051,3,1,52.163,14,53.8,48.766,32,33,49.182,1,48.766,Buy,10,33,,,Buy,loss,-2.9809999999999945,-5.7147786745394145,Buyloss
