,time,open,high,low,close,EMA,EMA75,EMA60,EMA45,EMA30,ParabolicSAR,Unnamed: 11,Unnamed: 12,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
0,2015-03-30T13:00:00Z,0.73259,0.7339399999999999,0.73034,0.73036,0.727490256,0.727913406,0.7287715790000001,0.730091293,0.7316267129999999,0.7268514559999999,,,3,2,0.75664,201,0.7014,280,0.73036,47,0.7592300000000001,Sell,1,280,Sell,win,0.02627999999999997,3.473250158595894,Sellwin
1,2015-04-15T13:00:00Z,0.7173,0.72109,0.71667,0.7176100000000001,0.72598982,0.725646905,0.7251054709999999,0.7241829209999999,0.7226815390000001,0.721907634,,,3,1,0.73036,24,0.7379399999999999,72,0.7176100000000001,71,0.71662,Buy,2,72,Buy,loss,-0.012749999999999928,-1.7457144421928814,Buyloss
2,2015-06-09T21:00:00Z,0.73324,0.73446,0.73278,0.73411,0.72474966,0.725563903,0.726770878,0.728521915,0.730846581,0.731173231,,,3,2,0.7176100000000001,180,0.70555,237,0.73411,95,0.7483,Sell,3,237,Sell,loss,-0.01649999999999996,-2.2992990621646796,Sellloss
3,2015-06-19T13:00:00Z,0.71309,0.71473,0.7125100000000001,0.7146100000000001,0.7218928240000001,0.721642256,0.721163777,0.720238588,0.718559938,0.7179013940000001,,,3,1,0.73411,2,0.7365,46,0.7146100000000001,0,0.7125100000000001,Buy,4,46,Buy,loss,-0.019499999999999962,-2.6562776695590524,Buyloss
4,2015-08-24T21:00:00Z,0.736,0.73633,0.73288,0.73427,0.712677558,0.7137026470000001,0.715107429,0.717091742,0.7201567390000001,0.7316600000000001,,,3,2,0.7146100000000001,122,0.69307,279,0.73427,277,0.74219,Sell,5,279,Sell,loss,-0.0196599999999999,-2.7511509774562204,Sellloss
5,2015-10-26T09:00:00Z,0.7196199999999999,0.72009,0.71787,0.7185,0.732497539,0.731851763,0.730809037,0.7291667340000001,0.7265755429999999,0.723247722,,,3,1,0.73427,213,0.74926,267,0.7185,261,0.71678,Buy,6,267,Buy,loss,-0.01576999999999995,-2.1477113323436816,Buyloss
6,2015-12-09T06:00:00Z,0.72654,0.72732,0.7252,0.72632,0.712408594,0.7131523359999999,0.7144236840000001,0.716408165,0.719310925,0.7179979959999999,,,3,2,0.7185,105,0.69812,192,0.72632,188,0.72792,Sell,7,192,Sell,loss,-0.007819999999999938,-1.0883785664578898,Sellloss
7,2016-04-25T13:00:00Z,0.77686,0.77868,0.77654,0.77762,0.791173921,0.7906965970000001,0.789766732,0.788191767,0.785749927,0.783471198,,,3,1,0.72632,504,0.8117,578,0.77762,8,0.72037,Buy,8,578,Buy,win,0.05130000000000001,7.063002533318649,Buywin
8,2016-06-13T01:00:00Z,0.79099,0.79352,0.79065,0.79284,0.77839863,0.7789054320000001,0.779841682,0.7813541070000001,0.7834609659999999,0.7795886120000001,,,3,2,0.77762,133,0.75648,208,0.79284,43,0.79471,Sell,9,208,Sell,loss,-0.015220000000000011,-1.9572541858491308,Sellloss
9,2016-09-01T05:00:00Z,0.84829,0.8486799999999999,0.84031,0.84121,0.8542986229999999,0.8543703229999999,0.85405556,0.853213753,0.85172502,0.851534628,,,3,1,0.79284,277,0.87246,349,0.84121,53,0.75988,Buy,10,349,Buy,win,0.048370000000000024,6.100852631047881,Buywin
