Index,status,open_time,open_price,high_setup,real_high,high_bar,low_setup,real_low,low_bar,DD_point,DD_bar,TP_get,TP_bar,TP_same,side,result,profit,prob
19,Sell win,2020-02-25T13:00:00Z,0.65893,0.66356,0.66356,90,0.65912,0.65912,106,0.66081,6,0.65637608,49,0,Sell,win,0.575207207,0.001943268
20,Sell win,2020-02-28T03:00:00Z,0.65361,0.65871,0.65871,24,0.6544,0.6544,59,0.65518,0,0.65173642,5,0,Sell,win,0.434705336,0.001468599
21,Buy win,2020-03-03T10:30:00Z,0.65646,0.65634,0.65634,53,0.64577,0.6513,86,0.65557,1,0.65945472,9,0,Buy,win,0.283322611,0.000957171
22,Sell loss,2020-03-06T02:30:00Z,0.65881,0.66165,0.66165,5,0.65894,0.65894,15,0.66228,10,0.65726522,0,0,Sell,loss,-1.280442804,-0.00432582
23,Buy win,2020-03-06T07:30:00Z,0.66228,0.66165,0.66165,15,0.65894,0.65894,25,0.66156,0,0.66332478,1,0,Buy,win,0.385527675,0.001302458
24,Sell win,2020-03-18T08:00:00Z,0.59351,0.60243,0.60243,6,0.59653,0.59653,31,0.59737,0,0.5928838,1,0,Sell,win,0.106135593,0.000358566
25,Buy win,2020-03-20T02:00:00Z,0.58953,0.58861,0.58861,22,0.56676,0.57034,7,0.56997,46,0.59702,105,0.59702,Buy,win,0.342791762,0.00115808
26,Buy win,2020-03-26T16:30:00Z,0.60687,0.60626,0.60626,64,0.58746,0.58746,31,0.60345,10,0.60835,18,0.60835,Buy,win,0.078723404,0.000265957
27,Sell loss,2020-03-27T15:30:00Z,0.60243,0.61227,0.61227,14,0.60359,0.60243,28,0.61244,6,0.59822576,6,0,Sell,loss,-1.153225806,-0.003896033
28,Buy win,2020-03-27T15:30:00Z,0.61244,0.61227,0.61227,14,0.60359,0.60243,28,0.60751,0,0.61835112,4,0,Buy,win,0.681004608,0.002300691
29,Sell win,2020-04-02T12:30:00Z,0.60364,0.61937,0.60735,179,0.60475,0.60475,48,0.60832,0,0.6031432,40,0.60151,Sell,win,0.033980848,0.0001148
30,Buy win,2020-04-08T14:30:00Z,0.62073,0.62068,0.62068,50,0.61216,0.61216,17,0.6191,0,0.62594536,44,0,Buy,win,0.612131455,0.002068012
31,Buy win,2020-04-14T01:00:00Z,0.6404,0.64027,0.64027,15,0.63808,0.63808,8,0.63959,0,0.64162342,1,0,Buy,win,0.558639269,0.001887295
32,Buy loss,2020-04-15T05:30:00Z,0.64322,0.64275,0.64275,41,0.6383,0.6383,29,0.63828,10,0.64425,0,0.64425,Buy,loss,-1.11011236,-0.00375038
33,Sell win,2020-04-15T05:30:00Z,0.63828,0.64275,0.64275,51,0.6383,0.6383,39,0.6406,0,0.6355499,2,0.64425,Sell,win,0.613505618,0.002072654
34,Buy win,2020-04-20T09:00:00Z,0.63906,0.63822,0.63822,64,0.63365,0.63365,19,0.63481,6,0.63906,11,0.63906,Buy,win,0,0
35,Buy win,2020-04-27T00:00:00Z,0.64024,0.63983,0.63983,66,0.63426,0.63426,37,0.6393,0,0.64327226,3,0,Buy,win,0.544391382,0.00183916
36,Buy win,2020-04-29T00:30:00Z,0.65192,0.65121,0.65121,27,0.64536,0.65089,36,0.65057,22,0.65140776,28,0.65413,Buy,win,0.087562393,0.000295819
37,Sell win,2020-05-06T15:00:00Z,0.64179,0.64491,0.64491,16,0.64221,0.64221,29,0.6435,0,0.6405414,9,0,Sell,win,0.462444444,0.001562312
38,Buy win,2020-05-07T15:30:00Z,0.64991,0.64657,0.64657,9,0.63832,0.64474,33,0.64629,0,0.64770094,2,0,Buy,win,0.267764848,0.000904611
39,Buy win,2020-05-11T01:30:00Z,0.65558,0.65429,0.65429,20,0.65205,0.65205,7,0.65387,0,0.65567432,1,0,Buy,win,0.042107143,0.000142254
40,Sell win,2020-05-13T16:30:00Z,0.64503,0.6516,0.6516,10,0.64515,0.64515,34,0.64689,18,0.6411639,37,0,Sell,win,0.599395349,0.002024984
41,Sell loss,2020-05-15T14:30:00Z,0.64135,0.64705,0.64516,30,0.64144,0.64144,52,0.64522,35,0.64055,0,0.64055,Sell,loss,-0.689839572,-0.002330539
42,Buy win,2020-05-18T08:00:00Z,0.64522,0.64705,0.64516,65,0.64144,0.64242,87,0.64344,1,0.64685332,8,0.64055,Buy,win,0.291144385,0.000983596
43,Buy win,2020-05-20T09:30:00Z,0.65673,0.65562,0.65562,17,0.65295,0.65298,23,0.65518,0,0.65725152,2,0,Buy,win,0.195325843,0.000659885
44,Buy win,2020-05-25T15:00:00Z,0.65473,0.65462,0.65462,30,0.65145,0.65145,51,0.65378,16,0.65657906,20,0,Buy,win,0.583299685,0.001970607
45,Buy loss,2020-05-27T12:30:00Z,0.66746,0.66742,0.66742,30,0.65245,0.6636,101,0.66159,6,0.66978076,0,0,Buy,loss,-0.392117568,-0.001324722
46,Sell win,2020-05-27T13:00:00Z,0.66159,0.66742,0.66742,36,0.65245,0.6636,107,0.66457,0,0.66123924,1,0,Sell,win,0.023430862,7.92E-05
47,Buy win,2020-05-28T12:30:00Z,0.66332,0.66292,0.66292,22,0.65767,0.65894,44,0.66151,0,0.66537964,4,0,Buy,win,0.392312381,0.00132538
48,Buy win,2020-05-29T11:30:00Z,0.66675,0.66656,0.66656,38,0.66196,0.66196,28,0.66184,7,0.66694,15,0.66694,Buy,win,0.041304348,0.000139542
49,Buy win,2020-06-02T05:00:00Z,0.68046,0.68042,0.68042,16,0.66337,0.67761,74,0.67893,3,0.68215658,8,0,Buy,win,0.099506158,0.000336169
50,Buy win,2020-06-04T14:30:00Z,0.69776,0.6948,0.6948,46,0.68623,0.68846,55,0.69291,9,0.69871812,30,0,Buy,win,0.1117993,0.0003777
51,Buy win,2020-06-08T17:00:00Z,0.70091,0.69998,0.69998,35,0.69636,0.69731,43,0.69952,0,0.70163006,3,0,Buy,win,0.198911602,0.000671999
52,Buy win,2020-06-10T05:00:00Z,0.69933,0.6975,0.6975,29,0.69393,0.69393,10,0.69679,0,0.69970626,1,0,Buy,win,0.105394958,0.000356064
53,Sell win,2020-06-15T06:00:00Z,0.6811,0.69064,0.68668,30,0.68165,0.68165,14,0.68456,3,0.67854146,11,0,Sell,win,0.284598443,0.000961481
54,Sell loss,2020-06-19T18:00:00Z,0.68378,0.69041,0.68862,11,0.68418,0.68418,57,0.68947,39,0.68151,0,0.68151,Sell,loss,-0.913322632,-0.003085549
55,Buy win,2020-06-22T13:30:00Z,0.68947,0.69041,0.68862,50,0.68418,0.68418,96,0.68738,0,0.69136392,5,0.68151,Buy,win,0.304,0.001027027
56,Sell win,2020-06-26T14:30:00Z,0.68461,0.68944,0.68944,21,0.68555,0.68555,78,0.68754,6,0.68461,14,0.68461,Sell,win,0,0
57,Sell loss,2020-06-30T08:30:00Z,0.68486,0.68888,0.68888,53,0.685,0.685,34,0.69039,13,0.68260216,0,0,Sell,loss,-1.425257732,-0.00481506
58,Buy win,2020-06-30T15:00:00Z,0.69039,0.68888,0.68888,66,0.685,0.685,47,0.68825,0,0.69127784,20,0,Buy,win,0.228824742,0.000773057
59,Buy win,2020-07-01T16:00:00Z,0.69224,0.69169,0.69169,16,0.68848,0.68848,9,0.69046,20,0.69367378,33,0,Buy,win,0.446660436,0.001508988
60,Buy win,2020-07-08T16:00:00Z,0.69767,0.69733,0.69733,48,0.69244,0.6932,62,0.69646,0,0.69988234,32,0,Buy,win,0.452421268,0.00152845
61,Buy win,2020-07-14T22:00:00Z,0.69908,0.69903,0.69903,63,0.69307,0.69307,42,0.69742,0,0.70271328,30,0,Buy,win,0.609610738,0.002059496
62,Sell win,2020-07-16T00:30:00Z,0.69955,0.70318,0.70318,23,0.6996,0.6996,14,0.7012,2,0.69738756,18,0,Sell,win,0.60403352,0.002040654
63,Buy win,2020-07-20T14:00:00Z,0.70107,0.70032,0.70032,37,0.69751,0.69751,23,0.69956,0,0.70205658,19,0,Buy,win,0.351096085,0.001186135
64,Sell win,2020-07-24T04:00:00Z,0.7079,0.71211,0.71211,7,0.70943,0.70943,14,0.70962,0,0.70777376,2,0,Sell,win,0.047104478,0.000159137
65,Buy win,2020-07-29T06:30:00Z,0.71732,0.71726,0.71726,57,0.7067,0.71308,136,0.71207,64,0.71893,76,0.71893,Buy,win,0.152462121,0.000515075
66,Sell win,2020-08-03T11:00:00Z,0.71231,0.72227,0.71453,51,0.71256,0.71256,12,0.71456,0,0.71134254,10,0,Sell,win,0.099635427,0.000336606
67,Buy win,2020-08-04T02:30:00Z,0.71299,0.71268,0.71268,13,0.70826,0.70826,26,0.71153,21,0.71541156,25,0,Buy,win,0.547864253,0.001850893
68,Sell win,2020-08-06T02:30:00Z,0.71867,0.72343,0.72098,26,0.71887,0.71887,13,0.72167,7,0.71756602,17,0,Sell,win,0.242100877,0.000817908
69,Sell win,2020-08-07T13:00:00Z,0.71791,0.72387,0.72387,35,0.71806,0.71806,53,0.72087,0,0.71446942,8,0,Sell,win,0.592182444,0.002000616
70,Sell win,2020-08-11T19:30:00Z,0.714,0.71862,0.71862,14,0.71411,0.71411,65,0.71509,9,0.71132282,13,0,Sell,win,0.593609756,0.002005438
71,Buy loss,2020-08-14T09:00:00Z,0.71795,0.7172,0.7172,19,0.71109,0.71393,40,0.71392,66,0.71922086,0,0,Buy,loss,-0.659574468,-0.002228292
72,Sell loss,2020-08-14T09:00:00Z,0.71392,0.7172,0.7172,85,0.71109,0.71393,106,0.71728,15,0.71190914,0,0,Sell,loss,-0.549918167,-0.001857832
73,Buy win,2020-08-14T16:30:00Z,0.71728,0.7172,0.7172,100,0.71109,0.71393,121,0.71611,9,0.71922086,14,0,Buy,win,0.317653028,0.001073152
74,Buy win,2020-08-17T13:00:00Z,0.7201,0.71959,0.71959,25,0.7173,0.7173,10,0.71938,0,0.72100522,1,0,Buy,win,0.395292576,0.001335448
75,Sell win,2020-08-19T15:00:00Z,0.7232,0.72556,0.72556,51,0.72334,0.72334,22,0.72389,0,0.72196804,6,0,Sell,win,0.554936937,0.001874787
76,Buy win,2020-08-26T13:30:00Z,0.72149,0.72089,0.72089,170,0.71576,0.71576,85,0.72038,0,0.72406034,19,0,Buy,win,0.501040936,0.001692706
77,Buy win,2020-08-31T14:00:00Z,0.73842,0.73715,0.73715,23,0.7231,0.73638,120,0.73593,54,0.73762586,64,0.74111,Buy,win,0.05652242,0.000190954
78,Sell win,2020-09-03T05:30:00Z,0.73055,0.73371,0.73371,18,0.73069,0.73069,32,0.73197,4,0.72882364,12,0,Sell,win,0.571642384,0.001931224
79,Sell win,2020-09-04T13:00:00Z,0.72525,0.72925,0.72925,7,0.7254,0.7254,27,0.72671,0,0.7230207,2,0,Sell,win,0.579038961,0.001956213
80,Buy loss,2020-09-08T13:00:00Z,0.72996,0.72973,0.72973,71,0.72325,0.72325,80,0.72289,14,0.73373464,0,0,Buy,loss,-1.091049383,-0.003685978
81,Sell win,2020-09-08T13:00:00Z,0.72289,0.72973,0.72973,85,0.72325,0.72325,94,0.72477,2,0.71924536,18,0,Sell,win,0.562444444,0.00190015
82,Buy win,2020-09-10T12:30:00Z,0.72922,0.72843,0.72843,33,0.72665,0.72665,23,0.72726,0,0.72953004,1,0,Buy,win,0.174179775,0.000588445
83,Buy win,2020-09-14T13:30:00Z,0.729,0.72861,0.72861,16,0.72606,0.72667,41,0.72804,0,0.72980892,3,0,Buy,win,0.317223529,0.001071701
84,Buy loss,2020-09-16T19:00:00Z,0.73383,0.73369,0.73369,43,0.72947,0.72947,21,0.72858,17,0.73629796,0,0,Buy,loss,-1.244075829,-0.004202959
85,Sell win,2020-09-16T19:00:00Z,0.72858,0.73369,0.73369,60,0.72947,0.72947,38,0.73153,0,0.72686204,13,0,Sell,win,0.407099526,0.001375336
86,Buy loss,2020-09-21T07:30:00Z,0.73187,0.73187,0.73187,24,0.72899,0.72899,15,0.72858,7,0.73364984,0,0,Buy,loss,-1.142361111,-0.003859328
87,Sell win,2020-09-21T07:30:00Z,0.72858,0.73187,0.73187,31,0.72899,0.72899,22,0.73082,0,0.72721016,2,0,Sell,win,0.475638889,0.001606888
88,Sell win,2020-09-23T12:00:00Z,0.71108,0.72282,0.71774,51,0.71135,0.71135,8,0.71202,0,0.70740098,14,0,Sell,win,0.320751526,0.00108362
89,Buy win,2020-09-25T04:30:00Z,0.70674,0.70641,0.70641,22,0.7043,0.7043,16,0.7054,3,0.70771398,5,0,Buy,win,0.461601896,0.001559466
90,Buy win,2020-09-28T23:30:00Z,0.70936,0.70852,0.70852,81,0.70117,0.70117,63,0.70742,15,0.7130623,24,0,Buy,win,0.503714286,0.001701737
91,Buy win,2020-09-30T14:00:00Z,0.71541,0.71454,0.71454,28,0.71064,0.71064,17,0.7136,0,0.7169502,1,0,Buy,win,0.394923077,0.0013342
92,Sell win,2020-10-06T18:30:00Z,0.71221,0.71933,0.71933,38,0.71411,0.71411,124,0.71555,0,0.71088404,4,0,Sell,win,0.254015326,0.00085816
