,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
0,2014-02-11T02:00:00Z,1282.58,1287.38,1282.2,1284.23,1256.518703,1258.0653810000001,1259.921654,1262.075067,1265.153413,1257.629134,3,2,1231.87,0,1231.44,79,1284.23,0,1287.38,Sell,1,79,Sell,loss,-52.36000000000013,-81.8125000000002,Sellloss
1,2014-03-24T17:00:00Z,1310.94,1311.53,1307.82,1308.44,1341.5946099999999,1342.4685949999998,1342.274298,1340.3778320000001,1335.644806,1336.969264,3,1,1284.23,143,1391.97,178,1308.44,2,1275.85,Buy,2,178,Buy,win,24.210000000000036,37.82812500000006,Buywin
2,2014-04-10T13:00:00Z,1317.9,1321.86,1316.19,1318.63,1307.969338,1306.390157,1305.026202,1304.6232810000001,1306.427453,1304.727006,3,2,1308.44,33,1277.0,78,1318.63,77,1324.38,Sell,3,78,Sell,loss,-10.190000000000055,-15.921875000000085,Sellloss
3,2014-04-22T01:00:00Z,1287.49,1289.03,1285.79,1286.85,1304.95379,1303.68857,1302.360588,1300.789329,1298.137785,1299.943612,3,1,1318.63,12,1331.08,41,1286.85,17,1281.5,Buy,4,41,Buy,loss,-31.7800000000002,-49.65625000000031,Buyloss
4,2014-06-12T05:00:00Z,1260.37,1262.41,1260.19,1261.61,1262.387761,1260.295413,1258.383513,1257.078102,1257.193667,1256.84855,3,2,1286.85,184,1240.23,224,1261.61,57,1315.5,Sell,5,224,Sell,win,25.24000000000001,39.437500000000014,Sellwin
5,2014-07-24T17:00:00Z,1290.64,1293.9,1288.99,1293.38,1309.715,1309.489932,1308.678457,1307.1575050000001,1304.892098,1308.034093,3,1,1261.61,121,1345.09,183,1293.38,19,1258.4,Buy,6,183,Buy,win,31.77000000000021,49.64062500000033,Buywin
6,2014-10-14T09:00:00Z,1233.01,1238.12,1232.29,1234.45,1221.437935,1220.614335,1220.574551,1221.693332,1224.507161,1225.052037,3,2,1293.38,308,1182.67,347,1234.45,64,1322.66,Sell,7,347,Sell,win,58.930000000000064,92.0781250000001,Sellwin
7,2014-10-30T09:00:00Z,1204.04,1206.57,1199.66,1205.42,1229.359162,1229.179424,1228.7643150000001,1227.597687,1224.776778,1230.0191929999999,3,1,1234.45,30,1255.2,72,1205.42,0,1199.66,Buy,8,72,Buy,loss,-29.029999999999973,-45.35937499999996,Buyloss
8,2014-11-24T18:00:00Z,1196.95,1199.37,1195.99,1196.76,1185.9209640000001,1185.612328,1186.248699,1188.288632,1191.898351,1184.428315,3,2,1205.42,35,1130.1,105,1196.76,0,1212.68,Sell,9,105,Sell,win,8.660000000000082,13.531250000000128,Sellwin
9,2014-12-19T02:00:00Z,1199.05,1199.51,1196.07,1198.69,1203.18533,1203.839948,1204.241487,1203.951022,1202.254158,1211.341536,3,1,1196.76,64,1238.13,109,1198.69,24,1142.65,Buy,10,109,Buy,win,1.9300000000000637,3.0156250000000995,Buywin
