,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,side,result,profit,prob,results
0,2015-03-25T05:00:00Z,0.73521,0.7377199999999999,0.73431,0.7373,0.724191225,0.7240976920000001,0.724531873,0.7257687829999999,0.7282060309999999,0.7315372920000001,3,2,0.75664,201,0.7014,260,0.7373,47,0.7592300000000001,Sell,1,260,Sell,win,0.019340000000000024,0.03649056603773589,Sellwin
1,2015-04-14T13:00:00Z,0.72217,0.72354,0.72085,0.72105,0.7269567440000001,0.726765342,0.726415943,0.725717226,0.724436125,0.7247375620000001,3,1,0.7373,1,0.73847,86,0.72105,84,0.71816,Buy,2,86,Buy,loss,-0.016249999999999987,-0.030660377358490542,Buyloss
2,2015-06-04T17:00:00Z,0.7338100000000001,0.73405,0.7305699999999999,0.73128,0.720761538,0.72105984,0.721737903,0.723128607,0.7258099029999999,0.7282507659999999,3,2,0.72105,186,0.70555,224,0.73128,101,0.7483,Sell,3,224,Sell,loss,-0.010230000000000072,-0.019301886792452965,Sellloss
3,2015-06-18T09:00:00Z,0.71632,0.71763,0.7154699999999999,0.71636,0.723070098,0.723028068,0.722815942,0.7222028309999999,0.720786837,0.7205826479999999,3,1,0.73128,15,0.7388899999999999,58,0.71636,54,0.71439,Buy,4,58,Buy,loss,-0.014920000000000044,-0.028150943396226497,Buyloss
4,2015-08-26T17:00:00Z,0.7350800000000001,0.73605,0.73041,0.73132,0.716798697,0.718275797,0.720202522,0.722752518,0.7261968940000001,0.726072,3,2,0.71636,129,0.69307,297,0.73132,284,0.74219,Sell,5,297,Sell,loss,-0.014959999999999973,-0.028226415094339572,Sellloss
5,2015-10-25T21:00:00Z,0.71775,0.7199,0.71775,0.7196100000000001,0.733411879,0.732902772,0.732026836,0.730584729,0.7282051009999999,0.7262708109999999,3,1,0.73132,202,0.74926,253,0.7196100000000001,250,0.71678,Buy,6,253,Buy,loss,-0.011709999999999887,-0.022094339622641297,Buyloss
6,2015-12-08T02:00:00Z,0.72063,0.72192,0.7206199999999999,0.72191,0.710149606,0.710549504,0.711422887,0.712961098,0.715406655,0.713490317,3,2,0.7196100000000001,108,0.69812,188,0.72191,174,0.7251,Sell,7,188,Sell,loss,-0.0022999999999999687,-0.004339622641509375,Sellloss
7,2016-03-10T10:00:00Z,0.77198,0.7733,0.7652100000000001,0.7702100000000001,0.7760644959999999,0.776036637,0.7756868690000001,0.774957707,0.7739044340000001,0.777119888,3,1,0.72191,331,0.79284,392,0.7702100000000001,15,0.72037,Buy,8,392,Buy,win,0.04830000000000001,0.09113207547169813,Buywin
8,2016-04-05T17:00:00Z,0.80456,0.80505,0.80369,0.80374,0.789873011,0.7910362890000001,0.7923961620000001,0.794053297,0.796208513,0.796492048,3,2,0.7702100000000001,1,0.7652100000000001,111,0.80374,110,0.80545,Sell,9,111,Sell,loss,-0.03352999999999995,-0.06326415094339613,Sellloss
9,2016-04-20T01:00:00Z,0.7894899999999999,0.79113,0.7894399999999999,0.79088,0.795325408,0.7956670790000001,0.7957152690000001,0.795267658,0.794062422,0.793534365,3,1,0.80374,9,0.8117,62,0.79088,58,0.7882,Buy,10,62,Buy,loss,-0.012859999999999983,-0.024264150943396193,Buyloss
10,2016-06-10T09:00:00Z,0.78251,0.78538,0.7816,0.78467,0.777335195,0.777673453,0.778411637,0.779691934,0.781475936,0.776733268,3,2,0.79088,154,0.75648,225,0.78467,64,0.79471,Sell,11,225,Sell,win,0.006210000000000049,0.011716981132075564,Sellwin
11,2016-08-30T13:00:00Z,0.8515,0.85257,0.84975,0.85216,0.855668799,0.856083849,0.856166648,0.8557702290000001,0.854784505,0.855556917,3,1,0.78467,281,0.87246,343,0.85216,57,0.75988,Buy,12,343,Buy,win,0.06749000000000005,0.12733962264150953,Buywin
12,2016-09-16T17:00:00Z,0.8537100000000001,0.8581799999999999,0.8536799999999999,0.8573799999999999,0.848238389,0.848110015,0.8481001440000001,0.848431302,0.8494067009999999,0.8492932679999999,3,2,0.85216,31,0.83336,80,0.8573799999999999,0,0.8581799999999999,Sell,13,80,Sell,loss,-0.005219999999999891,-0.00984905660377338,Sellloss
13,2016-11-10T22:00:00Z,0.8670899999999999,0.8686200000000001,0.86661,0.8682,0.889995788,0.88966477,0.88882113,0.8872606959999999,0.884539538,0.8928750459999999,3,1,0.8573799999999999,85,0.92253,235,0.8682,3,0.85351,Buy,14,235,Buy,win,0.010820000000000052,0.020415094339622738,Buywin
14,2016-12-29T18:00:00Z,0.85656,0.85726,0.85455,0.85483,0.847264605,0.847339367,0.847856284,0.848935972,0.850672868,0.85030173,3,2,0.8682,98,0.8304600000000001,204,0.85483,15,0.8707,Sell,15,204,Sell,win,0.013369999999999993,0.02522641509433961,Sellwin
15,2017-01-25T14:00:00Z,0.85395,0.85435,0.85075,0.8516600000000001,0.862378586,0.8628136940000001,0.862957799,0.862492673,0.860949725,0.8635702670000001,3,1,0.85483,63,0.88523,107,0.8516600000000001,10,0.84501,Buy,16,107,Buy,loss,-0.003169999999999895,-0.0059811320754715,Buyloss
16,2017-03-06T14:00:00Z,0.8634799999999999,0.86587,0.8632200000000001,0.8648399999999999,0.854294619,0.8545997470000001,0.85519692,0.8562801609999999,0.858155181,0.859279529,3,2,0.8516600000000001,119,0.8402700000000001,169,0.8648399999999999,167,0.86693,Sell,17,169,Sell,loss,-0.013179999999999858,-0.02486792452830162,Sellloss
17,2017-03-27T13:00:00Z,0.86459,0.8659600000000001,0.86379,0.8647,0.865698352,0.866083542,0.866280038,0.866125575,0.8654914090000001,0.8672709999999999,3,1,0.8648399999999999,27,0.87871,90,0.8647,77,0.8604799999999999,Buy,18,90,Buy,loss,-0.00013999999999991797,-0.00026415094339607165,Buyloss
18,2017-05-21T21:00:00Z,0.86151,0.86229,0.86003,0.86167,0.8507433179999999,0.851378023,0.852344419,0.853752519,0.8557250240000001,0.85352518,3,2,0.8647,98,0.8297,237,0.86167,9,0.8735,Sell,19,237,Sell,win,0.003029999999999977,0.005716981132075428,Sellwin
19,2017-09-12T05:00:00Z,0.90741,0.9079299999999999,0.90123,0.90125,0.9150771870000001,0.915197613,0.914933585,0.914117635,0.9125300540000001,0.912026207,3,1,0.86167,428,0.93065,488,0.90125,2,0.85998,Buy,20,488,Buy,win,0.03957999999999995,0.07467924528301877,Buywin
20,2017-10-06T05:00:00Z,0.8938799999999999,0.89546,0.89346,0.89441,0.8876083709999999,0.8867502909999999,0.886239325,0.886413915,0.88771236,0.886993228,3,2,0.90125,69,0.87461,109,0.89441,1,0.9079299999999999,Sell,21,109,Sell,win,0.006839999999999957,0.01290566037735841,Sellwin
21,2017-10-31T13:00:00Z,0.87918,0.8796200000000001,0.87665,0.8780600000000001,0.8890443020000001,0.888608425,0.8879929590000001,0.8869944559999999,0.885296558,0.883373176,3,1,0.89441,25,0.9032899999999999,104,0.8780600000000001,0,0.87665,Buy,22,104,Buy,loss,-0.016349999999999976,-0.030849056603773538,Buyloss
22,2017-12-26T14:00:00Z,0.88795,0.8892899999999999,0.8865799999999999,0.88708,0.883835169,0.8839053240000001,0.884142807,0.88464465,0.885503499,0.8839782509999999,3,2,0.8780600000000001,167,0.86892,234,0.88708,65,0.90144,Sell,23,234,Sell,loss,-0.009019999999999917,-0.017018867924528145,Sellloss
23,2018-01-24T22:00:00Z,0.8710100000000001,0.87182,0.87054,0.87129,0.882538253,0.881990933,0.881212737,0.880072933,0.8783565529999999,0.875772656,3,1,0.88708,71,0.8929,123,0.87129,122,0.86995,Buy,24,123,Buy,loss,-0.01578999999999997,-0.029792452830188623,Buyloss
24,2018-05-03T01:00:00Z,0.88084,0.8817,0.8807799999999999,0.8816799999999999,0.8754546120000001,0.87583501,0.876440962,0.8773221259999999,0.8785026509999999,0.87855201,3,2,0.87129,353,0.8620700000000001,422,0.8816799999999999,178,0.8968,Sell,25,422,Sell,loss,-0.0103899999999999,-0.01960377358490547,Sellloss
25,2018-09-17T05:00:00Z,0.88946,0.8903700000000001,0.88834,0.88928,0.894797939,0.894351133,0.893676735,0.8927335940000001,0.891559641,0.892529564,3,1,0.8816799999999999,501,0.90986,583,0.88928,110,0.86977,Buy,26,583,Buy,win,0.007600000000000051,0.014339622641509531,Buywin
