Index,status,open_time,open_price,high_setup,real_high,high_bar,low_setup,real_low,low_bar,DD_point,DD_bar,TP_get,TP_bar,TP_same,side,result,profit,prob
155,Buy loss,2021-06-03T14:00:00+07:00,0.77644,0.77636,0.77636,12,0.76807,0.77207,51,0.77191,40,0.77644,0,0.77644,Buy,loss,-0.546441496,-0.002614553
156,Sell win,2021-06-03T14:00:00+07:00,0.77191,0.77636,0.77636,52,0.76807,0.77207,91,0.77418,3,0.76941878,6,0.77644,Sell,win,0.300509047,0.001437842
157,Buy loss,2021-06-15T15:00:00+07:00,0.77671,0.77641,0.77641,88,0.76509,0.76953,133,0.76918,49,0.77671,0,0.77671,Buy,loss,-0.665194346,-0.003182748
158,Sell win,2021-06-15T15:00:00+07:00,0.76918,0.77641,0.77641,137,0.76509,0.76953,182,0.77156,28,0.76757,34,0.76757,Sell,win,0.142226148,0.000680508
159,Buy win,2021-06-23T00:00:00+07:00,0.7544,0.75418,0.75418,22,0.74995,0.74995,9,0.75379,9,0.75679414,15,0,Buy,win,0.565990544,0.002708089
160,Buy win,2021-06-25T19:00:00+07:00,0.76098,0.75984,0.75984,47,0.75693,0.75693,31,0.75931,0,0.76163838,1,0,Buy,win,0.226247423,0.001082524
161,Sell win,2021-07-02T01:00:00+07:00,0.74991,0.76105,0.7524,67,0.7509,0.7509,12,0.75178,0,0.749973,34,0,Sell,win,0.006206897,2.97E-05
162,Sell win,2021-07-07T21:00:00+07:00,0.7477,0.75908,0.75236,32,0.74865,0.74865,22,0.75083,0,0.74635722,14,0,Sell,win,0.12874209,0.000615991
163,Sell win,2021-07-14T15:00:00+07:00,0.74393,0.75003,0.74833,30,0.74396,0.74396,9,0.74875,14,0.74125934,33,0,Sell,win,0.439976936,0.002105153
164,Sell loss,2021-07-21T09:00:00+07:00,0.7304,0.7442,0.73877,66,0.73152,0.73152,19,0.7389,84,0.73133,0,0.73133,Sell,loss,-0.670347003,-0.003207402
165,Buy win,2021-07-26T21:00:00+07:00,0.7389,0.7442,0.73877,150,0.73152,0.73347,103,0.73169,52,0.74022,134,0.74022,Buy,win,0.104100946,0.000498091
166,Sell win,2021-08-09T21:00:00+07:00,0.73338,0.74233,0.73594,79,0.7335,0.7335,15,0.73609,0,0.73199208,11,0,Sell,win,0.157182333,0.000752069
167,Sell win,2021-08-17T08:00:00+07:00,0.73116,0.73821,0.73821,81,0.73175,0.73175,120,0.73268,0,0.72775772,12,0,Sell,win,0.526668731,0.002519946
168,Buy win,2021-08-24T21:00:00+07:00,0.72683,0.72655,0.72655,106,0.71136,0.71136,55,0.72372,16,0.72683,26,0.72683,Buy,win,0,0
169,Sell loss,2021-08-27T03:00:00+07:00,0.72359,0.72798,0.72798,26,0.72375,0.72375,38,0.72963,18,0.72276,0,0.72276,Sell,loss,-1.427895981,-0.006832038
170,Buy win,2021-08-27T21:00:00+07:00,0.72963,0.72798,0.72798,44,0.72375,0.72375,56,0.72425,0,0.73059414,1,0.72276,Buy,win,0.227929078,0.00109057
171,Buy win,2021-09-01T14:00:00+07:00,0.73463,0.73347,0.73347,26,0.729,0.73068,32,0.73312,0,0.73519422,5,0,Buy,win,0.126223714,0.000603941
172,Sell win,2021-09-13T11:00:00+07:00,0.73457,0.74082,0.74082,20,0.73481,0.73481,47,0.73757,11,0.73109582,45,0,Sell,win,0.578066556,0.002765869
173,Sell win,2021-09-16T19:00:00+07:00,0.7306,0.73429,0.73429,14,0.73084,0.73084,35,0.73228,0,0.7287079,2,0,Sell,win,0.548434783,0.00262409
174,Sell loss,2021-09-23T09:00:00+07:00,0.72232,0.72909,0.72909,85,0.72237,0.72237,63,0.72958,10,0.72232,0,0.72232,Sell,loss,-1.080357143,-0.005169173
175,Buy win,2021-09-23T19:00:00+07:00,0.72958,0.72909,0.72909,95,0.72237,0.72404,73,0.7236,25,0.72868,51,0.72868,Buy,win,0.133928571,0.000640807
176,Sell win,2021-09-28T19:00:00+07:00,0.72393,0.73094,0.73094,7,0.72527,0.72527,25,0.72643,19,0.72176594,24,0,Sell,win,0.38166843,0.001826165
177,Buy win,2021-10-01T16:00:00+07:00,0.72342,0.72317,0.72317,15,0.7174,0.72024,38,0.72279,0,0.72498074,2,0,Buy,win,0.270492201,0.001294221
178,Buy win,2021-10-07T18:00:00+07:00,0.73045,0.7299,0.7299,42,0.72319,0.72319,27,0.72769,2,0.73209,25,0.73209,Buy,win,0.244411326,0.001169432
179,Buy loss,2021-10-13T06:00:00+07:00,0.73812,0.7368,0.7368,19,0.73371,0.73371,7,0.73332,13,0.73870962,0,0,Buy,loss,-1.553398058,-0.007432527
180,Sell loss,2021-10-13T06:00:00+07:00,0.73332,0.7368,0.7368,32,0.73371,0.73371,20,0.73721,15,0.73180038,0,0,Sell,loss,-1.258899676,-0.006023443
181,Buy win,2021-10-13T21:00:00+07:00,0.73721,0.7368,0.7368,47,0.73371,0.73371,35,0.73518,0,0.73870962,10,0,Buy,win,0.485313916,0.002322076
182,Buy win,2021-10-19T08:00:00+07:00,0.74411,0.74331,0.74331,43,0.73849,0.73849,13,0.7421,0,0.74628876,4,0,Buy,win,0.452024896,0.002162799
183,Sell loss,2021-10-23T00:00:00+07:00,0.74573,0.75419,0.75083,39,0.74604,0.74604,24,0.75137,34,0.74573,0,0.74573,Sell,loss,-0.69202454,-0.003311122
184,Buy win,2021-10-26T10:00:00+07:00,0.75137,0.75419,0.75083,73,0.74604,0.74958,58,0.74796,46,0.7516025,52,0.75301,Buy,win,0.028527607,0.000136496
185,Sell win,2021-11-02T12:00:00+07:00,0.74901,0.7548,0.75341,63,0.74908,0.74908,22,0.7502,0,0.74640406,3,0,Sell,win,0.455583916,0.002179827
186,Sell win,2021-11-04T18:00:00+07:00,0.74169,0.74689,0.74689,12,0.74227,0.74227,43,0.74259,0,0.73941484,3,0,Sell,win,0.492458874,0.002356263
187,Buy win,2021-11-08T19:00:00+07:00,0.7408,0.7408,0.7408,19,0.73709,0.73876,24,0.73995,0,0.74206072,4,0,Buy,win,0.339816712,0.001625917
188,Sell win,2021-11-09T21:00:00+07:00,0.73926,0.74263,0.74263,5,0.74005,0.74005,13,0.74116,0,0.73845556,1,0,Sell,win,0.31179845,0.001491859
189,Sell win,2021-11-17T10:00:00+07:00,0.72747,0.73665,0.73665,40,0.72806,0.72806,74,0.7305,4,0.72566,36,0.72566,Sell,win,0.210710128,0.001008182
190,Sell win,2021-11-23T02:00:00+07:00,0.72258,0.72707,0.72707,6,0.72273,0.72273,22,0.72363,6,0.72004788,33,0,Sell,win,0.583437788,0.002791568
191,Buy loss,2021-11-30T12:00:00+07:00,0.71545,0.71498,0.71498,15,0.71158,0.71158,11,0.71033,3,0.7170812,0,0,Buy,loss,-1.505882353,-0.007205179
192,Sell win,2021-11-30T12:00:00+07:00,0.71033,0.71498,0.71498,18,0.71158,0.71158,14,0.71446,0,0.7094788,1,0,Sell,win,0.250352941,0.001197861
193,Buy win,2021-12-09T00:00:00+07:00,0.71777,0.71684,0.71684,133,0.69946,0.69946,68,0.71579,8,0.71782,13,0.71782,Buy,win,0.00287687,1.38E-05
194,Sell loss,2021-12-20T13:00:00+07:00,0.70961,0.72204,0.71192,41,0.70978,0.70978,99,0.71194,24,0.70923,0,0.70923,Sell,loss,-0.19004894,-0.000909325
195,Buy win,2021-12-21T13:00:00+07:00,0.71194,0.72204,0.71192,65,0.70978,0.70978,123,0.71091,2,0.71324252,4,0.70923,Buy,win,0.106241436,0.000508332
196,Buy win,2021-12-22T17:00:00+07:00,0.71617,0.71557,0.71557,14,0.71266,0.71266,4,0.71534,0,0.71736838,3,0,Buy,win,0.411814433,0.001970404
197,Buy win,2021-12-29T22:00:00+07:00,0.72595,0.72498,0.72498,92,0.72097,0.72097,54,0.72372,2,0.72745818,24,0,Buy,win,0.376104738,0.001799544
198,Sell loss,2021-12-31T19:00:00+07:00,0.72468,0.72741,0.72741,24,0.72471,0.72471,14,0.72772,5,0.7230414,0,0,Sell,loss,-1.125925926,-0.005387205
199,Buy loss,2022-01-03T12:00:00+07:00,0.72772,0.72741,0.72741,29,0.72471,0.72471,19,0.72457,11,0.7290786,0,0,Buy,loss,-1.166666667,-0.005582137
200,Sell win,2022-01-03T12:00:00+07:00,0.72457,0.72741,0.72741,40,0.72471,0.72471,30,0.72635,3,0.7230414,8,0,Sell,win,0.566148148,0.002708843
201,Sell win,2022-01-06T11:00:00+07:00,0.71765,0.72702,0.72702,13,0.71854,0.71854,55,0.71917,0,0.71329936,33,0,Sell,win,0.51304717,0.002454771
202,Buy win,2022-01-12T01:00:00+07:00,0.72128,0.71974,0.71974,32,0.71575,0.71575,28,0.71956,0,0.72220582,12,0,Buy,win,0.232035088,0.001110216
203,Buy win,2022-01-20T07:00:00+07:00,0.72368,0.72331,0.72331,10,0.71743,0.7209,31,0.72156,0,0.72479938,14,0,Buy,win,0.190370748,0.000910865
204,Sell win,2022-01-27T07:00:00+07:00,0.7098,0.72725,0.71755,105,0.7102,0.7102,56,0.71213,0,0.7056577,15,0,Sell,win,0.242950147,0.001162441
205,Buy win,2022-01-31T15:00:00+07:00,0.70491,0.70447,0.70447,30,0.6972,0.6972,20,0.70334,19,0.70896286,24,0,Buy,win,0.557477304,0.002667356
206,Buy win,2022-02-09T09:00:00+07:00,0.71578,0.71569,0.71569,110,0.70554,0.70554,61,0.71453,5,0.71853,29,0.71853,Buy,win,0.270935961,0.001296344
207,Sell loss,2022-02-14T15:00:00+07:00,0.709,0.71796,0.71796,15,0.7117,0.7117,26,0.71809,48,0.709,0,0.709,Sell,loss,-1.452076677,-0.006947735
208,Buy win,2022-02-16T15:00:00+07:00,0.71809,0.71796,0.71796,63,0.7117,0.71776,74,0.71495,20,0.7180836,45,0.72136,Buy,win,0.001022364,4.89E-06
