Index,status,open_time,open_price,high_setup,real_high,high_bar,low_setup,real_low,low_bar,DD_point,DD_bar,TP_get,TP_bar,TP_same,side,result,profit,prob
155,Sell win,2021-03-22T09:00:00+07:00,0.71755,0.72374,0.72374,39,0.71757,0.71757,24,0.71907,5,0.71375694,23,0,Sell,win,0.614758509,0.00272017
156,Sell win,2021-03-25T03:00:00+07:00,0.71003,0.71652,0.71334,11,0.71056,0.71056,20,0.71369,12,0.70938,18,0.70938,Sell,win,0.109060403,0.000482568
157,Sell win,2021-04-01T12:00:00+07:00,0.71352,0.71937,0.71859,44,0.7151,0.7151,34,0.71588,0,0.71294318,1,0,Sell,win,0.135086651,0.000597729
158,Buy loss,2021-04-06T16:00:00+07:00,0.71874,0.71873,0.71873,30,0.71483,0.71483,12,0.7143,25,0.71876,0,0.71876,Buy,loss,-1.138461538,-0.00503744
159,Sell win,2021-04-06T16:00:00+07:00,0.7143,0.71873,0.71873,55,0.71483,0.71483,37,0.7155,2,0.7124198,18,0.71876,Sell,win,0.482102564,0.002133197
160,Sell win,2021-04-09T08:00:00+07:00,0.7065,0.70947,0.70947,20,0.70685,0.70685,32,0.70758,0,0.70523084,4,0,Sell,win,0.484412214,0.002143417
161,Sell loss,2021-04-12T21:00:00+07:00,0.70282,0.70704,0.70704,27,0.70287,0.70287,32,0.70863,43,0.70224,0,0.70224,Sell,loss,-1.393285372,-0.00616498
162,Buy win,2021-04-14T16:00:00+07:00,0.70863,0.70704,0.70704,70,0.70287,0.70287,75,0.70663,0,0.70961706,2,0.70224,Buy,win,0.236705036,0.001047367
163,Sell win,2021-04-20T21:00:00+07:00,0.70816,0.71593,0.71137,74,0.70836,0.70836,18,0.71204,0,0.70652,52,0.70652,Sell,win,0.21664465,0.000958605
164,Sell win,2021-05-04T19:00:00+07:00,0.70592,0.71402,0.70815,58,0.70627,0.70627,115,0.70889,61,0.70510816,69,0.70336,Sell,win,0.104753548,0.000463511
165,Buy win,2021-05-07T21:00:00+07:00,0.70796,0.70726,0.70726,19,0.70488,0.70488,8,0.70549,7,0.70873084,18,0,Buy,win,0.323882353,0.001433108
166,Sell win,2021-05-12T21:00:00+07:00,0.70416,0.70861,0.70861,21,0.7046,0.7046,34,0.70541,0,0.70212182,2,0,Sell,win,0.508274314,0.002249001
167,Sell loss,2021-05-17T17:00:00+07:00,0.69786,0.70246,0.70246,16,0.69872,0.69872,47,0.70251,14,0.69773,0,0.69773,Sell,loss,-1.243315508,-0.005501396
168,Buy loss,2021-05-19T11:00:00+07:00,0.70251,0.70246,0.70246,30,0.69872,0.69872,61,0.69859,28,0.70316,0,0.70316,Buy,loss,-1.048128342,-0.004637736
169,Sell win,2021-05-21T03:00:00+07:00,0.69859,0.70246,0.70039,58,0.69872,0.69872,89,0.70097,26,0.69768794,40,0.69729,Sell,win,0.241192513,0.001067224
170,Sell win,2021-05-22T02:00:00+07:00,0.69407,0.69838,0.69838,7,0.69428,0.69428,13,0.69607,35,0.6931,50,0.6931,Sell,win,0.236585366,0.001046838
171,Buy loss,2021-06-02T03:00:00+07:00,0.69729,0.69691,0.69691,99,0.69452,0.69488,11,0.69479,13,0.69766,0,0.69766,Buy,loss,-1.046025105,-0.00462843
172,Sell win,2021-06-02T03:00:00+07:00,0.69479,0.69691,0.69691,112,0.69452,0.69488,24,0.69708,5,0.69362546,11,0.69766,Sell,win,0.48725523,0.002155997
173,Buy loss,2021-06-12T00:00:00+07:00,0.69712,0.69701,0.69701,68,0.69078,0.69206,36,0.69188,105,0.69669,0,0.69669,Buy,loss,-0.841091493,-0.003721644
174,Sell win,2021-06-12T00:00:00+07:00,0.69188,0.69701,0.69701,173,0.69078,0.69206,141,0.69442,21,0.69142,38,0.69142,Sell,win,0.073836276,0.000326709
175,Buy loss,2021-06-22T14:00:00+07:00,0.69449,0.69429,0.69429,66,0.68972,0.68998,40,0.68983,72,0.69467,0,0.69467,Buy,loss,-1.019693654,-0.004511919
176,Sell loss,2021-06-22T14:00:00+07:00,0.68983,0.69429,0.69429,138,0.68972,0.68998,112,0.69482,25,0.68731642,0,0.69467,Sell,loss,-1.09190372,-0.004831432
177,Buy win,2021-06-23T15:00:00+07:00,0.69482,0.69429,0.69429,163,0.68972,0.68998,137,0.69327,0,0.69695358,24,0.69467,Buy,win,0.466866521,0.002065781
178,Sell loss,2021-07-01T22:00:00+07:00,0.69134,0.69738,0.69419,81,0.69136,0.69136,43,0.69422,47,0.69017,0,0.69017,Sell,loss,-0.478405316,-0.002116838
179,Buy win,2021-07-05T21:00:00+07:00,0.69422,0.69738,0.69419,128,0.69136,0.69136,90,0.6934,7,0.69593894,11,0.69017,Buy,win,0.285538206,0.001263443
180,Sell win,2021-07-08T12:00:00+07:00,0.6918,0.69992,0.69484,35,0.69186,0.69186,18,0.69302,2,0.69001836,9,0,Sell,win,0.221047146,0.000978085
181,Sell win,2021-07-17T01:00:00+07:00,0.68057,0.68603,0.68409,54,0.68075,0.68075,22,0.68114,0,0.67868588,5,0,Sell,win,0.356840909,0.001578942
182,Buy win,2021-07-22T14:00:00+07:00,0.67614,0.67606,0.67606,32,0.67247,0.67247,26,0.67542,0,0.67827862,4,0,Buy,win,0.595715877,0.002635911
183,Sell win,2021-07-27T14:00:00+07:00,0.67399,0.67894,0.67894,61,0.67422,0.67422,24,0.67602,2,0.67130304,26,0,Sell,win,0.569271186,0.002518899
184,Sell win,2021-07-30T03:00:00+07:00,0.66924,0.67246,0.67246,11,0.66978,0.66978,19,0.67076,7,0.66812376,13,0,Sell,win,0.416507463,0.001842953
185,Buy win,2021-08-05T16:00:00+07:00,0.67183,0.6716,0.6716,25,0.6685,0.6685,18,0.6699,17,0.6735158,46,0,Buy,win,0.543806452,0.002406223
186,Sell win,2021-08-13T20:00:00+07:00,0.67655,0.67996,0.67795,40,0.67665,0.67665,15,0.67712,0,0.6758466,2,0,Sell,win,0.212507553,0.000940299
187,Sell win,2021-08-19T11:00:00+07:00,0.66175,0.66423,0.66423,12,0.66253,0.66253,36,0.66276,0,0.6614794,1,0,Sell,win,0.159176471,0.000704321
188,Buy win,2021-08-27T21:00:00+07:00,0.66652,0.66631,0.66631,25,0.66352,0.66352,17,0.66455,13,0.66803422,18,0,Buy,win,0.542731183,0.002401465
189,Buy win,2021-09-01T10:00:00+07:00,0.67156,0.6714,0.6714,21,0.66715,0.66715,14,0.67091,0,0.6740265,4,0,Buy,win,0.580352941,0.002567933
190,Sell win,2021-09-09T12:00:00+07:00,0.67628,0.67988,0.67988,17,0.6769,0.6769,22,0.67934,9,0.67505836,15,0,Sell,win,0.409946309,0.001813922
191,Sell win,2021-09-11T03:00:00+07:00,0.67453,0.67906,0.67906,8,0.67478,0.67478,23,0.67672,4,0.67453,9,0.67453,Sell,win,0,0
192,Buy win,2021-09-16T15:00:00+07:00,0.676,0.67544,0.67544,8,0.67135,0.67361,21,0.6743,0,0.67657094,3,0,Buy,win,0.139594132,0.000617673
193,Sell win,2021-09-21T18:00:00+07:00,0.67111,0.67479,0.67479,7,0.67155,0.67155,19,0.67188,0,0.66954768,1,0,Sell,win,0.482197531,0.002133617
194,Buy loss,2021-10-01T13:00:00+07:00,0.67596,0.67558,0.67558,50,0.66984,0.6701,38,0.6699,76,0.67555,0,0.67555,Buy,loss,-1.055749129,-0.004671456
195,Sell loss,2021-10-01T13:00:00+07:00,0.6699,0.67558,0.67558,126,0.66984,0.6701,114,0.67603,9,0.6699,0,0.6699,Sell,loss,-1.067944251,-0.004725417
196,Buy win,2021-10-01T22:00:00+07:00,0.67603,0.67558,0.67558,135,0.66984,0.67265,123,0.67154,39,0.67707,95,0.67707,Buy,win,0.181184669,0.000801702
197,Buy win,2021-10-11T12:00:00+07:00,0.68021,0.68001,0.68001,29,0.67674,0.67674,8,0.67912,0,0.68203086,9,0,Buy,win,0.55683792,0.002463885
198,Buy win,2021-10-13T14:00:00+07:00,0.68285,0.68284,0.68284,40,0.68036,0.68141,25,0.68075,23,0.68372374,30,0.68527,Buy,win,0.352314516,0.001558914
199,Buy win,2021-10-19T21:00:00+07:00,0.68868,0.68763,0.68763,8,0.68236,0.68521,26,0.68673,0,0.68912556,2,0,Buy,win,0.08454649,0.0003741
200,Sell win,2021-10-21T11:00:00+07:00,0.68993,0.69271,0.69271,23,0.69008,0.69008,8,0.69199,0,0.68845466,2,0,Sell,win,0.560965779,0.002482149
201,Sell win,2021-10-22T22:00:00+07:00,0.68402,0.69296,0.68831,37,0.68511,0.68511,18,0.68624,0,0.6831324,5,0,Sell,win,0.113070064,0.00050031
202,Sell win,2021-10-29T19:00:00+07:00,0.68594,0.69263,0.68891,60,0.68619,0.68619,12,0.68951,12,0.68450904,30,0,Sell,win,0.222198758,0.00098318
203,Sell win,2021-11-03T16:00:00+07:00,0.67792,0.68566,0.68154,32,0.67877,0.67877,16,0.67921,0,0.67705814,6,0,Sell,win,0.125088534,0.000553489
204,Sell win,2021-11-09T22:00:00+07:00,0.67468,0.67867,0.6779,24,0.67522,0.67522,11,0.67662,0,0.67356376,1,0,Sell,win,0.323547826,0.001431628
205,Sell win,2021-11-11T09:00:00+07:00,0.67094,0.67448,0.67448,10,0.6714,0.6714,28,0.67396,12,0.6708,20,0.6708,Sell,win,0.045454545,0.000201126
206,Sell win,2021-11-18T20:00:00+07:00,0.67345,0.67631,0.67631,7,0.67352,0.67352,12,0.67491,0,0.67179578,2,0,Sell,win,0.592910394,0.002623497
207,Sell win,2021-11-26T08:00:00+07:00,0.66992,0.67521,0.67269,39,0.67075,0.67075,11,0.6713,0,0.66955108,1,0,Sell,win,0.082717489,0.000366007
208,Sell win,2021-11-30T12:00:00+07:00,0.6543,0.66264,0.65969,22,0.65605,0.65605,34,0.66014,25,0.65380048,39,0.65345,Sell,win,0.075799697,0.000335397
209,Buy win,2021-12-07T13:00:00+07:00,0.65576,0.65499,0.65499,70,0.64184,0.64184,33,0.65456,0,0.66164,69,0.66164,Buy,win,0.447148289,0.001978532
210,Buy win,2021-12-16T03:00:00+07:00,0.66321,0.66145,0.66145,64,0.65412,0.65412,31,0.66032,6,0.66597994,14,0,Buy,win,0.377890859,0.001672083
211,Sell win,2021-12-20T06:00:00+07:00,0.65707,0.6599,0.6599,5,0.65748,0.65748,14,0.65899,0,0.65598444,6,0,Sell,win,0.448578512,0.001984861
212,Buy win,2021-12-22T16:00:00+07:00,0.66133,0.66102,0.66102,15,0.65417,0.65872,35,0.66056,2,0.6624414,4,0,Buy,win,0.162248175,0.000717912
213,Sell loss,2021-12-29T05:00:00+07:00,0.66183,0.66495,0.66495,9,0.66254,0.66254,36,0.6653,33,0.66183,0,0.66183,Sell,loss,-1.439834025,-0.006370947
214,Buy loss,2021-12-31T04:00:00+07:00,0.6653,0.66495,0.6661,42,0.66254,0.66254,69,0.66189,14,0.66643938,0,0.66183,Buy,loss,-1.414937759,-0.006260787
215,Sell win,2021-12-31T04:00:00+07:00,0.66189,0.66495,0.66495,42,0.66254,0.66254,69,0.66428,11,0.66189,14,0.66189,Sell,win,0,0
216,Buy win,2022-01-04T23:00:00+07:00,0.66302,0.66246,0.66246,9,0.65995,0.66042,19,0.66143,0,0.66372072,3,0,Buy,win,0.279171315,0.001235271
217,Buy win,2022-01-10T08:00:00+07:00,0.66095,0.6608,0.6608,30,0.6571,0.65828,35,0.6599,0,0.66235736,3,0,Buy,win,0.380367568,0.001683042
218,Sell win,2022-01-21T15:00:00+07:00,0.65702,0.66552,0.66552,15,0.6574,0.6574,70,0.65854,0,0.65399,22,0.65399,Sell,win,0.373152709,0.001651118
219,Buy win,2022-01-25T16:00:00+07:00,0.6572,0.65614,0.65614,30,0.64926,0.64926,16,0.65386,6,0.66039184,25,0,Buy,win,0.463930233,0.002052789
220,Sell win,2022-01-28T15:00:00+07:00,0.65237,0.65949,0.65949,19,0.65331,0.65331,26,0.65421,0,0.64949076,2,0,Sell,win,0.46589644,0.002061489
221,Buy win,2022-02-08T02:00:00+07:00,0.65822,0.65821,0.65821,128,0.65191,0.65191,112,0.6567,17,0.6621034,32,0,Buy,win,0.616412698,0.00272749
222,Buy loss,2022-02-11T07:00:00+07:00,0.66385,0.66373,0.66373,25,0.66212,0.66212,18,0.66166,4,0.66472498,0,0.66882,Buy,loss,-1.360248447,-0.006018798
223,Sell win,2022-02-11T07:00:00+07:00,0.66166,0.66373,0.66373,29,0.66212,0.66212,22,0.66304,0,0.66112502,1,0.66882,Sell,win,0.332285714,0.001470291
224,Sell win,2022-02-14T07:00:00+07:00,0.65998,0.66466,0.66466,7,0.66005,0.66005,19,0.6609,0,0.65720102,8,0,Sell,win,0.602815618,0.002667326
