time,open,high,low,close,Basis90,Upper90,Lower90,RSI
2022-07-02T02:15:00+07:00,0.68167,0.68177,0.681,0.68121,0.682727222,0.691397533,0.674056912,58.07821191
2022-07-02T02:30:00+07:00,0.68121,0.68187,0.68121,0.68176,0.682634667,0.691165331,0.674104002,61.09470604
2022-07-02T02:45:00+07:00,0.68176,0.68185,0.68132,0.68181,0.682540889,0.690918825,0.674162953,61.36686002
2022-07-02T03:00:00+07:00,0.68181,0.68195,0.68146,0.68149,0.682445556,0.690672529,0.674218582,58.5442251
2022-07-02T03:15:00+07:00,0.68149,0.68166,0.68139,0.6814,0.682348778,0.690416205,0.67428135,57.73982249
2022-07-02T03:30:00+07:00,0.6814,0.68157,0.6812,0.68125,0.682257667,0.690186262,0.674329071,56.35013297
2022-07-02T03:45:00+07:00,0.68125,0.68177,0.68121,0.68156,0.682168,0.68994209,0.67439391,58.56944423
2022-07-04T04:00:00+07:00,0.68085,0.68113,0.68084,0.68105,0.682069889,0.689673191,0.674466587,53.72949081
2022-07-04T04:15:00+07:00,0.68105,0.68138,0.68105,0.68138,0.681976,0.689400263,0.674551737,56.24883853
2022-07-04T04:30:00+07:00,0.68138,0.68153,0.68138,0.68144,0.681881444,0.689111292,0.674651597,56.71035778
2022-07-04T04:45:00+07:00,0.68144,0.68144,0.68121,0.68121,0.681785333,0.688815594,0.674755072,54.34382926
2022-07-04T05:00:00+07:00,0.68121,0.68207,0.68088,0.68191,0.681697556,0.688519024,0.674876087,59.83708112
2022-07-04T05:15:00+07:00,0.68191,0.68207,0.68172,0.6819,0.681610222,0.688214366,0.675006078,59.72652472
2022-07-04T05:30:00+07:00,0.6819,0.68198,0.68126,0.6817,0.681522556,0.687906461,0.67513865,57.44067472
2022-07-04T05:45:00+07:00,0.6817,0.68244,0.68165,0.68241,0.681438667,0.687570313,0.67530702,62.87297392
2022-07-04T06:00:00+07:00,0.68241,0.68252,0.68219,0.68234,0.681361778,0.687268616,0.67545494,62.03229306
2022-07-04T06:15:00+07:00,0.68234,0.68253,0.68218,0.68247,0.681288444,0.686970263,0.675606626,63.02118789
2022-07-04T06:30:00+07:00,0.68247,0.68248,0.68143,0.68147,0.681209889,0.686680056,0.675739721,51.83673578
2022-07-04T06:45:00+07:00,0.68147,0.68176,0.68103,0.68132,0.681132111,0.686390651,0.675873571,50.3920736
2022-07-04T07:00:00+07:00,0.68132,0.6826,0.68125,0.68257,0.681066556,0.68609983,0.676033281,60.31716993
2022-07-04T07:15:00+07:00,0.68257,0.68284,0.68227,0.68255,0.681002333,0.685805496,0.67619917,60.1099485
2022-07-04T07:30:00+07:00,0.68255,0.68271,0.68203,0.68211,0.680928778,0.685450855,0.676406701,55.58552934
2022-07-04T07:45:00+07:00,0.68211,0.68257,0.68172,0.68184,0.680859778,0.685127468,0.676592087,52.95167387
2022-07-04T08:00:00+07:00,0.68184,0.68187,0.68081,0.68087,0.680784778,0.684804672,0.676764884,44.74819011
2022-07-04T08:15:00+07:00,0.68087,0.68105,0.67976,0.68,0.680699556,0.684448012,0.676951099,38.92361792
2022-07-04T08:30:00+07:00,0.68,0.68087,0.67938,0.68082,0.680642667,0.684222901,0.677062432,46.05130731
2022-07-04T08:45:00+07:00,0.68082,0.68173,0.68039,0.68111,0.680605556,0.684095257,0.677115854,48.34713205
2022-07-04T09:00:00+07:00,0.68111,0.6815,0.68056,0.68112,0.680571556,0.683979972,0.677163139,48.42863121
2022-07-04T09:15:00+07:00,0.68112,0.68115,0.68034,0.68039,0.680540222,0.68390258,0.677177865,43.08438836
2022-07-04T09:30:00+07:00,0.68039,0.68087,0.6803,0.6803,0.680514333,0.683847685,0.677180981,42.46224386
2022-07-04T09:45:00+07:00,0.6803,0.68076,0.68005,0.68043,0.680503,0.683830481,0.677175519,43.72628852
2022-07-04T10:00:00+07:00,0.68043,0.68119,0.68028,0.68111,0.680489222,0.683796204,0.677182241,49.92346687
2022-07-04T10:15:00+07:00,0.68111,0.68157,0.68101,0.68134,0.680479111,0.683770022,0.6771882,51.85474804
2022-07-04T10:30:00+07:00,0.68134,0.68134,0.68047,0.68061,0.680459333,0.683725371,0.677193296,45.81524785
2022-07-04T10:45:00+07:00,0.68061,0.6809,0.68017,0.68046,0.680435667,0.683670322,0.677201011,44.664118
2022-07-04T11:00:00+07:00,0.68046,0.68084,0.68033,0.68076,0.680417778,0.683627154,0.677208402,47.5049609
2022-07-04T11:15:00+07:00,0.68076,0.68101,0.6807,0.68083,0.680395778,0.683566167,0.677225388,48.17354091
2022-07-04T11:30:00+07:00,0.68083,0.6812,0.68069,0.68115,0.680375111,0.683501003,0.677249219,51.23136399
2022-07-04T11:45:00+07:00,0.68115,0.68157,0.68115,0.6815,0.680356556,0.683435336,0.677277775,54.40038244
2022-07-04T12:00:00+07:00,0.6815,0.68231,0.68143,0.68227,0.680349444,0.683407488,0.677291401,60.48403148
2022-07-04T12:15:00+07:00,0.68227,0.68242,0.68182,0.68214,0.680348222,0.683403313,0.677293132,59.0516062
2022-07-04T12:30:00+07:00,0.68214,0.68319,0.68214,0.68275,0.680364667,0.683455154,0.677274179,63.42831258
2022-07-04T12:45:00+07:00,0.68275,0.68336,0.68243,0.68328,0.680387,0.683531906,0.677242094,66.75329859
2022-07-04T13:00:00+07:00,0.68328,0.68358,0.68286,0.68321,0.680415444,0.683615181,0.677215708,65.90109316
2022-07-04T13:15:00+07:00,0.68321,0.68368,0.68314,0.68353,0.680456222,0.683719515,0.677192929,67.91749226
2022-07-04T13:30:00+07:00,0.68353,0.68398,0.68352,0.68392,0.680502667,0.683841961,0.677163372,70.2281774
2022-07-04T13:45:00+07:00,0.68392,0.68405,0.68326,0.68396,0.680541,0.683958054,0.677123946,70.46314972
2022-07-04T14:00:00+07:00,0.68396,0.68522,0.68393,0.68491,0.680588444,0.684126125,0.677050764,75.4241394
2022-07-04T14:15:00+07:00,0.68491,0.6861,0.68481,0.68592,0.680643889,0.684353478,0.676934299,79.38791085
2022-07-04T14:30:00+07:00,0.68592,0.68609,0.6853,0.68561,0.680692222,0.684543318,0.676841126,75.36979716
2022-07-04T14:45:00+07:00,0.68561,0.68625,0.68541,0.68613,0.680753444,0.684769651,0.676737238,77.43311353
2022-07-04T15:00:00+07:00,0.68613,0.68626,0.68536,0.68546,0.680801444,0.684936487,0.676666402,69.36961914
2022-07-04T15:15:00+07:00,0.68546,0.68556,0.6849,0.68521,0.680849222,0.685086286,0.676612158,66.58341753
2022-07-04T15:30:00+07:00,0.68521,0.68546,0.68486,0.68509,0.680904333,0.685230633,0.676578033,65.22913045
2022-07-04T15:45:00+07:00,0.68509,0.6856,0.68506,0.68531,0.680958222,0.685380794,0.67653565,66.57154627
2022-07-04T16:00:00+07:00,0.68531,0.68566,0.68511,0.68516,0.681020111,0.685519587,0.676520635,64.73638919
2022-07-04T16:15:00+07:00,0.68516,0.68539,0.68481,0.68538,0.681085889,0.685664604,0.676507174,66.20774555
2022-07-04T16:30:00+07:00,0.68538,0.68828,0.68518,0.68767,0.681175111,0.685946543,0.676403679,76.97640619
2022-07-04T16:45:00+07:00,0.68767,0.68819,0.68747,0.68782,0.681267111,0.68622456,0.676309662,77.48258449
2022-07-04T17:00:00+07:00,0.68782,0.68835,0.68777,0.68797,0.681370778,0.686491657,0.676249898,78.00338447
2022-07-04T17:15:00+07:00,0.68797,0.68846,0.68794,0.68836,0.681482222,0.686767471,0.676196973,79.34125585
2022-07-04T17:30:00+07:00,0.68836,0.6887,0.68826,0.68863,0.681603667,0.687035957,0.676171377,80.23741688
2022-07-04T17:45:00+07:00,0.68863,0.68886,0.68845,0.68849,0.681733111,0.687259576,0.676206646,78.33977861
2022-07-04T18:00:00+07:00,0.68849,0.68874,0.68827,0.6886,0.681855889,0.687494998,0.67621678,78.76473418
2022-07-04T18:15:00+07:00,0.6886,0.68866,0.6878,0.68835,0.681983333,0.68768496,0.676281707,75.15583028
2022-07-04T18:30:00+07:00,0.68835,0.68843,0.68806,0.68811,0.682111,0.687841022,0.676380978,71.75674432
2022-07-04T18:45:00+07:00,0.68811,0.68839,0.68779,0.68782,0.682227333,0.687991026,0.67646364,67.76835231
2022-07-04T19:00:00+07:00,0.68782,0.68792,0.68736,0.68763,0.682335889,0.688134387,0.67653739,65.21096772
2022-07-04T19:15:00+07:00,0.68763,0.68785,0.68736,0.68777,0.682434444,0.688297164,0.676571725,66.22244571
2022-07-04T19:30:00+07:00,0.68777,0.68794,0.68761,0.68777,0.682542333,0.688436372,0.676648295,66.22244571
2022-07-04T19:45:00+07:00,0.68777,0.68784,0.68747,0.68754,0.68264,0.688570634,0.676709366,62.7465017
2022-07-04T20:00:00+07:00,0.68754,0.6877,0.68727,0.6876,0.682741,0.688696412,0.676785588,63.28786068
2022-07-04T20:15:00+07:00,0.6876,0.68763,0.6868,0.68689,0.682850333,0.688744801,0.676955866,53.39905894
2022-07-04T20:30:00+07:00,0.68689,0.68716,0.68674,0.68702,0.682955222,0.688806628,0.677103816,54.79192376
2022-07-04T20:45:00+07:00,0.68702,0.68707,0.68589,0.68599,0.683034889,0.688854072,0.677215706,43.65782779
2022-07-04T21:00:00+07:00,0.68599,0.68621,0.68504,0.6851,0.683102111,0.688875205,0.677329018,36.71522833
2022-07-04T21:15:00+07:00,0.6851,0.68567,0.68506,0.68546,0.683175444,0.68889859,0.677452299,40.81508074
2022-07-04T21:30:00+07:00,0.68546,0.6862,0.68529,0.68615,0.683256333,0.688939431,0.677573235,47.79587872
2022-07-04T21:45:00+07:00,0.68615,0.68635,0.68508,0.68532,0.683328444,0.688949415,0.677707474,41.46088405
2022-07-04T22:00:00+07:00,0.68532,0.6857,0.68512,0.68512,0.683395778,0.68895546,0.677836096,40.08226387
2022-07-04T22:15:00+07:00,0.68512,0.68541,0.68486,0.68513,0.68347,0.688941248,0.677998752,40.18935149
2022-07-04T22:30:00+07:00,0.68513,0.68543,0.68443,0.68541,0.683542444,0.688941384,0.678143505,43.24785426
2022-07-04T22:45:00+07:00,0.68541,0.68632,0.68535,0.68622,0.683623111,0.688962388,0.678283835,51.04660212
2022-07-04T23:00:00+07:00,0.68622,0.68672,0.68616,0.68671,0.683699,0.689017424,0.678380576,55.06899486
2022-07-04T23:15:00+07:00,0.68671,0.68673,0.6862,0.68669,0.683766,0.689081526,0.678450474,54.87081404
2022-07-04T23:30:00+07:00,0.68669,0.68712,0.68666,0.68688,0.683826667,0.689158314,0.678495019,56.47338641
2022-07-04T23:45:00+07:00,0.68688,0.68698,0.68664,0.68671,0.68388,0.689229888,0.678530112,54.60497559
2022-07-05T00:00:00+07:00,0.68671,0.68672,0.68622,0.68623,0.683918667,0.689285604,0.678551729,49.61374587
2022-07-05T00:15:00+07:00,0.68623,0.68659,0.68619,0.68649,0.683972333,0.689344448,0.678600218,52.16435422
2022-07-05T00:30:00+07:00,0.68649,0.68649,0.6863,0.6863,0.684023778,0.689395393,0.678652163,50.16585112
2022-07-05T00:45:00+07:00,0.6863,0.68635,0.68602,0.68608,0.684077889,0.689433126,0.678722652,47.87853794
2022-07-05T01:00:00+07:00,0.68608,0.6862,0.68598,0.6862,0.684127222,0.689477941,0.678776503,49.23809856
2022-07-05T01:15:00+07:00,0.6862,0.68624,0.68605,0.68608,0.684174667,0.689518076,0.678831257,47.8927451
2022-07-05T01:30:00+07:00,0.68608,0.68622,0.68607,0.68619,0.684226889,0.689556176,0.678897602,49.26132566
2022-07-05T01:45:00+07:00,0.68619,0.68641,0.68601,0.6864,0.684282444,0.689596922,0.678967967,51.86078183
2022-07-05T02:00:00+07:00,0.6864,0.68646,0.68614,0.68617,0.684337111,0.689626853,0.679047369,48.90552947
2022-07-05T02:15:00+07:00,0.68617,0.68622,0.68611,0.6862,0.684388667,0.68965955,0.679117784,49.31126688
2022-07-05T02:30:00+07:00,0.6862,0.68621,0.68605,0.68616,0.684445444,0.689681221,0.679209668,48.75534116
2022-07-05T02:45:00+07:00,0.68616,0.68633,0.68614,0.6863,0.684500111,0.689709393,0.679290829,50.8441493
2022-07-05T03:00:00+07:00,0.6863,0.68647,0.68624,0.68629,0.684554,0.689735814,0.679372186,50.68522585
2022-07-05T03:15:00+07:00,0.68629,0.68672,0.68617,0.68662,0.684614111,0.689764786,0.679463436,55.61556009
2022-07-05T03:30:00+07:00,0.68662,0.68681,0.68641,0.6866,0.684666222,0.689801286,0.679531158,55.25500496
2022-07-05T03:45:00+07:00,0.6866,0.68683,0.68598,0.68598,0.684711556,0.689820106,0.679603005,45.42382886
2022-07-05T04:00:00+07:00,0.68598,0.6865,0.68598,0.6864,0.684763778,0.689844132,0.679683424,51.69397214
2022-07-05T04:15:00+07:00,0.6864,0.68661,0.68629,0.68629,0.684806889,0.689872445,0.679741333,50.0714427
