time,open,high,low,close,%K,%D
2020-01-02T14:00:00Z,1.08639,1.08639,1.08466,1.08533,56.80304077,55.22503176
2020-01-02T15:00:00Z,1.08533,1.08557,1.08367,1.08548,51.04089444,55.69730986
2020-01-02T16:00:00Z,1.08548,1.08626,1.08528,1.08555,46.63331437,51.49241653
2020-01-02T17:00:00Z,1.08555,1.08678,1.08547,1.08662,67.30460303,54.99293728
2020-01-02T18:00:00Z,1.08662,1.08663,1.08592,1.08606,74.7482038,62.89537373
2020-01-02T19:00:00Z,1.08606,1.08633,1.08574,1.08574,78.05919697,73.37066793
2020-01-02T20:00:00Z,1.08574,1.08594,1.08463,1.08502,53.84929834,68.88556637
2020-01-02T21:00:00Z,1.08502,1.08528,1.08476,1.08495,33.19424711,55.03424747
2020-01-02T22:00:00Z,1.08495,1.08518,1.08453,1.08496,17.83314876,34.95889807
2020-01-02T23:00:00Z,1.08496,1.08551,1.08477,1.08519,24.00885936,25.01208508
2020-01-03T00:00:00Z,1.08519,1.0855,1.08507,1.08529,37.01452212,26.28551008
2020-01-03T01:00:00Z,1.08529,1.0855,1.08401,1.08405,31.07801418,30.70046522
2020-01-03T02:00:00Z,1.08405,1.08431,1.08279,1.08306,22.16461549,30.08571727
2020-01-03T03:00:00Z,1.08306,1.08351,1.08285,1.08336,11.18300654,21.47521207
2020-01-03T04:00:00Z,1.08336,1.08381,1.08327,1.08362,20.50321974,17.95028059
2020-01-03T05:00:00Z,1.08362,1.08444,1.08328,1.08395,31.46253889,21.04958839
2020-01-03T06:00:00Z,1.08395,1.08426,1.08356,1.08414,51.74997205,34.57191022
2020-01-03T07:00:00Z,1.08414,1.08424,1.08238,1.08294,50.60235863,44.60495652
2020-01-03T08:00:00Z,1.08294,1.08495,1.08265,1.08395,56.69738067,53.01657045
2020-01-03T09:00:00Z,1.08395,1.08453,1.08338,1.08447,56.53230579,54.6106817
2020-01-03T10:00:00Z,1.08447,1.08496,1.08381,1.08412,69.95143728,61.06037458
2020-01-03T11:00:00Z,1.08412,1.08435,1.08304,1.08364,65.86734232,64.11702846
2020-01-03T12:00:00Z,1.08364,1.08397,1.08308,1.08344,50.15940132,61.99272697
2020-01-03T13:00:00Z,1.08344,1.08449,1.08336,1.08376,40.17878117,52.06850827
2020-01-03T14:00:00Z,1.08376,1.08527,1.08363,1.08514,55.28984593,48.54267614
2020-01-03T15:00:00Z,1.08514,1.08532,1.08345,1.08366,52.95446201,49.47436304
2020-01-03T16:00:00Z,1.08366,1.08509,1.08361,1.08406,55.03779535,54.42736776
2020-01-03T17:00:00Z,1.08406,1.08467,1.08405,1.08463,45.24630027,51.07951921
2020-01-03T18:00:00Z,1.08463,1.08585,1.08444,1.08556,65.48752834,55.25720799
2020-01-03T19:00:00Z,1.08556,1.08571,1.08504,1.08505,73.12641723,61.28674862
2020-01-03T20:00:00Z,1.08505,1.08547,1.08493,1.0851,73.70039683,70.77144747
2020-01-03T21:00:00Z,1.0851,1.08521,1.08444,1.08488,59.76521164,68.86400857
2020-01-05T22:00:00Z,1.08344,1.08407,1.08305,1.0831,38.13822751,57.20127866
2020-01-05T23:00:00Z,1.0831,1.08446,1.0831,1.08435,32.25633528,43.38659148
2020-01-06T00:00:00Z,1.08435,1.08478,1.08417,1.08457,37.82260403,36.07238894
2020-01-06T01:00:00Z,1.08457,1.08467,1.08381,1.08412,53.73971161,41.27288364
2020-01-06T02:00:00Z,1.08412,1.08448,1.084,1.08419,59.41430272,50.32553945
2020-01-06T03:00:00Z,1.08419,1.08448,1.08403,1.08442,64.66813979,59.27405137
2020-01-06T04:00:00Z,1.08442,1.08442,1.08419,1.08435,66.71249514,63.59831255
2020-01-06T05:00:00Z,1.08435,1.08446,1.08404,1.08417,58.70066559,63.36043351
2020-01-06T06:00:00Z,1.08417,1.08419,1.08331,1.08383,47.32500422,57.57938832
2020-01-06T07:00:00Z,1.08383,1.08467,1.08367,1.08445,56.70947966,54.24504982
2020-01-06T08:00:00Z,1.08445,1.08483,1.08412,1.08441,66.8787983,56.97109406
2020-01-06T09:00:00Z,1.08441,1.08465,1.08384,1.08455,79.25696594,67.6150813
2020-01-06T10:00:00Z,1.08455,1.08505,1.08432,1.08503,84.26598104,76.80058176
2020-01-06T11:00:00Z,1.08503,1.08587,1.08503,1.08567,90.44620433,84.65638377
2020-01-06T12:00:00Z,1.08567,1.08597,1.08553,1.08573,92.83068666,89.18095735
2020-01-06T13:00:00Z,1.08573,1.08596,1.08492,1.08567,88.51899274,90.59862791
