time,open,high,low,close,%K,%D
2009-02-06T09:00:00+07:00,8.43949314,8.5135237,8.36546259,8.43949314,71.66669762,67.77782922
2009-02-06T13:00:00+07:00,8.43949314,8.58755425,8.43949314,8.58755425,78.33335348,71.11114953
2009-02-10T09:00:00+07:00,8.58755425,8.66158481,8.36546259,8.43949314,74.99999906,75.00001672
2009-02-10T13:00:00+07:00,8.43949314,8.5135237,8.43949314,8.43949314,66.66666592,73.33333949
2009-02-11T09:00:00+07:00,8.29143203,8.36546259,8.21740148,8.36546259,44.44444369,62.03703622
2009-02-11T13:00:00+07:00,8.36546259,8.43949314,8.36546259,8.36546259,38.88888851,49.99999937
2009-02-12T09:00:00+07:00,8.36546259,8.36546259,8.29143203,8.29143203,27.7777774,37.03703654
2009-02-12T13:00:00+07:00,8.29143203,8.29143203,8.21740148,8.29143203,24.99999906,30.55555499
2009-02-13T09:00:00+07:00,8.36546259,8.43949314,8.29143203,8.43949314,47.22222128,33.33333258
2009-02-13T13:00:00+07:00,8.43949314,8.43949314,8.36546259,8.36546259,63.88888883,45.37036972
2009-02-16T09:00:00+07:00,8.43949314,8.43949314,8.36546259,8.43949314,88.88888939,66.6666665
2009-02-16T13:00:00+07:00,8.36546259,8.43949314,8.36546259,8.43949314,88.88888939,80.55555587
2009-02-17T09:00:00+07:00,8.29143203,8.36546259,8.21740148,8.29143203,77.77777728,85.18518535
2009-02-17T13:00:00+07:00,8.21740148,8.29143203,8.21740148,8.29143203,55.55555455,74.07407374
2009-02-18T09:00:00+07:00,8.21740148,8.29143203,8.14337034,8.21740148,30.55560408,54.62964531
2009-02-18T13:00:00+07:00,8.21740148,8.29143203,8.14337034,8.21740148,27.77787634,37.96301166
2009-02-19T09:00:00+07:00,8.21740148,8.29143203,8.21740148,8.21740148,27.77793537,28.70380526
2009-02-19T13:00:00+07:00,8.21740148,8.29143203,8.21740148,8.21740148,36.11128559,30.5556991
2009-02-20T09:00:00+07:00,8.21740148,8.29143203,8.06933979,8.14337034,38.88898432,34.25940176
2009-02-20T13:00:00+07:00,8.14337034,8.21740148,8.06933979,8.06933979,27.77781467,34.25936153
2009-02-23T09:00:00+07:00,8.06933979,8.06933979,7.99530923,8.06933979,19.44439917,28.70373272
2009-02-23T13:00:00+07:00,8.06933979,8.14337034,7.99530923,8.06933979,16.66663515,21.296283
2009-02-24T09:00:00+07:00,7.92127868,7.92127868,7.84724812,7.92127868,22.22218382,19.44440605
2009-02-24T13:00:00+07:00,7.92127868,7.99530923,7.84724812,7.92127868,20.55552283,19.8147806
2009-02-25T09:00:00+07:00,8.06933979,8.06933979,7.92127868,7.99530923,28.88887192,23.88885953
2009-02-25T13:00:00+07:00,7.99530923,8.06933979,7.92127868,7.99530923,39.99998991,29.81479489
2009-02-26T09:00:00+07:00,8.06933979,8.06933979,7.92127868,7.92127868,44.44444494,37.77776893
2009-02-26T13:00:00+07:00,7.92127868,7.92127868,7.84724812,7.84724812,27.77777828,37.40740438
2009-02-27T09:00:00+07:00,7.84724812,7.92127868,7.77321757,7.84724812,19.44444438,30.55555587
2009-02-27T13:00:00+07:00,7.84724812,7.84724812,7.77321757,7.84724812,16.66666554,21.29629607
2009-03-02T09:00:00+07:00,7.77321757,7.77321757,7.36604864,7.36604864,16.66666554,17.59259182
2009-03-02T13:00:00+07:00,7.36604864,7.36604864,7.21798753,7.21798753,8.333332771,13.88888795
2009-03-03T09:00:00+07:00,7.03291086,7.14395698,6.99589587,7.06992643,2.666664332,9.222220881
2009-03-03T13:00:00+07:00,7.03291086,7.10694141,6.99589587,7.10694141,7.014474537,6.00482388
2009-03-04T09:00:00+07:00,7.10694141,7.14395698,7.06992643,7.14395698,13.36367376,7.68160421
2009-03-04T13:00:00+07:00,7.18097197,7.36604864,7.14395698,7.32903366,40.69703617,20.35839482
2009-03-05T09:00:00+07:00,7.47709477,7.84724812,7.36604864,7.84724812,69.6825593,41.24775641
2009-03-05T13:00:00+07:00,7.77321757,7.77321757,7.47709477,7.47709477,82.17393204,64.18450917
2009-03-06T09:00:00+07:00,7.36604864,7.55112532,7.36604864,7.55112532,72.80881515,74.8884355
2009-03-06T13:00:00+07:00,7.47709477,7.69918701,7.47709477,7.69918701,65.79127995,73.59134238
2009-03-09T09:00:00+07:00,7.62515588,7.77321757,7.55112532,7.62515588,64.899414,67.8331697
2009-03-09T13:00:00+07:00,7.55112532,7.62515588,7.40306421,7.40306421,47.29482459,59.32850618
2009-03-10T09:00:00+07:00,7.47709477,7.69918701,7.47709477,7.62515588,42.19112631,51.4617883
2009-03-10T13:00:00+07:00,7.62515588,7.77321757,7.55112532,7.77321757,57.57575363,49.02056818
2009-03-11T09:00:00+07:00,7.92127868,7.99530923,7.69918701,7.77321757,75.37877904,58.38188633
2009-03-11T13:00:00+07:00,7.69918701,7.77321757,7.47709477,7.47709477,58.33334206,63.76262491
2009-03-12T09:00:00+07:00,7.55112532,7.55112532,7.40306421,7.40306421,25.00000872,52.90404327
2009-03-12T13:00:00+07:00,7.40306421,7.55112532,7.40306421,7.47709477,8.333325735,30.55555884
2009-03-13T09:00:00+07:00,7.69918701,7.77321757,7.62515588,7.69918701,20.83334586,18.05556011
2009-03-13T13:00:00+07:00,7.69918701,7.77321757,7.62515588,7.69918701,47.50002261,25.55556473
2009-03-16T09:00:00+07:00,7.62515588,7.69918701,7.55112532,7.62515588,63.33332858,43.88889902
2009-03-16T13:00:00+07:00,7.62515588,7.69918701,7.55112532,7.69918701,73.33332235,61.38889118
2009-03-17T09:00:00+07:00,7.69918701,7.84724812,7.62515588,7.84724812,79.99997893,72.22220995
2009-03-17T13:00:00+07:00,7.84724812,7.84724812,7.55112532,7.55112532,60.00001009,71.11110379
2009-03-18T09:00:00+07:00,7.69918701,7.69918701,7.62515588,7.69918701,50.00003264,63.33334055
2009-03-18T13:00:00+07:00,7.69918701,7.69918701,7.62515588,7.69918701,33.33339862,47.77781378
2009-03-19T09:00:00+07:00,7.69918701,7.92127868,7.69918701,7.77321757,53.33341969,45.55561699
2009-03-19T13:00:00+07:00,7.77321757,7.84724812,7.69918701,7.77321757,56.66674146,47.77785326
2009-03-20T09:00:00+07:00,7.84724812,7.92127868,7.84724812,7.92127868,73.33337548,61.11117888
2009-03-20T13:00:00+07:00,7.84724812,7.92127868,7.77321757,7.84724812,78.33337016,69.4444957
2009-03-23T09:00:00+07:00,7.99530923,8.06933979,7.92127868,8.06933979,91.66668243,81.11114269
2009-03-23T13:00:00+07:00,8.14337034,8.36546259,8.14337034,8.29143203,87.96298172,85.9876781
2009-03-24T09:00:00+07:00,8.43949314,8.43949314,8.14337034,8.36546259,92.59259904,90.7407544
2009-03-24T13:00:00+07:00,8.29143203,8.36546259,8.29143203,8.29143203,85.18519803,88.5802596
2009-03-25T09:00:00+07:00,8.21740148,8.36546259,8.14337034,8.21740148,74.60320062,84.12699923
2009-03-25T13:00:00+07:00,8.21740148,8.21740148,8.06933979,8.14337034,51.6402234,70.47620735
2009-03-26T09:00:00+07:00,8.21740148,8.29143203,8.14337034,8.29143203,45.71431179,57.31924527
2009-03-26T13:00:00+07:00,8.29143203,8.43949314,8.21740148,8.21740148,40.00004142,45.78485887
