time,open,high,low,close,basic,upper,lower,%K,%D
2021-01-05T03:00:00+07:00,50.781,50.82,50.37,50.537,51.86265,53.2772034,50.4480966,23.40984262,24.43617983
2021-01-05T04:00:00+07:00,50.537,50.572,50.417,50.572,51.79825,53.32059226,50.27590774,18.66350131,21.9808939
2021-01-05T05:00:00+07:00,50.572,50.572,50.408,50.468,51.70585,53.31323138,50.09846862,17.08744969,19.72026454
2021-01-05T08:00:00+07:00,50.468,51.046,50.468,50.967,51.64895,53.27623,50.02167,34.03604458,23.26233186
2021-01-05T09:00:00+07:00,50.967,51.047,50.907,50.915,51.5841,53.21981072,49.94838928,53.47897121,34.86748849
2021-01-05T10:00:00+07:00,50.915,51.007,50.784,50.823,51.5053,53.12818448,49.88241552,71.54157703,53.01886428
2021-01-05T11:00:00+07:00,50.823,50.845,50.768,50.808,51.41465,52.97963323,49.84966677,69.34841722,64.78965515
2021-01-05T12:00:00+07:00,50.808,50.898,50.719,50.724,51.3093,52.75808157,49.86051843,57.25239945,66.04746457
2021-01-05T13:00:00+07:00,50.724,50.779,50.503,50.739,51.2006,52.46645266,49.93474734,50.06477479,58.88853048
2021-01-05T14:00:00+07:00,50.739,50.881,50.6,50.685,51.12455,52.32048118,49.92861882,41.23587547,49.51768323
2021-01-05T15:00:00+07:00,50.685,50.969,50.68,50.949,51.0548,52.11288461,49.99671539,58.40053952,49.90039659
2021-01-05T16:00:00+07:00,50.949,51.308,50.837,51.273,51.0041,51.90693994,50.10126006,75.82381318,58.48674272
2021-01-05T17:00:00+07:00,51.273,51.473,50.979,51.388,50.9965,51.88358906,50.10941094,94.19914727,76.14116666
2021-01-05T18:00:00+07:00,51.388,51.871,51.356,51.817,50.97335,51.74143392,50.20526608,94.21355473,88.07883839
2021-01-05T19:00:00+07:00,51.817,51.887,51.538,51.708,50.9598,51.6632872,50.2563128,90.71944429,93.04404876
2021-01-05T20:00:00+07:00,51.708,51.738,51.329,51.334,50.97885,51.70095699,50.25674301,76.08485093,87.00594998
2021-01-05T21:00:00+07:00,51.334,52.714,51.319,52.615,51.0619,52.07635708,50.04744292,75.59904135,80.80111219
2021-01-05T22:00:00+07:00,52.615,53.432,52.575,52.949,51.16375,52.46581173,49.86168827,72.92292881,74.86894036
2021-01-05T23:00:00+07:00,52.949,53.151,52.456,52.665,51.23585,52.69345739,49.77824261,78.3787841,75.63358475
2021-01-06T00:00:00+07:00,52.665,53.124,52.641,53.044,51.349,52.98787498,49.71012502,74.15996214,75.15389168
2021-01-06T01:00:00+07:00,53.044,53.646,53.004,53.555,51.4999,53.35361151,49.64618849,80.47592231,77.67155618
2021-01-06T02:00:00+07:00,53.555,53.66,53.314,53.394,51.641,53.61633106,49.66566894,85.21128149,79.94905531
2021-01-06T03:00:00+07:00,53.394,53.474,53.279,53.449,51.79005,53.83740346,49.74269654,85.49048176,83.72589519
2021-01-06T04:00:00+07:00,53.449,53.519,53.304,53.333,51.90835,54.0240847,49.7926153,76.0972584,82.26634055
2021-01-06T05:00:00+07:00,53.333,53.365,53.305,53.365,52.03085,54.18568765,49.87601235,68.47176209,76.68650075
2021-01-06T08:00:00+07:00,53.365,53.737,53.365,53.64,52.1717,54.36032122,49.98307878,67.2537213,70.6075806
2021-01-06T09:00:00+07:00,53.64,53.881,53.59,53.69,52.3158,54.50580343,50.12579657,67.37462458,67.70003599
2021-01-06T10:00:00+07:00,53.69,53.805,53.63,53.685,52.46385,54.60315272,50.32454728,71.04152726,68.55662438
2021-01-06T11:00:00+07:00,53.685,53.733,53.486,53.708,52.6123,54.66242849,50.56217151,68.08963296,68.8352616
2021-01-06T12:00:00+07:00,53.708,53.766,53.646,53.686,52.76235,54.65988422,50.86481578,66.06859198,68.3999174
2021-01-06T13:00:00+07:00,53.686,53.806,53.586,53.731,52.90145,54.64880508,51.15409492,64.73329885,66.2971746
2021-01-06T14:00:00+07:00,53.731,53.846,53.537,53.567,53.01615,54.61578962,51.41651038,48.91153959,59.90447681
2021-01-06T15:00:00+07:00,53.567,53.981,53.428,53.523,53.1229,54.54924833,51.69655167,33.90144665,49.18209503
