time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA30,ParabolicSAR
2015-01-22T18:00:00Z,32.5615,32.605,32.5615,32.605,32.78700556,32.75310013,32.71033217,32.67424244,32.63988821,32.68092839
2015-01-22T22:00:00Z,32.605,32.621,32.529,32.604,32.78298346,32.74917644,32.70684587,32.67118842,32.63757284,32.67109269
2015-01-23T02:00:00Z,32.604,32.6205,32.5775,32.607,32.77911569,32.74543495,32.70357224,32.66839762,32.6356004,32.66184713
2015-01-23T06:00:00Z,32.607,32.6545,32.5525,32.6075,32.77534391,32.74180509,32.70042233,32.6657499,32.63378747,32.517
2015-01-23T10:00:00Z,32.6075,32.63,32.5885,32.628,32.77210559,32.73881021,32.69804783,32.6641086,32.63341409,32.51975
2015-01-23T14:00:00Z,32.628,32.644,32.5765,32.5835,32.76796041,32.7347231,32.69429216,32.66060388,32.63019382,32.522445
2015-01-23T18:00:00Z,32.5835,32.595,32.545,32.547,32.76310414,32.72978302,32.68946291,32.65566458,32.62482648,32.5250861
2015-01-25T22:00:00Z,32.547,32.5895,32.5385,32.5495,32.75840954,32.72503873,32.68487396,32.65104873,32.61996671,32.52767438
2015-01-26T02:00:00Z,32.5495,32.58,32.5485,32.575,32.75437856,32.72109034,32.68127154,32.64774226,32.61706563,32.53021089
2015-01-26T06:00:00Z,32.575,32.5945,32.568,32.5855,32.75066694,32.71752218,32.67813149,32.64503608,32.61502914,32.53269667
2015-01-26T10:00:00Z,32.5855,32.5855,32.5705,32.572,32.7467402,32.71369265,32.67465176,32.64186059,32.61225306,32.53513274
2015-01-26T14:00:00Z,32.572,32.5795,32.551,32.559,32.74261404,32.70962179,32.6708599,32.63825796,32.60881738,32.53752008
2015-01-26T18:00:00Z,32.559,32.5625,32.5425,32.5625,32.73865549,32.70575016,32.66730712,32.63496413,32.60582916,32.53985968
2015-01-26T22:00:00Z,32.5625,32.591,32.5515,32.581,32.73519053,32.70246726,32.66447738,32.63261787,32.60422728,32.54215249
2015-01-27T02:00:00Z,32.581,32.592,32.56,32.5785,32.73174679,32.69920497,32.66165845,32.63026492,32.60256746,32.5425
2015-01-27T06:00:00Z,32.5785,32.5785,32.535,32.5455,32.72765345,32.6951601,32.65784997,32.62657949,32.59888569,32.6545
2015-01-27T10:00:00Z,32.5455,32.5495,32.533,32.5365,32.72345227,32.69098483,32.65387129,32.62266299,32.5948608,32.65211
2015-01-27T14:00:00Z,32.5365,32.5365,32.4995,32.5075,32.71870607,32.68615628,32.64907223,32.6176559,32.58922462,32.6473456
2015-01-27T18:00:00Z,32.5075,32.5115,32.5035,32.5035,32.71397627,32.68134954,32.64429937,32.6126926,32.583694,32.63847486
2015-01-27T22:00:00Z,32.5035,32.6185,32.4975,32.608,32.71164712,32.67941929,32.64310922,32.61248857,32.58526213,32.63013637
2015-01-28T02:00:00Z,32.608,32.648,32.601,32.633,32.70991861,32.67819773,32.64277777,32.61338038,32.58834199,32.4975
2015-01-28T06:00:00Z,32.633,32.649,32.5245,32.5375,32.70612919,32.67449516,32.63932604,32.61008123,32.58506186,32.4975
2015-01-28T10:00:00Z,32.5375,32.555,32.5255,32.548,32.70265382,32.67116634,32.63633175,32.60738204,32.58267078,32.50356
2015-01-28T14:00:00Z,32.548,32.563,32.5445,32.563,32.69958451,32.66831985,32.63392743,32.60545239,32.58140169,32.5093776
2015-01-28T18:00:00Z,32.563,32.5655,32.5415,32.564,32.69660463,32.6655746,32.63163473,32.60365011,32.580279,32.5149625
2015-01-28T22:00:00Z,32.564,32.636,32.545,32.607,32.6946353,32.66403316,32.63082703,32.60379576,32.58200294,32.520324
2015-01-29T02:00:00Z,32.607,32.6435,32.6005,32.6425,32.69348947,32.6634665,32.63120975,32.60547855,32.58590598,32.52547104
2015-01-29T06:00:00Z,32.6425,32.705,32.62,32.7005,32.69364354,32.66444106,32.63348156,32.60960992,32.59329914,32.53041219
2015-01-29T10:00:00Z,32.7005,32.755,32.6935,32.727,32.69437665,32.66608735,32.63654774,32.61471384,32.601925,32.54088746
2015-01-29T14:00:00Z,32.727,32.78,32.712,32.77,32.6960387,32.66882189,32.64092322,32.62146541,32.61276855,32.55801647
2015-01-29T18:00:00Z,32.77,32.799,32.7635,32.782,32.69792796,32.67180026,32.64554869,32.62844517,32.62368671,32.58021482
2015-01-29T22:00:00Z,32.782,32.7875,32.705,32.7085,32.69816032,32.67276605,32.64761267,32.63192582,32.62915853,32.60646904
2015-01-30T02:00:00Z,32.7085,32.7335,32.6935,32.6985,32.69816778,32.67344326,32.64928111,32.63482035,32.63363218,32.62957276
2015-01-30T06:00:00Z,32.6985,32.754,32.6815,32.7355,32.69898827,32.67507633,32.65210796,32.63919772,32.64020429,32.64990403
2015-01-30T10:00:00Z,32.7355,32.7745,32.7235,32.757,32.70026325,32.67723221,32.65554704,32.64431956,32.6477395,32.66779554
2015-01-30T14:00:00Z,32.757,32.775,32.7085,32.7325,32.70097175,32.67868663,32.65807009,32.64815349,32.65320792,32.6815
2015-01-30T18:00:00Z,32.7325,32.738,32.687,32.69,32.70073062,32.67898435,32.65911697,32.64997291,32.6555816,32.799
2015-02-01T22:00:00Z,32.69,32.753,32.6555,32.663,32.69990137,32.67856371,32.65924428,32.6505393,32.65606021,32.79676
2015-02-02T02:00:00Z,32.663,32.682,32.534,32.561,32.69684859,32.67546993,32.65602316,32.64664629,32.64992729,32.7911096
2015-02-02T06:00:00Z,32.561,32.588,32.545,32.5865,32.69442335,32.67312861,32.65374371,32.64403123,32.64583521,32.77568302
2015-02-02T10:00:00Z,32.5865,32.592,32.5625,32.585,32.69201844,32.67080944,32.65148982,32.64146466,32.64191036,32.76118204
2015-02-02T14:00:00Z,32.585,32.6075,32.569,32.5865,32.68969935,32.66859077,32.649359,32.63907489,32.63833549,32.74755112
2015-02-02T18:00:00Z,32.5865,32.5865,32.5705,32.575,32.68717849,32.66612786,32.646921,32.63628903,32.63424933,32.73473805
2015-02-02T22:00:00Z,32.575,32.575,32.48,32.515,32.68339435,32.66215081,32.64259572,32.63101559,32.62655583,32.72269377
2015-02-03T02:00:00Z,32.515,32.5585,32.49,32.5105,32.67959447,32.65816,32.63826472,32.62577578,32.61906836,32.70327827
2015-02-03T06:00:00Z,32.5105,32.647,32.506,32.6385,32.6786913,32.65764263,32.63827243,32.62632901,32.62032201,32.68541601
2015-02-03T10:00:00Z,32.6385,32.6585,32.6185,32.6185,32.67736841,32.65661256,32.63762416,32.62598862,32.62020446,32.66898273
2015-02-03T14:00:00Z,32.6185,32.6285,32.6055,32.62,32.67610757,32.65564907,32.63704631,32.62572824,32.62019127,32.6585
