time,open,high,low,close,%K,%D,ATR
2020-01-03T02:00:00+07:00,0.85006,0.85061,0.8499,0.85045,71.65419784,73.55732553,0.001307143
2020-01-03T03:00:00+07:00,0.85045,0.85047,0.8497,0.85006,61.05238995,69.09572725,0.001302143
2020-01-03T04:00:00+07:00,0.85006,0.85053,0.84994,0.84994,43.78807946,58.83155575,0.001258571
2020-01-03T05:00:00+07:00,0.84994,0.85038,0.84939,0.84969,26.25993013,43.70013318,0.001233571
2020-01-03T06:00:00+07:00,0.84969,0.85025,0.84956,0.84965,19.27728386,29.77509782,0.001231429
2020-01-03T07:00:00+07:00,0.84965,0.85003,0.84937,0.84946,17.26578961,20.93433453,0.001217143
2020-01-03T08:00:00+07:00,0.84946,0.85063,0.84931,0.85046,38.73043607,25.09116985,0.00121
2020-01-03T09:00:00+07:00,0.85046,0.85137,0.85027,0.85102,59.29651385,38.43091318,0.001176429
2020-01-03T10:00:00+07:00,0.85102,0.85107,0.85038,0.85042,74.671472,57.56614064,0.001092857
2020-01-03T11:00:00+07:00,0.85042,0.85104,0.85033,0.85096,72.33009709,68.76602765,0.001074286
2020-01-03T12:00:00+07:00,0.85096,0.85127,0.85076,0.851,72.00647249,73.00268053,0.000928571
2020-01-03T13:00:00+07:00,0.851,0.85192,0.85097,0.85104,69.600863,71.31247753,0.000836429
2020-01-03T14:00:00+07:00,0.85104,0.85248,0.85102,0.8519,67.24291914,69.61675154,0.000862143
2020-01-03T15:00:00+07:00,0.8519,0.85233,0.85043,0.85134,55.55555556,64.13311257,0.000932143
2020-01-03T16:00:00+07:00,0.85134,0.85259,0.85104,0.85246,71.32716049,64.70854506,0.000992143
2020-01-03T17:00:00+07:00,0.85246,0.8525,0.85074,0.85146,62.88113695,63.25461767,0.001062857
2020-01-03T18:00:00+07:00,0.85146,0.85235,0.85109,0.85229,75.92592593,70.04474112,0.001110714
2020-01-03T19:00:00+07:00,0.85229,0.85271,0.85148,0.85157,61.2654321,66.69083166,0.001127857
2020-01-03T20:00:00+07:00,0.85157,0.85207,0.85038,0.85202,68.83245907,68.6746057,0.001199286
2020-01-03T21:00:00+07:00,0.85202,0.8534,0.8514,0.85313,70.48195625,66.85994914,0.001295
2020-01-03T22:00:00+07:00,0.85313,0.85415,0.85253,0.854,85.82236297,75.04559276,0.001316429
2020-01-03T23:00:00+07:00,0.854,0.85428,0.85302,0.85347,88.77053068,81.69161663,0.001327857
2020-01-04T00:00:00+07:00,0.85347,0.85413,0.8533,0.85358,85.76775715,86.7868836,0.001337857
2020-01-04T01:00:00+07:00,0.85358,0.8543,0.85314,0.85323,74.79516652,83.11115145,0.00137
2020-01-04T02:00:00+07:00,0.85323,0.85398,0.8531,0.85383,72.86701934,77.809981,0.001396429
2020-01-04T03:00:00+07:00,0.85383,0.85388,0.85355,0.85373,64.00617532,70.55612039,0.001352143
2020-01-04T04:00:00+07:00,0.85373,0.85381,0.8529,0.8531,47.73359732,61.53559733,0.001312857
2020-01-06T05:00:00+07:00,0.85278,0.85377,0.8522,0.85333,41.18799603,50.97592289,0.001289286
2020-01-06T06:00:00+07:00,0.85333,0.85421,0.85302,0.8534,42.59891021,43.84016786,0.001263571
2020-01-06T07:00:00+07:00,0.8534,0.85361,0.85315,0.85346,58.73252784,47.50647803,0.001170714
2020-01-06T08:00:00+07:00,0.85346,0.85372,0.85322,0.85345,61.52570481,54.28571429,0.001116429
2020-01-06T09:00:00+07:00,0.85345,0.85346,0.85302,0.85313,57.04809287,59.10210851,0.00106
2020-01-06T10:00:00+07:00,0.85313,0.8537,0.85312,0.85352,50.15817272,56.24399013,0.000980714
2020-01-06T11:00:00+07:00,0.85352,0.85352,0.85301,0.85322,39.28764274,48.83130278,0.000874286
2020-01-06T12:00:00+07:00,0.85322,0.8534,0.85307,0.85328,36.54081351,41.99554299,0.000782143
2020-01-06T13:00:00+07:00,0.85328,0.85375,0.853,0.85305,24.75743349,33.52862991,0.000745714
2020-01-06T14:00:00+07:00,0.85305,0.85424,0.85251,0.85399,43.41465621,34.90430107,0.00081
2020-01-06T15:00:00+07:00,0.85399,0.85449,0.85272,0.85293,37.80930694,35.32713221,0.000853571
2020-01-06T16:00:00+07:00,0.85293,0.85313,0.8509,0.85162,42.27232149,41.16542821,0.00095
2020-01-06T17:00:00+07:00,0.85162,0.85177,0.84999,0.85124,23.0152031,34.36561051,0.001053571
2020-01-06T18:00:00+07:00,0.85124,0.85184,0.85046,0.85149,27.05560714,30.78104391,0.001087143
2020-01-06T19:00:00+07:00,0.85149,0.85232,0.85107,0.85232,37.62962963,29.23347996,0.001064286
2020-01-06T20:00:00+07:00,0.85232,0.85245,0.85174,0.85211,50.87567823,38.520305,0.00103
2020-01-06T21:00:00+07:00,0.85211,0.85266,0.85064,0.85129,55.99427997,48.16652928,0.001141429
2020-01-06T22:00:00+07:00,0.85129,0.85149,0.8501,0.85027,40.94856238,49.27284019,0.001205
2020-01-06T23:00:00+07:00,0.85027,0.85053,0.84924,0.84992,25.07093484,40.67125906,0.001265714
2020-01-07T00:00:00+07:00,0.84992,0.85077,0.8495,0.85071,23.16870736,29.72940153,0.001315
2020-01-07T01:00:00+07:00,0.85071,0.85073,0.85027,0.85058,34.01559454,27.41841225,0.001311429
2020-01-07T02:00:00+07:00,0.85058,0.85066,0.85013,0.85017,41.16569201,32.7833313,0.001325714
2020-01-07T03:00:00+07:00,0.85017,0.85034,0.85001,0.85013,46.22818484,40.4698238,0.001295714
2020-01-07T04:00:00+07:00,0.85013,0.85047,0.85012,0.8502,51.5404594,46.31144542,0.001197143
2020-01-07T05:00:00+07:00,0.8502,0.8502,0.84928,0.8495,42.82015289,46.86293238,0.001136429
2020-01-07T06:00:00+07:00,0.8495,0.85006,0.8495,0.84994,39.37220366,44.57760532,0.001017143
2020-01-07T07:00:00+07:00,0.84994,0.85002,0.84927,0.84942,25.16616692,35.78617449,0.000943571
2020-01-07T08:00:00+07:00,0.84942,0.84994,0.84939,0.84973,32.88647343,32.474948,0.000884286
2020-01-07T09:00:00+07:00,0.84973,0.8499,0.84964,0.84977,34.8655914,30.97274391,0.000813571
2020-01-07T10:00:00+07:00,0.84977,0.84985,0.84946,0.84958,43.77909351,37.17705278,0.000790714
2020-01-07T11:00:00+07:00,0.84958,0.84987,0.84945,0.84962,46.55687129,41.73385206,0.000676429
2020-01-07T12:00:00+07:00,0.84962,0.85032,0.84955,0.85011,54.44217594,48.25938025,0.000632143
2020-01-07T13:00:00+07:00,0.85011,0.85047,0.84985,0.8499,56.06788952,52.35564558,0.000584286
2020-01-07T14:00:00+07:00,0.8499,0.85061,0.84975,0.85012,59.76520753,56.75842433,0.000555
2020-01-07T15:00:00+07:00,0.85012,0.85023,0.84657,0.84807,46.33499354,54.0560302,0.000783571
2020-01-07T16:00:00+07:00,0.84807,0.84925,0.84747,0.849,51.67861614,52.59293907,0.000872857
2020-01-07T17:00:00+07:00,0.849,0.85009,0.84853,0.84919,54.04290429,50.68550466,0.000960714
2020-01-07T18:00:00+07:00,0.84919,0.85053,0.84899,0.85047,73.84488449,59.85546831,0.001045714
2020-01-07T19:00:00+07:00,0.85047,0.85262,0.85043,0.85166,81.83945667,69.90908182,0.001136429
2020-01-07T20:00:00+07:00,0.85166,0.85271,0.85037,0.85043,79.0518115,78.24538422,0.001263571
2020-01-07T21:00:00+07:00,0.85043,0.85078,0.84939,0.8504,61.78587438,74.22571418,0.001309286
2020-01-07T22:00:00+07:00,0.8504,0.85116,0.84877,0.84907,36.27986831,59.03918473,0.001440714
2020-01-07T23:00:00+07:00,0.84907,0.8499,0.84807,0.84844,20.10839774,39.39138014,0.001552857
2020-01-08T00:00:00+07:00,0.84844,0.84909,0.84816,0.84876,10.15301359,22.18042655,0.001591429
2020-01-08T01:00:00+07:00,0.84876,0.84905,0.84854,0.849,17.64730499,15.96957211,0.001597857
2020-01-08T02:00:00+07:00,0.849,0.84946,0.84885,0.84938,29.12086635,18.97372831,0.001586429
2020-01-08T03:00:00+07:00,0.84938,0.84957,0.84913,0.84947,49.66488054,32.14435063,0.001573571
2020-01-08T04:00:00+07:00,0.84947,0.84997,0.84942,0.84996,72.78168935,50.52247875,0.001551429
2020-01-08T05:00:00+07:00,0.84996,0.84996,0.84891,0.84929,76.1325995,66.19305646,0.001365
2020-01-08T06:00:00+07:00,0.84929,0.85073,0.84929,0.85049,79.70970294,76.20799726,0.001340714
2020-01-08T07:00:00+07:00,0.85049,0.85163,0.85041,0.851,72.17327676,76.00519307,0.001316429
2020-01-08T08:00:00+07:00,0.851,0.85116,0.85029,0.85042,73.19566124,75.02621365,0.001268571
2020-01-08T09:00:00+07:00,0.85042,0.85045,0.84899,0.84962,52.81862745,66.06252182,0.001216429
2020-01-08T10:00:00+07:00,0.84962,0.85014,0.84918,0.84945,33.01396316,53.00941729,0.001117857
2020-01-08T11:00:00+07:00,0.84945,0.84974,0.84922,0.84957,21.83229352,35.88829471,0.001055714
2020-01-08T12:00:00+07:00,0.84957,0.84992,0.84955,0.84991,27.26341759,27.36989142,0.000911429
2020-01-08T13:00:00+07:00,0.84991,0.84991,0.84905,0.84908,23.5101313,24.20194747,0.000842143
2020-01-08T14:00:00+07:00,0.84908,0.84927,0.84744,0.84782,20.878257,23.88393529,0.000906429
2020-01-08T15:00:00+07:00,0.84782,0.84822,0.84547,0.8457,8.468998987,17.6191291,0.001066429
2020-01-08T16:00:00+07:00,0.8457,0.84957,0.84551,0.84892,32.2569011,20.53471903,0.001312857
2020-01-08T17:00:00+07:00,0.84892,0.85046,0.84747,0.84809,45.06721308,28.59770439,0.001495
2020-01-08T18:00:00+07:00,0.84809,0.84966,0.84775,0.84882,65.72245615,47.68219011,0.001592143
2020-01-08T19:00:00+07:00,0.84882,0.84979,0.84812,0.84903,63.66065464,58.15010796,0.001636429
2020-01-08T20:00:00+07:00,0.84903,0.84957,0.84721,0.8474,58.88625736,62.75645605,0.001702143
2020-01-08T21:00:00+07:00,0.8474,0.84778,0.84645,0.84754,45.56884948,56.03858716,0.00171
2020-01-08T22:00:00+07:00,0.84754,0.84928,0.84731,0.84877,44.94164697,49.79891794,0.001788571
2020-01-08T23:00:00+07:00,0.84877,0.8494,0.84792,0.84796,47.28423452,45.93157699,0.00179
2020-01-09T00:00:00+07:00,0.84796,0.84844,0.84783,0.84835,58.52269819,50.24952656,0.001765
2020-01-09T01:00:00+07:00,0.84835,0.8485,0.84807,0.84811,54.12606773,53.31100015,0.001758571
2020-01-09T02:00:00+07:00,0.84811,0.84829,0.84784,0.84811,51.8153781,54.82138134,0.001764286
2020-01-09T03:00:00+07:00,0.84811,0.84851,0.848,0.84834,42.34425828,49.42856803,0.001739286
2020-01-09T04:00:00+07:00,0.84834,0.84844,0.84769,0.8479,32.1237815,42.09447263,0.001662143
2020-01-09T05:00:00+07:00,0.8479,0.84814,0.84742,0.84759,24.5633876,33.01047579,0.001517143
2020-01-09T06:00:00+07:00,0.84759,0.84811,0.84758,0.84792,29.025882,28.57101703,0.001265
2020-01-09T07:00:00+07:00,0.84792,0.84808,0.84753,0.84769,28.74617737,27.44514899,0.001090714
2020-01-09T08:00:00+07:00,0.84769,0.84803,0.84769,0.84785,37.59968819,31.79058252,0.000978571
2020-01-09T09:00:00+07:00,0.84785,0.84823,0.84783,0.84789,41.6507321,35.99886589,0.000887857
2020-01-09T10:00:00+07:00,0.84789,0.84821,0.84774,0.84809,60.06051803,46.43697944,0.000752857
2020-01-09T11:00:00+07:00,0.84809,0.84811,0.84789,0.84791,64.10346855,55.27157289,0.000673571
2020-01-09T12:00:00+07:00,0.84791,0.84792,0.84743,0.84761,52.26190476,58.80863045,0.000567857
2020-01-09T13:00:00+07:00,0.84761,0.84769,0.84714,0.84753,37.5218436,51.29573897,0.000501429
2020-01-09T14:00:00+07:00,0.84753,0.84843,0.84717,0.84756,30.27931868,40.02102235,0.000547857
2020-01-09T15:00:00+07:00,0.84756,0.84946,0.84753,0.84944,55.82529569,41.20881933,0.000655
2020-01-09T16:00:00+07:00,0.84944,0.85276,0.84895,0.85199,72.66500098,52.92320512,0.000895
2020-01-09T17:00:00+07:00,0.85199,0.85264,0.85135,0.85175,89.15511106,72.54846925,0.000950714
2020-01-09T18:00:00+07:00,0.85175,0.85333,0.85134,0.85289,87.061515,82.96054235,0.001039286
2020-01-09T19:00:00+07:00,0.85289,0.85327,0.85207,0.85241,86.34118121,87.51926909,0.001073571
2020-01-09T20:00:00+07:00,0.85241,0.85289,0.85047,0.85154,78.70916466,84.03728696,0.001208571
2020-01-09T21:00:00+07:00,0.85154,0.85176,0.85082,0.85122,56.49804245,73.84946278,0.001236429
2020-01-09T22:00:00+07:00,0.85122,0.85151,0.85057,0.85083,32.64786963,55.95169225,0.001279286
2020-01-09T23:00:00+07:00,0.85083,0.851,0.84971,0.84981,13.87339253,34.3397682,0.001342857
2020-01-10T00:00:00+07:00,0.84981,0.85034,0.84981,0.85017,9.953936719,18.82506629,0.001347143
2020-01-10T01:00:00+07:00,0.85017,0.85067,0.85004,0.8506,20.22967724,14.68566883,0.001376429
2020-01-10T02:00:00+07:00,0.8506,0.85094,0.8504,0.85056,35.03408839,21.73923412,0.00138
2020-01-10T03:00:00+07:00,0.85056,0.85057,0.84982,0.84995,36.41383584,30.55920049,0.001394286
2020-01-10T04:00:00+07:00,0.84995,0.8501,0.84971,0.8498,24.38131552,31.94307992,0.001332143
2020-01-10T05:00:00+07:00,0.8498,0.85007,0.84942,0.84977,16.31601337,25.70372158,0.001240714
2020-01-10T06:00:00+07:00,0.84977,0.85001,0.84965,0.84995,21.73727,20.81153297,0.000994286
2020-01-10T07:00:00+07:00,0.84995,0.85007,0.84972,0.84987,32.34172387,23.46500242,0.000927143
2020-01-10T08:00:00+07:00,0.84987,0.85011,0.84978,0.84997,51.23633359,35.10510916,0.000808571
2020-01-10T09:00:00+07:00,0.84997,0.85017,0.84984,0.85012,70.72463768,51.43423171,0.000746429
