time,open,high,low,close,EMA60,ParabolicSAR
2019-01-07T07:00:00Z,0.71324,0.71391,0.7122,0.71366,0.706823614,0.71391
2019-01-07T08:00:00Z,0.71366,0.71417,0.7133,0.71357,0.707116935,0.7122
2019-01-07T09:00:00Z,0.71357,0.71406,0.7128,0.71287,0.707367068,0.7122
2019-01-07T10:00:00Z,0.71287,0.71324,0.71239,0.71262,0.707595456,0.7122394
2019-01-07T11:00:00Z,0.71262,0.71282,0.71217,0.71251,0.707809132,0.71417
2019-01-07T12:00:00Z,0.71251,0.71357,0.71246,0.71341,0.708052648,0.71413
2019-01-07T13:00:00Z,0.71341,0.71403,0.7132,0.71345,0.708287316,0.7140908
2019-01-07T14:00:00Z,0.71345,0.7139,0.7126,0.71331,0.708505693,0.714052384
2019-01-07T15:00:00Z,0.71331,0.71384,0.71231,0.71371,0.708731967,0.71403
2019-01-07T16:00:00Z,0.71371,0.71451,0.71259,0.71432,0.708974925,0.71217
2019-01-07T17:00:00Z,0.71432,0.71468,0.71402,0.71466,0.709222103,0.7122168
2019-01-07T18:00:00Z,0.71466,0.71497,0.71412,0.71421,0.709438968,0.712315328
2019-01-07T19:00:00Z,0.71421,0.7145,0.71394,0.71428,0.709649447,0.712474608
2019-01-07T20:00:00Z,0.71428,0.71477,0.71412,0.71443,0.709857297,0.712624332
2019-01-07T21:00:00Z,0.71443,0.71485,0.71422,0.71459,0.710063067,0.712765072
2019-01-07T22:00:00Z,0.71459,0.7148,0.71423,0.71424,0.710244673,0.712897368
2019-01-07T23:00:00Z,0.71424,0.71472,0.71405,0.71443,0.710426644,0.713021726
2019-01-08T00:00:00Z,0.71443,0.71495,0.71367,0.71417,0.710589398,0.713138622
2019-01-08T01:00:00Z,0.71417,0.71448,0.71325,0.71333,0.710708555,0.713248505
2019-01-08T02:00:00Z,0.71333,0.71489,0.71287,0.71426,0.710862966,0.71497
2019-01-08T03:00:00Z,0.71426,0.71444,0.7123,0.71277,0.71094588,0.714928
2019-01-08T04:00:00Z,0.71277,0.71316,0.71222,0.71269,0.711021711,0.71489
2019-01-08T05:00:00Z,0.71269,0.71319,0.71236,0.71238,0.711080767,0.7147298
2019-01-08T06:00:00Z,0.71238,0.71312,0.71212,0.71255,0.711144647,0.714579212
2019-01-08T07:00:00Z,0.71255,0.71322,0.71164,0.71204,0.711183575,0.714382475
2019-01-08T08:00:00Z,0.71204,0.71347,0.71203,0.71338,0.711279072,0.714108228
2019-01-08T09:00:00Z,0.71338,0.71392,0.71287,0.71293,0.711350852,0.71164
2019-01-08T10:00:00Z,0.71293,0.71294,0.71225,0.71244,0.711398206,0.7116856
2019-01-08T11:00:00Z,0.71244,0.71371,0.71233,0.71371,0.711498719,0.711730288
2019-01-08T12:00:00Z,0.71371,0.71463,0.71322,0.71368,0.711593557,0.711774082
2019-01-08T13:00:00Z,0.71368,0.71396,0.71278,0.71283,0.711647315,0.711888319
2019-01-08T14:00:00Z,0.71283,0.7145,0.71267,0.71382,0.71174178,0.711997986
2019-01-08T15:00:00Z,0.71382,0.71405,0.71179,0.71281,0.711788224,0.71463
2019-01-08T16:00:00Z,0.71281,0.71338,0.71259,0.71327,0.711852649,0.7145732
2019-01-08T17:00:00Z,0.71327,0.71449,0.71311,0.7144,0.711963404,0.714517536
2019-01-08T18:00:00Z,0.7144,0.71459,0.71381,0.71381,0.712043691,0.71179
2019-01-08T19:00:00Z,0.71381,0.71412,0.71365,0.71395,0.712126574,0.711846
2019-01-08T20:00:00Z,0.71395,0.71405,0.71355,0.71388,0.712202809,0.71190088
2019-01-08T21:00:00Z,0.71388,0.71429,0.7138,0.71397,0.712279644,0.711954662
2019-01-08T22:00:00Z,0.71397,0.71456,0.71343,0.71377,0.712344442,0.712007369
2019-01-08T23:00:00Z,0.71377,0.71714,0.71376,0.71651,0.712525553,0.712059022
2019-01-09T00:00:00Z,0.71651,0.71692,0.71433,0.71468,0.712619225,0.712262261
2019-01-09T01:00:00Z,0.71468,0.71628,0.7144,0.71586,0.712760128,0.71245737
2019-01-09T02:00:00Z,0.71586,0.71667,0.71534,0.7157,0.712887949,0.712644676
2019-01-09T03:00:00Z,0.7157,0.71647,0.71569,0.71617,0.713030646,0.712824489
2019-01-09T04:00:00Z,0.71617,0.71619,0.71494,0.71536,0.713131923,0.712997109
2019-01-09T05:00:00Z,0.71536,0.7159,0.71516,0.71545,0.713232709,0.713162825
2019-01-09T06:00:00Z,0.71545,0.71549,0.71481,0.71483,0.713302156,0.713321912
2019-01-09T07:00:00Z,0.71483,0.71598,0.71459,0.71549,0.71339728,0.713474635
2019-01-09T08:00:00Z,0.71549,0.71618,0.71536,0.71557,0.713491746,0.71362125
2019-01-09T09:00:00Z,0.71557,0.71635,0.71532,0.71578,0.713591235,0.713762
2019-01-09T10:00:00Z,0.71578,0.71643,0.71562,0.71602,0.713696834,0.71389712
2019-01-09T11:00:00Z,0.71602,0.71709,0.71598,0.71698,0.71383958,0.714026835
2019-01-09T12:00:00Z,0.71698,0.71698,0.71607,0.71655,0.713957424,0.714151362
2019-01-09T13:00:00Z,0.71655,0.71707,0.71633,0.7169,0.714085362,0.714270907
2019-01-09T14:00:00Z,0.7169,0.71854,0.71644,0.71806,0.714258173,0.714385671
2019-01-09T15:00:00Z,0.71806,0.71939,0.71566,0.71658,0.714359122,0.714634931
2019-01-09T16:00:00Z,0.71658,0.71788,0.71627,0.71725,0.714484812,0.715015336
2019-01-09T17:00:00Z,0.71725,0.71797,0.71687,0.71793,0.714634603,0.715365309
2019-01-09T18:00:00Z,0.71793,0.71864,0.71763,0.71832,0.714794838,0.715687285
2019-01-09T19:00:00Z,0.71832,0.71915,0.71722,0.71798,0.714933323,0.715983502
2019-01-09T20:00:00Z,0.71798,0.71879,0.71743,0.71813,0.715072309,0.716256022
2019-01-09T21:00:00Z,0.71813,0.71817,0.71687,0.71709,0.715160035,0.71650674
2019-01-09T22:00:00Z,0.71709,0.71744,0.71687,0.71737,0.71525612,0.716737401
2019-01-09T23:00:00Z,0.71737,0.71765,0.71682,0.71746,0.715351941,0.71939
2019-01-10T00:00:00Z,0.71746,0.71794,0.71694,0.71709,0.715427509,0.7193386
2019-01-10T01:00:00Z,0.71709,0.7173,0.71463,0.71614,0.715458487,0.719288228
2019-01-10T02:00:00Z,0.71614,0.71645,0.71538,0.71611,0.715486813,0.719101899
2019-01-10T03:00:00Z,0.71611,0.71874,0.71611,0.71865,0.715624343,0.718923023
2019-01-10T04:00:00Z,0.71865,0.71873,0.71805,0.71842,0.715745893,0.718751302
2019-01-10T05:00:00Z,0.71842,0.71902,0.71815,0.71896,0.715885637,0.71463
2019-01-10T06:00:00Z,0.71896,0.71913,0.71825,0.71876,0.716010609,0.7147178
2019-01-10T07:00:00Z,0.71876,0.71895,0.71723,0.71726,0.716064931,0.714894288
2019-01-10T08:00:00Z,0.71726,0.71847,0.71712,0.71758,0.716130803,0.715063716
2019-01-10T09:00:00Z,0.71758,0.7185,0.71745,0.71826,0.716223377,0.715226368
2019-01-10T10:00:00Z,0.71826,0.71892,0.7179,0.71853,0.716323665,0.715382513
2019-01-10T11:00:00Z,0.71853,0.71902,0.71843,0.71867,0.71642568,0.715532413
2019-01-10T12:00:00Z,0.71867,0.71914,0.7185,0.71899,0.716537172,0.715676316
2019-01-10T13:00:00Z,0.71899,0.71976,0.7182,0.7183,0.716613817,0.715884137
2019-01-10T14:00:00Z,0.7183,0.71877,0.71785,0.71838,0.716690607,0.716194206
2019-01-10T15:00:00Z,0.71838,0.7192,0.71787,0.71915,0.716797537,0.71647947
2019-01-10T16:00:00Z,0.71915,0.71943,0.71866,0.71892,0.716889818,0.716741912
2019-01-10T17:00:00Z,0.71892,0.71907,0.71829,0.71847,0.716958522,0.716983359
2019-01-10T18:00:00Z,0.71847,0.71873,0.71719,0.71787,0.716998151,0.71976
2019-01-10T19:00:00Z,0.71787,0.71862,0.71787,0.71826,0.717053014,0.7197086
2019-01-10T20:00:00Z,0.71826,0.71859,0.71801,0.71833,0.717108535,0.719658228
2019-01-10T21:00:00Z,0.71833,0.71896,0.71818,0.7185,0.717169034,0.719608863
2019-01-10T22:00:00Z,0.7185,0.71874,0.7182,0.71829,0.717217771,0.719560486
2019-01-10T23:00:00Z,0.71829,0.71872,0.71824,0.71868,0.717281347,0.719513076
2019-01-11T00:00:00Z,0.71868,0.72046,0.71868,0.71914,0.717362158,0.71719
2019-01-11T01:00:00Z,0.71914,0.71989,0.71823,0.71925,0.717444238,0.7172554
2019-01-11T02:00:00Z,0.71925,0.71978,0.71879,0.71962,0.717538836,0.717319492
2019-01-11T03:00:00Z,0.71962,0.72058,0.71941,0.72046,0.717665843,0.717382302
2019-01-11T04:00:00Z,0.72046,0.72195,0.71998,0.72184,0.717847328,0.71751021
2019-01-11T05:00:00Z,0.72184,0.72187,0.72099,0.72124,0.717994836,0.717776597
2019-01-11T06:00:00Z,0.72124,0.72168,0.72106,0.72114,0.718131582,0.718027002
2019-01-11T07:00:00Z,0.72114,0.72163,0.72068,0.72138,0.718272818,0.718262382
2019-01-11T08:00:00Z,0.72138,0.72179,0.72091,0.72163,0.718418782,0.718483639
2019-01-11T09:00:00Z,0.72163,0.72255,0.72138,0.72182,0.718566661,0.71869162
2019-01-11T10:00:00Z,0.72182,0.72351,0.72178,0.72314,0.718765502,0.719000291
2019-01-11T11:00:00Z,0.72314,0.72338,0.72242,0.72276,0.718939176,0.719451262
2019-01-11T12:00:00Z,0.72276,0.72341,0.72174,0.72206,0.719074864,0.719857135
2019-01-11T13:00:00Z,0.72206,0.72275,0.72103,0.72147,0.719179,0.720222422
2019-01-11T14:00:00Z,0.72147,0.72164,0.71839,0.719,0.719171218,0.72351
2019-01-11T15:00:00Z,0.719,0.72005,0.71889,0.72005,0.719209425,0.7234076
2019-01-11T16:00:00Z,0.72005,0.7206,0.71962,0.72035,0.719259016,0.723307248
2019-01-11T17:00:00Z,0.72035,0.72104,0.72033,0.72073,0.719322971,0.723208903
2019-01-11T18:00:00Z,0.72073,0.72084,0.72029,0.7205,0.719374147,0.723112525
2019-01-11T19:00:00Z,0.7205,0.72073,0.72032,0.72067,0.719430488,0.723018074
2019-01-11T20:00:00Z,0.72067,0.72071,0.72016,0.72035,0.719470467,0.722925513
2019-01-11T21:00:00Z,0.72035,0.72159,0.72033,0.72144,0.719556099,0.722834803
2019-01-13T22:00:00Z,0.72108,0.7211,0.72074,0.72094,0.719616268,0.722745907
2019-01-13T23:00:00Z,0.72094,0.72103,0.72013,0.72013,0.719638605,0.722658789
2019-01-14T00:00:00Z,0.72013,0.72125,0.71999,0.72104,0.719699535,0.722573413
2019-01-14T01:00:00Z,0.72104,0.72178,0.72097,0.72101,0.719756512,0.722489745
2019-01-14T02:00:00Z,0.72101,0.7212,0.71923,0.71942,0.719741881,0.72240775
2019-01-14T03:00:00Z,0.71942,0.71942,0.71794,0.71875,0.719698755,0.722327395
2019-01-14T04:00:00Z,0.71875,0.71895,0.71839,0.71841,0.719642722,0.722151899
2019-01-14T05:00:00Z,0.71841,0.71882,0.71818,0.71844,0.71959043,0.721983423
2019-01-14T06:00:00Z,0.71844,0.71874,0.71754,0.71823,0.719531281,0.721821686
2019-01-14T07:00:00Z,0.71823,0.7189,0.71765,0.71862,0.71949166,0.721564785
2019-01-14T08:00:00Z,0.71862,0.7195,0.7185,0.71922,0.719479849,0.721323298
2019-01-14T09:00:00Z,0.71922,0.71966,0.71862,0.71864,0.719443334,0.7210963
2019-01-14T10:00:00Z,0.71864,0.71964,0.71816,0.71912,0.719429276,0.720882922
2019-01-14T11:00:00Z,0.71912,0.72006,0.71884,0.71952,0.71943322,0.720682347
2019-01-14T12:00:00Z,0.71952,0.71972,0.71909,0.71925,0.719425254,0.720493806
2019-01-14T13:00:00Z,0.71925,0.71996,0.71889,0.71952,0.719429374,0.720316577
2019-01-14T14:00:00Z,0.71952,0.7199,0.71899,0.7196,0.719436792,0.720149983
2019-01-14T15:00:00Z,0.7196,0.72099,0.71949,0.7205,0.719483018,0.71754
2019-01-14T16:00:00Z,0.7205,0.72056,0.71949,0.71981,0.719497235,0.717609
2019-01-14T17:00:00Z,0.71981,0.72061,0.71969,0.72042,0.719537355,0.71767662
2019-01-14T18:00:00Z,0.72042,0.72066,0.72013,0.72025,0.71956834,0.717742888
2019-01-14T19:00:00Z,0.72025,0.72031,0.7198,0.71984,0.719580151,0.71780783
2019-01-14T20:00:00Z,0.71984,0.71995,0.71952,0.71972,0.719586232,0.717871473
2019-01-14T21:00:00Z,0.71972,0.71993,0.71955,0.71964,0.719588569,0.717933844
2019-01-14T22:00:00Z,0.71964,0.71995,0.71908,0.71916,0.719569936,0.717994967
2019-01-14T23:00:00Z,0.71916,0.72007,0.71916,0.71991,0.719584721,0.718054868
2019-01-15T00:00:00Z,0.71991,0.72102,0.71991,0.72073,0.719634516,0.71811357
2019-01-15T01:00:00Z,0.72073,0.72218,0.72048,0.72143,0.71971258,0.718229827
2019-01-15T02:00:00Z,0.72143,0.72189,0.72081,0.72122,0.71977812,0.718466838
2019-01-15T03:00:00Z,0.72122,0.72172,0.72106,0.72126,0.71984255,0.718689628
2019-01-15T04:00:00Z,0.72126,0.72136,0.72071,0.72117,0.719900265,0.71889905
2019-01-15T05:00:00Z,0.72117,0.7219,0.72104,0.72188,0.719986341,0.719095907
2019-01-15T06:00:00Z,0.72188,0.72188,0.72097,0.72169,0.720060413,0.719280952
2019-01-15T07:00:00Z,0.72169,0.72225,0.72127,0.72167,0.720130395,0.719454895
2019-01-15T08:00:00Z,0.72167,0.72257,0.72072,0.72106,0.720170812,0.719678504
2019-01-15T09:00:00Z,0.72106,0.72127,0.71959,0.71997,0.720162081,0.72257
2019-01-15T10:00:00Z,0.71997,0.7205,0.71986,0.7201,0.720159382,0.72257
2019-01-15T11:00:00Z,0.7201,0.72056,0.71953,0.71987,0.7201468,0.7225104
2019-01-15T12:00:00Z,0.71987,0.72006,0.71857,0.71896,0.7200952,0.722391184
2019-01-15T13:00:00Z,0.71896,0.72047,0.71895,0.72033,0.720105409,0.722161913
2019-01-15T14:00:00Z,0.72033,0.72117,0.71972,0.72107,0.720147348,0.721946398
2019-01-15T15:00:00Z,0.72107,0.72128,0.719,0.72032,0.720154854,0.721743814
2019-01-15T16:00:00Z,0.72032,0.72047,0.71846,0.7192,0.720113339,0.721553385
2019-01-15T17:00:00Z,0.7192,0.71974,0.71834,0.71846,0.720041455,0.721305915
2019-01-15T18:00:00Z,0.71846,0.71852,0.71801,0.7183,0.719965739,0.721009323
2019-01-15T19:00:00Z,0.7183,0.71939,0.71799,0.71932,0.719937664,0.720649404
2019-01-15T20:00:00Z,0.71932,0.7201,0.7192,0.72001,0.719940809,0.720277088
2019-01-15T21:00:00Z,0.72001,0.72037,0.71965,0.7201,0.71994773,0.71799
2019-01-15T22:00:00Z,0.7201,0.72039,0.71978,0.72011,0.719954785,0.7180376
2019-01-15T23:00:00Z,0.72011,0.72074,0.71984,0.72068,0.719986316,0.718131696
2019-01-16T00:00:00Z,0.72068,0.72069,0.7195,0.71972,0.719974737,0.718288194
2019-01-16T01:00:00Z,0.71972,0.72017,0.71889,0.71934,0.71994714,0.718435303
2019-01-16T02:00:00Z,0.71934,0.72011,0.71912,0.71997,0.719948134,0.718573584
2019-01-16T03:00:00Z,0.71997,0.72001,0.71961,0.71979,0.719941259,0.718703569
2019-01-16T04:00:00Z,0.71979,0.7203,0.71946,0.7196,0.719926421,0.718825755
2019-01-16T05:00:00Z,0.7196,0.72092,0.71948,0.72058,0.719954838,0.71894061
2019-01-16T06:00:00Z,0.72058,0.72074,0.72016,0.72019,0.719965062,0.719098961
2019-01-16T07:00:00Z,0.72019,0.72122,0.72017,0.72071,0.719997451,0.719244644
2019-01-16T08:00:00Z,0.72071,0.72094,0.71982,0.72002,0.719998431,0.71944218
2019-01-16T09:00:00Z,0.72002,0.72009,0.71851,0.71867,0.719940673,0.72122
2019-01-16T10:00:00Z,0.71867,0.71893,0.71767,0.71776,0.719845861,0.7211658
2019-01-16T11:00:00Z,0.71776,0.71778,0.71617,0.71686,0.719716041,0.721025968
2019-01-16T12:00:00Z,0.71686,0.71771,0.71677,0.7174,0.719615344,0.72073461
2019-01-16T13:00:00Z,0.7174,0.71769,0.71704,0.71716,0.71950859,0.720460733
2019-01-16T14:00:00Z,0.71716,0.71832,0.71716,0.71791,0.719439086,0.720203289
2019-01-16T15:00:00Z,0.71791,0.71887,0.7178,0.71806,0.719379126,0.719961292
2019-01-16T16:00:00Z,0.71806,0.71879,0.71779,0.71836,0.719334816,0.719733814
2019-01-16T17:00:00Z,0.71836,0.71842,0.71743,0.71788,0.719271563,0.719519986
2019-01-16T18:00:00Z,0.71788,0.71807,0.71765,0.71785,0.719209756,0.719318986
2019-01-16T19:00:00Z,0.71785,0.71809,0.71733,0.7179,0.71915281,0.719130047
2019-01-16T20:00:00Z,0.7179,0.71827,0.71723,0.7173,0.719072253,0.718952444
2019-01-16T21:00:00Z,0.7173,0.71745,0.71662,0.71666,0.718967372,0.718785498
2019-01-16T22:00:00Z,0.71666,0.71733,0.71659,0.71699,0.7188814,0.718628568
2019-01-16T23:00:00Z,0.71699,0.71747,0.71681,0.7172,0.718808295,0.718481054
2019-01-17T00:00:00Z,0.7172,0.71739,0.71642,0.71717,0.718737065,0.718342391
2019-01-17T01:00:00Z,0.71717,0.71752,0.71607,0.71656,0.71864241,0.718212047
2019-01-17T02:00:00Z,0.71656,0.71714,0.71583,0.71685,0.718564479,0.718040683
2019-01-17T03:00:00Z,0.71685,0.71705,0.71626,0.71662,0.718479937,0.717819615
2019-01-17T04:00:00Z,0.71662,0.71663,0.71519,0.71524,0.71833907,0.717620654
2019-01-17T05:00:00Z,0.71524,0.71589,0.71499,0.71585,0.718230849,0.717328975
2019-01-17T06:00:00Z,0.71585,0.71616,0.71528,0.71532,0.718104291,0.717001519
2019-01-17T07:00:00Z,0.71532,0.71603,0.71468,0.71583,0.718005409,0.716719906
2019-01-17T08:00:00Z,0.71583,0.7165,0.71519,0.71632,0.71793213,0.71468
2019-01-17T09:00:00Z,0.71632,0.71708,0.71614,0.71634,0.717862907,0.71468
2019-01-17T10:00:00Z,0.71634,0.71692,0.71622,0.71651,0.717804085,0.714776
2019-01-17T11:00:00Z,0.71651,0.71738,0.71615,0.71702,0.717769994,0.71486816
2019-01-17T12:00:00Z,0.71702,0.71744,0.71679,0.71705,0.71773869,0.71501887
2019-01-17T13:00:00Z,0.71705,0.71742,0.71586,0.71634,0.717677878,0.715212561
2019-01-17T14:00:00Z,0.71634,0.71654,0.71544,0.71634,0.717619709,0.715390756
2019-01-17T15:00:00Z,0.71634,0.71658,0.71517,0.71588,0.717544069,0.71744
2019-01-17T16:00:00Z,0.71588,0.71715,0.71585,0.71703,0.717521719,0.7173946
2019-01-17T17:00:00Z,0.71703,0.71731,0.71694,0.71725,0.717509905,0.717350108
2019-01-17T18:00:00Z,0.71725,0.71789,0.71724,0.71742,0.717505996,0.71517
2019-01-17T19:00:00Z,0.71742,0.72213,0.7173,0.72005,0.717616605,0.7152244
2019-01-17T20:00:00Z,0.72005,0.72019,0.71853,0.71966,0.717705448,0.715500624
2019-01-17T21:00:00Z,0.71966,0.71967,0.71863,0.71921,0.717770863,0.715765799
2019-01-17T22:00:00Z,0.71921,0.71951,0.71871,0.71876,0.717813869,0.716020367
2019-01-17T23:00:00Z,0.71876,0.71935,0.71855,0.71894,0.717862831,0.716264752
2019-01-18T00:00:00Z,0.71894,0.72053,0.71862,0.71916,0.71791923,0.716499362
2019-01-18T01:00:00Z,0.71916,0.7204,0.71866,0.72015,0.71801622,0.716724588
2019-01-18T02:00:00Z,0.72015,0.72051,0.71916,0.71962,0.71808595,0.716940804
2019-01-18T03:00:00Z,0.71962,0.71975,0.719,0.71904,0.71812743,0.717148372
2019-01-18T04:00:00Z,0.71904,0.71955,0.71898,0.71925,0.718176237,0.717347637
2019-01-18T05:00:00Z,0.71925,0.71935,0.71867,0.71902,0.718212923,0.717538932
2019-01-18T06:00:00Z,0.71902,0.71951,0.71873,0.71943,0.718265839,0.717722574
2019-01-18T07:00:00Z,0.71943,0.71968,0.71875,0.71881,0.718289498,0.717898871
2019-01-18T08:00:00Z,0.71881,0.71918,0.71771,0.71787,0.718271259,0.72213
2019-01-18T09:00:00Z,0.71787,0.71839,0.71749,0.71839,0.718276422,0.7220416
2019-01-18T10:00:00Z,0.71839,0.71917,0.71821,0.71914,0.718313969,0.721859536
2019-01-18T11:00:00Z,0.71914,0.71924,0.71885,0.71894,0.718341188,0.721684755
2019-01-18T12:00:00Z,0.71894,0.71976,0.71882,0.71955,0.718393745,0.721516964
2019-01-18T13:00:00Z,0.71955,0.71975,0.71896,0.71923,0.718430104,0.721355886
2019-01-18T14:00:00Z,0.71923,0.71935,0.71795,0.71857,0.718436186,0.72120125
2019-01-18T15:00:00Z,0.71857,0.72145,0.7175,0.71842,0.718435482,0.71749
2019-01-18T16:00:00Z,0.71842,0.71872,0.71662,0.71715,0.718379592,0.72145
2019-01-18T17:00:00Z,0.71715,0.71749,0.71697,0.71726,0.718330914,0.72145
2019-01-18T18:00:00Z,0.71726,0.71781,0.71722,0.71746,0.718293048,0.7213534
2019-01-18T19:00:00Z,0.71746,0.71753,0.71676,0.71678,0.718227263,0.721258732
2019-01-18T20:00:00Z,0.71678,0.71693,0.7162,0.71678,0.718164339,0.721165957
2019-01-18T21:00:00Z,0.71678,0.71724,0.71591,0.71591,0.718066324,0.720967319
2019-01-20T22:00:00Z,0.71636,0.71668,0.71606,0.71611,0.717981267,0.72066388
2019-01-20T23:00:00Z,0.71611,0.71646,0.71596,0.71629,0.717907733,0.720378647
2019-01-21T00:00:00Z,0.71629,0.71659,0.71609,0.71631,0.717838267,0.720110528
2019-01-21T01:00:00Z,0.71631,0.71664,0.715,0.71552,0.717737472,0.719858497
2019-01-21T02:00:00Z,0.71552,0.71819,0.71536,0.71705,0.717707582,0.719469817
2019-01-21T03:00:00Z,0.71705,0.71708,0.7164,0.71657,0.717658122,0.719112232
2019-01-21T04:00:00Z,0.71657,0.7169,0.71616,0.71687,0.717623856,0.718783253
2019-01-21T05:00:00Z,0.71687,0.71711,0.71653,0.71693,0.717593688,0.718480593
2019-01-21T06:00:00Z,0.71693,0.7177,0.71674,0.71723,0.717577876,0.718202145
2019-01-21T07:00:00Z,0.71723,0.71745,0.71669,0.71706,0.717555359,0.717945974
2019-01-21T08:00:00Z,0.71706,0.71711,0.71618,0.71626,0.717499039,0.717710296
2019-01-21T09:00:00Z,0.71626,0.71627,0.71518,0.7155,0.717412125,0.717493472
2019-01-21T10:00:00Z,0.7155,0.71618,0.71536,0.71586,0.717344641,0.717293994
2019-01-21T11:00:00Z,0.71586,0.71592,0.71537,0.7156,0.717268787,0.717110475
2019-01-21T12:00:00Z,0.7156,0.71596,0.7146,0.7152,0.71717884,0.716941637
2019-01-21T13:00:00Z,0.7152,0.71525,0.71421,0.71462,0.717067586,0.716707473
2019-01-21T14:00:00Z,0.71462,0.71489,0.71411,0.71444,0.716953343,0.716407776
2019-01-21T15:00:00Z,0.71444,0.71556,0.71399,0.71541,0.716886241,0.716086088
2019-01-21T16:00:00Z,0.71541,0.71584,0.71528,0.71573,0.71683597,0.71399
2019-01-21T17:00:00Z,0.71573,0.71603,0.71552,0.71578,0.716790058,0.71399
2019-01-21T18:00:00Z,0.71578,0.71589,0.71539,0.71583,0.716748316,0.7140716
2019-01-21T19:00:00Z,0.71583,0.71592,0.71575,0.7158,0.716707085,0.714149936
2019-01-21T20:00:00Z,0.7158,0.71598,0.71578,0.71585,0.716669821,0.714225139
2019-01-21T21:00:00Z,0.71585,0.71592,0.71565,0.7158,0.716632002,0.714297333
2019-01-21T22:00:00Z,0.7158,0.71595,0.71544,0.71561,0.716587568,0.71436664
2019-01-21T23:00:00Z,0.71561,0.71596,0.7156,0.71587,0.716556369,0.714433174
2019-01-22T00:00:00Z,0.71587,0.716,0.71536,0.71545,0.716508266,0.714497047
2019-01-22T01:00:00Z,0.71545,0.71603,0.71504,0.71518,0.716450515,0.714558365
2019-01-22T02:00:00Z,0.71518,0.71535,0.71469,0.71484,0.716380493,0.714617231
2019-01-22T03:00:00Z,0.71484,0.715,0.71372,0.71378,0.716267428,0.71603
2019-01-22T04:00:00Z,0.71378,0.71407,0.71335,0.71364,0.716153192,0.7159838
2019-01-22T05:00:00Z,0.71364,0.71401,0.71338,0.71378,0.71605001,0.715878448
2019-01-22T06:00:00Z,0.71378,0.71404,0.7131,0.71343,0.715936096,0.71577731
2019-01-22T07:00:00Z,0.71343,0.71353,0.71242,0.7127,0.715795396,0.715616671
2019-01-22T08:00:00Z,0.7127,0.71337,0.71208,0.71311,0.71567864,0.715360938
2019-01-22T09:00:00Z,0.71311,0.71323,0.71228,0.71248,0.715539569,0.715032844
2019-01-22T10:00:00Z,0.71248,0.71291,0.71222,0.7123,0.715398718,0.71473756
2019-01-22T11:00:00Z,0.7123,0.71265,0.7122,0.71239,0.715267904,0.714471804
2019-01-22T12:00:00Z,0.71239,0.71336,0.71231,0.71313,0.715174952,0.714232623
2019-01-22T13:00:00Z,0.71313,0.71347,0.71249,0.71313,0.715086041,0.714017361
2019-01-22T14:00:00Z,0.71313,0.71379,0.71275,0.71309,0.714999256,0.713823625
2019-01-22T15:00:00Z,0.71309,0.71403,0.71257,0.7137,0.714942767,0.71208
2019-01-22T16:00:00Z,0.7137,0.71418,0.7132,0.71327,0.714870038,0.712119
2019-01-22T17:00:00Z,0.71327,0.714,0.71326,0.71372,0.714820036,0.71220144
2019-01-22T18:00:00Z,0.71372,0.71374,0.71202,0.71309,0.714744817,0.71418
2019-01-22T19:00:00Z,0.71309,0.7131,0.7117,0.7118,0.714616782,0.7141368
2019-01-22T20:00:00Z,0.7118,0.71229,0.71158,0.71182,0.714495183,0.714039328
