time,open,high,low,close,EMA,EMA75,ParabolicSAR
2018-08-28T04:00:00Z,6879.03,6944.4,6879.03,6925,6597.5484991392095,6645.857856091916,6462.080893009222
2018-08-28T08:00:00Z,6925.01,7058.73,6905.02,7029.53,6608.916433372388,6664.573570428895,6491.055439428668
2018-08-28T12:00:00Z,7029.52,7090,6997.74,7040.6,6620.27652723101,6682.916323090901,6536.469404274375
2018-08-28T16:00:00Z,7043.93,7120,6990.04,7092.46,6632.702408093352,6702.89406342793,6591.822463846937
2018-08-28T20:00:00Z,7093.29,7125.28,7025.21,7080.94,6644.498134196158,6721.335328626567,6655.203768185305
2018-08-29T00:00:00Z,7079.46,7085.12,7012.87,7044.4,6655.021867506785,6737.094580888686,6721.014440639363
2018-08-29T04:00:00Z,7044.4,7070,7035.01,7054,6665.521292046081,6752.553381820945,6777.611618949852
2018-08-29T08:00:00Z,7053.62,7124.06,7042,7082.16,6676.485468571184,6768.631753439436,6826.285192296872
2018-08-29T12:00:00Z,7082.15,7110,6890,6972.37,6684.271903608785,6778.57020449117,6868.14446537531
2018-08-29T16:00:00Z,6975.26,7024.99,6930.33,7005.71,6692.730800882237,6789.650194515992,6890
2018-08-29T20:00:00Z,6996.66,7062.73,6989.71,7032.96,6701.684200859021,6801.518965515212,6890
2018-08-30T00:00:00Z,7034.47,7055.97,6963,7020.81,6710.082248204836,6812.216089148616,6922.9392
2018-08-30T04:00:00Z,7016.97,7020.5,6929.32,6972.5,6716.987978515235,6820.034816507221,7125.28
2018-08-30T08:00:00Z,6974.94,6989.89,6844.99,6867.12,6720.938821185887,6822.331654726381,7121.3607999999995
2018-08-30T12:00:00Z,6868.14,6898.38,6810,6859.02,6724.572536417837,6824.121330105582,7110.305968
2018-08-30T16:00:00Z,6855.49,6880.01,6792.85,6813.84,6726.921680196315,6823.619801807749,7092.287609919999
2018-08-30T20:00:00Z,6814.49,6996.34,6803.2,6984.01,6733.687162296412,6831.4437139146885,7068.3326011264
2018-08-31T00:00:00Z,6984.34,6987.02,6926.38,6967.74,6739.846447499138,6838.092313235923,7046.293993036288
2018-08-31T04:00:00Z,6967.74,7018.15,6948.14,6958,6745.587330459687,6843.941468687829,7026.018473593385
2018-08-31T08:00:00Z,6958,6984.33,6929.32,6963,6751.308716500222,6849.749201922569,7018.15
2018-08-31T12:00:00Z,6960.65,6992.26,6879,6950.41,6756.548223960742,6854.659484755614,7018.15
2018-08-31T16:00:00Z,6950.89,7101.03,6943.03,7041,6764.033797014406,6863.749265987048,6792.85
2018-08-31T20:00:00Z,7041,7055.69,6998.87,7017.35,6770.700012882448,6871.241984719387,6799.0136
2018-09-01T00:00:00Z,7015.78,7066.75,7015.22,7058.64,6778.27738096449,6880.383351318441,6805.053928
2018-09-01T04:00:00Z,7063.98,7070,7023.95,7046.17,6785.327186728582,6888.470504912663,6810.97344944
2018-09-01T08:00:00Z,7042.35,7131.85,7041,7058.97,6792.528313393619,6896.787553453509,6816.7745804512
2018-09-01T12:00:00Z,7058.97,7230,7021.29,7165.69,6802.348357777997,6909.904745967971,6829.377597233151
2018-09-01T16:00:00Z,7165.97,7300.18,7165.55,7253.13,6814.211032573313,6926.647441286607,6853.414941399163
2018-09-01T20:00:00Z,7248.5,7252.57,7169.99,7185.01,6823.9689001371735,6939.250492931163,6889.15614608723
2018-09-02T00:00:00Z,7195.8,7197.7,7130.63,7180.01,6833.338402765143,6950.9948591296425,6922.038054400252
2018-09-02T04:00:00Z,7180.01,7243.5,7180.01,7224.99,6843.645023745007,6964.360475757465,6952.289410048232
2018-09-02T08:00:00Z,7225.08,7334.5,7211.75,7234.98,6853.943312593823,6977.56142815954,6980.120657244373
2018-09-02T12:00:00Z,7224.17,7260.97,7174.47,7217.49,6863.510330683459,6989.265260932245,7015.558591519936
2018-09-02T16:00:00Z,7217.99,7325.99,7192.81,7308.02,6875.20795356021,7004.814272594087,7047.452732367943
2018-09-02T20:00:00Z,7308.02,7310.27,7252.25,7290.31,6886.131691624415,7018.740893443156,7076.157459131149
2018-09-03T00:00:00Z,7291.94,7319.11,7235.17,7256.45,6895.876910265878,7030.33645961666,7101.991713218034
2018-09-03T04:00:00Z,7256.45,7256.45,7184,7250.01,6905.196202100987,7041.052242074385,7125.242541896231
2018-09-03T08:00:00Z,7246.75,7265.98,7205.93,7230,6913.743670466751,7050.269205875634,7146.168287706608
2018-09-03T12:00:00Z,7229.84,7300.98,7225,7282.52,6923.448310717626,7061.598512906091,7165.001458935947
2018-09-03T16:00:00Z,7282.52,7340.08,7250,7306.08,6933.51756569874,7073.524439105794,7181.951313042352
2018-09-03T20:00:00Z,7310,7327,7237.38,7258.99,6942.082629759299,7082.571539637219,7200.92675547727
2018-09-04T00:00:00Z,7261.29,7290.01,7247.52,7267.78,6950.653613186686,7091.606098679305,7217.625144819997
2018-09-04T04:00:00Z,7266.04,7310,7231,7310,6960.110097050194,7102.259459719339,7340.08
2018-09-04T08:00:00Z,7310,7338.91,7278.28,7336.49,6970.014831338347,7113.68533973303,7231
2018-09-04T12:00:00Z,7336.49,7411.85,7333.05,7368.92,6980.512335776812,7126.135810965565,7231
2018-09-04T16:00:00Z,7373,7408,7315.48,7348.48,6990.195695361633,7136.981868967245,7238.234
2018-09-04T20:00:00Z,7346.5,7372.32,7336.79,7361,6999.953703378432,7147.9095826761595,7245.17864
2018-09-05T00:00:00Z,7353.48,7387,7353.4,7368.99,7009.665184868473,7158.693993277322,7251.8454944000005
2018-09-05T04:00:00Z,7368.31,7381.84,7346.08,7372.43,7019.211627371935,7169.120139946721,7258.2456746240005
2018-09-05T08:00:00Z,7372.43,7385.21,6892.69,6990.79,7018.463689809516,7160.421108729808,7411.85
2018-09-05T12:00:00Z,6988.58,7034.91,6925,6983.54,7017.544645340844,7151.792761962501,7401.4668
2018-09-05T16:00:00Z,6983.9,6992.47,6832.56,6902.55,7014.518470463453,7139.6345784521345,7391.291264
2018-09-05T20:00:00Z,6899.89,6984.5,6650,6679.3,7005.696931767046,7117.179233161786,7368.942013440001
2018-09-06T00:00:00Z,6671.95,6705.59,6253.29,6414.58,6990.141223036335,7082.906099836821,7325.805492633601
2018-09-06T04:00:00Z,6414.58,6449.8,6339.49,6400.97,6974.636717166957,7049.6409242350255,7240.004253222913
2018-09-06T08:00:00Z,6400.95,6445.31,6270.69,6399.7,6959.5068035573,7017.936488906487,7161.06711296508
2018-09-06T12:00:00Z,6402.67,6499.67,6375.08,6409.5,6945.032940305792,6988.256660179341,7088.444943927873
2018-09-06T16:00:00Z,6409.5,6461.42,6330.3,6455.31,6932.145494508271,6962.259262121813,7021.632548413643
2018-09-06T20:00:00Z,6452.75,6518.22,6412.88,6493.09,6920.591402547528,6939.372956652456,6960.165144540551
2018-09-07T00:00:00Z,6488.01,6525,6455,6488.62,6909.223734059435,6917.385007547458,6903.615132977307
2018-09-07T04:00:00Z,6488.62,6523.79,6445.31,6487.13,6898.116004215765,6896.396958398802,6851.589122339123
2018-09-07T08:00:00Z,6487.89,6489.23,6322,6369.88,6884.215056736403,6870.713204330567,6803.725192551993
2018-09-07T12:00:00Z,6369.88,6477.48,6358.01,6374.26,6870.795186822287,6846.495974851027,6759.690377147834
2018-09-07T16:00:00Z,6372.99,6480.58,6358,6417.53,6858.867155590122,6825.570805346099,6719.178346976007
2018-09-07T20:00:00Z,6418.99,6450.24,6385,6400,6846.791704127224,6804.8112538658015,6681.907279217926
2018-09-08T00:00:00Z,6401.01,6443.66,6396.16,6413.76,6835.396132965981,6785.735582945518,6647.617896880492
2018-09-08T04:00:00Z,6416.1,6453.94,6391.62,6441.64,6825.034129466877,6768.950432557932,6616.071665130053
2018-09-08T08:00:00Z,6440.99,6465.46,6425.79,6432.99,6814.717178691433,6752.562118774618,6587.049131919648
2018-09-08T12:00:00Z,6432.99,6432.99,6350.09,6429.14,6804.570410831132,6736.785430053906,6560.348401366076
2018-09-08T16:00:00Z,6429.14,6429.23,6123,6180,6788.134347388207,6709.625165173227,6535.78372925679
2018-09-08T20:00:00Z,6180.01,6192.89,6113.23,6178.31,6772.086338246412,6683.707352237948,6494.505356331111
2018-09-09T00:00:00Z,6178.31,6200,6144.61,6175.1,6756.376171450454,6658.897237494633,6448.752313571378
2018-09-09T04:00:00Z,6175.1,6194.78,6094.38,6187.3,6741.400482728074,6635.892494202212,6408.489635942813
2018-09-09T08:00:00Z,6189.55,6451.51,6175.21,6369.17,6731.604943708914,6622.881640826495,6094.38
2018-09-09T12:00:00Z,6374.82,6429.23,6355.13,6363.36,6721.914287295522,6610.222048591056,6094.38
2018-09-09T16:00:00Z,6369.01,6385,6357.44,6381.99,6712.96891131406,6599.088777928077,6101.5226
2018-09-09T20:00:00Z,6375.43,6390.2,6208.38,6236.04,6700.418150490006,6581.379081443781,6108.522348
2018-09-10T00:00:00Z,6238.99,6351.13,6230.22,6302.5,6689.946620213954,6567.775223812377,6115.382101040001
2018-09-10T04:00:00Z,6302.5,6325.93,6270,6310.88,6679.971182839902,6555.243749480066,6122.104659019201
2018-09-10T08:00:00Z,6311.33,6318.04,6234.31,6307.82,6670.177730659905,6543.174298285917,6128.692765838817
2018-09-10T12:00:00Z,6307.82,6349.47,6270,6290.32,6660.181474589907,6530.839942271969,6135.14911052204
2018-09-10T16:00:00Z,6290.49,6297.35,6223.9,6288.5,6650.400383153331,6519.018481673337,6141.476328311599
2018-09-10T20:00:00Z,6291.34,6305,6257.72,6301.99,6641.2316888598225,6508.43172646976,6147.677001745367
2018-09-11T00:00:00Z,6303.99,6405,6281.57,6339.79,6633.299012837196,6500.205300788309,6153.75366171046
2018-09-11T04:00:00Z,6339.91,6349,6296.21,6303.47,6624.619301973059,6490.608456847415,6159.70878847625
2018-09-11T08:00:00Z,6300.47,6340.01,6239.45,6265.3,6615.1635308685045,6479.617800415834,6165.544812706726
2018-09-11T12:00:00Z,6265.3,6290,6162.06,6252.12,6605.609753740386,6468.520346737013,6451.51
2018-09-11T16:00:00Z,6252.12,6277.11,6184.23,6255.88,6596.40633916827,6458.147646896183,6445.7210000000005
2018-09-11T20:00:00Z,6262.4,6316.98,6230.64,6279.99,6588.079593400685,6449.457029974417,6440.047780000001
2018-09-12T00:00:00Z,6274.6,6282.32,6217.64,6257.45,6579.378814626983,6440.090833390299,6434.4880244000005
2018-09-12T04:00:00Z,6257.46,6294.19,6223.9,6239.62,6570.4377931894305,6430.31176834687,6429.039463912
2018-09-12T08:00:00Z,6241.18,6259.95,6192.89,6234.46,6561.596272316025,6420.7580235494615,6423.69987463376
2018-09-12T12:00:00Z,6236.62,6286.37,6228.37,6265,6553.791107255077,6413.160071181195,6418.467077141086
2018-09-12T16:00:00Z,6265,6349,6255.63,6308.92,6547.347130748364,6408.075189660161,6413.338935598264
2018-09-12T20:00:00Z,6308.92,6350,6287.36,6322.45,6541.428785202354,6403.898351140154,6408.313356886299
2018-09-13T00:00:00Z,6326.83,6432.36,6324.37,6382.79,6537.254080328608,6402.8686754747805,6162.06
2018-09-13T04:00:00Z,6383.67,6405.78,6366.55,6381.69,6533.160288741014,6401.83556935406,6167.466
2018-09-13T08:00:00Z,6381.69,6479.98,6381.04,6463.71,6531.332649563618,6404.8538342636175,6172.76388
2018-09-13T12:00:00Z,6463.99,6533.71,6425.52,6481.81,6530.029421943523,6408.607793567831,6185.0525248
2018-09-13T16:00:00Z,6481.83,6537.46,6435,6450.11,6527.926279260799,6410.632291442571,6205.971973312
2018-09-13T20:00:00Z,6444.04,6514.99,6417,6485.7,6526.815061385514,6414.2941308843965,6232.49101544704
2018-09-14T00:00:00Z,6482.95,6579,6451.29,6550,6527.425191349053,6420.913929377841,6256.888534211277
2018-09-14T04:00:00Z,6550,6587,6535,6549.55,6528.007423155657,6427.188859652092,6289.099680790149
2018-09-14T08:00:00Z,6549.99,6554.43,6384.36,6461.11,6526.246964651561,6428.843549425161,6324.847719095332
2018-09-14T12:00:00Z,6461.11,6485,6427.01,6481.98,6525.082044529152,6431.435571404421,6356.305992803892
2018-09-14T16:00:00Z,6481.99,6543.09,6453.55,6540.21,6525.48014862049,6436.7416410920105,6383.989273667425
2018-09-14T20:00:00Z,6539.03,6541.99,6461.42,6476.51,6524.191460498898,6438.681561038742,6408.3505608273335
2018-09-15T00:00:00Z,6476.51,6525.53,6470,6501.28,6523.5885273278745,6441.735143427096,6429.788493528054
2018-09-15T04:00:00Z,6495,6524.66,6466.74,6500,6522.96777660872,6444.577331552603,6448.653874304687
2018-09-15T08:00:00Z,6499.98,6550,6495.05,6524.99,6523.0209930137535,6448.499900745159,6465.2554093881245
2018-09-15T12:00:00Z,6524.55,6570.1,6510.58,6538.97,6523.440703723918,6452.913076318566,6466.74
2018-09-15T16:00:00Z,6538.99,6559,6505.01,6537.41,6523.808316783815,6457.034877473758,6481.1712
2018-09-15T20:00:00Z,6533.96,6539.99,6475,6520.15,6523.712045289504,6460.113663938452,6587
2018-09-16T00:00:00Z,6521.49,6524.84,6475.77,6484.86,6522.689623045044,6461.320802282918,6584.76
2018-09-16T04:00:00Z,6484.86,6490.26,6349.47,6446.27,6520.678580333332,6460.586616805702,6582.5648
2018-09-16T08:00:00Z,6446.27,6510,6445.01,6494.81,6519.997828219297,6462.256050132253,6573.241008
2018-09-16T12:00:00Z,6503.99,6510,6451.86,6475,6518.813674845105,6462.877706223363,6564.29016768
2018-09-16T16:00:00Z,6475,6506.26,6413.2,6504.99,6518.449893928128,6464.931964456369,6555.6973609728
2018-09-16T20:00:00Z,6501,6519.98,6480.06,6499.98,6517.963844087914,6466.641624726791,6547.448266533888
2018-09-17T00:00:00Z,6499.28,6530.24,6499.28,6515.2,6517.891111348758,6469.01032595963,6539.529135872533
2018-09-17T04:00:00Z,6515.42,6515.42,6461.42,6478.91,6516.865292629054,6469.493236888428,6531.926770437632
2018-09-17T08:00:00Z,6479.47,6500,6413.2,6473.49,6515.723837559869,6469.688200942652,6530.24
2018-09-17T12:00:00Z,6473.61,6473.61,6222,6264.39,6509.10978920303,6459.673654555206,6523.0091999999995
2018-09-17T16:00:00Z,6259.48,6317.83,6248.06,6266.23,6502.718215802951,6450.237378723245,6504.948648
2018-09-17T20:00:00Z,6269.93,6274.98,6200,6254.52,6496.186683808137,6440.690189517232,6487.9717291199995
2018-09-18T00:00:00Z,6251.49,6255.87,6226.63,6240.32,6489.453350023712,6430.916033931026,6464.9339907904
2018-09-18T04:00:00Z,6245.08,6290,6237.46,6287.84,6484.1477355494035,6423.9367152026825,6443.739271527167
2018-09-18T08:00:00Z,6283.99,6290,6236.14,6287.91,6478.983584613893,6417.3012656806,6424.240129804994
2018-09-18T12:00:00Z,6287.99,6390,6268,6356.99,6475.773227124054,6414.359252720571,6406.300919420594
2018-09-18T16:00:00Z,6356.99,6364.86,6228,6300.5,6471.160773778684,6408.805142831763,6390
2018-09-18T20:00:00Z,6303.35,6363.54,6288.38,6332.34,6467.507595521351,6405.07513586436,6390
2018-09-19T00:00:00Z,6330,6360.62,6309.03,6346.99,6464.336079849736,6402.241714602684,6374.8
2018-09-19T04:00:00Z,6348.46,6357.29,6320.38,6352.34,6461.388814590532,6399.807484622065,6363.54
2018-09-19T08:00:00Z,6352.48,6357.18,6270.69,6285.15,6456.750951048676,6394.21443659172,6200
2018-09-19T12:00:00Z,6285.13,6346.33,6255.05,6325.22,6453.289610231605,6390.848854318953,6203.1436
2018-09-19T16:00:00Z,6328.03,6510,6100,6410,6452.150409962353,6391.783056547297,6510
2018-09-19T20:00:00Z,6410.55,6460,6370,6388.4,6450.4727675949225,6391.618029398648,6510
2018-09-20T00:00:00Z,6388.4,6420,6380.84,6397.5,6449.078747395056,6391.904954793836,6510
2018-09-20T04:00:00Z,6397.99,6414.32,6386.26,6406.41,6447.955885621502,6392.612517974624,6501.8
2018-09-20T08:00:00Z,6403.31,6436,6376.08,6426.57,6447.393099157778,6394.268980512447,6493.764
2018-09-20T12:00:00Z,6427.13,6449.99,6397.21,6414.93,6446.5388070746785,6395.276835121596,6485.88872
2018-09-20T16:00:00Z,6414.93,6436.41,6377.11,6418.59,6445.803312151661,6396.41406267664,6478.1709456
2018-09-20T20:00:00Z,6418.59,6535.11,6333.63,6492.98,6447.044803937144,6401.124596204609,6100
2018-09-21T00:00:00Z,6492.98,6570,6483.83,6549.99,6449.753888044062,6408.386323219018,6108.7022
2018-09-21T04:00:00Z,6552.99,6658.64,6519.56,6644.11,6454.868522569218,6419.885039159553,6127.154112
2018-09-21T08:00:00Z,6645.86,6771,6645.86,6740.21,6462.377508817396,6435.510647005429,6159.04326528
2018-09-21T12:00:00Z,6738.91,6772.21,6666.13,6686.77,6468.282574374833,6447.767200810042,6207.9998040576
2018-09-21T16:00:00Z,6686.77,6775.34,6680,6753.09,6475.7775066281265,6462.660995892478,6264.42082365184
2018-09-21T20:00:00Z,6752.07,6775.34,6691.28,6749.45,6482.979414348439,6476.650703409919,6325.731124813619
2018-09-22T00:00:00Z,6748.85,6826.28,6709.23,6726.3,6489.382587655059,6488.828717877727,6379.684189835985
2018-09-22T04:00:00Z,6724.62,6753.82,6700,6713.38,6495.277256400978,6499.782438956862,6442.2076032589475
2018-09-22T08:00:00Z,6713.37,6715.05,6624.79,6657.97,6499.558644390427,6507.498905349211,6495.977738802695
2018-09-22T12:00:00Z,6657.97,6699.99,6650,6677.09,6504.230522169626,6515.771641673639,6542.220055370318
2018-09-22T16:00:00Z,6673.02,6741.59,6633.01,6716.98,6509.8291926388465,6525.586683543218,6581.988447618473
2018-09-22T20:00:00Z,6719.58,6733.69,6691.28,6710.01,6515.097108622035,6534.582942882574,6616.189264951887
2018-09-23T00:00:00Z,6710.01,6719.6,6680,6700.52,6519.97665839514,6542.677433473667,6633.01
2018-09-23T04:00:00Z,6700.52,6724.53,6690.03,6711.01,6525.003851595267,6550.888778182269,6660.0678
2018-09-23T08:00:00Z,6712.01,6774.91,6710.13,6740,6530.66164497434,6560.113715831914,6680
2018-09-23T12:00:00Z,6740,6740,6659,6680.07,6534.5934437908045,6565.9652418888945,6826.28
2018-09-23T16:00:00Z,6682.1,6702.35,6665.19,6685.75,6538.571247901573,6571.808400821144,6822.9344
2018-09-23T20:00:00Z,6684.94,6723.18,6667.99,6702.22,6542.877794009426,6578.169942244503,6819.655712
2018-09-24T00:00:00Z,6703.37,6721.68,6684.97,6706.19,6547.175483640757,6584.414823110625,6816.442597759999
2018-09-24T04:00:00Z,6706.19,6708.45,6610,6670,6550.407707755474,6588.589709788155,6813.293745804799
2018-09-24T08:00:00Z,6670,6674.6,6558.95,6575.35,6551.064083867172,6587.943870286294,6805.161995972607
2018-09-24T12:00:00Z,6572.78,6634.16,6572.03,6597.77,6552.293186923299,6588.423193686963,6790.3892762142505
2018-09-24T16:00:00Z,6597.78,6655.07,6594.95,6619.31,6554.056787267423,6589.929867165648,6776.502919641395
2018-09-24T20:00:00Z,6621.26,6635.44,6550.96,6581.52,6554.779503391965,6589.519629742934,6763.449744462911
2018-09-25T00:00:00Z,6578.7,6579.59,6396.05,6456.6,6552.19583225007,6583.03574536523,6746.450564905878
2018-09-25T04:00:00Z,6458.21,6474.94,6361.6,6377.56,6547.600152454016,6573.012538274243,6711.410508415291
2018-09-25T08:00:00Z,6375.01,6413.2,6361.03,6389.62,6543.442780021016,6564.066560797451,6669.433247405455
2018-09-25T12:00:00Z,6392,6440,6352.99,6400.24,6539.674285809937,6556.075021246355,6626.256792768691
2018-09-25T16:00:00Z,6396.84,6413.2,6324.96,6360.38,6534.956015130728,6546.528922648972,6582.534105925701
2018-09-25T20:00:00Z,6357.84,6429.22,6357.84,6428.99,6532.1674357851825,6540.7953166660955,6536.170766859074
2018-09-26T00:00:00Z,6428.09,6428.09,6379.44,6383.08,6528.244082211888,6533.101886584823,6498.152828824441
2018-09-26T04:00:00Z,6383.08,6456.99,6380,6446.57,6526.0947642589435,6528.880818946539,6466.978119636042
2018-09-26T08:00:00Z,6444.56,6521.21,6423.76,6517.61,6525.871480988972,6528.331022900366,6324.96
2018-09-26T12:00:00Z,6519.69,6540,6464.15,6522.75,6525.789336752419,6528.058777880837,6328.885
2018-09-26T16:00:00Z,6522.75,6536.51,6481.16,6487.56,6524.783301574724,6526.083227740308,6337.3296
2018-09-26T20:00:00Z,6487.56,6506.88,6429.23,6461.51,6523.118214691179,6522.933314192001,6345.4364160000005
2018-09-27T00:00:00Z,6454.32,6510,6454.32,6493.69,6522.34378798878,6521.5068110606835,6353.218959360001
2018-09-27T04:00:00Z,6497.85,6501.44,6445.01,6453.58,6520.534214620654,6518.193308082114,6360.6902009856
2018-09-27T08:00:00Z,6452.18,6491.05,6431.95,6481.01,6519.494103709584,6516.379488175669,6367.862592946176
2018-09-27T12:00:00Z,6481.01,6523.35,6475,6487.03,6518.6397851909105,6514.947805825636,6374.748089228329
2018-09-27T16:00:00Z,6486.78,6667.98,6486.78,6651.99,6522.149001370097,6521.6327909073125,6381.358165659196
2018-09-27T20:00:00Z,6656.1,6736.85,6648.66,6681.62,6526.3456065972,6529.437045009395,6398.555475719644
2018-09-28T00:00:00Z,6684.5,6721.57,6681.62,6697.97,6530.862038002537,6537.658164765034,6425.6190376620725
2018-09-28T04:00:00Z,6698.27,6792.28,6682.16,6767.64,6537.09303700247,6548.8767908740565,6450.5175146491065
2018-09-28T08:00:00Z,6764.14,6769.67,6561.21,6644.49,6539.919272870826,6553.54084985581,6484.693763184196
2018-09-28T12:00:00Z,6649.85,6680.17,6566.15,6653.53,6542.909028847909,6558.418369375038,6515.452386865776
2018-09-28T16:00:00Z,6653.54,6695.88,6525.67,6670,6546.253528088754,6563.8613757469875,6792.28
2018-09-28T20:00:00Z,6669.44,6678.62,6608.26,6610.76,6547.951066823261,6566.149113515427,6786.9478
2018-09-29T00:00:00Z,6609.02,6609.02,6461.42,6483.54,6546.256038748964,6562.119400661017,6781.722244
2018-09-29T04:00:00Z,6481.13,6526.15,6454,6519.98,6545.564564045044,6560.063820140967,6768.910154239999
2018-09-29T08:00:00Z,6519.69,6600,6506.66,6570,6546.207601833332,6560.548511841408,6750.015544985599
2018-09-29T12:00:00Z,6571.28,6578.09,6511.34,6559.8,6546.565296521929,6560.511999068656,6732.254612286463
2018-09-29T16:00:00Z,6557.81,6582.85,6529.73,6565.24,6547.056736087141,6560.742633260429,6715.559335549276
2018-09-29T20:00:00Z,6558.81,6608.26,6557.94,6579.38,6547.9073482953745,6561.651773101384,6699.865775416319
2018-09-30T00:00:00Z,6574.29,6591.79,6542.59,6558.29,6548.180575971812,6561.487784169609,6685.11382889134
2018-09-30T04:00:00Z,6558.09,6573.08,6539.39,6562.81,6548.565560814659,6561.552282502798,6671.246999157859
2018-09-30T08:00:00Z,6562.81,6628.06,6553.06,6594.16,6549.7654144774315,6563.142902868515,6658.212179208387
2018-09-30T12:00:00Z,6594.17,6624.46,6558.95,6568.46,6550.257377254341,6563.402273460295,6645.959448455884
2018-09-30T16:00:00Z,6570.46,6600.01,6558.95,6575.99,6550.9345515371215,6564.016308901256,6634.441881548531
2018-09-30T20:00:00Z,6575,6614.31,6510,6597.81,6552.168115970355,6565.66478163778,6624.46
2018-10-01T00:00:00Z,6597.79,6638.15,6597.77,6618.96,6553.92579712903,6568.2645483871565,6454
2018-10-01T04:00:00Z,6617.2,6630.8,6575.35,6575.35,6554.489591941424,6568.610180173149,6457.683
2018-10-01T08:00:00Z,6575.35,6592.55,6517.21,6556,6554.529339521912,6567.995049432996,6461.29234
2018-10-01T12:00:00Z,6561.95,6585.79,6477.57,6540,6554.146988481862,6566.629437265533,6464.8294932
2018-10-01T16:00:00Z,6540.57,6575.35,6509.7,6551.96,6554.089436153392,6565.913854959897,6468.295903336
2018-10-01T20:00:00Z,6552.49,6608.26,6543.46,6571.2,6554.539714149355,6566.171715693561,6471.69298526928
2018-10-02T00:00:00Z,6569.32,6597,6551.23,6563.31,6554.770511145424,6566.03211980607,6475.022125563894
2018-10-02T04:00:00Z,6563.3,6583.75,6530,6544,6554.487076641597,6564.957382254554,6478.284683052617
2018-10-02T08:00:00Z,6544,6560.05,6511,6539.99,6554.105574624713,6563.739461168966,6481.481989391565
2018-10-02T12:00:00Z,6538.41,6573.84,6494.65,6528.26,6553.425427924062,6562.008755746089,6484.615349603733
