time,open,high,low,close,Basis,Upper,Lower,%K,%D
2014-05-08T02:00:00Z,8.93030152,9.16326591,8.15375356,8.46437275,NaN,NaN,NaN,NaN,NaN
2014-05-08T06:00:00Z,8.46437275,9.24092071,8.23140836,8.23140836,NaN,NaN,NaN,NaN,NaN
2014-05-09T02:00:00Z,8.46437275,8.69733714,8.38671795,8.38671795,NaN,NaN,NaN,NaN,NaN
2014-05-09T06:00:00Z,8.38671795,8.46437275,7.92078918,7.92078918,NaN,NaN,NaN,NaN,NaN
2014-05-12T02:00:00Z,8.30906316,8.54202754,8.07609877,8.23140836,NaN,NaN,NaN,NaN,NaN
2014-05-12T06:00:00Z,8.30906316,9.00795632,8.30906316,9.00795632,NaN,NaN,NaN,NaN,NaN
2014-05-14T02:00:00Z,9.24092071,10.71636183,9.24092071,10.63870703,NaN,NaN,NaN,67.70152485625505,NaN
2014-05-14T06:00:00Z,10.71636183,11.41525499,10.56105224,11.41525499,NaN,NaN,NaN,93.1917210238041,NaN
2014-05-15T02:00:00Z,11.33760019,12.03649336,10.63870703,11.88118377,9.97864127,12.03649336,7.92078918,97.76688449676163,86.22004345894027
2014-05-15T06:00:00Z,11.88118377,12.03649336,10.94932622,11.10463581,9.97864127,12.03649336,7.92078918,90.35947713903596,93.77269421986723
2014-05-16T02:00:00Z,11.33760019,11.41525499,11.10463581,11.2599454,9.97864127,12.03649336,7.92078918,81.100217859904,89.74219316523386
2014-05-16T06:00:00Z,11.2599454,11.41525499,10.56105224,10.71636183,9.97864127,12.03649336,7.92078918,52.58284594835419,74.68084698243139
2014-05-19T02:00:00Z,10.87167142,11.02698101,10.71636183,10.94932622,10.056296065,12.03649336,8.07609877,36.35477579669675,56.679279868318325
2014-05-19T06:00:00Z,10.87167142,10.94932622,10.56105224,10.79401662,10.17277826,12.03649336,8.30906316,17.54385947076402,35.49382707193833
2014-05-20T02:00:00Z,10.63870703,10.79401662,10.40574264,10.63870703,10.638707035,12.03649336,9.24092071,21.72739531971779,25.208676862392863
2014-05-20T06:00:00Z,10.63870703,10.71636183,10.48339744,10.56105224,11.221118,12.03649336,10.40574264,18.083670853574557,19.118308548018803
2014-05-21T02:00:00Z,10.63870703,10.87167142,10.63870703,10.71636183,11.221118,12.03649336,10.40574264,29.487180060253944,23.09941541118211
2014-05-21T06:00:00Z,10.79401662,10.94932622,10.71636183,10.87167142,11.221118,12.03649336,10.40574264,50.366300713371835,32.645717209066795
2014-05-22T02:00:00Z,11.02698101,11.33760019,10.94932622,11.02698101,10.910498815,11.41525499,10.40574264,67.4603176726309,49.104599482085575
2014-05-22T06:00:00Z,11.02698101,11.10463581,10.79401662,10.87167142,10.910498815,11.41525499,10.40574264,65.9451659956237,61.25726146054216
2014-05-23T02:00:00Z,10.56105224,10.79401662,10.56105224,10.71636183,10.871671415,11.33760019,10.40574264,44.0404042660659,59.148629311440175
2014-05-23T06:00:00Z,10.71636183,10.94932622,10.63870703,10.87167142,10.871671415,11.33760019,10.40574264,35.15151525794085,48.3790285065435
2014-05-26T02:00:00Z,11.02698101,11.41525499,10.79401662,11.10463581,10.910498815,11.41525499,10.40574264,41.21212128307166,40.13468026902615
2014-05-26T06:00:00Z,11.10463581,11.64821938,11.02698101,11.57056458,11.065808409999999,11.64821938,10.48339744,65.4978354373828,47.28715732613178
2014-05-27T02:00:00Z,11.80352897,11.95883856,11.64821938,11.95883856,11.2599454,11.95883856,10.56105224,85.49783543738279,64.06926405261244
2014-05-27T06:00:00Z,11.88118377,11.95883856,11.49290979,11.64821938,11.2599454,11.95883856,10.56105224,89.77591032186022,80.25719373220862
2014-05-28T02:00:00Z,11.72587417,11.80352897,11.41525499,11.57056458,11.2599454,11.95883856,10.56105224,81.0457517231046,85.43983249411589
2014-05-28T06:00:00Z,11.49290979,11.57056458,10.94932622,10.94932622,11.2599454,11.95883856,10.56105224,47.712418389771265,72.84469347824538
2014-05-29T02:00:00Z,11.10463581,11.1822906,10.87167142,10.94932622,11.2599454,11.95883856,10.56105224,24.603174734577674,51.12044828248452
2014-05-29T06:00:00Z,10.94932622,11.2599454,10.87167142,11.2599454,11.298772795000001,11.95883856,10.63870703,14.285714460918399,28.867102528422453
2014-05-30T02:00:00Z,11.49290979,11.57056458,11.33760019,11.33760019,11.37642759,11.95883856,10.79401662,30.95238094873082,23.28042338140897
2014-05-30T06:00:00Z,11.33760019,11.41525499,11.1822906,11.2599454,11.415254990000001,11.95883856,10.87167142,47.08994706088155,30.77601415684359
2014-06-02T02:00:00Z,11.41525499,11.57056458,11.2599454,11.33760019,11.415254990000001,11.95883856,10.87167142,57.40740717555932,45.14991172839057
2014-06-02T06:00:00Z,11.33760019,11.72587417,11.33760019,11.72587417,11.415254990000001,11.95883856,10.87167142,74.07407402108024,59.52380941917371
2014-06-03T02:00:00Z,12.11414815,12.26945774,11.80352897,11.95883856,11.57056458,12.26945774,10.87167142,79.36507929369992,70.28218683011316
2014-06-03T06:00:00Z,12.03649336,13.0460057,11.80352897,12.81304132,11.95883856,13.0460057,10.87167142,86.30952403126656,79.91622578201559
2014-06-04T02:00:00Z,12.65773172,12.73538652,12.26945774,12.50242213,11.95883856,13.0460057,10.87167142,76.1645964869203,80.61306660396228
2014-06-04T06:00:00Z,12.50242213,12.96835091,12.34711254,12.58007693,11.95883856,13.0460057,10.87167142,76.59749693864433,79.69053915227708
