time,open,high,low,close,Basis,Upper1,Lower1,Upper2.5,Lower2.5,Upper2,Lower2
1483927200,0.73224,0.73278,0.7302,0.73079,0.7297395,0.732819028,0.726659972,0.737438321,0.722040679,0.735898557,0.723580443
1483941600,0.73079,0.73269,0.73018,0.73116,0.730142,0.732829911,0.727454089,0.736861778,0.723422222,0.735517822,0.724766178
1483956000,0.73116,0.73399,0.73098,0.7336,0.7306285,0.732998979,0.728258021,0.736554699,0.724702301,0.735369459,0.725887541
1483970400,0.7336,0.73699,0.73355,0.73689,0.731146,0.733690778,0.728601222,0.737507944,0.724784056,0.736235556,0.726056444
1483984800,0.73689,0.73738,0.73516,0.73551,0.731601,0.734070739,0.729131261,0.737775347,0.725426653,0.736540477,0.726661523
1483999200,0.73551,0.73664,0.73407,0.73481,0.73199,0.734317761,0.729662239,0.737809402,0.726170598,0.736645521,0.727334479
1484013600,0.73481,0.73845,0.73443,0.73732,0.7324435,0.734879454,0.730007546,0.738533385,0.726353615,0.737315408,0.727571592
1484028000,0.73732,0.73783,0.73435,0.73482,0.732772,0.735058717,0.730485283,0.738488793,0.727055207,0.737345435,0.728198565
1484042400,0.73482,0.73638,0.7331,0.73475,0.7329665,0.735247746,0.730685254,0.738669615,0.727263385,0.737528992,0.728404008
1484056800,0.73475,0.73847,0.73437,0.73636,0.733321,0.735550574,0.731091426,0.738894934,0.727747066,0.737780147,0.728861853
1484071200,0.73636,0.73728,0.73593,0.73658,0.7336235,0.735864273,0.731382727,0.739225432,0.728021568,0.738105046,0.729141954
1484085600,0.73658,0.73717,0.73532,0.73644,0.7337615,0.736084966,0.731438034,0.739570164,0.727952836,0.738408431,0.729114569
1484100000,0.73644,0.73831,0.73614,0.73785,0.733987,0.736471864,0.731502136,0.740199161,0.727774839,0.738956729,0.729017271
1484114400,0.73785,0.73963,0.73755,0.73806,0.7342455,0.736867908,0.731623092,0.74080152,0.72768948,0.739490316,0.729000684
1484128800,0.73806,0.73923,0.73703,0.73812,0.7345445,0.737249413,0.731839587,0.741306783,0.727782217,0.739954326,0.729134674
1484143200,0.73812,0.74407,0.7352,0.74311,0.734988,0.738271842,0.731704158,0.743197604,0.726778396,0.741555683,0.728420317
1484157600,0.74311,0.74717,0.74288,0.74407,0.7356095,0.739345947,0.731873053,0.744950617,0.726268383,0.743082394,0.728136606
1484172000,0.74407,0.74544,0.74297,0.74456,0.7363165,0.740331498,0.732301502,0.746353996,0.726279004,0.744346497,0.728286503
1484186400,0.74456,0.74693,0.74454,0.74692,0.737198,0.741498732,0.732897268,0.74794983,0.72644617,0.745799464,0.728596536
1484200800,0.74692,0.75157,0.74641,0.75049,0.7381105,0.74313727,0.73308373,0.750677425,0.725543575,0.74816404,0.72805696
1484215200,0.75049,0.75183,0.74937,0.74976,0.739059,0.74439518,0.73372282,0.75239945,0.72571855,0.74973136,0.72838664
1484229600,0.74976,0.75182,0.74927,0.75068,0.740035,0.745616659,0.734453341,0.753989147,0.726080853,0.751198318,0.728871682
1484244000,0.75068,0.75097,0.74821,0.74825,0.7407675,0.746417474,0.735117526,0.754892436,0.726642564,0.752067448,0.729467552
1484258400,0.74825,0.75085,0.74763,0.75042,0.741444,0.747391381,0.735496619,0.756312453,0.726575547,0.753338763,0.729549237
1484272800,0.75042,0.75042,0.74781,0.74815,0.742076,0.748030815,0.736121185,0.756963038,0.727188962,0.75398563,0.73016637
1484287200,0.74815,0.75065,0.74795,0.74922,0.7427965,0.748700126,0.736892874,0.757555566,0.728037434,0.754603752,0.730989248
1484301600,0.74922,0.75039,0.74708,0.74767,0.743314,0.74916831,0.73745969,0.757949775,0.728678225,0.75502262,0.73160538
1484316000,0.74767,0.74975,0.7449,0.74866,0.744006,0.749628781,0.738383219,0.758062952,0.729949048,0.755251562,0.732760438
1484330400,0.74866,0.75044,0.74813,0.74937,0.744737,0.750050779,0.739423221,0.758021448,0.731452552,0.755364559,0.734109441
1484517600,0.748,0.75057,0.74791,0.74846,0.745342,0.750347453,0.740336547,0.757855632,0.732828368,0.755352905,0.735331095
1484532000,0.74846,0.7487,0.74685,0.74772,0.745899,0.750502088,0.741295912,0.75740672,0.73439128,0.755105176,0.736692824
1484546400,0.74772,0.74844,0.7458,0.74699,0.7464265,0.750488032,0.742364968,0.75658033,0.73627267,0.754549564,0.738303436
1484560800,0.74699,0.74806,0.74621,0.74711,0.7468895,0.750442979,0.743336021,0.755773198,0.738005802,0.753996458,0.739782542
1484575200,0.74711,0.74796,0.74666,0.74791,0.747382,0.75030411,0.74445989,0.754687275,0.740076725,0.75322622,0.74153778
1484589600,0.74791,0.74856,0.74698,0.74757,0.7478545,0.749861489,0.745847511,0.752871972,0.742837028,0.751868478,0.743840522
1484604000,0.74757,0.74832,0.74651,0.74653,0.7480255,0.749746245,0.746304755,0.752327364,0.743723636,0.751466991,0.744584009
1484618400,0.74653,0.75363,0.74646,0.75293,0.7484685,0.750253191,0.746683809,0.752930228,0.744006772,0.752037882,0.744899118
1484632800,0.75293,0.75486,0.75111,0.75373,0.748927,0.750823115,0.747030885,0.753667287,0.744186713,0.752719229,0.745134771
1484647200,0.75373,0.75624,0.75299,0.75434,0.749298,0.751470841,0.747125159,0.754730101,0.743865899,0.753643681,0.744952319
1484661600,0.75434,0.75571,0.75351,0.75454,0.7495005,0.751946541,0.747054459,0.755615602,0.743385398,0.754392581,0.744608419
1484676000,0.75454,0.75693,0.75441,0.75669,0.749847,0.752752879,0.746941121,0.757111697,0.742582303,0.755658757,0.744035243
1484690400,0.75669,0.75669,0.754,0.75472,0.750049,0.753140268,0.746957732,0.75777717,0.74232083,0.756231536,0.743866464
1484704800,0.75472,0.75552,0.75395,0.75439,0.750356,0.753556326,0.747155674,0.758356814,0.742355186,0.756756651,0.743955349
1484719200,0.75439,0.75602,0.75396,0.7553,0.7506,0.753977055,0.747222945,0.759042637,0.742157363,0.75735411,0.74384589
1484733600,0.7553,0.75584,0.75427,0.7544,0.7509125,0.754337222,0.747487778,0.759474304,0.742350696,0.757761943,0.744063057
1484748000,0.7544,0.75662,0.75389,0.75407,0.751155,0.754622733,0.747687267,0.759824334,0.742485666,0.758090467,0.744219533
1484762400,0.75407,0.75421,0.75027,0.75048,0.7512955,0.75467499,0.74791601,0.759744226,0.742846774,0.758054481,0.744536519
