time,open,high,low,close
2012.01.17,0.81132,0.81133,0.811,0.811
2012.01.17,0.81098,0.81141,0.81059,0.81059
2012.01.17,0.8106,0.81259,0.8106,0.81193
2012.01.17,0.81189,0.81227,0.81131,0.81181
2012.01.18,0.81179,0.81237,0.81108,0.812
2012.01.18,0.81194,0.81223,0.81163,0.81202
2012.01.18,0.81205,0.81257,0.81198,0.81253
2012.01.18,0.81252,0.81313,0.81205,0.81294
2012.01.18,0.81296,0.81324,0.81237,0.81319
2012.01.18,0.81318,0.81376,0.81295,0.81373
2012.01.18,0.81377,0.81429,0.81365,0.8142
2012.01.18,0.81427,0.81516,0.81422,0.81483
2012.01.18,0.81484,0.81501,0.814,0.81464
2012.01.18,0.81465,0.81476,0.81378,0.81443
2012.01.18,0.81443,0.81461,0.81348,0.81364
2012.01.18,0.81366,0.81671,0.81365,0.81601
2012.01.18,0.81603,0.81643,0.8153,0.81615
2012.01.18,0.81622,0.81655,0.81512,0.81635
2012.01.18,0.81636,0.81709,0.81608,0.81668
2012.01.18,0.8167,0.81835,0.81626,0.81831
2012.01.18,0.8183,0.81896,0.8155,0.81627
2012.01.18,0.81627,0.81702,0.8159,0.81662
2012.01.18,0.8166,0.81779,0.8161,0.81726
2012.01.18,0.81726,0.81757,0.81625,0.81657
2012.01.18,0.81658,0.81733,0.81603,0.8166
2012.01.18,0.81661,0.81683,0.81576,0.8158
2012.01.18,0.81579,0.81625,0.81181,0.8126
2012.01.18,0.81262,0.81269,0.81075,0.81144
2012.01.19,0.81143,0.81251,0.81104,0.81194
2012.01.19,0.81191,0.81289,0.81108,0.81109
2012.01.19,0.81113,0.81119,0.80993,0.81053
2012.01.19,0.81051,0.8106,0.80939,0.80973
2012.01.19,0.80969,0.81075,0.80931,0.81034
2012.01.19,0.81036,0.8105,0.80986,0.81001
2012.01.19,0.81002,0.811,0.8094,0.8096
2012.01.19,0.80959,0.8101,0.8094,0.80961
2012.01.19,0.80954,0.81009,0.80885,0.80988
2012.01.19,0.80979,0.81039,0.80927,0.80973
2012.01.19,0.80969,0.8098,0.80854,0.80855
2012.01.19,0.80856,0.80886,0.80805,0.80815
2012.01.19,0.80815,0.80845,0.80735,0.80805
2012.01.19,0.80802,0.8083,0.8069,0.80763
2012.01.19,0.80762,0.80851,0.80712,0.80818
2012.01.19,0.80817,0.80914,0.80792,0.80819
2012.01.19,0.80819,0.80901,0.80742,0.8083
2012.01.19,0.80832,0.80971,0.80716,0.80919
2012.01.19,0.80916,0.81,0.80859,0.80978
2012.01.19,0.80978,0.81079,0.8097,0.81053
2012.01.19,0.81048,0.81101,0.80995,0.81065
2012.01.19,0.81063,0.81146,0.81055,0.81125
2012.01.19,0.81126,0.81207,0.81108,0.81142
2012.01.19,0.81141,0.81217,0.80983,0.81139
2012.01.20,0.81138,0.81153,0.81095,0.81151
2012.01.20,0.8115,0.81191,0.81134,0.81168
2012.01.20,0.81166,0.81255,0.81138,0.81235
2012.01.20,0.81242,0.81242,0.81162,0.81164
2012.01.20,0.81165,0.81221,0.81148,0.81178
2012.01.20,0.81176,0.8123,0.81171,0.81176
2012.01.20,0.81174,0.81254,0.81174,0.81242
2012.01.20,0.81244,0.81307,0.812,0.81294
2012.01.20,0.81297,0.81297,0.8118,0.8122
2012.01.20,0.81221,0.81239,0.811,0.81168
2012.01.20,0.81163,0.81269,0.81143,0.8123
2012.01.20,0.81227,0.8128,0.81188,0.81251
2012.01.20,0.8125,0.81342,0.81235,0.813
2012.01.20,0.81295,0.81475,0.81291,0.81359
2012.01.20,0.81356,0.81634,0.81313,0.81593
2012.01.20,0.81609,0.817,0.81564,0.8161
2012.01.20,0.81608,0.8162,0.81472,0.81516
2012.01.20,0.81513,0.81702,0.81477,0.81696
2012.01.20,0.81695,0.817,0.81569,0.81614
2012.01.20,0.81605,0.81657,0.81582,0.81605
2012.01.20,0.81617,0.8167,0.81563,0.81629
2012.01.20,0.81628,0.81654,0.81563,0.81625
2012.01.20,0.81625,0.81669,0.81498,0.81626
2012.01.20,0.81635,0.81642,0.81626,0.81634
2012.01.23,0.81721,0.81825,0.81622,0.81651
2012.01.23,0.81653,0.81737,0.81635,0.81677
2012.01.23,0.81674,0.81728,0.8165,0.81688
2012.01.23,0.8169,0.81761,0.8168,0.81739
2012.01.23,0.81737,0.81784,0.81728,0.81751
2012.01.23,0.8175,0.81785,0.81699,0.81748
2012.01.23,0.8175,0.818,0.8171,0.81754
2012.01.23,0.81756,0.81757,0.8164,0.81742
2012.01.23,0.81746,0.8182,0.8171,0.81759
2012.01.23,0.8176,0.81845,0.81734,0.81837
2012.01.23,0.8184,0.81853,0.8174,0.81813
2012.01.23,0.81815,0.8198,0.81802,0.81961
2012.01.23,0.81961,0.82012,0.81912,0.8198
2012.01.23,0.81978,0.82029,0.8189,0.81927
2012.01.23,0.81923,0.82021,0.8188,0.81916
2012.01.23,0.81917,0.8194,0.81764,0.81793
2012.01.23,0.81792,0.8185,0.81593,0.81624
2012.01.23,0.81633,0.81709,0.81602,0.81677
2012.01.23,0.81643,0.817,0.81572,0.81676
2012.01.23,0.81674,0.817,0.81574,0.81675
2012.01.23,0.81675,0.81675,0.81585,0.81632
2012.01.23,0.81635,0.81645,0.81557,0.81582
2012.01.23,0.81581,0.8167,0.81532,0.81664
2012.01.23,0.81665,0.81685,0.81559,0.8167
2012.01.24,0.81672,0.81689,0.81599,0.81663
2012.01.24,0.81662,0.81752,0.81653,0.81734
2012.01.24,0.81733,0.81748,0.81689,0.81709
2012.01.24,0.81708,0.8174,0.81622,0.81642
2012.01.24,0.81644,0.81654,0.81565,0.81587
2012.01.24,0.81588,0.81678,0.81574,0.81676
2012.01.24,0.81677,0.81712,0.81648,0.817
2012.01.24,0.8165,0.81709,0.81644,0.81655
2012.01.24,0.81649,0.817,0.81595,0.81689
2012.01.24,0.81685,0.817,0.81516,0.8157
2012.01.24,0.81577,0.81708,0.81447,0.81655
2012.01.24,0.81658,0.81725,0.81616,0.81693
2012.01.24,0.81689,0.81818,0.81674,0.81765
2012.01.24,0.81767,0.81848,0.81695,0.81733
2012.01.24,0.81732,0.81866,0.81611,0.81621
2012.01.24,0.81625,0.81721,0.81591,0.81628
2012.01.24,0.81626,0.81755,0.81601,0.81735
2012.01.24,0.81733,0.81735,0.81629,0.81655
2012.01.24,0.81661,0.81786,0.81617,0.81774
2012.01.24,0.81769,0.81817,0.81736,0.81805
2012.01.24,0.81774,0.81825,0.81759,0.81819
2012.01.24,0.8182,0.81841,0.81754,0.81766
2012.01.24,0.81767,0.81885,0.81761,0.8185
2012.01.24,0.81848,0.81866,0.8176,0.81831
2012.01.25,0.81829,0.8186,0.81771,0.81811
2012.01.25,0.81809,0.81841,0.817,0.81747
2012.01.25,0.81749,0.81785,0.81705,0.81728
2012.01.25,0.8173,0.81903,0.81728,0.81844
2012.01.25,0.81843,0.81944,0.81828,0.81868
2012.01.25,0.81869,0.81903,0.81796,0.8183
2012.01.25,0.81846,0.8187,0.81786,0.81839
2012.01.25,0.81832,0.819,0.81814,0.81859
2012.01.25,0.81858,0.82,0.81856,0.8195
2012.01.25,0.81948,0.82017,0.81916,0.8197
2012.01.25,0.81969,0.81977,0.81771,0.81778
2012.01.25,0.81775,0.81828,0.8157,0.81574
2012.01.25,0.81573,0.81704,0.81554,0.81632
2012.01.25,0.81632,0.81702,0.81582,0.81663
2012.01.25,0.81664,0.81684,0.81519,0.81524
2012.01.25,0.81526,0.81578,0.81454,0.81492
2012.01.25,0.81502,0.81527,0.81417,0.81489
2012.01.25,0.81493,0.81525,0.81418,0.81464
2012.01.25,0.81464,0.81697,0.81394,0.81596
2012.01.25,0.81595,0.81845,0.81569,0.81829
2012.01.25,0.81829,0.8183,0.81675,0.81744
2012.01.25,0.81757,0.82147,0.81736,0.8201
2012.01.25,0.82011,0.82116,0.81935,0.81984
2012.01.25,0.81982,0.81995,0.81885,0.8196
2012.01.26,0.81967,0.82089,0.81944,0.82055
2012.01.26,0.82039,0.8207,0.82009,0.82015
2012.01.26,0.82017,0.82051,0.81968,0.81979
2012.01.26,0.81981,0.82009,0.81876,0.81911
2012.01.26,0.81909,0.81945,0.8186,0.81895
2012.01.26,0.81896,0.81929,0.81876,0.8192
2012.01.26,0.81922,0.8203,0.8191,0.82024
2012.01.26,0.82016,0.82035,0.81968,0.82031
2012.01.26,0.82039,0.82246,0.82038,0.82183
2012.01.26,0.82182,0.822,0.81993,0.82034
2012.01.26,0.82036,0.82185,0.82,0.82158
2012.01.26,0.82159,0.82235,0.82112,0.82169
2012.01.26,0.8217,0.82285,0.82142,0.82266
2012.01.26,0.82254,0.82265,0.8212,0.82157
2012.01.26,0.82155,0.82231,0.82149,0.8221
2012.01.26,0.82208,0.823,0.82147,0.82209
2012.01.26,0.82199,0.82283,0.82056,0.8208
2012.01.26,0.82079,0.8214,0.81987,0.81996
2012.01.26,0.81995,0.82081,0.8186,0.81889
2012.01.26,0.81883,0.8195,0.81831,0.81939
2012.01.26,0.81935,0.81988,0.8191,0.8197
2012.01.26,0.81971,0.82017,0.81937,0.8198
2012.01.26,0.81981,0.82231,0.8197,0.82228
2012.01.26,0.82233,0.82339,0.82158,0.82186
2012.01.27,0.82186,0.823,0.82184,0.82218
2012.01.27,0.82219,0.82248,0.82104,0.82106
2012.01.27,0.82107,0.82204,0.82083,0.82187
2012.01.27,0.82188,0.82236,0.82149,0.8221
2012.01.27,0.82209,0.82313,0.82186,0.82243
2012.01.27,0.82244,0.82448,0.82241,0.82374
2012.01.27,0.82376,0.8245,0.82375,0.82407
2012.01.27,0.82406,0.82443,0.82355,0.82406
2012.01.27,0.82407,0.82438,0.82321,0.82381
2012.01.27,0.82382,0.825,0.82368,0.8244
2012.01.27,0.82438,0.82488,0.82393,0.82448
2012.01.27,0.82448,0.82479,0.82302,0.8237
2012.01.27,0.82369,0.824,0.82299,0.82388
2012.01.27,0.82385,0.82418,0.82338,0.82403
2012.01.27,0.82402,0.82409,0.82262,0.82278
2012.01.27,0.82283,0.82382,0.82232,0.82305
2012.01.27,0.82308,0.82376,0.8213,0.82321
2012.01.27,0.82329,0.82461,0.82323,0.82452
2012.01.27,0.82448,0.82479,0.824,0.82408
2012.01.27,0.82407,0.8248,0.82362,0.824
2012.01.27,0.82409,0.82463,0.82348,0.82427
2012.01.27,0.82421,0.82461,0.82369,0.82423
2012.01.27,0.82433,0.82571,0.82321,0.82556
2012.01.27,0.82552,0.82554,0.82548,0.82552
2012.01.30,0.82383,0.82459,0.8237,0.82395
2012.01.30,0.82384,0.82453,0.8234,0.82389
2012.01.30,0.82388,0.82406,0.82254,0.82254
2012.01.30,0.82256,0.82299,0.82207,0.82265
2012.01.30,0.82262,0.82319,0.8223,0.82302
2012.01.30,0.823,0.82304,0.82241,0.82293
2012.01.30,0.82321,0.82336,0.82253,0.82276
2012.01.30,0.82283,0.82384,0.82263,0.82276
2012.01.30,0.82282,0.82352,0.8226,0.82285
2012.01.30,0.82295,0.82336,0.82194,0.82224
2012.01.30,0.82222,0.82231,0.82134,0.82145
2012.01.30,0.82152,0.82287,0.82113,0.82205
2012.01.30,0.82205,0.82262,0.8217,0.82238
2012.01.30,0.8224,0.82278,0.8214,0.82159
2012.01.30,0.82166,0.82184,0.82061,0.82099
2012.01.30,0.82096,0.82229,0.82035,0.82144
2012.01.30,0.82143,0.822,0.82059,0.82121
2012.01.30,0.82125,0.82296,0.82112,0.82197
2012.01.30,0.82198,0.823,0.82171,0.82245
2012.01.30,0.82243,0.82332,0.82213,0.82289
2012.01.30,0.8227,0.82279,0.8215,0.82181
2012.01.30,0.82175,0.82209,0.8205,0.82053
2012.01.30,0.82051,0.82058,0.81936,0.81985
2012.01.30,0.81984,0.82027,0.8185,0.82027
2012.01.31,0.82029,0.82089,0.81987,0.82045
2012.01.31,0.82044,0.82268,0.81997,0.82238
2012.01.31,0.8224,0.82244,0.82154,0.82191
2012.01.31,0.8219,0.8237,0.82161,0.8234
2012.01.31,0.82339,0.82348,0.82278,0.82283
2012.01.31,0.82287,0.82399,0.82283,0.82395
2012.01.31,0.82397,0.82425,0.82295,0.82339
2012.01.31,0.82336,0.82376,0.82291,0.82302
2012.01.31,0.82299,0.82322,0.82243,0.82294
2012.01.31,0.82296,0.82547,0.82247,0.82523
2012.01.31,0.82525,0.82805,0.82511,0.82767
