time,open,high,low,close,basic,upper,lower,%K,%D
2022-01-01T16:30:00+07:00,3724.88,3724.88,3711.66,3718.42,3723.156,3747.05034,3699.26166,64.83491952,60.2563952
2022-01-01T17:00:00+07:00,3719.88,3732.14,3690,3694.75,3723.014,3747.539801,3698.488199,45.46647027,59.01548293
2022-01-01T17:30:00+07:00,3688.13,3705.53,3676.5,3694.61,3721.5115,3748.95782,3694.06518,32.25374081,47.51837687
2022-01-01T18:00:00+07:00,3691.3,3710.29,3691.3,3707.47,3719.968,3746.922851,3693.013149,33.02829975,36.91617028
2022-01-01T18:30:00+07:00,3703.4,3710.38,3694,3696.62,3718.441,3747.005277,3689.876723,41.36610552,35.54938203
2022-01-01T19:00:00+07:00,3696.48,3709.43,3696.36,3702,3717.0315,3745.917909,3688.145091,45.88425593,40.09288707
2022-01-01T19:30:00+07:00,3702,3718.97,3702,3716.47,3716.3765,3744.684252,3688.068748,58.70162166,48.65066104
2022-01-01T20:00:00+07:00,3718.67,3725,3708.34,3716.45,3715.653,3743.165423,3688.140577,71.52430329,58.70339363
2022-01-01T20:30:00+07:00,3716.44,3722.07,3708.51,3713.18,3715.122,3742.393853,3687.850147,76.87117991,69.03236829
2022-01-01T21:00:00+07:00,3711.99,3713.9,3704.8,3711.82,3714.884,3742.18387,3687.58413,63.49349826,70.62966049
2022-01-01T21:30:00+07:00,3710.46,3711.83,3696,3698.39,3714.393,3742.496746,3686.289254,41.36426466,60.57631428
2022-01-01T22:00:00+07:00,3697.31,3712.08,3693,3711.62,3712.424,3734.959219,3689.888781,40.13644208,48.33140167
2022-01-01T22:30:00+07:00,3714.55,3745.96,3714.53,3727.27,3711.9135,3732.536637,3691.290363,43.71269794,41.73780156
2022-01-01T23:00:00+07:00,3725.59,3748.34,3718.86,3748.34,3713.0055,3738.370214,3687.640786,74.29890483,52.71601495
2022-01-01T23:30:00+07:00,3747.75,3748.6,3725.34,3728.82,3713.9175,3740.164115,3687.670885,76.37789164,64.79649814
2022-01-02T00:00:00+07:00,3731.97,3737.8,3730.25,3737.8,3715.4535,3743.456573,3687.450427,81.66666667,77.44782105
2022-01-02T00:30:00+07:00,3736.98,3764.83,3736.98,3762.6,3717.925,3752.612958,3683.237042,80.1888668,79.4111417
2022-01-02T01:00:00+07:00,3765.34,3767.21,3748.53,3750.13,3719.1815,3756.522638,3681.840362,80.27213007,80.70922118
2022-01-02T01:30:00+07:00,3751.42,3758.15,3740.61,3754.3,3720.7455,3761.09759,3680.39341,76.4691061,78.97670099
2022-01-02T02:00:00+07:00,3756.17,3758.62,3740,3744.28,3721.767,3763.395888,3680.138112,57.26689154,71.33604257
2022-01-02T02:30:00+07:00,3745.69,3750.51,3736.26,3750.5,3723.371,3766.793916,3679.948084,51.04537247,61.59379003
2022-01-02T03:00:00+07:00,3747.32,3754.45,3741.19,3754.44,3726.3555,3769.704604,3683.006396,47.56985094,51.96070498
2022-01-02T03:30:00+07:00,3753.55,3777.4,3753.55,3765.58,3729.904,3773.891889,3685.916111,58.67281141,52.42934494
2022-01-02T04:00:00+07:00,3765.67,3777.73,3761.37,3764.54,3732.7575,3777.94199,3687.57301,66.06753876,57.4367337
2022-01-02T04:30:00+07:00,3764.93,3768.25,3747.47,3749.42,3735.3975,3777.919303,3692.875697,57.06549889,60.60194969
2022-01-02T05:00:00+07:00,3749.42,3757.28,3741.19,3757.2,3738.1575,3778.77307,3697.54193,47.9142186,57.01575208
2022-01-02T05:30:00+07:00,3757.26,3765.04,3755.02,3760.34,3740.351,3780.782694,3699.919306,42.65236679,49.21069476
2022-01-02T06:00:00+07:00,3758.02,3758.02,3747.34,3756.75,3742.366,3781.837697,3702.894303,46.26892903,45.61183814
2022-01-02T06:30:00+07:00,3757.66,3772.52,3753.22,3768.13,3745.1135,3783.716765,3706.510235,60.32655362,49.74928315
2022-01-02T07:00:00+07:00,3769.81,3771.06,3754.38,3764.99,3747.772,3784.093691,3711.450309,68.17895649,58.25814638
