time,open,high,low,close,Basis90,Upper90,Lower90,Basis20,Upper20,Lower20,RSI
2022-07-02T02:15:00+07:00,0.65428,0.6544,0.65387,0.65402,0.654289667,0.659519954,0.649059379,0.653612,0.655121471,0.652102529,54.70033979
2022-07-02T02:30:00+07:00,0.65402,0.65451,0.65402,0.65447,0.654243778,0.659393845,0.64909371,0.6536805,0.655214951,0.652146049,58.33572264
2022-07-02T02:45:00+07:00,0.65447,0.65454,0.654,0.65442,0.654195111,0.659254012,0.649136211,0.653796,0.65518065,0.65241135,57.78086519
2022-07-02T03:00:00+07:00,0.65442,0.65459,0.65408,0.65411,0.654143444,0.659108923,0.649177966,0.6538615,0.655173526,0.652549474,54.33048615
2022-07-02T03:15:00+07:00,0.65411,0.65417,0.65359,0.65364,0.654083667,0.65894124,0.649226093,0.653871,0.655173688,0.652568312,49.50386997
2022-07-02T03:30:00+07:00,0.65364,0.65402,0.65362,0.65385,0.654029444,0.65878625,0.649272638,0.653904,0.655168902,0.652639098,51.57393722
2022-07-02T03:45:00+07:00,0.65385,0.65414,0.6537,0.65375,0.653972222,0.658615847,0.649328597,0.653927,0.655162801,0.652691199,50.51203001
2022-07-04T04:00:00+07:00,0.65375,0.65396,0.65366,0.65379,0.653917444,0.658450753,0.649384136,0.6539465,0.655160539,0.652732461,50.94710647
2022-07-04T04:15:00+07:00,0.65379,0.6543,0.6536,0.65407,0.653864778,0.658278048,0.649451508,0.653968,0.655174774,0.652761226,53.99601322
2022-07-04T04:30:00+07:00,0.65407,0.65441,0.65375,0.65381,0.653807444,0.658085945,0.649528944,0.6539905,0.655167504,0.652813496,50.83626042
2022-07-04T04:45:00+07:00,0.65381,0.65395,0.65349,0.65384,0.653750556,0.657887308,0.649613803,0.654052,0.655048787,0.653055213,51.1911738
2022-07-04T05:00:00+07:00,0.65384,0.65449,0.65339,0.65412,0.653696556,0.657682995,0.649710116,0.654106,0.654988052,0.653223948,54.49316242
2022-07-04T05:15:00+07:00,0.65412,0.65426,0.65395,0.65413,0.653644444,0.65748144,0.649807449,0.6541515,0.654934348,0.653368652,54.61126298
2022-07-04T05:30:00+07:00,0.65413,0.65418,0.65344,0.65379,0.653587,0.657255037,0.649918963,0.6541455,0.654937446,0.653353554,49.87215067
2022-07-04T05:45:00+07:00,0.65379,0.65438,0.65372,0.65434,0.653533222,0.657008539,0.650057905,0.654164,0.65495597,0.65337203,56.45510028
2022-07-04T06:00:00+07:00,0.65434,0.65458,0.65421,0.65431,0.653484222,0.656785641,0.650182803,0.6541565,0.65493991,0.65337309,56.02293432
2022-07-04T06:15:00+07:00,0.65431,0.65447,0.65409,0.65422,0.653437222,0.656570693,0.650303751,0.654123,0.654831833,0.653414167,54.6708337
2022-07-04T06:30:00+07:00,0.65422,0.65424,0.65348,0.6535,0.653388,0.656373299,0.650402701,0.6540345,0.654568933,0.653500067,45.25992323
2022-07-04T06:45:00+07:00,0.6535,0.65359,0.65299,0.65311,0.653337444,0.65618246,0.650492429,0.6539785,0.654639084,0.653317916,41.12991816
2022-07-04T07:00:00+07:00,0.65311,0.65418,0.65307,0.65418,0.653298778,0.655998641,0.650598915,0.6539735,0.654626348,0.653320652,53.63147062
2022-07-04T07:15:00+07:00,0.65418,0.65426,0.6537,0.65395,0.653260556,0.655821483,0.650699628,0.65397,0.654622564,0.653317436,51.1185621
2022-07-04T07:30:00+07:00,0.65395,0.65426,0.65393,0.65401,0.653217222,0.655586828,0.650847616,0.653947,0.654558591,0.653335409,51.75364379
2022-07-04T07:45:00+07:00,0.65401,0.65412,0.65339,0.65347,0.653174444,0.655379536,0.650969353,0.6538995,0.654504297,0.653294703,45.96543505
2022-07-04T08:00:00+07:00,0.65347,0.6535,0.65285,0.65293,0.653131333,0.655197783,0.651064883,0.6538405,0.654569183,0.653111817,41.02427571
2022-07-04T08:15:00+07:00,0.65293,0.65304,0.65183,0.65189,0.653074889,0.654990888,0.65115889,0.653753,0.654872466,0.652633534,33.54514083
2022-07-04T08:30:00+07:00,0.65189,0.65252,0.65118,0.65251,0.653043222,0.65490041,0.651186035,0.653686,0.654927924,0.652444076,40.50835072
2022-07-04T08:45:00+07:00,0.65251,0.65328,0.6522,0.65279,0.653031111,0.654880513,0.651181709,0.653638,0.654939116,0.652336884,43.39306882
2022-07-04T09:00:00+07:00,0.65279,0.65308,0.65234,0.65281,0.653019111,0.654860062,0.651178161,0.653589,0.654936515,0.652241485,43.60342571
2022-07-04T09:15:00+07:00,0.65281,0.65282,0.65237,0.65243,0.653008778,0.654852397,0.651165159,0.653507,0.654925197,0.652088803,40.5222335
2022-07-04T09:30:00+07:00,0.65243,0.65283,0.65228,0.65228,0.653000444,0.654850374,0.651150515,0.6534305,0.654937357,0.651923643,39.34047133
2022-07-04T09:45:00+07:00,0.65228,0.65256,0.65206,0.65239,0.653001222,0.654850065,0.651152379,0.653358,0.654917674,0.651798326,40.70610064
2022-07-04T10:00:00+07:00,0.65239,0.65299,0.65232,0.65295,0.653002667,0.654851144,0.651154189,0.6532995,0.654827917,0.651771083,47.220563
2022-07-04T10:15:00+07:00,0.65295,0.65318,0.6528,0.65308,0.653006778,0.654854279,0.651159277,0.653247,0.654729135,0.651764865,48.63149316
2022-07-04T10:30:00+07:00,0.65308,0.65313,0.65271,0.65286,0.653012222,0.654855067,0.651169377,0.6532005,0.654669874,0.651731126,46.37225015
2022-07-04T10:45:00+07:00,0.65286,0.6531,0.65258,0.65271,0.653015,0.654855259,0.651174741,0.653119,0.654504971,0.651733029,44.84260928
2022-07-04T11:00:00+07:00,0.65271,0.65317,0.65264,0.65301,0.653025,0.654855233,0.651194767,0.653054,0.654327851,0.651780149,48.50143022
2022-07-04T11:15:00+07:00,0.65301,0.65338,0.65296,0.65314,0.653031778,0.654859144,0.651204412,0.653,0.654157843,0.651842157,50.04774989
2022-07-04T11:30:00+07:00,0.65314,0.6536,0.65312,0.65354,0.653040667,0.654870051,0.651211282,0.653002,0.654163423,0.651840577,54.56804566
2022-07-04T11:45:00+07:00,0.65354,0.65377,0.6535,0.65374,0.653047556,0.654882743,0.651212368,0.6530335,0.654238295,0.651828705,56.67893566
2022-07-04T12:00:00+07:00,0.65374,0.65453,0.65374,0.6545,0.653063444,0.654923724,0.651203165,0.6530495,0.654321404,0.651777596,63.60001287
2022-07-04T12:15:00+07:00,0.6545,0.65467,0.65422,0.65445,0.653092778,0.654956328,0.651229228,0.6530745,0.654432933,0.651716067,62.8881692
