time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA30,ParabolicSAR,%K,%D
2021-07-06T08:00:00+07:00,0.85588,0.8559,0.85493,0.85543,0.858238691,0.858124475,0.858038135,0.857974756,0.857863809,0.859247049,7.853563008,9.249058908
2021-07-06T12:00:00+07:00,0.85543,0.85636,0.85478,0.85487,0.858164654,0.858038831,0.857934261,0.857839766,0.85767066,0.858642663,8.614629898,7.298818637
2021-07-06T16:00:00+07:00,0.85487,0.85565,0.85354,0.8539,0.858070925,0.857929915,0.85780199,0.857668472,0.857427392,0.858024637,11.17276943,9.213654113
2021-07-06T20:00:00+07:00,0.8539,0.85764,0.85382,0.85739,0.85805596,0.857915706,0.857788482,0.857656365,0.857424979,0.85354,36.0878864,18.62509524
2021-07-07T00:00:00+07:00,0.85739,0.85754,0.85619,0.85636,0.858018686,0.857874767,0.857741647,0.857600001,0.857356271,0.85354,57.71601437,34.9922234
2021-07-07T04:00:00+07:00,0.85636,0.85684,0.85588,0.85675,0.857990803,0.857845168,0.857709134,0.857563044,0.857317157,0.853622,80.32520325,58.04303467
2021-07-07T08:00:00+07:00,0.85675,0.85698,0.85629,0.85665,0.857961335,0.857813716,0.857674408,0.857523347,0.857274114,0.85370236,74.30894309,70.7833869
2021-07-07T12:00:00+07:00,0.85665,0.85813,0.85607,0.85807,0.857963723,0.85782046,0.857687379,0.857547114,0.857325462,0.853781113,84.25141003,79.62851879
2021-07-07T16:00:00+07:00,0.85807,0.85829,0.85442,0.85486,0.857895509,0.857742553,0.857594678,0.857430283,0.8571664,0.853955068,61.9436854,73.50134617
2021-07-07T20:00:00+07:00,0.85486,0.85699,0.85434,0.85526,0.857837586,0.857677223,0.857518131,0.857335923,0.857043406,0.854215164,44.42284564,63.53931369
2021-07-08T00:00:00+07:00,0.85526,0.85581,0.85394,0.85395,0.857752144,0.857579138,0.857401143,0.857188709,0.856843832,0.85829,11.63017778,39.33223627
2021-07-08T04:00:00+07:00,0.85395,0.85504,0.85365,0.85504,0.857692537,0.857512319,0.857323728,0.857095287,0.856727455,0.858203,17.82597362,24.62633235
2021-07-08T08:00:00+07:00,0.85504,0.85566,0.85481,0.85563,0.857647206,0.857462784,0.857268196,0.857031579,0.856656652,0.85802088,24.28639847,17.91418329
2021-07-08T12:00:00+07:00,0.85563,0.85805,0.85561,0.85755,0.85764507,0.857465079,0.857277436,0.857054119,0.856714287,0.85365,53.75522466,31.95586558
2021-07-08T16:00:00+07:00,0.85755,0.86145,0.85741,0.86119,0.857722981,0.857563103,0.857405717,0.85723394,0.857003043,0.853738,75.9918147,51.34447928
2021-07-08T20:00:00+07:00,0.86119,0.86181,0.85949,0.85994,0.857771706,0.857625653,0.857488808,0.857351595,0.857192524,0.85404648,87.46212121,72.40305352
2021-07-09T00:00:00+07:00,0.85994,0.86017,0.85861,0.85878,0.857793867,0.857656031,0.857531142,0.857413699,0.857294942,0.854512291,76.82142857,80.09178816
2021-07-09T04:00:00+07:00,0.85878,0.85933,0.85843,0.85877,0.85781532,0.857685346,0.85757176,0.857472669,0.857390107,0.854950154,61.58845366,75.29066781
2021-07-09T08:00:00+07:00,0.85877,0.85968,0.85874,0.85893,0.857839819,0.8577181,0.857616293,0.857536031,0.857489455,0.855361745,47.40916073,61.93968099
2021-07-09T12:00:00+07:00,0.85893,0.85968,0.85843,0.85878,0.857860482,0.857746045,0.857654447,0.857590117,0.857572716,0.85574864,31.95607536,46.98456325
2021-07-09T16:00:00+07:00,0.85878,0.85961,0.85704,0.85751,0.857852779,0.857739833,0.857649711,0.857586633,0.85756867,0.856112321,19.97215286,33.11246298
2021-07-09T20:00:00+07:00,0.85751,0.85818,0.85557,0.85638,0.85782041,0.857704048,0.857608081,0.857534171,0.857491981,0.86181,15.02634441,22.31819087
2021-07-10T00:00:00+07:00,0.85638,0.85646,0.85348,0.85379,0.85773183,0.857601047,0.857482898,0.857371381,0.857253144,0.8616852,13.24133455,16.07994394
2021-07-12T04:00:00+07:00,0.8542,0.85511,0.85383,0.85429,0.857656185,0.857513914,0.857378213,0.857237408,0.857061973,0.861356992,12.59084844,13.61950913
2021-07-12T08:00:00+07:00,0.85429,0.85477,0.85358,0.85432,0.857582862,0.857429863,0.857277944,0.857110564,0.856885072,0.861041912,10.58920521,12.14046273
2021-07-12T12:00:00+07:00,0.85432,0.85665,0.85393,0.85644,0.857557745,0.857403814,0.85725047,0.857081409,0.856856357,0.860739436,29.91544635,17.6985
2021-07-12T16:00:00+07:00,0.85644,0.85653,0.85482,0.85602,0.857523948,0.857367398,0.857210127,0.857035261,0.856802399,0.860449058,52.26933529,30.92466228
2021-07-12T20:00:00+07:00,0.85602,0.85649,0.85369,0.8542,0.857450894,0.857284046,0.857111434,0.856911989,0.856634502,0.860170296,54.4334487,45.53941011
2021-07-13T00:00:00+07:00,0.8542,0.85477,0.85364,0.85364,0.857367138,0.85718815,0.856997617,0.856769728,0.856441308,0.859902684,34.0920067,46.9315969
2021-07-13T04:00:00+07:00,0.85364,0.85441,0.85345,0.85414,0.857296212,0.857107935,0.856903924,0.856655392,0.856292837,0.859645777,14.57077904,34.36541148
2021-07-13T08:00:00+07:00,0.85414,0.8545,0.8537,0.85391,0.85722179,0.857023779,0.856805763,0.856536027,0.856139106,0.85927403,12.81732078,20.49336884
2021-07-13T12:00:00+07:00,0.85391,0.85541,0.85391,0.85489,0.857170542,0.856967627,0.856742951,0.856464461,0.856058518,0.858924588,27.95532866,18.44780949
2021-07-13T16:00:00+07:00,0.85489,0.85578,0.8541,0.85461,0.857114266,0.856905584,0.856673018,0.856383832,0.855965065,0.858596113,37.36296457,26.04520467
2021-07-13T20:00:00+07:00,0.85461,0.85499,0.85259,0.85279,0.857019227,0.856797279,0.856545706,0.856227579,0.855760222,0.858287346,34.47447375,33.26425566
2021-07-14T00:00:00+07:00,0.85279,0.85308,0.8522,0.85224,0.856914189,0.856677351,0.856404535,0.856054206,0.855533111,0.857831559,19.05743955,30.29829262
2021-07-14T04:00:00+07:00,0.85224,0.85305,0.85197,0.85294,0.856826845,0.856579,0.856290944,0.855918805,0.855365814,0.857268403,10.94874283,21.49355204
2021-07-14T08:00:00+07:00,0.85294,0.85297,0.85231,0.8526,0.856733947,0.856474289,0.85616993,0.85577451,0.855187374,0.856632594,14.3706897,14.79229069
2021-07-14T12:00:00+07:00,0.8526,0.85274,0.85073,0.85102,0.856608366,0.856330755,0.856001079,0.855567792,0.854918511,0.856073083,16.2674208,13.86228444
2021-07-14T16:00:00+07:00,0.85102,0.85208,0.85033,0.85138,0.856493456,0.856200472,0.855849569,0.855385714,0.85469022,0.855325051,20.50825433,17.04878827
2021-07-14T20:00:00+07:00,0.85138,0.85416,0.85102,0.85405,0.856439754,0.856143881,0.855790566,0.855327639,0.854648916,0.854525843,47.37242242,28.04936585
2021-07-15T00:00:00+07:00,0.85405,0.85434,0.85332,0.85367,0.85637888,0.856078779,0.85572104,0.855255568,0.85458576,0.85033,72.86717536,46.9159507
2021-07-15T04:00:00+07:00,0.85367,0.85533,0.85359,0.85495,0.856347476,0.856049074,0.85569576,0.855242282,0.854609259,0.8504102,90.93990264,70.39316681
2021-07-15T08:00:00+07:00,0.85495,0.85549,0.85483,0.85508,0.85631962,0.856023572,0.855675571,0.855235227,0.85463963,0.850606992,89.24867805,84.35191868
2021-07-15T12:00:00+07:00,0.85508,0.85679,0.85368,0.85584,0.856309079,0.856018741,0.855680962,0.855261521,0.854717073,0.850899972,89.32993072,89.8395038
2021-07-15T16:00:00+07:00,0.85584,0.85644,0.85106,0.85276,0.856231077,0.855932985,0.855585193,0.855152759,0.85459081,0.85679,68.41940134,82.33267004
2021-07-15T20:00:00+07:00,0.85276,0.85381,0.85185,0.85369,0.856175229,0.855873959,0.855523055,0.855089161,0.854532693,0.85679,53.03423961,70.26119056
2021-07-16T00:00:00+07:00,0.85369,0.85504,0.85339,0.85359,0.856118411,0.855813855,0.855459676,0.85502398,0.854471874,0.8566754,39.90692263,53.78685453
2021-07-16T04:00:00+07:00,0.85359,0.8544,0.85313,0.85394,0.856070534,0.855764543,0.855409851,0.854976851,0.85443756,0.856563092,46.77137871,46.57084698
2021-07-16T08:00:00+07:00,0.85394,0.8541,0.85338,0.85344,0.85601272,0.855703371,0.855345266,0.854910031,0.854373201,0.85645303,46.21775866,44.29868667
2021-07-16T12:00:00+07:00,0.85344,0.85555,0.85237,0.85271,0.855940133,0.855624598,0.855258863,0.854814378,0.854265898,0.85634517,39.24764719,44.07892819
2021-07-16T16:00:00+07:00,0.85271,0.8553,0.85267,0.85466,0.855911998,0.855599213,0.855239229,0.854807665,0.854291324,0.856239466,46.49791336,43.98777307
2021-07-16T20:00:00+07:00,0.85466,0.85726,0.85431,0.85723,0.855940965,0.855642129,0.8553045,0.854912984,0.854480916,0.85106,64.88077498,50.20877851
2021-07-17T00:00:00+07:00,0.85723,0.85796,0.8567,0.85671,0.855957867,0.855670231,0.855350582,0.854991115,0.854624728,0.851184,83.01257404,64.79708746
2021-07-19T04:00:00+07:00,0.85636,0.85853,0.85627,0.85831,0.856009562,0.855739698,0.855447612,0.855135415,0.854862487,0.85145504,91.15123831,79.68152911
2021-07-19T08:00:00+07:00,0.85831,0.85857,0.85782,0.85827,0.856059242,0.855806285,0.855540149,0.855271701,0.855082327,0.851879538,89.66082203,87.94154479
2021-07-19T12:00:00+07:00,0.85827,0.85954,0.85784,0.85859,0.856114863,0.855879541,0.855640144,0.855415975,0.855308628,0.852414775,91.05979657,90.6239523
2021-07-19T16:00:00+07:00,0.85859,0.86024,0.8569,0.86011,0.856202668,0.855990869,0.855786697,0.855620063,0.855618394,0.853127297,91.15875303,90.62645721
2021-07-19T20:00:00+07:00,0.86011,0.86415,0.86005,0.86313,0.856354917,0.856178741,0.856027461,0.855946582,0.856103014,0.853980821,88.53894747,90.25249903
2021-07-20T00:00:00+07:00,0.86313,0.86376,0.86223,0.86234,0.856486458,0.856340879,0.856234429,0.856224557,0.8565054,0.855404506,86.27192038,88.65654029
2021-07-20T04:00:00+07:00,0.86234,0.86302,0.86217,0.86287,0.856626755,0.856512698,0.856451989,0.856513489,0.856916019,0.856628876,81.47838264,85.42975016
2021-07-20T08:00:00+07:00,0.86287,0.86319,0.86208,0.86232,0.856751881,0.856665522,0.856644383,0.856765946,0.857264663,0.857681833,77.37931034,81.70987112
2021-07-20T12:00:00+07:00,0.86232,0.86435,0.86197,0.8626,0.856880412,0.856821692,0.856839649,0.857019601,0.857608879,0.858587376,72.13525795,76.99765031
2021-07-20T16:00:00+07:00,0.8626,0.86617,0.86245,0.86602,0.857081282,0.857063753,0.857140644,0.857410922,0.858151532,0.859509396,76.82983923,75.44813584
2021-07-20T20:00:00+07:00,0.86602,0.86696,0.86356,0.8641,0.857235539,0.857248917,0.85736882,0.857701752,0.858535304,0.860708305,66.13875592,71.70128437
2021-07-21T00:00:00+07:00,0.8641,0.86521,0.86366,0.86367,0.857376956,0.857417893,0.857575416,0.857961241,0.858866575,0.861958644,57.72735948,66.89865154
2021-07-21T04:00:00+07:00,0.86367,0.86514,0.86355,0.86398,0.857522078,0.85759058,0.857785402,0.858222926,0.859196473,0.862958915,39.01135605,54.29249048
2021-07-21T08:00:00+07:00,0.86398,0.86509,0.86395,0.86467,0.857679175,0.857776881,0.858011127,0.858503234,0.859549604,0.86355,41.19088139,45.97653231
2021-07-21T12:00:00+07:00,0.86467,0.86548,0.86323,0.86431,0.857824907,0.857948805,0.858217647,0.858755702,0.859856726,0.86696,39.4863105,39.89618265
2021-07-21T16:00:00+07:00,0.86431,0.8659,0.86258,0.86287,0.857935788,0.85807831,0.858370183,0.858934584,0.860051131,0.8668854,28.97110338,36.54943176
2021-07-21T20:00:00+07:00,0.86287,0.86314,0.86089,0.86092,0.858001376,0.858153091,0.858453784,0.859020907,0.860107187,0.866713184,12.76272192,27.0733786
2021-07-22T00:00:00+07:00,0.86092,0.86103,0.85949,0.85953,0.858034972,0.858189326,0.85848907,0.859043041,0.860069949,0.866363793,3.319255705,15.01769367
2021-07-22T04:00:00+07:00,0.85953,0.8606,0.85946,0.86053,0.858089807,0.858250923,0.858555985,0.859107691,0.86009963,0.86581389,5.945911396,7.342629672
2021-07-22T08:00:00+07:00,0.86053,0.86098,0.86001,0.86007,0.858133328,0.858298793,0.858605625,0.859149531,0.860097718,0.865178501,8.903660494,6.056275865
2021-07-22T12:00:00+07:00,0.86007,0.86024,0.85727,0.85904,0.858153255,0.858318298,0.858619867,0.859144769,0.860029478,0.864606651,18.7467595,11.19877713
2021-07-22T16:00:00+07:00,0.85904,0.85934,0.85504,0.857,0.858127909,0.858283606,0.858566757,0.859051518,0.859834028,0.863726252,24.11552456,17.25531485
2021-07-22T20:00:00+07:00,0.857,0.85886,0.85444,0.85447,0.858047515,0.858183248,0.858432437,0.858852322,0.859487962,0.862510177,21.11107986,21.32445464
2021-07-23T00:00:00+07:00,0.85447,0.85527,0.85405,0.85482,0.857976581,0.858094742,0.858313996,0.858677003,0.859186803,0.861218949,14.76367624,19.99676022
2021-07-23T04:00:00+07:00,0.85482,0.85544,0.85412,0.85506,0.85791248,0.85801488,0.858207308,0.858519742,0.858920558,0.859928538,9.295488816,15.0567483
2021-07-23T08:00:00+07:00,0.85506,0.85575,0.85504,0.85533,0.857855722,0.857944225,0.85811297,0.858381058,0.858688909,0.858870401,17.20811607,13.75576037
2021-07-23T12:00:00+07:00,0.85533,0.85844,0.85472,0.85748,0.857847465,0.857932009,0.858092217,0.858341881,0.858610915,0.85405,37.27433613,21.25931367
2021-07-23T16:00:00+07:00,0.85748,0.8576,0.85519,0.85561,0.85779829,0.857870903,0.858010833,0.858223104,0.858417307,0.8541378,43.68055873,32.72100364
2021-07-23T20:00:00+07:00,0.85561,0.85575,0.85476,0.85533,0.857744041,0.857804038,0.857922936,0.858097317,0.858218126,0.854223844,44.95144603,41.9687803
2021-07-24T00:00:00+07:00,0.85533,0.85637,0.85509,0.85544,0.857693403,0.857741826,0.857841529,0.857981781,0.858038892,0.854308167,27.63313516,38.75504664
2021-07-26T04:00:00+07:00,0.85445,0.85618,0.85445,0.85591,0.857654208,0.85769362,0.8577782,0.857891704,0.857901544,0.854390804,27.98519222,33.5232578
2021-07-26T08:00:00+07:00,0.85591,0.85677,0.85582,0.85634,0.857625324,0.857657999,0.857731046,0.857824238,0.857800799,0.85445,38.64877247,31.42236662
2021-07-26T12:00:00+07:00,0.85634,0.85734,0.85534,0.8559,0.857587405,0.857611735,0.857671011,0.857740576,0.857678167,0.85445,48.92149636,38.51848702
2021-07-26T16:00:00+07:00,0.8559,0.85602,0.85454,0.85512,0.857533176,0.857546163,0.857587372,0.857626638,0.857513124,0.8545298,44.45213379,44.00746754
2021-07-26T20:00:00+07:00,0.85512,0.85522,0.85362,0.85424,0.857460798,0.857459159,0.857477622,0.857479393,0.857301955,0.85844,30.00768935,41.1271065
2021-07-27T00:00:00+07:00,0.85424,0.85483,0.85369,0.85386,0.85738166,0.857364444,0.857359011,0.857322028,0.857079893,0.8583436,15.43389019,29.96457111
2021-07-27T04:00:00+07:00,0.85386,0.85429,0.85331,0.85413,0.857310195,0.857279327,0.857253142,0.857183244,0.856889578,0.858249128,14.48855804,19.97671253
2021-07-27T08:00:00+07:00,0.85413,0.85421,0.85338,0.85348,0.857226015,0.857179345,0.857129433,0.857022233,0.856669605,0.858051563,11.02402339,13.64882387
2021-07-27T12:00:00+07:00,0.85348,0.85507,0.85321,0.85472,0.857170938,0.857114626,0.857050435,0.856922136,0.856543824,0.8578619,33.91494513,19.80917552
2021-07-27T16:00:00+07:00,0.85472,0.85546,0.85399,0.85493,0.857121686,0.857057135,0.856980912,0.856835522,0.856439706,0.857582786,52.61396176,32.51764343
2021-07-27T20:00:00+07:00,0.85493,0.85562,0.85137,0.85244,0.857018792,0.856935632,0.85683203,0.856644412,0.856181661,0.857320419,58.91509771,48.48133487
2021-07-28T00:00:00+07:00,0.85244,0.85248,0.85115,0.85131,0.856893324,0.856787589,0.85665098,0.856412481,0.85586736,0.856844386,35.06677779,48.86527909
2021-07-28T04:00:00+07:00,0.85131,0.85163,0.8507,0.85136,0.856771713,0.856644758,0.856477505,0.856192808,0.855576563,0.856274947,14.05684103,36.01290551
2021-07-28T08:00:00+07:00,0.85136,0.85214,0.85108,0.8521,0.856669038,0.856525159,0.85633398,0.85601486,0.855352268,0.855605953,15.14977901,21.42446594
2021-07-28T12:00:00+07:00,0.8521,0.85228,0.84997,0.85133,0.856551696,0.856388444,0.856169915,0.85581117,0.855092767,0.855017239,21.98023839,17.06228614
2021-07-28T16:00:00+07:00,0.85133,0.85177,0.85021,0.85075,0.856424186,0.856240064,0.855992213,0.855591119,0.854812588,0.854310626,27.86725941,21.66575894
2021-07-28T20:00:00+07:00,0.85075,0.85141,0.85013,0.85089,0.856302556,0.856099273,0.855824927,0.855386723,0.854559518,0.853702938,31.65777783,27.16842521
2021-07-29T00:00:00+07:00,0.85089,0.852,0.84997,0.85134,0.856193489,0.855974029,0.855677881,0.855210778,0.854351807,0.853180327,43.40329878,34.30944534
2021-07-29T04:00:00+07:00,0.85134,0.85202,0.85126,0.85177,0.856096269,0.855863396,0.855549753,0.855061179,0.854185239,0.852730881,59.01875902,44.69327854
2021-07-29T08:00:00+07:00,0.85177,0.85183,0.85107,0.85117,0.855987999,0.855739886,0.855406155,0.854891998,0.853990708,0.852344358,65.25534087,55.89246622
2021-07-29T12:00:00+07:00,0.85117,0.85152,0.85017,0.85079,0.855873758,0.855609626,0.855254806,0.85471365,0.85378421,0.85202,58.81955443,61.0312181
2021-07-29T16:00:00+07:00,0.85079,0.8518,0.85012,0.85162,0.855780269,0.855504636,0.855135632,0.854579143,0.853644584,0.84997,59.67479675,61.24989735
2021-07-29T20:00:00+07:00,0.85162,0.85171,0.84999,0.85105,0.855676307,0.855387408,0.855001677,0.854425702,0.853477191,0.8518,57.56818455,58.68751191
2021-07-30T00:00:00+07:00,0.85105,0.8515,0.85088,0.85101,0.85557375,0.855272213,0.854870802,0.854277194,0.853318018,0.8518,62.71311209,59.98536446
2021-07-30T04:00:00+07:00,0.85101,0.85193,0.85085,0.8518,0.855490811,0.855180839,0.85477012,0.854169489,0.853220081,0.84999,66.98350015,62.42159893
2021-07-30T08:00:00+07:00,0.8518,0.85199,0.85134,0.85159,0.855405079,0.855086344,0.854665854,0.854057338,0.853114915,0.8500288,76.24458389,68.64706538
2021-07-30T12:00:00+07:00,0.85159,0.85237,0.85115,0.85187,0.855327385,0.855001703,0.854574186,0.853962236,0.853034598,0.850107248,84.09685524,75.77497976
2021-07-30T16:00:00+07:00,0.85187,0.85242,0.85101,0.85161,0.855245684,0.854912448,0.854477,0.853859965,0.852942688,0.850243013,69.13307998,76.49150637
2021-07-30T20:00:00+07:00,0.85161,0.85365,0.85117,0.85319,0.855200504,0.85486712,0.854434803,0.853830836,0.852958644,0.850417172,70.32355617,74.51783046
2021-07-31T00:00:00+07:00,0.85319,0.85376,0.85277,0.85288,0.855149504,0.854814827,0.854383826,0.853789495,0.85295357,0.850740455,66.65969063,68.70544226
2021-08-02T04:00:00+07:00,0.85248,0.85402,0.85218,0.85383,0.855120504,0.854788911,0.854365668,0.853791256,0.853010114,0.8511028,81.7530454,72.9120974
2021-08-02T08:00:00+07:00,0.85383,0.85437,0.85362,0.85403,0.855096537,0.85476894,0.854354662,0.853801637,0.853075913,0.851511208,83.85622001,77.42298535
2021-08-02T12:00:00+07:00,0.85403,0.85429,0.85301,0.8537,0.855065844,0.85474081,0.854333198,0.853797218,0.853116177,0.851968615,87.54372001,84.38432847
2021-08-02T16:00:00+07:00,0.8537,0.8558,0.85349,0.85477,0.855059342,0.854741578,0.854347519,0.853839513,0.853222875,0.852352837,80.16347124,83.85447042
2021-08-02T20:00:00+07:00,0.85477,0.85545,0.85388,0.85421,0.855040675,0.854727589,0.85434301,0.853855621,0.85328656,0.852973326,68.89560313,78.86759812
2021-08-03T00:00:00+07:00,0.85421,0.85513,0.85388,0.85435,0.855025495,0.854717652,0.85434324,0.853877115,0.853355169,0.853482127,58.55099441,69.20335626
2021-08-03T04:00:00+07:00,0.85435,0.85512,0.85426,0.85439,0.855011528,0.85470903,0.854344773,0.853899415,0.853421933,0.85388,51.1894625,59.54535335
2021-08-03T08:00:00+07:00,0.85439,0.85496,0.85431,0.85496,0.855010396,0.854715634,0.854364944,0.853945527,0.853521163,0.85388,53.70913435,54.48319709
2021-08-03T12:00:00+07:00,0.85496,0.85507,0.85331,0.85411,0.854990607,0.854699697,0.854356585,0.853952678,0.853559152,0.8558,50.1606356,51.68641082
2021-08-03T16:00:00+07:00,0.85411,0.85443,0.85285,0.85375,0.854963341,0.854674705,0.854336697,0.853943866,0.853571465,0.8557502,46.83107514,50.23361503
2021-08-03T20:00:00+07:00,0.85375,0.85477,0.85256,0.85277,0.854915135,0.854624581,0.85428533,0.853892828,0.853519758,0.855634192,28.35332893,41.78167989
2021-08-04T00:00:00+07:00,0.85277,0.85299,0.85214,0.85225,0.854856561,0.854562092,0.854218598,0.853821401,0.853437838,0.85544974,17.14369181,30.77603196
2021-08-04T04:00:00+07:00,0.85225,0.85326,0.85211,0.85317,0.854819494,0.854525458,0.854184218,0.853793079,0.853420558,0.855184961,15.92273401,20.47325158
2021-08-04T08:00:00+07:00,0.85317,0.85319,0.85223,0.85239,0.854766098,0.854469262,0.854125391,0.853732076,0.85335407,0.854877465,16.69713094,16.58785225
2021-08-04T12:00:00+07:00,0.85239,0.85269,0.85048,0.85063,0.854675195,0.854368228,0.854010788,0.853597203,0.853178324,0.854600719,16.61121003,16.41035833
2021-08-04T16:00:00+07:00,0.85063,0.85297,0.8506,0.85291,0.854636399,0.854329854,0.853974697,0.853567325,0.853161013,0.854106232,33.81096374,22.37310157
2021-08-04T20:00:00+07:00,0.85291,0.85324,0.85096,0.85178,0.854573621,0.854262753,0.853902739,0.853489615,0.853071915,0.853671084,45.88972179,32.10396519
2021-08-05T00:00:00+07:00,0.85178,0.85255,0.85146,0.85219,0.854521234,0.854208206,0.853846584,0.85343311,0.853015017,0.853288154,65.37639454,48.35902669
2021-08-05T04:00:00+07:00,0.85219,0.85253,0.85177,0.85199,0.854465603,0.854149833,0.853785712,0.853370366,0.852948887,0.85324,54.47641886,55.24751173
2021-08-05T08:00:00+07:00,0.85199,0.85264,0.85178,0.85209,0.854413392,0.854095626,0.853730115,0.853314698,0.852893475,0.8529088,57.7020202,59.18494453
2021-08-05T12:00:00+07:00,0.85209,0.8528,0.85048,0.85064,0.85433046,0.854004689,0.8536288,0.853198407,0.85274809,0.85048,38.98221344,50.38688417
2021-08-05T16:00:00+07:00,0.85064,0.852,0.84952,0.85116,0.85426078,0.853929829,0.853547856,0.85310978,0.852645632,0.8528,37.41216513,44.69879959
2021-08-05T20:00:00+07:00,0.85116,0.85156,0.84906,0.84977,0.854162081,0.85382036,0.853423992,0.852964572,0.852460108,0.8528,24.92701956,33.77379937
2021-08-06T00:00:00+07:00,0.84977,0.84989,0.84911,0.84911,0.854051046,0.853696403,0.853282549,0.852796982,0.852243972,0.8526504,23.4402852,28.59315663
2021-08-06T04:00:00+07:00,0.84911,0.84968,0.84907,0.84958,0.853952782,0.853588076,0.853161154,0.852657114,0.852072102,0.852506784,11.40819964,19.92516813
2021-08-06T08:00:00+07:00,0.84958,0.84974,0.8491,0.84946,0.853854039,0.853479443,0.853039805,0.852518109,0.85190358,0.852368913,9.615361296,14.82128205
2021-08-06T12:00:00+07:00,0.84946,0.84991,0.84806,0.84862,0.853739005,0.853351563,0.852894893,0.852348626,0.851691736,0.852236556,14.50306183,11.84220759
2021-08-06T16:00:00+07:00,0.84862,0.84905,0.84699,0.84766,0.853605401,0.853201785,0.852723257,0.852144772,0.851431624,0.851985963,17.51688255,13.87843523
