time,open,high,low,close,EMA,ParabolicSAR
1999-07-22T21:00:00Z,0.6485,0.6516,0.6459,0.6505,0.657042077,0.663197456
1999-07-25T21:00:00Z,0.6505,0.6525,0.6464,0.647,0.65655222,0.66152566
1999-07-26T21:00:00Z,0.647,0.6484,0.6429,0.6454,0.656008209,0.659987607
1999-07-27T21:00:00Z,0.6454,0.6479,0.6426,0.6468,0.655559028,0.658572598
1999-07-28T21:00:00Z,0.6468,0.6517,0.644,0.6507,0.655322002,0.65727079
1999-07-29T21:00:00Z,0.6507,0.6542,0.6495,0.6511,0.655116051,0.656073127
1999-08-01T21:00:00Z,0.6511,0.6512,0.6477,0.651,0.654915268,0.654971277
1999-08-02T21:00:00Z,0.651,0.6554,0.6504,0.6547,0.654904767,0.6423
1999-08-03T21:00:00Z,0.6547,0.66,0.6542,0.6588,0.655094778,0.642562
