time,open,high,low,close,EMA,ParabolicSAR,Basis,Upper,Lower,%K,%D
2021-10-27T21:00:00-04:00,83.97,83.975,82.505,83.235,85.3976304779031,86.13722642598401,84.6065,86.708,82.505,7.271268349273857,7.996603987470379
2021-10-28T01:00:00-04:00,83.235,84.469,83.161,84.279,85.32546076965129,85.70135925486593,84.51249999999999,86.52,82.505,23.488088254733245,12.136428553527514
2021-10-28T05:00:00-04:00,84.279,84.368,82.929,83.888,85.23272136515766,85.31779614428203,84.51249999999999,86.52,82.505,40.95466664958892,23.904674417865333
2021-10-28T09:00:00-04:00,83.888,84.453,83.463,83.773,85.138545793212,84.98026060696819,84.342,86.179,82.505,55.29412815601403,39.91229435344539
2021-10-28T13:00:00-04:00,83.773,84.871,83.742,84.829,85.11857509687574,82.505,84.2875,86.07,82.505,71.44855523718614,55.899116680929694
2021-10-28T17:00:00-04:00,84.829,84.869,84.47,84.547,85.08169928417408,82.55232,84.2875,86.07,82.505,81.67875461111521,69.47381266810511
2021-10-28T21:00:00-04:00,84.547,84.954,84.377,84.792,85.06300900777575,82.59869359999999,83.81899999999999,85.133,82.505,91.18034032301652,81.43588339043929
2021-10-29T01:00:00-04:00,84.792,85.151,84.576,84.664,85.03726649114505,82.692905856,83.828,85.151,82.505,82.15515266585669,85.00474919999613
2021-10-29T05:00:00-04:00,84.664,84.982,83.902,84.005,84.97066865300665,82.84039150464,83.828,85.151,82.505,60.60500315619411,77.9801653816891
2021-10-29T09:00:00-04:00,84.005,84.828,83.437,84.491,84.93972228829655,82.9790280143616,84.03999999999999,85.151,82.929,50.43619724409758,64.39878435538277
2021-10-29T13:00:00-04:00,84.491,84.856,84.35,84.509,84.91193375356774,83.1093463334999,84.03999999999999,85.151,82.929,47.567686641882894,52.86962901405818
2021-10-31T17:00:00-04:00,84.509,84.509,84.017,84.198,84.86587351140207,83.2318455534899,84.294,85.151,83.437,56.14546868922603,51.38311752506882
2021-10-31T21:00:00-04:00,84.198,84.672,83.915,84.327,84.83110747840838,83.34699482028051,84.294,85.151,83.437,54.84933393249827,52.85416308786904
2021-11-01T01:00:00-04:00,84.327,84.896,83.887,84.888,84.83477796367237,83.45523513106369,84.294,85.151,83.437,67.15197457898789,59.38225906690405
2021-11-01T05:00:00-04:00,84.888,85.511,84.888,85.31,84.86543744988705,83.55698102319987,84.47399999999999,85.511,83.437,81.56000331174623,67.85377060774411
2021-11-01T09:00:00-04:00,85.31,85.92,85.141,85.447,84.90295761441047,83.71330254134388,84.6785,85.92,83.437,87.93624091449401,78.88273960174268
2021-11-01T13:00:00-04:00,85.447,85.549,85.208,85.251,84.92541196186785,83.93397228720949,84.6785,85.92,83.437,77.15000319038027,82.21541580554015
2021-11-01T17:00:00-04:00,85.251,85.745,85.215,85.71,84.97603054497316,84.13257505848854,84.6785,85.92,83.437,77.83243154615506,80.97289188367643
2021-11-01T21:00:00-04:00,85.71,85.876,85.469,85.524,85.01138341303941,84.3113175526397,84.90350000000001,85.92,83.887,72.79710360447943,75.92651278033823
2021-11-02T01:00:00-04:00,85.524,86.007,85.339,85.82,85.06355222510139,84.47218579737573,84.947,86.007,83.887,76.568270422043,75.73260185755915
2021-11-02T05:00:00-04:00,85.82,85.832,84.805,85.515,85.09267788799808,84.65636350169065,84.947,86.007,83.887,66.36753104112923,71.91096835588387
2021-11-02T09:00:00-04:00,85.515,85.558,84.527,85.314,85.10695673393369,86.007,84.947,86.007,83.887,63.55012060743957,68.8286406902039
2021-11-02T13:00:00-04:00,85.314,85.544,84.779,84.784,85.08612081561539,85.9774,85.267,86.007,84.527,43.20292005816105,57.706857235576585
2021-11-02T17:00:00-04:00,84.784,85.016,84.374,84.573,85.05301624686601,85.948392,85.1905,86.007,84.374,27.575566993815425,44.77620255313865
2021-11-02T21:00:00-04:00,84.573,84.942,84.022,84.76,85.03411197287465,85.88541632,85.0145,86.007,84.022,23.44150198958498,31.406663013853787
2021-11-03T01:00:00-04:00,84.76,84.831,84.019,84.091,84.97326603914081,85.7736113408,85.013,86.007,84.019,19.21266789232949,23.409912291909944
2021-11-03T05:00:00-04:00,84.091,84.093,83.557,83.606,84.88505532693817,85.633242433536,84.78200000000001,86.007,83.557,15.97262414193841,19.542264674617602
2021-11-03T09:00:00-04:00,83.606,83.867,82.615,83.057,84.76711627358732,85.4256181901824,84.311,86.007,82.615,8.517796004797875,14.5676960130219
2021-11-03T13:00:00-04:00,83.057,83.324,81.813,82.028,84.5903990946462,85.08834400736052,83.82249999999999,85.832,81.813,9.24874343302571,11.24638785992064
2021-11-03T17:00:00-04:00,82.028,82.298,81.907,81.936,84.41914754015289,84.62979584633004,83.6855,85.558,81.813,9.785249276342102,9.18392957138854
2021-11-03T21:00:00-04:00,81.936,82.154,81.776,82.078,84.26810576336884,84.23544442784383,83.66,85.544,81.776,7.993615797005496,9.009202835457746
2021-11-04T01:00:00-04:00,82.078,83.664,82.023,83.574,84.2233247463773,83.84193331938881,83.396,85.016,81.776,34.36573609708153,17.381533723476352
2021-11-04T05:00:00-04:00,83.574,84.709,83.528,84.689,84.25336831112715,81.776,83.359,84.942,81.776,66.11325530053323,36.15753573154006
2021-11-04T09:00:00-04:00,84.689,85.207,82.175,82.395,84.133473581377,81.83466,83.4915,85.207,81.776,67.78235247955803,56.08711462572424
2021-11-04T13:00:00-04:00,82.395,82.505,80.881,81.629,83.971894640643,85.207,83.044,85.207,80.881,44.88343049857853,59.593012759556565
2021-11-04T17:00:00-04:00,81.629,82.425,81.331,82.139,83.85364337350474,85.207,83.044,85.207,80.881,21.470722890954786,44.71216862303043
2021-11-04T21:00:00-04:00,82.139,82.275,81.745,81.938,83.73005347843991,85.12048,83.044,85.207,80.881,23.601479426722204,29.98521093875182
2021-11-05T01:00:00-04:00,81.938,82.106,80.923,81.669,83.5970822862825,85.03569040000001,83.044,85.207,80.881,23.909693327169048,22.99396521494866
2021-11-05T05:00:00-04:00,81.669,82.122,81.427,81.995,83.4937221387804,84.952596592,83.044,85.207,80.881,37.08171919588073,28.19763064992397
2021-11-05T09:00:00-04:00,81.995,83.57,81.43,83.397,83.48748200079457,84.87116466016,83.044,85.207,80.881,60.0919332787876,40.361115267279104
2021-11-05T13:00:00-04:00,83.397,83.826,82.926,83.055,83.45957993622719,84.7913613669568,83.044,85.207,80.881,78.50054199136724,58.55806482201183
2021-11-07T17:00:00-05:00,83.055,84.613,83.055,84.185,83.50638123066415,84.71315413961767,83.044,85.207,80.881,85.10221695721364,74.5648974091228
2021-11-07T21:00:00-05:00,84.185,84.494,84.076,84.263,83.55519534481485,84.63651105682531,82.747,84.613,80.881,83.61892994399072,82.40722963085717
2021-11-08T01:00:00-05:00,84.263,84.584,83.928,84.402,83.60982790321388,80.881,82.768,84.613,80.923,90.26218526463545,86.32777738861326
2021-11-08T05:00:00-05:00,84.402,84.551,83.605,83.688,83.61487126429685,80.95506,82.768,84.613,80.923,75.85147024264627,83.24419515042412
2021-11-08T09:00:00-05:00,83.688,84.312,83.518,84.021,83.64107311821319,81.0276388,82.768,84.613,80.923,66.847513318351,77.65372294187756
2021-11-08T13:00:00-05:00,84.021,84.34,83.707,84.243,83.67990711058653,81.098766024,83.02000000000001,84.613,81.427,58.39425445820472,67.03107933973398
2021-11-08T17:00:00-05:00,84.243,84.322,84.037,84.138,83.70946149054869,81.16847070352,83.0215,84.613,81.43,62.72505842467316,62.655608733742945
2021-11-08T21:00:00-05:00,84.138,84.18,83.753,84.052,83.73156074922296,81.2367812894496,83.7695,84.613,82.926,59.28890091641259,60.13607126643013
2021-11-09T01:00:00-05:00,84.052,84.768,83.855,84.738,83.79649231378923,81.3037256636606,83.9115,84.768,83.055,69.15181523786369,63.72192485964978
2021-11-09T05:00:00-05:00,84.738,84.778,83.908,83.948,83.80626700322219,81.44229663711418,84.148,84.778,83.518,57.26547637878432,61.90206417768684
2021-11-09T09:00:00-05:00,83.948,85.112,83.948,84.902,83.87695945462721,81.64243883888733,84.315,85.112,83.518,68.21659854523121,64.87796338729304
2021-11-09T13:00:00-05:00,84.902,85.706,84.804,85.701,83.99463948981256,81.92000373177635,84.612,85.706,83.518,68.93125975021485,64.8044448914101
2021-11-09T17:00:00-05:00,85.701,86.069,85.589,86.064,84.12814661950206,82.29860335859871,84.7935,86.069,83.518,94.68853646397167,77.27879825313921
2021-11-09T21:00:00-05:00,86.064,86.069,85.541,85.807,84.23645974082451,82.75105095556687,84.888,86.069,83.707,95.79804378810233,86.47261333409625
2021-11-10T01:00:00-05:00,85.807,85.992,85.118,85.299,84.30501072528745,83.14920484089885,84.911,86.069,83.753,83.78217246210671,91.42291757139355
2021-11-10T05:00:00-05:00,85.299,85.693,84.819,85.682,84.39384874301084,83.49958025999099,84.911,86.069,83.753,73.65982253417191,84.41334626146029
2021-11-10T09:00:00-05:00,85.682,85.687,83.363,83.398,84.32960043701014,86.069,84.71600000000001,86.069,83.363,44.79896876219973,67.41365458615942
2021-11-10T13:00:00-05:00,83.398,83.818,82.621,83.099,84.25020686042885,86.01488,84.345,86.069,82.621,28.187881899453078,48.88222439860821
2021-11-10T17:00:00-05:00,83.099,83.712,83.087,83.18,84.18116125653022,85.8791248,84.345,86.069,82.621,10.579715836048708,27.855522165900478
2021-11-10T21:00:00-05:00,83.18,83.511,83.142,83.334,84.12650569159278,85.748799808,84.345,86.069,82.621,17.885120299894606,18.884239345132098
2021-11-11T01:00:00-05:00,83.334,83.889,82.995,83.878,84.11047306632874,85.62368781568,84.345,86.069,82.621,26.9300983012658,18.46497814573634
2021-11-11T05:00:00-05:00,83.878,83.888,82.176,83.084,84.04424899753333,85.5035803030528,84.1225,86.069,82.176,39.071366650761206,27.96219508397384
2021-11-11T09:00:00-05:00,83.084,83.942,82.479,82.692,83.95700712672473,85.30392548486964,84.084,85.992,82.176,41.07434586068299,35.69193693756997
2021-11-11T13:00:00-05:00,82.692,83.516,82.541,83.065,83.89945827983927,85.11624995577746,83.9345,85.693,82.176,44.18824845952947,41.44465365699119
2021-11-11T17:00:00-05:00,83.065,83.364,82.885,83.126,83.84955774565609,84.93983495843081,83.9315,85.687,82.176,44.45073612684035,43.23777681568424
2021-11-11T21:00:00-05:00,83.126,83.239,82.531,82.649,83.77210240722665,84.77400486092496,83.059,83.942,82.176,43.639109097772916,44.092697894714206
2021-11-12T01:00:00-05:00,82.649,83.051,82.021,82.556,83.69364418740558,84.61812456926947,82.9815,83.942,82.021,36.1425515094242,41.410798911345786
2021-11-12T05:00:00-05:00,82.556,82.574,81.746,82.182,83.59611875596006,84.41035460372791,82.844,83.942,81.746,26.42217946838105,35.40128002519269
2021-11-12T09:00:00-05:00,82.182,83.2,81.946,82.409,83.51953044912393,84.14391914335512,82.844,83.942,81.746,31.15312022033132,31.239283732712156
2021-11-12T13:00:00-05:00,82.409,82.937,82.131,82.445,83.45020590401916,83.90412722901961,82.844,83.942,81.746,37.47592294863969,31.68374087911735
2021-11-14T17:00:00-05:00,82.445,82.716,81.923,82.016,83.35767649085663,83.68831450611765,82.844,83.942,81.746,35.45482134438944,34.69462150445348
2021-11-14T21:00:00-05:00,82.016,82.294,81.748,82.107,83.27698768499492,83.49408305550588,82.631,83.516,81.746,30.072003446927898,34.33424924665234
2021-11-15T01:00:00-05:00,82.107,82.338,81.59,81.593,83.16834331822106,83.3192747499553,82.477,83.364,81.59,14.527953158418098,26.68492598324514
2021-11-15T05:00:00-05:00,81.593,81.993,81.176,81.465,83.05845020091648,83.11176177996066,82.20750000000001,83.239,81.176,13.808508655391051,19.469488420245682
2021-11-15T09:00:00-05:00,81.465,81.895,81.072,81.672,82.96900180085736,82.84075513076617,82.136,83.2,81.072,17.697938602813448,15.3448001388742
2021-11-15T13:00:00-05:00,81.672,82.582,81.644,82.504,82.93900168467302,81.072,82.136,83.2,81.072,49.24730583026902,26.917917696157843
2021-11-15T17:00:00-05:00,82.504,83.221,82.237,83.138,82.95184028566186,81.072,82.1465,83.221,81.072,75.82284197802407,47.589362137035515
2021-11-15T21:00:00-05:00,83.138,83.38,83.018,83.286,82.97339897690948,81.15796,82.226,83.38,81.072,95.63312842482723,73.56775874437345
2021-11-16T01:00:00-05:00,83.286,83.526,82.66,83.003,82.97530872033468,81.2912824,82.299,83.526,81.072,90.25093491636852,87.2356351064066
2021-11-16T05:00:00-05:00,83.003,83.254,82.724,82.888,82.96967589966793,81.470059808,82.299,83.526,81.072,80.23831999872162,88.7074611133058
2021-11-16T09:00:00-05:00,82.888,83.284,81.927,83.092,82.97756777710872,81.63453502336,82.299,83.526,81.072,72.54859552115413,81.01261681208143
2021-11-16T13:00:00-05:00,83.092,83.233,82.694,82.731,82.96166017858557,81.7858522214912,82.299,83.526,81.072,63.07978529797555,71.95556693928377
2021-11-16T17:00:00-05:00,82.731,82.774,82.079,82.089,82.90535952190264,81.9250640437719,82.299,83.526,81.072,44.42359808213437,60.01732630042135
2021-11-16T21:00:00-05:00,82.089,82.357,81.974,82.029,82.84882019790892,83.526,82.58500000000001,83.526,81.644,22.64311288881214,43.382165422974026
2021-11-17T01:00:00-05:00,82.029,82.575,81.859,82.1,82.80050921739867,83.49495999999999,82.6925,83.526,81.859,11.520064492336374,26.195591821094308
2021-11-17T05:00:00-05:00,82.1,82.447,81.655,82.111,82.75602475176005,83.42952159999999,82.59049999999999,83.526,81.655,17.775399932499976,17.312859104549506
2021-11-17T09:00:00-05:00,82.111,82.465,81.077,81.082,82.6480231548723,83.32305030399999,82.3015,83.526,81.077,15.368085566851049,14.887849997229145
2021-11-17T13:00:00-05:00,81.082,81.095,80.122,80.546,82.51240875778377,83.14336627968,81.703,83.284,80.122,15.492311064690085,16.211932188013716
2021-11-17T17:00:00-05:00,80.546,80.561,79.937,80.255,82.36676948308805,82.841229651712,81.6105,83.284,79.937,9.878060533072068,13.579485721537745
2021-11-17T21:00:00-05:00,80.255,80.441,80.045,80.326,82.23510693579205,82.49272209350656,81.58500000000001,83.233,79.937,14.90906741043572,13.426479669399304
2021-11-18T01:00:00-05:00,80.326,80.649,79.607,80.312,82.11103552057966,82.18603544228577,81.1905,82.774,79.607,17.3699482520399,14.05235873184924
2021-11-18T05:00:00-05:00,80.312,81.031,80.121,80.754,82.02348484183258,81.82497048036576,81.09100000000001,82.575,79.607,39.04619709375517,23.77507091874361
2021-11-18T09:00:00-05:00,80.754,81.437,80.424,81.097,81.96371162623048,81.51445461311455,81.09100000000001,82.575,79.607,61.05723269357994,39.15779267979168
2021-11-18T13:00:00-05:00,81.097,81.718,81.091,81.401,81.92740765034463,79.607,81.036,82.465,79.607,81.1625061802217,60.421978655852286
2021-11-18T17:00:00-05:00,81.401,81.896,81.144,81.63,81.90822005999982,79.64922,81.036,82.465,79.607,84.92779670009917,75.71584519130028
2021-11-18T21:00:00-05:00,81.63,82.542,81.572,82.16,81.92446392709661,79.7390912,81.0745,82.542,79.607,85.86134039676068,83.98388109236053
2021-11-19T01:00:00-05:00,82.16,82.543,80.467,80.633,81.84114367373554,79.907265728,81.075,82.543,79.607,60.821248000749904,77.20346169920326
2021-11-19T05:00:00-05:00,80.633,80.633,78.446,79.469,81.68810214639777,82.543,80.4945,82.543,78.446,39.68467632664016,62.12242157471693
2021-11-19T09:00:00-05:00,79.469,80.628,78.327,79.109,81.5217084595334,82.543,80.435,82.543,78.327,17.793673319795932,39.43319921572868
2021-11-19T13:00:00-05:00,79.109,79.318,78.639,78.743,81.34243694601511,82.37436000000001,80.435,82.543,78.327,17.795016547644238,25.091122064693455
2021-11-21T17:00:00-05:00,78.743,79.1,78.483,78.523,81.16053778820769,82.21246560000002,80.435,82.543,78.327,11.021505376343995,15.536731747928073
2021-11-21T21:00:00-05:00,78.523,79.193,78.392,78.8,81.00824502767816,82.05704697600001,80.435,82.543,78.327,11.675945872851505,13.497489265613263
2021-11-22T01:00:00-05:00,78.8,79.855,78.683,79.277,80.89655180008602,81.90784509696,80.435,82.543,78.327,22.149020720544495,14.94882398991335
2021-11-22T05:00:00-05:00,79.277,79.462,78.357,78.936,80.77006458717725,81.7646112930816,80.435,82.543,78.327,33.48321372846834,22.436060107288114
2021-11-22T09:00:00-05:00,78.936,80.277,78.314,79.434,80.68386687187548,81.62710684135834,80.4285,82.543,78.314,45.6644866177704,33.765573688927745
2021-11-22T13:00:00-05:00,79.434,79.973,79.383,79.7,80.620391589819,81.42832043087684,79.4735,80.633,78.314,55.43775920392887,44.86181985005587
2021-11-22T17:00:00-05:00,79.7,79.832,79.426,79.701,80.56107600337906,81.24146120502422,79.471,80.628,78.314,66.1062998811343,55.73618190094453
2021-11-22T21:00:00-05:00,79.701,79.766,79.08,79.195,80.47294206767718,81.06581353272277,79.2955,80.277,78.314,62.047885888945416,61.19731499133619
2021-11-23T01:00:00-05:00,79.195,79.579,78.776,79.081,80.3831393536335,80.9007047207594,79.2955,80.277,78.314,51.536763457293226,59.89698307579098
2021-11-23T05:00:00-05:00,79.081,80.816,78.738,80.751,80.40687229856037,78.314,79.565,80.816,78.314,60.27504175334817,57.953230366528935
2021-11-23T09:00:00-05:00,80.751,82.501,80.746,82.341,80.53165473091131,78.36403999999999,80.4075,82.501,78.314,77.23097110938097,63.01425877334079
2021-11-23T13:00:00-05:00,82.341,82.638,82.053,82.291,80.64516087730414,78.52951839999999,80.476,82.638,78.314,94.57420991619574,77.36007425964162
2021-11-23T17:00:00-05:00,82.291,82.301,81.794,82.243,80.74824727231677,78.77602729599998,80.476,82.638,78.314,92.24081077336434,88.01533059964702
2021-11-23T21:00:00-05:00,82.243,82.623,82.109,82.368,80.85274744829634,79.00774565823998,80.688,82.638,78.738,91.35042735042713,92.72181601332908
2021-11-24T01:00:00-05:00,82.368,82.896,81.92,82.001,80.92682825808367,79.22556091874559,80.81700000000001,82.896,78.738,80.44027032399119,88.01050281592755
2021-11-24T05:00:00-05:00,82.001,82.399,81.659,82.077,81.0010328865944,79.51919604524593,80.81700000000001,82.896,78.738,61.74681566044753,77.84583777828861
2021-11-24T09:00:00-05:00,82.077,82.76,81.707,81.966,81.06328882939476,79.78934036162626,80.81700000000001,82.896,78.738,38.99387741033849,60.393654464925724
2021-11-24T13:00:00-05:00,81.966,82.158,81.809,81.997,81.1235282597564,80.03787313269616,80.81700000000001,82.896,78.738,28.6445701967119,43.12842108916596
2021-11-24T17:00:00-05:00,81.997,82.398,81.952,81.957,81.17730063009469,80.26652328208047,81.821,82.896,80.746,25.41094044731807,31.016462684789484
2021-11-24T21:00:00-05:00,81.957,82.28,81.937,82.218,81.2444425249273,80.47688141951403,82.2775,82.896,81.659,34.06224614892809,29.372585597652684
2021-11-25T01:00:00-05:00,82.218,82.271,81.685,81.733,81.27596236202876,80.6704109059529,82.2775,82.896,81.659,26.442561114492616,28.638582570246257
2021-11-25T05:00:00-05:00,81.733,82.192,81.502,81.933,81.31835188705917,80.84845803347667,82.199,82.896,81.502,34.44660676064185,31.65047134135418
2021-11-25T09:00:00-05:00,81.933,82.172,81.587,81.858,81.35316789434567,81.01226139079854,82.199,82.896,81.502,30.76664590254785,30.551937925894105
2021-11-25T13:00:00-05:00,81.858,81.949,81.817,81.877,81.38696351406531,81.16296047953466,82.131,82.76,81.502,45.345111855796915,36.85278817299554
2021-11-25T17:00:00-05:00,81.877,81.877,80.576,80.771,81.34722393251272,82.896,81.668,82.76,80.576,33.145693924907455,36.419150561084074
2021-11-25T21:00:00-05:00,80.771,80.963,79.752,79.871,81.25198367880222,82.8496,81.07499999999999,82.398,79.752,21.52732936596881,33.33937838222439
2021-11-26T01:00:00-05:00,79.871,79.871,76.947,77.235,80.99282344146015,82.725696,79.6725,82.398,76.947,7.297811893859103,20.656945061578455
2021-11-26T05:00:00-05:00,77.235,77.899,77.021,77.777,80.78535096136595,82.37897424,79.6135,82.28,76.947,8.994124519251285,12.606421926359735
2021-11-26T09:00:00-05:00,77.777,77.78,71.846,73.185,80.29500573805201,82.05305578560001,77.05850000000001,82.271,71.846,11.81798121921909,9.369972544109828
2021-11-26T13:00:00-05:00,73.185,73.51,72.249,73.462,79.85416665817769,81.236491322752,77.019,82.192,71.846,15.889036938427793,12.233714225632724
2021-11-28T17:00:00-05:00,73.462,75.715,73.462,75.705,79.58647848668235,80.48525201693184,77.009,82.172,71.846,26.386991858225187,18.03133667195736
2021-11-28T21:00:00-05:00,75.705,76.121,74.443,75.175,79.30186697141252,79.79411185557728,76.89750000000001,81.949,71.846,40.26995939480537,27.515329397152783
2021-11-29T01:00:00-05:00,75.175,76.142,74.548,75.55,79.059811037773,79.1582629071311,76.8615,81.877,71.846,55.16823403953083,40.608395097520464
2021-11-29T05:00:00-05:00,75.55,76.748,75.062,76.329,78.88362968049732,78.57328187456062,76.4045,80.963,71.846,69.3680979991461,54.93543047782743
2021-11-29T09:00:00-05:00,76.329,76.68,73.947,75.306,78.65281486240072,78.03509932459578,75.85849999999999,79.871,71.846,69.74121050366546,64.75918084744747
2021-11-29T13:00:00-05:00,75.306,75.331,72.92,73.92,78.34747196805229,77.53997137862811,74.8725,77.899,71.846,57.64232689402562,65.58387846561239
2021-11-29T17:00:00-05:00,73.92,75.122,73.798,74.81,78.11924797011343,77.08445366833786,74.813,77.78,71.846,43.87106738041731,57.084868259369465
2021-11-29T21:00:00-05:00,74.81,74.982,72.348,72.373,77.74852229462225,76.66537737487083,74.4985,76.748,72.249,25.354841518634643,42.28941193102586
2021-11-30T01:00:00-05:00,72.373,72.886,70.965,72.296,77.39674666271114,76.27982718488116,73.85650000000001,76.748,70.965,24.410270457310958,31.2120597854543
2021-11-30T05:00:00-05:00,72.296,72.346,70.426,71.605,77.02308558769752,75.74834446639304,73.587,76.748,70.426,15.964822622429418,21.90997819945834
2021-11-30T09:00:00-05:00,71.605,72.073,69.079,69.514,76.53862845300736,75.10966313042587,72.9135,76.748,69.079,18.17489914472666,19.516664074822344
2021-11-30T13:00:00-05:00,69.514,70.874,68.184,70.852,76.17174919797463,74.26537029216625,72.46600000000001,76.748,68.184,23.49398197928998,19.21123458214868
2021-11-30T17:00:00-05:00,70.852,71.714,70.083,71.582,75.8756363464924,73.29235104541965,72.432,76.68,68.184,39.57078968815741,27.07989027072468
2021-11-30T21:00:00-05:00,71.582,72.447,71.344,72.436,75.65372432413805,72.4750148781525,71.7575,75.331,68.184,70.41864114373887,44.49447093706208
2021-12-01T01:00:00-05:00,72.436,73.307,71.824,73.291,75.5012904967743,68.184,71.65299999999999,75.122,68.184,90.56558970812331,66.85167351333986
2021-12-01T05:00:00-05:00,73.291,73.594,71.568,71.782,75.26133627117596,68.28645999999999,71.583,74.982,68.184,88.64537275032848,83.20986786739688
2021-12-01T09:00:00-05:00,71.782,72.704,70.4,70.551,74.95744360851945,68.4987616,70.889,73.594,68.184,59.84122941465651,79.68406395770278
2021-12-01T13:00:00-05:00,70.551,70.695,68.824,69.638,74.61425369829239,68.70257113599999,70.889,73.594,68.184,32.30033158784876,60.262311250944585
2021-12-01T17:00:00-05:00,69.638,70.6,69.408,70.147,74.32604378227353,68.824,70.889,73.594,68.184,19.376791439741993,37.172784147415754
2021-12-01T21:00:00-05:00,70.147,70.676,69.74,70.574,74.0839764414817,68.824,70.889,73.594,68.184,27.16282320055917,26.279982076049972
2021-12-02T01:00:00-05:00,70.574,71.376,70.183,71.343,73.90713925170868,69.0148,71.209,73.594,68.824,43.11538683207633,29.885000490792493
2021-12-02T05:00:00-05:00,71.343,71.371,68.403,68.436,73.554162525792,73.594,70.9985,73.594,68.403,34.24010044960257,34.83943682741269
2021-12-02T09:00:00-05:00,68.436,70.977,66.41,70.002,73.32499074993444,73.49018,70.002,73.594,66.41,46.12150898220141,41.15899875462677
2021-12-02T13:00:00-05:00,70.002,71.268,69.494,71.19,73.18724941122899,73.20697279999999,70.002,73.594,66.41,56.56545911457912,45.642356182127706
2021-12-02T17:00:00-05:00,71.19,71.19,70.186,70.824,73.03478170727874,72.93509388799998,69.55699999999999,72.704,66.41,85.82360048328621,62.83685619335557
2021-12-02T21:00:00-05:00,70.824,71.752,70.493,71.262,72.92040869390591,72.67409013247999,69.08099999999999,71.752,66.41,91.98878343030871,78.125947676058
2021-12-03T01:00:00-05:00,71.262,72.751,71.136,72.293,72.87993071365392,66.41,69.5805,72.751,66.41,90.82966132217287,89.5473484119226
2021-12-03T05:00:00-05:00,72.293,72.702,71.802,72.657,72.86554808696657,66.53681999999999,69.5805,72.751,66.41,93.57282615199114,92.13042363482423
2021-12-03T09:00:00-05:00,72.657,73.278,70.685,71.159,72.75544821038808,66.66110359999999,69.844,73.278,66.41,73.78645943128869,86.06298230181756
2021-12-03T13:00:00-05:00,71.159,71.159,69.88,70.54,72.6125160677824,66.92577945599999,69.844,73.278,66.41,49.33513464019993,72.23147340782657
2021-12-05T17:00:00-05:00,70.54,72.536,70.54,71.925,72.5681601924416,67.17986827776,69.844,73.278,66.41,37.02465189552948,53.38208198900602
2021-12-05T21:00:00-05:00,71.925,72.298,71.701,71.976,72.52995630905826,67.42379354664959,71.386,73.278,69.494,47.09633117520111,44.485372570310155
2021-12-06T01:00:00-05:00,71.976,72.535,71.414,72.018,72.49692686976418,67.65796180478361,71.57900000000001,73.278,69.88,61.59505591524417,48.572012995324904
2021-12-06T05:00:00-05:00,72.018,72.825,71.742,72.764,72.51415739429552,67.88276333259226,71.57900000000001,73.278,69.88,74.17713339149186,60.95617349397903
