time,open,high,low,close,ParabolicSAR,%K,%D
2020-01-01T19:00:00Z,7220,7222.75,7200.55,7212.38,7170.908003,59.74457008,66.43519707
2020-01-01T20:00:00Z,7206.53,7224.08,7202.12,7212.81,7173.565683,56.79874818,62.84620343
2020-01-01T21:00:00Z,7219.12,7224.75,7203.67,7212.54,7176.117056,43.79988402,53.44773409
2020-01-01T22:00:00Z,7217.84,7217.84,7161.25,7170.44,7237.35,34.06042237,44.88635152
2020-01-01T23:00:00Z,7170.44,7183.94,7151.96,7178.68,7235.828,29.56433792,35.80821477
2020-01-02T00:00:00Z,7174.7,7184.94,7163.01,7184.86,7232.47328,31.84526796,31.82334275
2020-01-02T01:00:00Z,7178.9,7184.86,7158.1,7163.27,7229.252749,32.48156798,31.29705795
2020-01-02T02:00:00Z,7163.27,7166.01,7125,7142.87,7226.161039,26.66151126,30.32944907
2020-01-02T03:00:00Z,7142.87,7142.87,7092.7,7103.23,7220.091377,15.40062971,24.84790298
2020-01-02T04:00:00Z,7095.82,7133.34,7080,7113.65,7209.900066,20.90999433,20.99071177
2020-01-02T05:00:00Z,7109.12,7128.29,7100,7111.71,7196.91006,24.57404484,20.29488962
2020-01-02T06:00:00Z,7109.28,7118.45,7093.46,7099.52,7185.219054,28.33376611,24.60593509
2020-01-02T07:00:00Z,7104.03,7108.91,7069.18,7075.6,7174.697148,20.54917617,24.48566237
2020-01-02T08:00:00Z,7073.06,7129.11,7073.06,7127.58,7162.035091,40.80988399,29.89760876
2020-01-02T09:00:00Z,7121.26,7137.63,7106.21,7136.95,7150.89248,66.24706355,42.53537457
2020-01-02T10:00:00Z,7132.07,7156.31,7130.01,7135.62,7069.18,88.76096385,65.27263713
2020-01-02T11:00:00Z,7134.79,7144.92,7117.73,7117.73,7070.9226,76.99392787,77.33398509
2020-01-02T12:00:00Z,7117.73,7142.31,7115.17,7135,7072.630348,68.79253729,78.18247633
2020-01-02T13:00:00Z,7139.47,7140.21,7081.4,7112.48,7074.303941,57.20450869,67.66365795
2020-01-02T14:00:00Z,7112.48,7139.95,7098.97,7120.49,7075.944062,56.02493643,60.67399414
2020-01-02T15:00:00Z,7120.12,7131.75,7096,7112.22,7077.551381,47.39751934,53.54232149
2020-01-02T16:00:00Z,7112.22,7125,7011,7024.58,7156.31,37.01490307,46.81245295
2020-01-02T17:00:00Z,7025,7025.85,6900,6944.6,7153.4038,25.80972573,36.74071605
2020-01-02T18:00:00Z,6948.99,6970.11,6924.05,6953.17,7143.267648,17.02260305,26.61574395
2020-01-02T19:00:00Z,6956.64,6998.87,6938.24,6966.77,7133.536942,23.17902973,22.00378617
2020-01-02T20:00:00Z,6966.77,6969.36,6922.06,6926.12,7124.195464,20.85963032,20.35375437
2020-01-02T21:00:00Z,6927.18,7000,6924.14,6955.81,7115.227646,28.25551735,24.09805913
2020-01-02T22:00:00Z,6954.92,6960.57,6944.29,6952.54,7106.61854,31.68744615,26.93419794
2020-01-02T23:00:00Z,6959.11,6959.95,6935.85,6950.56,7098.353798,40.00667975,33.31654775
2020-01-03T00:00:00Z,6945.7,6950.89,6901,6924.61,7090.419646,33.17402664,34.95605085
2020-01-03T01:00:00Z,6924.61,6932.48,6860.46,6871.93,7082.802861,22.87831327,32.01967322
2020-01-03T02:00:00Z,6865.88,6946.64,6853.53,6939.8,7069.462289,37.55479633,31.20237875
2020-01-03T03:00:00Z,6941.86,6951.29,6924,6933.4,7052.187706,54.62252872,38.35187944
2020-01-03T04:00:00Z,6942.82,7265.98,6934.1,7196.87,6853.53,79.63058349,57.26930284
2020-01-03T05:00:00Z,7197.79,7229.78,7151.15,7202.63,6861.779,80.97875803,71.74395674
2020-01-03T06:00:00Z,7201.48,7209.01,7178.81,7188.08,6869.86302,82.99915141,81.20283098
2020-01-03T07:00:00Z,7188.06,7225,7176.07,7192.68,6877.78536,81.43980756,81.80590567
2020-01-03T08:00:00Z,7189.77,7287.07,7189.77,7246.26,6885.549252,82.70565702,82.38153866
2020-01-03T09:00:00Z,7255.53,7347.51,7244.08,7333.15,6901.610082,86.56367017,83.56971158
2020-01-03T10:00:00Z,7338.82,7369.99,7271.4,7302.19,6928.364077,82.05404707,83.77445809
2020-01-03T11:00:00Z,7302.35,7339.08,7293.74,7333.22,6963.694151,79.58753431,82.73508385
2020-01-03T12:00:00Z,7333.42,7343.27,7293.02,7311.57,6996.197819,71.21992175,77.62050104
2020-01-03T13:00:00Z,7315,7370,7306.21,7344.03,7026.101194,75.99947689,75.60231098
2020-01-03T14:00:00Z,7344.03,7349.19,7224.67,7243.02,7060.491074,53.19543149,66.80494338
2020-01-03T15:00:00Z,7251.63,7317.14,7243.85,7312.54,7091.441967,50.82154216,60.00548351
2020-01-03T16:00:00Z,7317.35,7401,7286.77,7389.02,7119.29777,55.43158434,53.14951933
2020-01-03T17:00:00Z,7389.78,7402.31,7329.32,7355.87,7153.102038,75.841852,60.69832617
2020-01-03T18:00:00Z,7359.02,7364.89,7326.71,7339.97,7187.991152,77.32323755,69.53222463
2020-01-03T19:00:00Z,7339.97,7345.11,7272.54,7329.95,7217.995791,64.36642364,72.5105044
2020-01-03T20:00:00Z,7332.6,7352.68,7296.79,7311.29,7243.79978,49.70085134,63.79683751
2020-01-03T21:00:00Z,7311.29,7328.14,7258.16,7261.53,7402.31,28.84461466,47.63729655
2020-01-03T22:00:00Z,7272.64,7314.19,7247.73,7291.97,7399.427,23.31956425,33.95501008
2020-01-03T23:00:00Z,7292.54,7338.91,7284.93,7338.91,7393.35912,42.3258789,31.49668593
2020-01-04T00:00:00Z,7332.58,7343.1,7280.41,7306.91,7387.533955,60.34285024,41.9960978
2020-01-04T01:00:00Z,7294.07,7307.04,7274.91,7303.17,7381.941797,67.13323695,56.60065536
2020-01-04T02:00:00Z,7298.14,7322,7285.78,7317,7376.573325,62.38438262,63.28682327
2020-01-04T03:00:00Z,7316.32,7335.68,7308.63,7331.84,7371.419592,71.41723539,66.97828499
2020-01-04T04:00:00Z,7331.72,7334.35,7302.05,7325.04,7366.472008,76.54513215,70.11558339
2020-01-04T05:00:00Z,7325.04,7360,7320,7332.8,7361.722328,75.01211318,74.32482691
2020-01-04T06:00:00Z,7332.32,7360.41,7329.92,7346.94,7247.73,74.49999425,75.3524132
2020-01-04T07:00:00Z,7352.07,7359.7,7320,7337.77,7249.9836,70.39703675,73.30304806
2020-01-04T08:00:00Z,7338.38,7357.5,7324.94,7344.72,7252.192128,72.0908037,72.32927824
2020-01-04T09:00:00Z,7339.8,7360.84,7332.16,7355,7254.356485,73.34058229,71.94280758
