time,open,high,low,close,EMA40,EMA75,ParabolicSAR
2005-09-19T02:00:00Z,502.47,504.09,500.17001,500.92999,487.4771216,450.3895495,510.2391106
2005-09-20T02:00:00Z,508.09,513.47998,503.23999,513.47998,488.7455537,452.049824,496.97
2005-09-21T02:00:00Z,513.39001,514.97998,509.67001,510.92999,489.8277213,453.5993021,497.3001996
2005-09-22T02:00:00Z,511.44,514.62,510.62,514.62,491.0371008,455.2051099,498.0073908
2005-09-23T02:00:00Z,512.77002,514.78998,511.67999,513.59003,492.1372436,456.7415552,498.6862944
2005-09-26T02:00:00Z,513.13,513.69,508.82001,509.91,493.0042074,458.1407248,499.3380418
2005-09-27T02:00:00Z,513.42999,514.75,510.88,512.65002,493.9625397,459.5751799,499.9637193
2005-09-28T02:00:00Z,512.88,514.71997,511.14999,511.94,494.839489,460.9532015,500.5643698
2005-09-29T02:00:00Z,509.97,514.13,508.79001,511.57001,495.655612,462.2852228,501.1409942
2005-09-30T02:00:00Z,512.73999,513.03998,508.51001,511.89001,496.4475338,463.5906119,501.6945536
2005-10-03T02:00:00Z,505.98999,511.54001,504.84,507.26999,496.9754585,464.7400692,502.2259707
2005-10-04T02:00:00Z,507,507.89001,504.19,504.45001,497.3400708,465.7850677,502.736131
2005-10-05T02:00:00Z,506.07999,507.76001,504.16,505.89001,497.757141,466.8404609,503.225885
2005-10-06T02:00:00Z,503.56,505.89001,499.75,500.60999,497.8963043,467.7291327,514.97998
2005-10-07T02:00:00Z,498.88,500.64001,497.64001,498.67001,497.9340461,468.5433663,514.6753804
2005-10-10T02:00:00Z,499.17999,502.07999,497.29999,497.29999,497.9031165,469.3001196,513.9939656
2005-10-11T02:00:00Z,497.62,501.14999,496.17999,499.10999,497.9619884,470.0845899,512.992327
2005-10-12T02:00:00Z,500.95001,504.39001,498.60001,499.23999,498.0243299,470.8518372,511.6473401
2005-10-13T02:00:00Z,496.54001,499.34,494.35999,495.01001,497.8772899,471.4875786,510.4099521
2005-10-14T02:00:00Z,493.44,494.79999,490.51001,491.04999,497.5442509,472.0023789,508.8049559
2005-10-17T02:00:00Z,491.73001,492.59,487.51001,488.29999,497.0933114,472.4312634,506.6095624
2005-10-18T02:00:00Z,490.59,491.62,486.92001,487.26999,496.614125,472.8217562,503.935625
2005-10-19T02:00:00Z,482.85001,486.29999,477.84,478.10001,495.7109974,472.9606576,501.2131266
2005-10-21T02:00:00Z,473.41,479.98999,471.31,479.98999,494.944119,473.1456401,497.0059638
2005-10-25T02:00:00Z,480.94,481.39999,472.17999,472.17999,493.8336737,473.1202282,491.8667711
2005-10-26T02:00:00Z,475.17999,480.29999,474.07001,478.89001,493.1047145,473.2720646,487.7554169
2005-10-27T02:00:00Z,478.25,479.76001,476.26999,479.53,492.4425333,473.4367471,484.4663335
2005-10-28T02:00:00Z,477.72,477.87,474.92999,477.23999,491.7009458,473.5368324,481.8350668
2005-10-31T02:00:00Z,477.95999,478.35999,474.12,477.39999,491.0033382,473.6384945,479.76001
2005-11-01T02:00:00Z,484.39001,486.73999,477.10999,485.51999,490.7358578,473.9511654,471.31
2005-11-02T02:00:00Z,490.07999,491.25,485.85001,490.76001,490.737036,474.3935034,471.6185998
2005-11-03T02:00:00Z,494.28,495.54999,490.76001,495.39001,490.9640103,474.9460431,472.4038558
2005-11-04T02:00:00Z,497.03,499.41,493.64001,496.73999,491.2457654,475.519568,473.7926239
2005-11-07T02:00:00Z,491.16,496.73999,489.20001,491.92999,491.2791422,475.9514212,475.842014
2005-11-08T02:00:00Z,489.29001,492.06,486.66,487.75,491.1069889,476.2619101,477.7274528
2005-11-09T02:00:00Z,488.04999,489.57999,484.72,488.48001,490.9788436,476.5834391,479.4620566
2005-11-10T02:00:00Z,485.42001,488.47,484.39999,486.72,490.7710952,476.8501907,481.0578921
2005-11-11T02:00:00Z,484.20001,486.62,482.57999,483.31,490.4071393,477.0201857,482.5260607
2005-11-14T02:00:00Z,476.91,478.88,475.31,477.73001,489.7887427,477.0388652,499.41
2005-11-15T02:00:00Z,472.16,480.56,471.95999,476.56,489.1434382,477.0262635,498.928
2005-11-16T02:00:00Z,471.17001,476.20999,470.42999,471.45001,488.2803442,476.87952,497.8492796
2005-11-18T02:00:00Z,470.70001,472.64999,468.44,472.59,487.5149615,476.7666379,496.2041222
2005-11-21T02:00:00Z,473.37,474.39999,468.73999,470.04001,486.6625249,476.5896214,493.9829924
2005-11-22T02:00:00Z,471.51001,471.92999,468.85001,471.72,485.9336212,476.4614734,491.9395531
2005-11-23T02:00:00Z,468.25,473.01999,464.88,469.01999,485.108566,476.2656449,490.0595888
2005-11-24T02:00:00Z,468.66,469.57999,465.51999,468.85001,484.3154657,476.0704966,487.5416299
2005-11-25T02:00:00Z,468.62,469.28,467.26999,469.04999,483.5708084,475.8857465,485.2754669
2005-11-28T02:00:00Z,467.47,469.51001,465.32001,466.69,482.7473543,475.6437531,483.2359202
2005-11-29T02:00:00Z,466.92999,470.51001,464.95999,469.70001,482.1108985,475.4873389,481.4003282
2005-11-30T02:00:00Z,467.20999,470.13,465.92001,467.28,481.38744,475.2713563,479.7482954
2005-12-01T02:00:00Z,463.48999,466.54999,462.04001,462.89001,480.4851264,474.9455313,478.2614659
2005-12-02T02:00:00Z,461.69,466.75,459.39001,461.91,479.5790226,474.6024911,476.3148912
2005-12-06T02:00:00Z,473.19,477,461.91,477,479.4532167,474.6655834,459.39001
2005-12-07T02:00:00Z,485.89999,489.84,477.14999,489.84,479.959889,475.0649101,459.39001
2005-12-08T02:00:00Z,485.84,488.88,482.72,488.20999,480.362333,475.4108333,460.6080096
2005-12-09T02:00:00Z,490.14001,493.47,486.59,492.35999,480.9475845,475.8568637,461.7772892
2005-12-13T02:00:00Z,492.59,495.64001,488.75,488.75,481.3281902,476.1961568,463.6788519
2005-12-14T02:00:00Z,488.29001,491.22,486.69,489.5,481.726815,476.5462579,466.2357445
2005-12-15T02:00:00Z,491.03,491.64999,485.98001,486.26001,481.9479465,476.801883,468.5880858
2005-12-16T02:00:00Z,485.32999,486.73001,482.67001,486.56,482.1729247,477.0586755,470.7522397
2005-12-19T02:00:00Z,485.92001,487.94,483.88,486.04999,482.3620499,477.2952891,472.7432613
2005-12-20T02:00:00Z,485.29001,492.57001,484.98001,492.57001,482.8599991,477.6972554,474.5750012
2005-12-21T02:00:00Z,494.35001,495.25,491.32001,492.04001,483.3078045,478.0746963,476.2602019
2005-12-22T02:00:00Z,491.31,493.10001,489.64999,490.35999,483.6518136,478.3979935,477.8105866
2005-12-23T02:00:00Z,491.70001,494.25,490.51999,491.73999,484.0463588,478.7490987,479.2369404
2005-12-26T02:00:00Z,492.70001,494.84,491.32999,494.23001,484.5431222,479.1564911,480.549186
2005-12-27T02:00:00Z,495.45999,498.92999,494.63,498.32999,485.2156524,479.6610569,481.7564519
2005-12-28T02:00:00Z,498.66,498.79001,494.23999,496.54001,485.7680601,480.1052398,483.4738057
2005-12-29T02:00:00Z,501.48999,502.75,496.63,500.20001,486.4720576,480.6340496,485.0194242
2005-12-30T02:00:00Z,502.53,503.37,499.63,502.85001,487.2709821,481.2186801,487.1470933
2006-01-03T02:00:00Z,508,511.23999,499.63,511.23999,488.440202,482.0087146,489.4183002
2006-01-04T02:00:00Z,526.77002,527.45001,516.90997,525.72998,490.2592156,483.1592742,492.9097706
2006-01-05T02:00:00Z,530.82001,533.45001,523.34998,524.32001,491.9207178,484.2424515,499.1270137
2006-01-06T02:00:00Z,522.31,528.62,519.79999,528.20001,493.6904393,485.3992293,505.9916129
2006-01-09T02:00:00Z,539.06,541.27002,529.46002,541.27002,496.0113945,486.8695133,511.4832923
2006-01-10T02:00:00Z,541.10999,544.96002,537.19,538.42999,498.0805943,488.2263679,517.4406379
2006-01-11T02:00:00Z,536.33002,539.65002,530.40002,539.65002,500.1083711,489.5796219,522.9445143
2006-01-12T02:00:00Z,532.78003,539.25,526.48999,530.72998,501.6021081,490.6625261,544.96002
2006-01-13T02:00:00Z,531.26001,535.57001,528.88,531.12,503.0420053,491.7271965,544.5906194
2006-01-16T02:00:00Z,523.76001,531.12,522.66998,530.02002,504.358006,492.7349023,544.2286068
2006-01-17T02:00:00Z,529.13,532.59998,525.90002,529.59998,505.5893218,493.705036,543.3662617
2006-01-18T02:00:00Z,519.15997,528.96002,517.5,518.84003,506.2356978,494.3664832,542.5384105
2006-01-19T02:00:00Z,521.97998,525.54999,519.13,524.34998,507.1193214,495.1555226,541.0361058
2006-01-20T02:00:00Z,528.64001,530.33002,525.64001,526.40002,508.0598432,495.9777462,539.6239395
2006-01-23T02:00:00Z,525.38,528.98999,521.66998,528.98999,509.080826,496.8464894,538.2965031
2006-01-24T02:00:00Z,528.63,529.41998,524.84003,524.96997,509.8559062,497.586581,537.0487129
2006-01-25T02:00:00Z,538.84003,540.04999,528.23999,538.77002,511.2663508,498.6703557,517.5
2006-01-26T02:00:00Z,542.59998,544.01001,537.34003,537.34003,512.5382376,499.6879788,517.9509998
2006-01-27T02:00:00Z,537.28003,540.65997,535.63,537.73999,513.7675914,500.6893475,518.9933602
2006-01-30T02:00:00Z,538.22998,540.03998,533.39001,534.5,514.7789284,501.5791015,519.9940262
2006-01-31T02:00:00Z,538.09998,540.32001,536.16998,540.02002,516.0102011,502.5907046,520.9546656
2006-02-01T02:00:00Z,539.71997,541.34003,536.92999,539.34998,517.1487269,503.558054,521.8768793
2006-02-02T02:00:00Z,536.40002,536.40002,526.16998,528.52002,517.7034241,504.2149478,522.7622046
2006-02-03T02:00:00Z,530.16998,532.91998,522.83002,528.62,518.23594,504.857186,544.01001
2006-02-06T02:00:00Z,520.57001,531.07001,519.19,526.08002,518.6185781,505.4156816,543.5864102
2006-02-07T02:00:00Z,526.06,526.84998,522.84998,524.59003,518.9098684,505.9202698,542.6105538
2006-02-08T02:00:00Z,518.92999,524.69,516.96002,516.96002,518.8147539,506.2107895,541.6737316
2006-02-09T02:00:00Z,511.59,518,511.45999,516.09003,518.6818405,506.4707695,540.1909089
2006-02-10T02:00:00Z,517.23999,520.96997,517.13,519.76001,518.7344341,506.8204864,537.8924354
2006-02-14T02:00:00Z,515.58002,515.58002,508.32999,511.73001,518.3927549,506.9496844,535.7778398
2006-02-15T02:00:00Z,509.72,513.73999,509.13,509.48001,517.9579869,507.0162719,533.0330548
2006-02-16T02:00:00Z,517.45001,518.27002,507.54999,516.38,517.8810119,507.2626858,530.5627483
2006-02-17T02:00:00Z,519.07001,521.20001,516.70001,520.10999,517.9897425,507.6007727,527.8012173
2006-02-20T02:00:00Z,517.10999,518.5,512.03998,518.42999,518.011218,507.8857521,525.3710701
2006-02-21T02:00:00Z,513.62,519.33002,512.51001,512.51001,517.7428664,508.0074431,523.2325404
2006-02-22T02:00:00Z,514.29999,516.15002,511.81,512.87,517.5051656,508.1354052,521.3506344
2006-02-23T02:00:00Z,516.40997,517.71002,512.96002,515.66998,517.4156444,508.3336834,519.6945571
2006-02-24T02:00:00Z,519.42999,522.40997,515.46997,522.40997,517.65927,508.704112,507.54999
2006-02-27T02:00:00Z,528.89001,532.06,518.46997,531.41998,518.3305242,509.301898,507.8471896
2006-02-28T02:00:00Z,526.42999,529.41998,523.88,524.62,518.6373279,509.705006,508.815702
2006-03-01T02:00:00Z,521.04999,530.96002,521.04999,528.09998,519.0989206,510.1890842,509.7454739
2006-03-02T02:00:00Z,531.57001,534.34003,530.60999,531.46997,519.7023865,510.7491076,510.638055
2006-03-03T02:00:00Z,532.32001,536.07001,531.35999,532.54999,520.3290988,511.322815,512.0601735
2006-03-06T02:00:00Z,531.12,533.14001,529.77002,530.28003,520.8145101,511.8216891,513.9809604
2006-03-07T02:00:00Z,522.47998,529.96997,519.44,520.03998,520.7767281,512.0379599,515.7480844
2006-03-08T02:00:00Z,515.96002,515.96002,507.67999,507.81,520.1442048,511.9266978,536.07001
2006-03-09T02:00:00Z,507.73999,515.09998,505.01999,512.53003,519.7727817,511.9425749,535.5022096
2006-03-10T02:00:00Z,512.53998,513.65997,511,511.67999,519.3780113,511.9356648,534.2829208
2006-03-13T02:00:00Z,513.94,515.02002,510.12,514.89001,519.1590844,512.0134107,533.1124036
2006-03-14T02:00:00Z,517.57001,519.71997,513.09003,519.65002,519.1830325,512.2143741,531.988707
2006-03-15T02:00:00Z,518.66998,520.5,516.92999,520.5,519.2472748,512.4324169,530.9099584
2006-03-16T02:00:00Z,520.15997,523.04999,518.70001,519.44,519.2566761,512.616827,529.8743596
2006-03-17T02:00:00Z,518.03998,521.35999,515.65997,519.03003,519.2456202,512.7855955,528.8801848
2006-03-20T02:00:00Z,513.69,518.15002,512.78003,513.01001,518.9414441,512.7915011,527.925777
2006-03-21T02:00:00Z,512.39001,514.28998,510.57001,510.57001,518.5330814,512.7330409,527.0095456
2006-03-22T02:00:00Z,506.95999,512.25,504.17001,504.17001,517.8324438,512.5076979,526.1299633
2006-03-23T02:00:00Z,508.01999,509.73999,505.57999,508.67001,517.3854958,512.4067061,524.8123661
2006-03-24T02:00:00Z,510.10999,511.94,506.84,509.42999,516.9974223,512.3283715,523.5738248
2006-03-27T02:00:00Z,510.01999,511.41,508.76999,511.14001,516.7116949,512.2970988,522.4095959
2006-03-28T02:00:00Z,510.37,511.06,507.10001,507.10001,516.2428322,512.1603333,521.3152207
2006-03-29T02:00:00Z,506.64999,509.47,502.20001,503.29001,515.6109872,511.9269038,520.2865081
2006-03-30T02:00:00Z,502.88,507.03,501.87,507.03,515.1924025,511.7980379,518.8395882
2006-03-31T02:00:00Z,507.17001,511.17999,506.98999,509.12,514.8961877,511.7275632,517.1426294
2006-04-03T02:00:00Z,508.85001,512.64001,504.92001,512.64001,514.7861303,511.751575,515.6153665
2006-04-04T02:00:00Z,514.52002,522.40997,510.69,518.57001,514.9707098,511.9310075,501.87
2006-04-05T02:00:00Z,521,541.22998,521,536.94,516.0423825,512.5891389,502.2807994
2006-04-07T02:00:00Z,540.26001,540.77002,535.28998,539.71002,517.1969014,513.3028463,503.8387666
2006-04-10T02:00:00Z,531.64001,537.59998,528.56,528.56,517.7511989,513.7043503,505.3344152
2006-04-11T02:00:00Z,528.64001,530.20001,524.38,527.79999,518.2413838,514.0752882,506.7702378
2006-04-12T02:00:00Z,523.32001,528.89001,521.79999,525.22998,518.5822909,514.3688327,508.1486274
2006-04-17T02:00:00Z,528.83002,529.72998,526.54999,529.07001,519.093887,514.7557058,509.4718815
2006-04-18T02:00:00Z,535.67999,536.39001,530.72998,533.28998,519.7863793,515.2434499,510.7422055
2006-04-20T02:00:00Z,541.32001,542.03003,536.89001,541.69,520.8548486,515.9394117,511.9617165
2006-04-21T02:00:00Z,539.78998,541.69,536.65997,540.57001,521.8165638,516.5875853,513.7658153
2006-04-24T02:00:00Z,542.66998,545.15002,538.52002,538.90997,522.6503885,517.1750165,515.4616682
2006-04-25T02:00:00Z,533.12,539.40002,533.12,538.07001,523.4025652,517.7248848,517.8367363
2006-04-26T02:00:00Z,541.92999,541.92999,536.04999,536.63,524.0478059,518.2223878,520.021799
2006-04-27T02:00:00Z,533.77002,534.88,531.84998,533.85999,524.526449,518.6339036,522.0320567
2006-05-02T02:00:00Z,538.12,539.40002,536.75,539.40002,525.2519891,519.1803804,523.8814937
2006-05-03T02:00:00Z,539.21997,539.21997,532.62,533.78998,525.6684764,519.5648435,525.5829758
2006-05-08T02:00:00Z,545.03998,547.95001,542.26001,547.53003,526.7348937,520.3007695,527.1483394
2006-05-09T02:00:00Z,548.23999,549.09003,544.94,546.14001,527.6814847,520.9807495,529.2285064
2006-05-10T02:00:00Z,547.15002,547.92999,543.42999,544.67999,528.5106801,521.6044137,531.6118893
2006-05-15T02:00:00Z,529.14001,530.88,520.23999,528.21002,528.4960138,521.7782455,549.09003
2006-05-16T02:00:00Z,528.21002,531.01001,526.56,528.10999,528.4771833,521.9448703,548.5130292
2006-05-17T02:00:00Z,524.84003,524.84003,514.44,518.19,527.9753695,521.846058,547.9475684
2006-05-18T02:00:00Z,512.82001,518.97998,512.60999,516.23999,527.402912,521.6985299,546.6072657
2006-05-22T02:00:00Z,500.01999,505.59,497.75,504.03,526.2627699,521.2335685,544.5674291
2006-05-23T02:00:00Z,507.20999,508.47,493.35001,495.07999,524.7416587,520.5453165,540.8220348
2006-05-24T02:00:00Z,493.34,493.34,482.73999,482.89001,522.7001149,519.5543874,536.0748323
2006-05-25T02:00:00Z,492.69,496.69,490.85001,495.92999,521.3942551,518.9326927,529.6746512
2006-05-29T02:00:00Z,499.25,499.25,493.16,494.09,520.0623402,518.2789376,524.0424919
2006-05-30T02:00:00Z,491.14001,492.51999,483.47,492.51999,518.718811,517.6010706,519.0861917
2006-05-31T02:00:00Z,494.60999,494.73001,490.75,491.22,517.3774055,516.9068319,514.7246475
2006-06-01T02:00:00Z,493.97,502.47,493.97,502.47,516.650215,516.5269152,510.8864886
2006-06-05T02:00:00Z,495.29001,495.29001,485.29999,486.82999,515.1955699,515.7454172,507.5089087
2006-06-06T02:00:00Z,483.31,483.31,473.91,476.06,513.2865177,514.7010641,504.5366385
2006-06-07T02:00:00Z,472.29001,473.10001,464.28,466.92999,511.0252237,513.4439306,500.2489091
2006-06-08T02:00:00Z,469.26001,471.51999,462.06,462.23001,508.6449694,512.0961958,494.4938836
2006-06-13T02:00:00Z,450.69,450.69,442.44,444.26999,505.5047265,510.3112957,488.6557846
2006-06-14T02:00:00Z,450.01001,452.82001,439.70999,446.22,502.6127886,508.6246826,479.4126277
2006-06-15T02:00:00Z,459.14999,463.66,457.63,460,500.534116,507.3450857,471.4721001
2006-06-19T02:00:00Z,450.23999,450.54999,444.01001,446.06,497.876842,505.7323203,465.1196781
2006-06-20T02:00:00Z,447.38,449.95999,446.12,448.17001,495.4521185,504.2175227,463.66
2006-06-21T02:00:00Z,454.03,457.39999,453.25,455.89999,493.5227464,502.9460087,458.869998
2006-06-22T02:00:00Z,451.98001,456.01001,450.82999,456.01001,491.6928568,501.7108508,439.70999
2006-06-26T02:00:00Z,458.70001,462.47,454.51001,456.51001,489.9766204,500.521355,440.0359904
2006-06-27T02:00:00Z,453.04999,462.47,452.10999,462.26999,488.6250774,499.5147401,440.9333508
2006-06-28T02:00:00Z,463.85999,467.78,463.85999,465.73999,487.5087317,498.6259309,441.7948168
2006-06-29T02:00:00Z,473.01001,476.45001,471.54001,471.54001,486.7297697,497.9131435,443.3539277
2006-07-03T02:00:00Z,479.01999,485.29999,479.01999,485.19,486.654659,497.578324,446.0016143
2006-07-04T02:00:00Z,482.98999,483.48001,473.26001,473.51001,486.0134566,496.9449473,449.9314519
2006-07-05T02:00:00Z,470.67999,479.39001,470.63,479.39001,485.6903616,496.4829752,453.4683057
2006-07-06T02:00:00Z,482.03,482.03,474.66,476.69,485.2513196,495.9621075,456.6514741
2006-07-12T02:00:00Z,477.91,477.91,469.39999,469.70999,484.4932059,495.2712623,459.5163257
2006-07-13T02:00:00Z,462.89999,465.56,457.39999,459.22,483.2603666,494.3225448,485.29999
2006-07-17T02:00:00Z,454.95999,459.95999,454.95999,458.85001,482.0696175,493.3890571,484.74199
2006-07-18T02:00:00Z,458.85001,462.35999,457.17999,459.37,480.9623191,492.4938187,483.55071
2006-07-19T02:00:00Z,467.45001,468.84,464.87,465.70001,480.2178162,491.7887185,482.4070812
2006-07-20T02:00:00Z,465.42999,479.03,462.57001,477.20001,480.0706062,491.4048051,481.3091976
2006-07-24T02:00:00Z,480.79999,481.98999,477.07001,478.76999,480.0071615,491.07231,454.95999
2006-07-25T02:00:00Z,480.14999,482.54999,477.69,481.64999,480.0872995,490.8243542,455.50059
2006-07-26T02:00:00Z,483.64999,488.23999,482.35001,486.06,480.3786507,490.6989765,456.582566
2006-07-27T02:00:00Z,488.42999,489.81,482.41,483.04001,480.5084731,490.4974247,458.4820114
2006-07-31T02:00:00Z,484.69,485.07999,476.35001,478.85001,480.4275725,490.1909138,460.9882505
2006-08-01T02:00:00Z,478.41,484.66,477.92001,484.64999,480.6335441,490.0451,463.2939905
2006-08-02T02:00:00Z,484.64999,493.73999,484.64999,491.70999,481.1738585,490.0889129,465.4152712
2006-08-03T02:00:00Z,491.70999,494.14999,489.03,492.23001,481.713183,490.1452576,468.2477431
2006-08-07T02:00:00Z,497.16,500.62,496.98001,500.13,482.6115643,490.4080139,471.3560127
2006-08-08T02:00:00Z,499.39999,500.92999,495.39001,496.89999,483.3085606,490.5788554,475.452971
2006-08-09T02:00:00Z,497.47,497.48999,488.07001,488.48001,483.5608265,490.5236226,479.529294
2006-08-10T02:00:00Z,490.54001,497.35001,490.54001,497.14001,484.2232257,490.6977381,482.9534054
2006-08-15T02:00:00Z,500.23001,503.19,499.22,500.75,485.0294098,490.9622713,485.8296589
2006-08-16T02:00:00Z,502.47,502.47,496.84,497.98001,485.6611464,491.1469486,488.9545203
2006-08-17T02:00:00Z,496.97,499.98001,496,496.69,486.1991392,491.2928184,491.5169066
2006-08-21T02:00:00Z,495.29001,497.22,493.57999,495.97,486.6757666,491.4159021,503.19
2006-08-22T02:00:00Z,495.97,495.97,489.29001,489.73999,486.8252409,491.3717992,502.9977998
2006-08-23T02:00:00Z,487.03,487.03,481.91,484.82001,486.7274248,491.1993837,502.4494882
2006-08-24T02:00:00Z,482.51001,486.32001,481.98999,482.17999,486.5055987,490.9620312,501.2171189
