time,open,high,low,close,EMA75,EMA90,EMA60,EMA30,ParabolicSAR,EMA45
2009-04-30T02:00:00Z,345.89,346.79,343.23,345.78,314.1034713,311.7231743,316.8319757,324.9412769,329.4514559,320.0750731
2009-04-30T06:00:00Z,346.59,348.85,345.65,346.81,314.9641694,312.4943133,317.8148618,326.3521623,331.8788521,321.2374613
2009-05-04T02:00:00Z,352.65,356.06,351.73,354.83,316.0132702,313.424768,319.0284729,328.1894421,334.5942357,322.6980064
2009-05-04T06:00:00Z,356.09,358.76,355.91,358.76,317.1381841,314.4211467,320.3311459,330.1617362,338.4580733,324.2659192
2009-05-06T02:00:00Z,360.45,366.82,357.15,365.52,318.4113898,315.5441984,321.8127477,332.4429145,342.5184586,326.0595749
2009-05-06T06:00:00Z,366.04,371.94,365.93,371.94,319.8200375,316.7836666,323.4562641,334.9911135,347.3787669,328.054376
2009-05-07T02:00:00Z,381.11,382.19,372.06,372.06,321.1947733,317.998531,325.0498292,337.3826546,352.2910135,329.967664
2009-05-07T06:00:00Z,374.18,377.4,371.64,374.94,322.6091214,319.2499919,326.6855726,339.8057091,358.2708108,331.9229829
2009-05-11T02:00:00Z,376.97,385.02,373.55,383.96,324.2236182,320.6721899,328.5634226,342.6543731,363.0546487,334.1854619
2009-05-11T06:00:00Z,379.98,381.03,374.19,380.78,325.711944,321.9932407,330.2754416,345.1140909,367.4477189,336.2113114
2009-05-12T02:00:00Z,378.68,382.37,376.37,377.99,327.0876823,323.2239387,331.8398533,347.2351173,370.9621751,338.0277761
2009-05-12T06:00:00Z,378.27,387.25,377.97,387.25,328.6709012,324.6311048,333.6565794,349.8167227,373.7737401,340.1678728
2009-05-13T02:00:00Z,386.35,394.41,385.68,390.19,330.2898249,326.0719597,335.5101342,352.4214502,376.37,342.3427479
2009-05-13T06:00:00Z,390.18,395.13,389.79,393.54,331.9543032,327.5547738,337.4127528,355.0742599,377.97,344.5687154
2009-05-14T02:00:00Z,386.26,388.63,378.39,379.25,333.1989268,328.6909326,338.7844658,356.6339851,395.13,346.0765973
2009-05-14T06:00:00Z,377.6,379.87,373.26,373.26,334.2531655,329.6704725,339.9148112,357.7066312,395.13,347.2584844
2009-05-15T02:00:00Z,381.18,381.32,370.89,374.31,335.3072928,330.651561,341.0425223,358.7778163,394.2552,348.4346373
2009-05-15T06:00:00Z,374.07,380.03,370.71,380.02,336.483943,331.7365817,342.3204724,360.1482797,392.853288,349.8079139
2009-05-18T02:00:00Z,371.83,375.11,371.05,373.97,337.4704181,332.6647887,343.3581618,361.0400036,391.081825,350.8584394
2009-05-18T06:00:00Z,382.14,384.64,380,384.64,338.7117229,333.807101,344.7116647,362.562584,389.452079,352.3272029
2009-05-19T02:00:00Z,393.33,397.97,393.21,396.7,340.2377302,335.1893625,346.4162003,364.764998,370.71,354.2564549
2009-05-19T06:00:00Z,397.53,402.88,397.53,398.02,341.7583163,336.5702557,348.1081281,366.910482,371.2552,356.1592178
2009-05-20T02:00:00Z,401.95,405.22,397.98,402.11,343.3465185,338.0106896,349.8786813,369.1814186,372.520192,358.1570779
2009-05-20T06:00:00Z,401.26,403.21,398.33,401.46,344.8758206,339.4051799,351.5698721,371.2639077,374.4821805,360.0398136
2009-05-21T02:00:00Z,399.6,402.25,397.42,399.16,346.3043516,340.7184727,353.1302041,373.0636556,376.3264497,361.7406913
2009-05-21T06:00:00Z,399.22,400.16,388.03,390.48,347.4668687,341.8121326,354.3547876,374.1872908,378.0600627,362.9902264
2009-05-22T02:00:00Z,391.45,392.44,385.61,388.83,348.5553722,342.8454923,355.4851225,375.1319817,379.6896589,364.1136949
2009-05-22T06:00:00Z,388.63,394.77,387.86,394.21,349.7568097,343.9743826,356.7547906,376.3628216,381.2214794,365.4222299
2009-05-25T02:00:00Z,390.94,396.25,388.26,394.68,350.938999,345.0887918,357.9982401,377.544575,382.6613906,366.6943068
2009-05-25T06:00:00Z,396.17,396.85,389.54,390.71,351.9856042,346.0914557,359.0707568,378.3939573,384.0149072,367.7384674
2009-05-26T02:00:00Z,392.69,393.86,390.02,392.08,353.0407199,347.1021929,360.153027,379.2769278,385.2872127,368.7967949
2009-05-26T06:00:00Z,391.2,391.2,384.77,384.77,353.875701,347.9300568,360.9601409,379.6313195,405.22,369.4912821
2009-05-27T02:00:00Z,393.53,395.19,389.75,393,354.9052878,348.920605,362.0106281,380.493815,404.811,370.5134002
2009-05-27T06:00:00Z,394.09,395.92,393.86,395.13,355.9638329,349.9361961,363.0965091,381.438085,404.41018,371.5836872
2009-05-28T02:00:00Z,392.96,396.98,392.13,396.98,357.0432057,350.9701259,364.2074433,382.4407892,404.0173764,372.6878747
2009-05-28T06:00:00Z,396.37,396.67,393.92,394.84,358.0378582,351.934299,365.2117894,383.2407383,403.6324289,373.6510106
2009-05-29T02:00:00Z,400.24,403.64,400.19,402.86,359.2173882,353.0535451,366.446157,384.5064971,384.77,374.9209667
2009-05-29T06:00:00Z,403.56,406.12,400.74,401.44,360.3285096,354.1169837,367.5934961,385.5989812,385.1474,376.0739681
2009-06-01T02:00:00Z,405.5,407.44,403.79,406.85,361.5527593,355.2759511,368.8805946,386.9700147,385.986304,377.4120564
2009-06-01T06:00:00Z,408.41,414.92,408.26,414.92,362.9571604,356.5868093,370.3900833,388.7732395,387.2735258,379.0428366
2009-06-02T02:00:00Z,415.3,419.46,413.46,416.62,364.3693404,357.9062201,371.9058182,390.5698047,389.4852437,380.6766263
2009-06-02T06:00:00Z,411.02,413.15,408.68,410.18,365.5748841,359.0550944,373.1607094,391.8349786,392.4827193,381.9593817
2009-06-03T02:00:00Z,416.63,420.65,415.91,420.02,367.0076503,360.3949824,374.6970796,393.6533671,395.1804474,383.6141912
2009-06-03T06:00:00Z,420.75,421.5,413.6,416.51,368.3103437,361.6282795,376.067995,395.1279886,398.2367937,385.0444437
2009-06-04T02:00:00Z,416.81,417.95,412.96,416.32,369.5737557,362.8302953,377.3877329,396.4952151,401.4936426,386.4042505
2009-06-04T06:00:00Z,417.39,425.59,417.22,425.59,371.0478674,364.2096295,378.9681351,398.372298,404.2945326,388.1079788
2009-06-05T02:00:00Z,427.87,432.53,426.8,430.88,372.6223972,365.6749124,380.6701635,400.4695691,407.7018074,389.9676319
2009-06-05T06:00:00Z,431.41,435.01,431.34,434.11,374.240492,367.1789802,382.4222893,402.6399195,412.1708821,391.8868653
2009-06-08T02:00:00Z,432.91,437.94,431.55,436.04,375.8667948,368.6924092,384.180247,404.7947634,416.7387057,393.8065668
2009-06-08T06:00:00Z,434.53,434.61,426.54,430.29,377.2989844,370.0462024,385.6920422,406.4396174,420.9789645,395.392803
2009-06-09T02:00:00Z,431.26,435,428.99,430.68,378.703748,371.3788134,387.1670572,408.003513,424.3711716,396.927029
2009-06-09T06:00:00Z,433.98,436.77,433.23,436.39,380.2218073,372.8076307,388.7809242,409.8348993,426.54,398.6428103
2009-06-10T02:00:00Z,441.04,444.63,439.12,444.16,381.9043913,374.3758146,390.5966316,412.0494219,428.82,400.6218186
2009-06-10T06:00:00Z,446.59,450.59,445.73,450.59,383.7119073,376.0508516,392.5636272,414.5359108,431.982,402.7943482
2009-06-11T02:00:00Z,450.05,458.07,450.05,458.07,385.6686992,377.8534703,394.7113772,417.3445617,435.7036,405.1976374
2009-06-11T06:00:00Z,456.75,457.82,450.73,453.37,387.4503124,379.5131742,396.6346107,419.6687835,440.17688,407.2920879
2009-06-12T02:00:00Z,460.46,462.63,450.75,456.31,389.2624094,381.2010166,398.5911808,422.032733,443.755504,409.4233015
2009-06-12T06:00:00Z,454.04,456.7,452.26,454.61,390.9820829,382.8144008,400.4278634,424.1344922,447.5304032,411.3879406
2009-06-15T02:00:00Z,452.64,456.65,448.48,449.19,392.5138702,384.2732052,402.026622,425.7509765,462.63,413.0315084
2009-06-15T06:00:00Z,448.36,448.52,437.05,441.78,393.8103473,385.5370908,403.3300115,426.7851071,462.347,414.2814428
2009-06-16T02:00:00Z,433.53,433.64,426.98,430.88,394.7858645,386.5336383,404.2332898,427.0492937,461.33512,415.0031192
2009-06-16T06:00:00Z,432.37,432.83,427.25,430.05,395.713868,387.4900418,405.0797393,427.2428877,459.2738128,415.6573314
2009-06-17T02:00:00Z,423.61,431.51,423.61,429.55,396.6042925,388.4144365,405.8820429,427.3917336,457.336184,416.2613605
2009-06-17T06:00:00Z,432.39,432.42,420.5,420.99,397.2460217,389.1303829,406.3773858,426.9787186,454.6380893,416.4669535
2009-06-18T02:00:00Z,421.74,423.22,411.79,412.34,397.6432316,389.6404844,406.5728813,426.0342851,451.2242804,416.2875207
2009-06-18T06:00:00Z,413.89,415.28,404.83,408.27,397.9228834,390.0499243,406.6285246,424.8882022,446.4921667,415.9389329
2009-06-19T02:00:00Z,410.79,416.85,410.79,416.03,398.3993865,390.620915,406.9367697,424.3167053,440.6594634,415.9428923
2009-06-19T06:00:00Z,416.66,423.47,416.6,423.47,399.0591395,391.3428729,407.4788428,424.2620791,435.6433385,416.2701579
2009-06-22T02:00:00Z,425.49,426.2,416.89,425.73,399.7610042,392.0986339,408.0772414,424.3567837,431.3294711,416.6814554
2009-06-22T06:00:00Z,424.06,424.07,418.6,419.02,400.2678199,392.6903123,408.4360204,424.0124751,427.6195452,416.7831312
2009-06-23T02:00:00Z,403.01,405.47,400.34,401.85,400.3094562,392.8916241,408.2200853,422.582638,426.2,416.1338646
2009-06-23T06:00:00Z,401.59,407.99,401.29,407.99,400.5115758,393.2234566,408.2125415,421.6411775,424.07,415.7797836
2009-06-24T02:00:00Z,407.56,412.53,406.9,411.24,400.7939028,393.6194246,408.3118024,420.9701338,420.2732,415.5824017
2009-06-24T06:00:00Z,411.83,418.89,410.18,417.59,401.2359053,394.1462504,408.6160056,420.7520606,400.34,415.6696886
2009-06-25T02:00:00Z,419.45,426.24,419.3,423.46,401.8207499,394.7905086,409.102694,420.9267664,400.711,416.0083977
2009-06-25T06:00:00Z,423.86,429.11,421.91,424.88,402.4275723,395.4518161,409.6199827,421.1818137,401.73216,416.3941196
2009-06-26T02:00:00Z,431.25,433.36,430.2,431.98,403.2052678,396.2546334,410.353098,421.8784709,403.3748304,417.0717666
2009-06-26T06:00:00Z,432.72,435.01,428.04,429.43,403.8953923,396.9837623,410.9785702,422.3656663,405.773644,417.6090811
2009-06-29T02:00:00Z,427.96,435.36,427.91,428.76,404.5497241,397.6821411,411.5615679,422.778204,408.6972796,418.0939036
2009-06-29T06:00:00Z,429.17,434.35,429.17,433.98,405.324205,398.4798963,412.2965985,423.5009005,411.896806,418.7846035
2009-06-30T02:00:00Z,441.23,441.81,436.94,438.11,406.1869891,399.3508876,413.1429395,424.443423,414.7123893,419.6248381
2009-06-30T06:00:00Z,436.66,436.66,429.09,430.35,406.8228578,400.0321867,413.7071054,424.8244925,418.5060548,420.0911495
2009-07-02T02:00:00Z,432.85,434.25,425.36,426.4,407.3380458,400.6116991,414.1232659,424.9261382,421.7686071,420.3654473
2009-07-02T06:00:00Z,423.94,423.94,417.76,421.29,407.7052024,401.0661673,414.3582408,424.6915486,441.81,420.4056453
2009-07-03T02:00:00Z,415.24,419.89,415.24,419.41,408.0132234,401.4693284,414.5238722,424.3508035,441.329,420.3623563
2009-07-03T06:00:00Z,418.95,420.92,416.04,418.52,408.2897176,401.8440685,414.6548928,423.9746227,440.28544,420.2822539
2009-07-08T02:00:00Z,407.27,409.1,405.23,407.77,408.2760408,401.9743087,414.4291586,422.9291631,439.2836224,419.7382429
2009-07-08T06:00:00Z,408.83,412.19,408.57,411.97,408.3732502,402.1939942,414.3485305,422.2221203,437.2404051,419.4004932
2009-07-09T02:00:00Z,411.46,414.57,409.35,413.31,408.5031647,402.4383021,414.3144803,421.6471448,435.3197808,419.1356891
2009-07-09T06:00:00Z,414.01,416.99,413.37,416.99,408.7265025,402.7581196,414.4022022,421.3466839,433.5143939,419.0423983
2009-07-10T02:00:00Z,414.73,414.74,406.77,408.88,408.7305419,402.8926664,414.2211464,420.5423817,431.8173303,418.6005549
2009-07-10T06:00:00Z,408.27,408.46,403.69,403.69,408.597896,402.9101902,413.8758629,419.4551313,430.2220905,417.9522699
2009-07-13T02:00:00Z,399.19,402.59,397.21,398.44,408.330583,402.8119443,413.3697691,418.0993163,428.0995232,417.1039103
2009-07-13T06:00:00Z,397.29,401.76,395.53,401.06,408.1392519,402.77344,412.9661701,417.0000056,425.0105709,416.406349
2009-07-14T02:00:00Z,407.27,410.06,406.57,408.78,408.1561136,402.9054523,412.8289186,416.4696827,421.4729024,416.0747686
2009-07-14T06:00:00Z,409.42,414.76,409.39,413.49,408.2964791,403.1380798,412.8505934,416.2774451,418.3597541,415.9623874
2009-07-15T02:00:00Z,416.72,419.63,414.87,415.68,408.4907823,403.4137264,412.9433608,416.2389002,395.53,415.9501097
2009-07-15T06:00:00Z,416.45,422.18,416.45,421.58,408.8352354,403.8129851,413.2265293,416.5834873,396.012,416.1948875
2009-07-16T02:00:00Z,429.25,429.8,422.67,422.8,409.2027292,404.2302821,413.5404136,416.9845527,397.05872,416.4820663
2009-07-16T06:00:00Z,422.84,425.25,417.57,417.57,409.4229205,404.5234628,413.6725312,417.0223234,399.0231968,416.5293678
2009-07-17T02:00:00Z,421.71,424.1,418.78,422.44,409.7654752,404.9172328,413.9599892,417.371851,400.869805,416.7863518
2009-07-17T06:00:00Z,423.64,429.63,423.43,428.32,410.2537522,405.4315793,414.4308092,418.0781832,402.6056167,417.2878147
2009-07-20T02:00:00Z,434.72,438.02,433.52,437.4,410.9681271,406.134182,415.1838974,419.324752,404.2372797,418.1622576
2009-07-20T06:00:00Z,439.06,442.72,438.08,442.72,411.8037027,406.9382659,416.0867205,420.8341228,406.9398973,419.2299855
2009-07-21T02:00:00Z,440.41,446.09,439.59,441.78,412.5925527,407.7040183,416.9291231,422.1854697,410.5179076,420.2104209
2009-07-21T06:00:00Z,439.99,443.75,439.09,439.09,413.2898539,408.3938201,417.6557092,423.2760846,414.7865587,421.0312722
2009-07-22T02:00:00Z,442.19,446.43,441,444.17,414.1024893,409.1801098,418.5250302,424.6240791,418.5429716,422.0373038
2009-07-22T06:00:00Z,441.54,441.58,428.98,429.24,414.5008449,409.6209865,418.8763407,424.9218805,422.4471556,422.3504645
2009-07-23T02:00:00Z,436.09,438.18,434.69,436.5,415.07977,410.211734,419.4541656,425.6688559,425.8047538,422.9656617
2009-07-23T06:00:00Z,437.24,440.71,436.9,440.71,415.7542498,410.8820256,420.1510782,426.6392523,428.6922883,423.7371547
2009-07-24T02:00:00Z,444.54,445.74,438.92,441.54,416.4328221,411.5558272,420.8523543,427.6005909,431.1755679,424.5111915
2009-07-24T06:00:00Z,441.1,444.27,441.1,442.12,417.1088005,412.2275673,421.5496542,428.537327,433.3111884,425.2767918
2009-07-27T02:00:00Z,447.74,450.99,447.28,449.75,417.9677794,413.0522361,422.4742557,429.9058865,435.147822,426.3408444
2009-07-27T06:00:00Z,450.09,450.1,443.08,445.07,418.6809958,413.7559233,423.2150998,430.8842164,437.6825705,427.1551555
2009-07-28T02:00:00Z,443.01,448.39,442.96,446.54,419.4141274,414.4764524,423.9798506,431.894267,439.8117592,427.9979748
2009-07-28T06:00:00Z,447.74,450.34,445.83,448.58,420.1816504,415.2259809,424.7864129,432.9707659,441.6002778,428.8928455
2009-07-29T02:00:00Z,446.45,447.46,443.81,447.03,420.8881859,415.9249704,425.5157108,433.8778132,442.96,429.6814174
2009-07-29T06:00:00Z,440.19,444.05,439.32,442.27,421.4508652,416.503982,426.0650318,434.4192446,450.99,430.2287471
2009-07-30T02:00:00Z,441.72,442.18,437.17,439.74,421.9321583,417.0146637,426.5133914,434.7625192,450.7566,430.6422798
2009-07-30T06:00:00Z,441.16,448.1,440.61,448.1,422.6207857,417.6978579,427.221149,435.6230018,450.213136,431.4013111
2009-07-31T02:00:00Z,453.4,454.34,448.26,449.97,423.3405018,418.4071358,427.967013,436.5486146,437.17,432.2086454
2009-07-31T06:00:00Z,449.48,452.35,447.85,449.91,424.0396992,419.0995064,428.6864552,437.4106395,437.5134,432.9782695
2009-08-03T02:00:00Z,452.59,456.88,452.21,456.34,424.8897071,419.9179788,429.5931288,438.6318885,437.849932,433.9939969
2009-08-03T06:00:00Z,457.16,464.57,456.9,464.57,425.9339253,420.8993419,430.7399115,440.3053151,438.6111347,435.3233884
2009-08-04T02:00:00Z,468.13,471.26,464.81,467.25,427.0211904,421.9180377,431.9369635,442.0436818,440.1686666,436.7115019
2009-08-04T06:00:00Z,467.94,470.09,464.76,464.76,428.014317,422.8596193,433.0131287,443.5092508,442.6559733,437.9310018
2009-08-05T02:00:00Z,468.5,471.34,458.79,459.52,428.8434139,423.6653419,433.8822064,444.5422023,444.9442954,438.8696539
2009-08-05T06:00:00Z,457.34,463.66,457.09,460.8,429.6843767,424.4814883,434.764757,445.5910925,447.5838659,439.8231472
2009-08-06T02:00:00Z,461.97,468.45,461.71,467.81,430.6876826,425.4337632,435.8482076,447.0245704,449.9594793,441.0399669
2009-08-06T06:00:00Z,469.6,472.26,469.01,471.7,431.7669541,426.4506036,437.0236762,448.6165336,452.0975314,442.3730118
2009-08-07T02:00:00Z,469.7,471.4,466.48,469.2,432.7520343,427.3901508,438.0786377,449.9444992,454.5170276,443.5394026
2009-08-07T06:00:00Z,468.36,468.36,464.65,467.05,433.6546123,428.2617958,439.0285184,451.0480799,456.6461843,444.5616025
2009-08-10T02:00:00Z,471.9,472.34,467.65,469.46,434.5968593,429.1672509,440.0262719,452.2359457,458.5198422,445.6441415
2009-08-10T06:00:00Z,470.19,471.18,465.82,466.42,435.4343104,429.9859926,440.89164,453.151046,460.4546643,446.5474397
2009-08-11T02:00:00Z,463.84,464.93,460.86,463.55,436.174197,430.7236631,441.6345371,453.8219462,472.34,447.2866815
2009-08-11T06:00:00Z,463.02,467.5,462.93,465.54,436.9469813,431.4888573,442.4183227,454.5779497,472.1104,448.080304
2009-08-13T02:00:00Z,468.73,471.08,465.68,469.95,437.8154818,432.3341571,443.3210007,455.5696949,471.885392,449.0311604
2009-08-13T06:00:00Z,470.5,475.52,470.42,475.51,438.8074428,433.2830768,444.3763777,456.8561662,460.86,450.1824143
2009-08-14T02:00:00Z,474.16,474.74,470.92,471.16,439.6588259,434.1155366,445.2545293,457.7789942,461.1532,451.0944832
2009-08-14T06:00:00Z,471.06,475.76,471.06,473.31,440.5443831,434.9769534,446.1743808,458.7809945,461.440536,452.0603753
2009-08-17T02:00:00Z,462.95,466.18,462.65,462.93,441.1334783,435.5913061,446.7237453,459.0486723,462.0133146,452.5329676
2009-08-17T06:00:00Z,460.11,460.4,453.03,454.9,441.4957551,436.015673,446.9918193,458.781016,475.76,452.6358821
2009-08-18T02:00:00Z,455.22,456.13,449.57,453.32,441.8069195,436.3959878,447.1993006,458.4286924,475.3054,452.6656263
2009-08-18T06:00:00Z,455.46,461,454.68,461,442.3120005,436.9367354,447.6517825,458.5945832,474.275984,453.0279904
2009-08-19T02:00:00Z,461.69,461.69,457.29,458.25,442.7314216,437.4051588,447.9992651,458.5723521,473.2877446,453.2550343
2009-08-19T06:00:00Z,452.48,455.06,451.84,453.08,443.0037526,437.7496608,448.1658465,458.2180068,472.3390349,453.2474241
2009-08-20T02:00:00Z,458.88,463.17,457.98,462.37,443.5133907,438.2907671,448.6315565,458.4858773,471.4282735,453.6440579
2009-08-20T06:00:00Z,463.39,463.78,460.13,460.13,443.9506699,438.7707503,449.0085546,458.5919497,470.5539425,453.9260553
2009-08-21T02:00:00Z,461.29,462.93,456.24,457.58,444.3093365,439.1841404,449.2895856,458.5266626,469.7145848,454.0849225
2009-08-21T06:00:00Z,459.33,463.5,459.33,462.83,444.7967223,439.7038296,449.7335337,458.8042973,468.9088014,454.4651433
2009-08-24T02:00:00Z,470.3,473.23,469.57,472.81,445.5339139,440.4314377,450.4901391,459.707891,449.57,455.2627457
2009-08-24T06:00:00Z,472.15,472.84,469.15,469.23,446.1574951,441.0643732,451.1045608,460.3222206,450.0432,455.8700177
2009-08-25T02:00:00Z,465,469.91,464.58,468.25,446.7388768,441.6618595,451.6667063,460.8336903,450.506936,456.4082778
2009-08-25T06:00:00Z,468.31,471.22,468.07,469.66,447.3420642,442.2772032,452.2566504,461.4031296,450.9613973,456.9844396
2009-08-26T02:00:00Z,469.79,473.57,469.09,473.35,448.0264836,442.9601218,452.9482356,462.1738954,451.4067693,457.6959857
2009-08-26T06:00:00Z,472.59,472.98,468.97,470.8,448.6257867,443.5719873,453.5335394,462.7304183,452.2932986,458.2657254
2009-08-27T02:00:00Z,470.79,471.25,467.24,468.65,449.1527396,444.1231524,454.029161,463.1123268,453.1443666,458.7172156
2009-08-27T06:00:00Z,469.33,471.45,466.62,466.77,449.6163518,444.6208853,454.4468934,463.3483057,453.961392,459.0673367
2009-08-28T02:00:00Z,467.26,469.82,465.94,468.19,450.105132,445.1388878,454.8974871,463.6606731,454.7457363,459.4639742
2009-08-28T06:00:00Z,467.35,470.69,465.42,470.69,450.646839,445.7004507,455.4152744,464.1141781,455.4987068,459.9520623
2009-08-31T02:00:00Z,467.6,469.4,467.05,468.31,451.1116591,446.1973639,455.8380523,464.3848763,456.2215586,460.3154509
2009-08-31T06:00:00Z,467.06,467.36,465.4,467.27,451.5368786,446.6604988,456.2128703,464.5710133,456.9154962,460.6178226
2009-09-01T02:00:00Z,468.04,471.87,467.86,471.87,452.0719607,447.2145537,456.7262188,465.0419156,457.5816764,461.1070477
2009-09-01T06:00:00Z,471.88,471.88,467.45,467.52,452.478488,447.6608273,457.0801132,465.2017921,458.2212093,461.3858717
2009-09-02T02:00:00Z,462.67,465.57,462.09,463.91,452.7793173,448.017952,457.304044,465.1184506,458.8351609,461.4956164
2009-09-02T06:00:00Z,464.16,467.06,464.04,467.06,453.1551247,448.4364585,457.6239114,465.2437119,459.4245545,461.7375462
2009-09-03T02:00:00Z,469.28,471.72,468.92,470.64,453.615253,448.9244484,458.0506684,465.5918595,459.9903723,462.1246094
2009-09-03T06:00:00Z,471.63,475.35,471.6,475.11,454.1809043,449.4999551,458.6099907,466.2059331,460.5335574,462.6891916
2009-09-04T02:00:00Z,476.31,477.75,473.93,475.9,454.7524594,450.0801758,459.1768763,466.8313568,461.422544,463.2635745
2009-09-04T06:00:00Z,477.88,481.03,476.59,477.03,455.3387105,450.6724797,459.7622246,467.4893337,462.7287405,463.8621148
2009-09-07T02:00:00Z,481.79,485.05,480.54,484.98,456.1187444,451.4264911,460.5890369,468.6177638,464.5588664,464.7802837
2009-09-07T06:00:00Z,484.95,488.16,484.4,488.16,456.9619354,452.233821,461.4930029,469.8785532,467.0178024,465.7967931
2009-09-08T02:00:00Z,491.94,494.76,488.72,493.79,457.931095,453.1471436,462.5519208,471.4212272,469.9777101,467.0138891
2009-09-08T06:00:00Z,495.19,500.03,494.76,496.66,458.9502767,454.1034701,463.6702185,473.0495352,473.9428765,468.3028504
2009-09-09T02:00:00Z,498.97,501.55,493.79,496.34,459.9342168,455.0317455,464.7413589,474.5521458,478.6385587,469.5218569
2009-09-09T06:00:00Z,496.19,500.37,493.95,499.76,460.9822637,456.014784,465.8895111,476.178459,483.220847,470.8365588
2009-09-10T02:00:00Z,507.15,511.69,505.12,511.02,462.2990462,457.2236899,467.3691992,478.4263003,486.8866776,472.5836649
2009-09-10T06:00:00Z,511.35,511.87,503.4,505.84,463.4448608,458.2921802,468.630537,480.1949261,491.8473421,474.0295925
2009-09-11T02:00:00Z,509.24,511.12,505.76,507.91,464.614996,459.3826817,469.9183882,481.9829954,495.8518737,475.5026537
2009-09-11T06:00:00Z,506.74,508.52,505.21,508.2,465.7619698,460.4555898,471.173523,483.674415,499.0554989,476.9242775
2009-09-14T02:00:00Z,502.95,507.91,501.8,504.87,466.7911285,461.4317307,472.2783255,485.0418721,501.6183991,478.1393089
2009-09-14T06:00:00Z,504.41,504.48,495.4,496.96,467.5850462,462.2125718,473.0875608,485.8107836,511.87,478.9575998
2009-09-15T02:00:00Z,500.41,501.61,497.5,499.49,468.4246502,463.0318559,473.9532145,486.6933137,511.5406,479.8503129
