time,open,high,low,close,EMA45,EMA90,EMA75,ParabolicSAR,EMA30,EMA60
2014-01-29T14:00:00Z,107.391,108.1585,107.246,108.0905,107.4796481,107.4122377,107.4655191,106.71442,107.5401187,107.4628935
2014-01-29T18:00:00Z,108.0905,108.2075,107.7615,107.9535,107.5002504,107.4241336,107.4783607,106.7452116,107.5667884,107.478979
2014-01-29T22:00:00Z,107.9535,108.2065,107.9425,108.1765,107.5296525,107.4406691,107.4967328,106.7753874,107.6061246,107.5018485
2014-01-30T02:00:00Z,108.1765,108.1965,107.8835,107.8935,107.545472,107.4506215,107.507174,106.8049596,107.624665,107.5146896
2014-01-30T06:00:00Z,107.8935,108.5025,107.8835,108.4175,107.5833862,107.4718716,107.53113,106.8339404,107.6758156,107.5442899
2014-01-30T10:00:00Z,108.4175,108.4725,107.8995,107.8995,107.5971303,107.48127,107.5408239,106.9006828,107.6902469,107.5559361
2014-01-30T14:00:00Z,107.8995,108.6015,107.8665,108.2075,107.6236681,107.4972311,107.558368,106.9647555,107.7236181,107.5772989
2014-01-30T18:00:00Z,108.2075,108.2645,107.9555,108.1905,107.648313,107.5124678,107.5750031,107.0629602,107.7537395,107.5974038
2014-01-30T22:00:00Z,108.1905,108.2125,107.9145,108.0775,107.6669733,107.524886,107.5882267,107.1552726,107.7746272,107.6131447
2014-01-31T02:00:00Z,108.0775,108.0925,107.9785,108.0505,107.6836484,107.536438,107.6003918,107.2420462,107.7924255,107.6274842
2014-01-31T06:00:00Z,108.0505,108.1345,107.7585,107.9635,107.6958158,107.545824,107.6099472,107.3236134,107.8034626,107.6385011
2014-01-31T10:00:00Z,107.9635,107.9985,106.7425,107.1845,107.6735847,107.5378828,107.5987513,108.6015,107.7635295,107.6236159
2014-01-31T14:00:00Z,107.1845,107.7855,106.9315,107.4375,107.6633202,107.5356766,107.5945078,108.56432,107.7424953,107.6175137
2014-01-31T18:00:00Z,107.4375,107.5035,106.4995,106.5445,107.6146758,107.5138925,107.566876,108.5278836,107.6652053,107.5823329
2014-02-02T22:00:00Z,106.5445,106.5445,106.2105,106.2905,107.5571029,107.4870047,107.5332872,108.4467483,107.5765146,107.5399777
2014-02-03T02:00:00Z,106.2905,106.6895,106.2905,106.5135,107.5117289,107.465609,107.5064507,108.3125734,107.5079331,107.5063227
2014-02-03T06:00:00Z,106.5135,106.7425,105.8835,106.0355,107.447545,107.4341781,107.4677414,108.186449,107.4129374,107.458099
2014-02-03T10:00:00Z,106.0355,106.3945,105.8605,106.2085,107.3936735,107.4072401,107.4346035,108.002213,107.3352317,107.4171286
2014-02-03T14:00:00Z,106.2085,106.8065,105.5285,106.3985,107.3504051,107.38507,107.4073376,107.7880417,107.2747974,107.3837309
2014-02-03T18:00:00Z,106.3985,106.4635,105.7475,106.1995,107.3003658,107.3590135,107.3755524,107.5168967,107.2054234,107.3449037
2014-02-03T22:00:00Z,106.1995,106.2245,105.9195,106.0805,107.2473281,107.3309143,107.3414721,107.2782891,107.1328477,107.3034478
2014-02-04T02:00:00Z,106.0805,106.2735,105.9915,106.0165,107.1938138,107.3020261,107.3066044,107.0683144,107.0608253,107.2612528
2014-02-04T06:00:00Z,106.0165,106.1825,105.8705,106.0245,107.1429741,107.2739486,107.2728648,106.8835367,106.9939656,107.2207035
2014-02-04T10:00:00Z,106.0245,106.0595,105.6135,105.7945,107.0843448,107.2414332,107.2339605,106.7209323,106.9165807,107.1739428
2014-02-04T14:00:00Z,105.7945,106.3025,105.7615,105.9625,107.0355689,107.2133248,107.200501,106.5778404,106.8550271,107.1342233
2014-02-04T18:00:00Z,105.9625,106.1525,105.7045,106.0755,106.9938268,107.1883177,107.1708957,106.4519196,106.804735,107.0995111
2014-02-04T22:00:00Z,106.0755,106.2265,106.0075,106.0875,106.9544213,107.1641239,107.1423853,106.3411092,106.7584618,107.0663304
2014-02-05T02:00:00Z,106.0875,106.1755,105.9165,106.1295,106.9185552,107.1413849,107.1157304,106.2435961,106.7178836,107.0356146
2014-02-05T06:00:00Z,106.1295,106.5475,106.0785,106.4695,106.899031,107.1266182,107.0987244,105.5285,106.7018589,107.0170535
2014-02-05T10:00:00Z,106.4695,106.5045,105.9335,106.3105,106.8734427,107.1086815,107.0779816,105.54888,106.6766099,106.9938878
2014-02-05T14:00:00Z,106.3105,106.4935,105.7245,106.3825,106.8520974,107.0927215,107.0596795,105.5688524,106.6576351,106.9738423
2014-02-05T18:00:00Z,106.3825,106.4505,106.1505,106.3345,106.8295931,107.0760573,107.0405958,105.5884254,106.6367877,106.9528803
2014-02-05T22:00:00Z,106.3345,106.4535,106.2605,106.4375,106.8125456,107.062023,107.0247249,105.6076068,106.6239304,106.9359826
2014-02-06T02:00:00Z,106.4375,106.5005,106.3055,106.3885,106.7941089,107.0472203,107.0079821,105.6264047,106.6087413,106.9180323
2014-02-06T06:00:00Z,106.3885,106.7705,106.3535,106.7335,106.7914737,107.0403254,107.0007589,105.6448266,106.6167903,106.9119821
2014-02-06T10:00:00Z,106.7335,107.4035,106.6775,107.1275,106.8060835,107.0422413,107.0040942,105.6898535,106.6497393,106.9190482
2014-02-06T14:00:00Z,107.1275,107.3835,106.8045,107.0745,106.8177538,107.0429503,107.005947,105.7926723,106.6771432,106.924145
2014-02-06T18:00:00Z,107.0745,107.5745,106.8625,107.5595,106.8500036,107.054303,107.0205141,105.889322,106.7340695,106.9449763
2014-02-06T22:00:00Z,107.5595,107.5695,107.3965,107.4865,106.8776774,107.0638019,107.0327769,106.0241362,106.7826134,106.9627312
2014-02-07T02:00:00Z,107.4865,107.5705,107.3335,107.4325,106.9018001,107.0719051,107.043296,106.1481653,106.8245415,106.9781335
2014-02-07T06:00:00Z,107.4325,107.4825,107.1725,107.3295,106.9203958,107.0775665,107.0508276,106.2622721,106.8571195,106.9896537
2014-02-07T10:00:00Z,107.3295,107.5725,106.9795,107.5555,106.948009,107.0880706,107.0641085,106.3672503,106.9021763,107.008206
2014-02-07T14:00:00Z,107.5555,108.9235,107.5255,108.8225,107.0295086,107.1261899,107.110382,106.4638303,107.0260682,107.0676911
2014-02-07T18:00:00Z,108.8225,109.7175,108.7575,109.5395,107.1386387,107.1792297,107.1743061,106.7097973,107.188225,107.148734
2014-02-09T22:00:00Z,109.5395,109.6215,109.3235,109.3385,107.2342848,107.2266862,107.2312586,107.0707216,107.3269525,107.2205296
2014-02-10T02:00:00Z,109.3385,109.3405,109.0985,109.1245,107.3164681,107.2683964,107.2810807,107.388335,107.4429233,107.2829548
2014-02-10T06:00:00Z,109.1245,109.2865,108.7925,109.1485,107.3961216,107.3097173,107.3302233,107.6678348,107.5529605,107.3441203
2014-02-10T10:00:00Z,109.1485,109.4455,109.1365,109.2385,107.476225,107.3521082,107.3804411,107.9137946,107.661705,107.4062311
2014-02-10T14:00:00Z,109.2385,109.3595,108.8635,108.8735,107.5369761,107.3855453,107.4197322,108.1302393,107.7398853,107.4543382
2014-02-10T18:00:00Z,108.8735,108.9225,108.4435,108.4985,107.5787815,107.4100059,107.4481208,108.3207106,107.7888282,107.4885731
2014-02-10T22:00:00Z,108.4985,108.7495,108.3965,108.6105,107.6236388,107.4363904,107.4787097,109.7175,107.8418393,107.5253575
2014-02-11T02:00:00Z,108.6105,108.7665,108.6085,108.6225,107.6670676,107.4624587,107.5088095,109.69108,107.8922045,107.5613294
2014-02-11T06:00:00Z,108.6225,109.1945,108.5485,109.0495,107.7271733,107.4973387,107.549354,109.6651884,107.9668687,107.6101219
2014-02-11T10:00:00Z,109.0495,109.1575,108.7735,108.9085,107.7785354,107.5283533,107.585121,109.6398146,108.0276191,107.6526917
2014-02-11T14:00:00Z,108.9085,109.2565,108.6595,109.0065,107.8319251,107.56084,107.6225257,109.6149483,108.0907727,107.6970788
2014-02-11T18:00:00Z,109.0065,109.0965,108.6075,108.8625,107.8767327,107.5894479,107.6551566,109.5905794,108.1405616,107.7352894
2014-02-11T22:00:00Z,108.8625,108.9105,108.8035,108.8235,107.9178965,107.61657,107.6859025,109.5666978,108.1846221,107.7709684
2014-02-12T02:00:00Z,108.8235,108.9125,108.7665,108.8865,107.9600097,107.6444805,107.7174971,109.5432938,108.2299046,107.8075432
2014-02-12T06:00:00Z,108.8865,109.1925,108.7865,109.1495,108.0117267,107.6775579,107.7551814,109.520358,108.2892333,107.8515418
2014-02-12T10:00:00Z,109.1495,109.3575,108.8215,109.2525,108.0656734,107.712172,107.7945845,109.4978808,108.3513795,107.8974749
2014-02-12T14:00:00Z,109.2525,109.6095,108.7625,109.0175,108.1070571,107.7408605,107.8267665,108.3965,108.394355,107.934197
2014-02-12T18:00:00Z,109.0175,109.0505,108.6705,108.9165,108.1422503,107.7666987,107.8554437,108.42076,108.4280418,107.9664036
2014-02-12T22:00:00Z,108.9165,108.9295,108.8115,108.8835,108.1744785,107.7912438,107.8824978,108.4445348,108.4574262,107.9964724
2014-02-13T02:00:00Z,108.8835,108.9215,108.5515,108.5665,108.191523,107.8082824,107.9004979,108.4678341,108.4644632,108.0151618
2014-02-13T06:00:00Z,108.5665,108.8065,108.2395,108.4295,108.2018698,107.8219355,107.914419,109.6095,108.4622075,108.0287467
2014-02-13T10:00:00Z,108.4295,108.837,108.3745,108.7765,108.2268537,107.842915,107.9371053,109.5821,108.4824845,108.0532632
2014-02-13T14:00:00Z,108.7765,109.2815,108.4225,109.1455,108.2667949,107.8715432,107.9689052,109.555248,108.5252597,108.0890742
2014-02-13T18:00:00Z,109.1455,109.3255,109.0135,109.1695,108.3060429,107.9000697,108.0004998,109.528933,108.5668236,108.124498
2014-02-13T22:00:00Z,109.1695,109.1825,109.0765,109.1215,108.3414976,107.9269144,108.0299998,109.5031444,108.6026091,108.1571866
2014-02-14T02:00:00Z,109.1215,109.2595,108.9275,109.0255,108.3712368,107.9510591,108.0561972,109.4778715,108.6298924,108.1856559
2014-02-14T06:00:00Z,109.0255,109.0405,108.7125,108.9895,108.3981178,107.973882,108.0807578,109.4531041,108.6530929,108.2120114
2014-02-14T10:00:00Z,108.9895,109.1055,108.8435,109.0245,108.4253518,107.9969725,108.1055931,109.428832,108.6770547,108.2386504
2014-02-14T14:00:00Z,109.0245,109.3685,108.4255,109.3685,108.4663583,108.0271159,108.1388275,109.4050453,108.721664,108.2756947
2014-02-14T18:00:00Z,109.3685,109.8215,109.1765,109.5235,108.5123209,108.0600035,108.1752662,108.2395,108.7733954,108.3166063
2014-02-16T22:00:00Z,109.5235,109.8155,109.5235,109.7525,108.5662418,108.0972012,108.2167724,108.27114,108.8365634,108.3636848
2014-02-17T02:00:00Z,109.7525,109.7875,109.4635,109.5935,108.6109052,108.1300869,108.2530021,108.3021472,108.885398,108.4040066
2014-02-17T06:00:00Z,109.5935,109.8125,109.5305,109.5655,108.6524093,108.1616345,108.2875415,108.3325343,108.9292756,108.4420883
2014-02-17T10:00:00Z,109.5655,109.6675,109.3175,109.6675,108.6965437,108.1947304,108.3238562,108.3623136,108.976903,108.4822658
2014-02-17T14:00:00Z,109.6675,109.7325,109.1715,109.7075,108.7404983,108.2279781,108.3602679,108.3914973,109.0240383,108.5224374
2014-02-17T18:00:00Z,109.7075,109.7295,109.5745,109.6065,108.7781505,108.2582753,108.3930634,108.4200974,109.0616164,108.5579804
2014-02-17T22:00:00Z,109.6065,109.6335,109.5685,109.6135,108.8144701,108.2880604,108.4251802,108.4481254,109.0972218,108.5925876
2014-02-18T02:00:00Z,109.6135,109.6135,109.5495,109.5495,108.8464279,108.3157844,108.4547676,108.4755929,109.1264011,108.6239618
2014-02-18T06:00:00Z,109.5495,109.7545,109.3465,109.5345,108.8763441,108.3425693,108.4831816,108.502511,109.15273,108.6538155
2014-02-18T10:00:00Z,109.5345,110.3875,109.5215,110.2295,108.9351769,108.3840403,108.5291373,108.5288908,109.2221991,108.7054773
2014-02-18T14:00:00Z,110.2295,110.6015,109.9745,110.5805,109.0067127,108.4323142,108.5831205,108.6032352,109.3098314,108.7669535
2014-02-18T18:00:00Z,110.5805,111.2005,110.3285,111.1775,109.1010948,108.4926479,108.6513937,108.7231311,109.4303261,108.8459878
2014-02-18T22:00:00Z,111.1775,111.2005,110.8265,110.871,109.1780472,108.5449194,108.7098044,108.9213206,109.5232728,108.9123816
2014-02-19T02:00:00Z,110.871,110.888,110.634,110.842,109.250393,108.5954047,108.7659148,109.1036549,109.608352,108.9756478
2014-02-19T06:00:00Z,110.842,110.952,110.519,110.588,109.3085498,108.639198,108.8138644,109.2714025,109.6715551,109.0285118
2014-02-19T10:00:00Z,110.588,111.04,110.588,110.846,109.3753955,108.6876991,108.8673417,109.4257303,109.7473257,109.0881016
2014-02-19T14:00:00Z,110.846,111.3045,110.7035,110.9135,109.4422696,108.7366178,108.9211879,109.5677119,109.8225628,109.1479507
2014-02-19T18:00:00Z,110.9135,111.2335,110.8225,110.9755,109.5089318,108.785824,108.9752488,109.7413907,109.8969458,109.2078704
2014-02-19T22:00:00Z,110.9755,110.9885,110.5155,110.5255,109.5531304,108.8240587,109.0160449,109.8977017,109.9374977,109.2510713
2014-02-20T02:00:00Z,110.5255,110.5825,110.2625,110.3965,109.5897986,108.8586178,109.0523726,110.0383815,109.9671108,109.2886264
2014-02-20T06:00:00Z,110.3965,110.6615,110.3215,110.4995,109.6293509,108.8946812,109.0904549,110.1649933,110.0014585,109.3283271
2014-02-20T10:00:00Z,110.4995,110.5795,110.0445,110.4355,109.6644008,108.9285453,109.1258508,111.3045,110.0294611,109.3646279
2014-02-20T14:00:00Z,110.4355,110.9235,110.3555,110.6235,109.7061008,108.9657971,109.1652627,111.2793,110.0677862,109.4059024
2014-02-20T18:00:00Z,110.6235,110.9225,110.4975,110.9045,109.7582051,109.0084059,109.2110321,111.254604,110.1217678,109.4550367
2014-02-20T22:00:00Z,110.9045,110.9515,110.7375,110.7375,109.8007831,109.046408,109.2512023,111.2304019,110.1614924,109.4970847
2014-02-21T02:00:00Z,110.7375,110.8075,110.6745,110.6845,109.8392056,109.08241,109.2889206,111.2066839,110.1952348,109.5360164
2014-02-21T06:00:00Z,110.6845,110.7535,110.4615,110.5505,109.8701315,109.1146757,109.3221201,111.1834402,110.2181552,109.5692781
2014-02-21T10:00:00Z,110.5505,110.6285,110.3595,110.5355,109.8990605,109.1459026,109.3540511,111.1606614,110.238629,109.6009575
2014-02-21T14:00:00Z,110.5355,110.8485,109.8025,110.2965,109.9163405,109.1711905,109.3788524,111.1383382,110.2423626,109.6237622
2014-02-21T18:00:00Z,110.2965,110.4215,110.0725,110.2605,109.931304,109.1951314,109.4020537,111.0849046,110.2435328,109.6446388
2014-02-23T22:00:00Z,110.2605,110.6225,110.2605,110.4365,109.953269,109.2224142,109.429276,111.0336085,110.2559823,109.6706015
2014-02-24T02:00:00Z,110.4365,110.4635,110.3935,110.4585,109.9752356,109.2495809,109.4563608,110.9843641,110.269048,109.6964342
2014-02-24T06:00:00Z,110.4585,110.5185,110.2505,110.4145,109.994334,109.2751835,109.481575,110.9370896,110.278432,109.7199774
2014-02-24T10:00:00Z,110.4145,110.4145,109.8995,110.2815,110.0068195,109.2973004,109.5026256,110.891706,110.2786299,109.738388
2014-02-24T14:00:00Z,110.2815,111.0565,110.1305,111.0105,110.0504578,109.3349531,109.5423066,109.8025,110.3258473,109.7800965
2014-02-24T18:00:00Z,111.0105,111.1705,110.8275,111.1175,110.0968509,109.37413,109.583759,109.82758,110.3769217,109.8239458
2014-02-24T22:00:00Z,111.1175,111.1175,110.9045,110.9345,110.1332704,109.4084238,109.6193048,109.8812968,110.4128945,109.8603575
2014-02-25T02:00:00Z,110.9345,110.9395,110.7975,110.8965,110.1664543,109.4411288,109.6529152,109.9328649,110.4440948,109.8943293
2014-02-25T06:00:00Z,110.8965,110.9335,110.4275,110.7225,110.1906302,109.4692908,109.6810622,109.9823703,110.4620565,109.9214825
2014-02-25T10:00:00Z,110.7225,110.7945,110.4415,110.7195,110.2136246,109.4967679,109.7083895,110.0298955,110.4786657,109.947647
2014-02-25T14:00:00Z,110.7195,110.7645,109.9695,110.2495,110.2151844,109.5133115,109.7226293,111.1705,110.4638808,109.9575438
2014-02-25T18:00:00Z,110.2495,110.2885,109.8005,109.9705,110.2045459,109.5233596,109.7291522,111.14648,110.4320498,109.9579686
2014-02-25T22:00:00Z,109.9705,110.0535,109.9245,109.9625,110.1940222,109.533011,109.7352929,111.0926408,110.4017563,109.9581172
2014-02-26T02:00:00Z,109.9625,109.9775,109.5955,109.6035,110.1683473,109.5345602,109.7318247,111.0409552,110.3502559,109.9464904
2014-02-26T06:00:00Z,109.6035,109.9975,109.5775,109.9065,110.1569626,109.5427347,109.7364214,110.9542279,110.3216265,109.9451792
2014-02-26T10:00:00Z,109.9065,110.0035,109.5775,109.8105,110.1418991,109.5486197,109.7383708,110.8440896,110.2886506,109.9407635
2014-02-26T14:00:00Z,109.8105,110.3225,109.6735,110.0305,110.1370556,109.5592105,109.7460584,110.7427625,110.2719957,109.9437057
2014-02-26T18:00:00Z,110.0305,110.1975,109.7065,109.7565,110.1205097,109.5635465,109.7463332,110.6495415,110.2387379,109.9375678
2014-02-26T22:00:00Z,109.7565,109.8185,109.6735,109.7335,110.1036832,109.5672817,109.7459955,110.5637781,110.2061419,109.930877
2014-02-27T02:00:00Z,109.7335,109.7535,109.554,109.64,110.0835231,109.5688799,109.7432061,110.4848759,110.1696166,109.9213401
2014-02-27T06:00:00Z,109.64,109.789,109.196,109.371,110.0525438,109.5645309,109.7334112,110.3917883,110.118093,109.9032962
2014-02-27T10:00:00Z,109.371,109.4635,109.149,109.3975,110.0240636,109.5608599,109.7245715,110.2482937,110.0716031,109.8867127
2014-02-27T14:00:00Z,109.3975,109.4805,108.9895,109.2095,109.9886478,109.5531377,109.711017,110.0943926,110.0159835,109.864509
2014-02-27T18:00:00Z,109.2095,109.4085,109.0255,109.1965,109.9542066,109.5452995,109.697477,109.9176098,109.9631136,109.842607
2014-02-27T22:00:00Z,109.1965,109.3415,109.0735,109.2355,109.9229585,109.5384907,109.6853197,109.7691122,109.9161708,109.8227019
2014-02-28T02:00:00Z,109.2355,109.2585,109.0645,109.0775,109.8861994,109.5283591,109.6693245,109.6443743,109.862063,109.798269
2014-02-28T06:00:00Z,109.0775,109.2285,108.7255,108.7905,109.8385603,109.5121424,109.6461975,109.5395944,109.7929299,109.7652274
2014-02-28T10:00:00Z,108.7905,109.0535,108.7805,108.9285,109.7989925,109.4993151,109.6273108,109.3930574,109.7371603,109.7377938
2014-02-28T14:00:00Z,108.9285,109.6645,108.8125,109.5165,109.7867102,109.4996928,109.6243947,108.7255,109.7229241,109.7305382
2014-02-28T18:00:00Z,109.5165,109.5815,109.0865,109.4435,109.771788,109.4984578,109.6196343,108.74428,109.7048967,109.7211271
2014-03-02T22:00:00Z,109.4435,111.2895,109.4435,110.7975,109.8163842,109.5270082,109.6506308,108.7626844,109.7753873,109.756418
2014-03-03T02:00:00Z,110.7975,111.1225,110.6615,111.0245,109.868911,109.5599201,109.6867852,108.863757,109.8559752,109.7979945
2014-03-03T06:00:00Z,111.0245,111.6795,110.9075,111.1065,109.9227192,109.5939108,109.7241461,108.9607867,109.9366542,109.8408963
2014-03-03T10:00:00Z,111.1065,112.6605,111.0965,112.0905,110.0169705,109.6487809,109.7864186,109.1239095,110.075612,109.9146538
2014-03-03T14:00:00Z,112.0905,112.1505,111.1285,111.3095,110.0731675,109.6852802,109.8264997,109.4068368,110.1552177,109.9603865
2014-03-03T18:00:00Z,111.3095,111.6125,110.9895,111.4095,110.1312689,109.7231752,109.8681576,109.6671298,110.2361391,110.0078984
2014-03-03T22:00:00Z,111.4095,111.5755,111.375,111.5505,110.1929746,109.7633362,109.9124298,109.9065994,110.3209366,110.0584755
2014-03-04T02:00:00Z,111.5505,111.613,111.4085,111.59,110.2537148,109.8034826,109.9565763,110.1269115,110.4028117,110.1086894
2014-03-04T06:00:00Z,111.59,111.608,109.691,110.216,110.252075,109.8125489,109.9634033,112.6605,110.3907593,110.1122078
2014-03-04T10:00:00Z,110.216,110.402,109.467,110.102,110.24555,109.8189105,109.9670506,112.60111,110.3721297,110.1118731
2014-03-04T14:00:00Z,110.102,110.102,109.339,109.41,110.2092218,109.8099235,109.9523913,112.4757456,110.3100568,110.0888609
2014-03-04T18:00:00Z,109.41,109.67,109.363,109.404,110.1742121,109.8010021,109.93796,112.2875409,110.2516015,110.0664064
2014-03-04T22:00:00Z,109.404,109.505,109.318,109.429,110.1418116,109.7928262,109.9245663,112.1106284,110.1985304,110.0455079
2014-03-05T02:00:00Z,109.429,109.67,109.364,109.409,110.1099502,109.7843905,109.9109988,111.8872181,110.147593,110.0246387
2014-03-05T06:00:00Z,109.409,109.496,108.935,108.965,110.0601698,109.7663819,109.8861041,111.6816807,110.0712967,109.9898965
2014-03-05T10:00:00Z,108.965,109.068,108.698,108.852,110.0076407,109.7462856,109.8588908,111.4070126,109.9926324,109.9525884
2014-03-05T14:00:00Z,108.852,108.9925,108.3055,108.4995,109.9420693,109.7188837,109.8231174,111.0819311,109.8963012,109.9049462
2014-03-05T18:00:00Z,108.4995,108.4995,107.7955,107.9375,109.8549141,109.6797324,109.7734959,110.6932308,109.769927,109.8404397
2014-03-05T22:00:00Z,107.9375,108.0355,107.7915,107.8615,109.768244,109.6397712,109.7231802,110.2295938,109.6468027,109.7755565
2014-03-06T02:00:00Z,107.8615,108.2585,107.8615,108.1665,109.6986029,109.6073917,109.6822149,109.7907369,109.5512993,109.7228005
2014-03-06T06:00:00Z,108.1665,108.4155,107.8575,108.2895,109.6373376,109.578427,109.6455645,109.4308743,109.4698929,109.6758071
2014-03-06T10:00:00Z,108.2895,108.3095,107.5595,107.8235,109.5584751,109.5398572,109.5976154,109.1357869,109.363674,109.6150757
2014-03-06T14:00:00Z,107.8235,108.2665,107.6405,107.8855,109.485737,109.5034977,109.5525598,108.8205295,109.2683079,109.5583683
2014-03-06T18:00:00Z,107.8855,108.6795,107.7095,108.5475,109.4449441,109.4824867,109.5261108,107.5595,109.2218042,109.5252251
2014-03-06T22:00:00Z,108.5475,108.5975,108.2885,108.373,109.3983378,109.4581024,109.4957658,107.5819,109.1670426,109.4874472
2014-03-07T02:00:00Z,108.373,108.633,108.373,108.602,109.3637145,109.439287,109.4722457,107.603852,109.1305882,109.4584161
2014-03-07T06:00:00Z,108.602,108.607,108.109,108.194,109.3128573,109.411918,109.4386076,107.625365,109.0701632,109.4169599
2014-03-07T10:00:00Z,108.194,108.556,107.96,108.36,109.2714287,109.388799,109.4102232,107.6464477,109.0243462,109.3823054
2014-03-07T14:00:00Z,108.36,109.127,108.111,109.031,109.2609753,109.3809352,109.4002436,107.6671087,109.0247755,109.3707872
2014-03-07T18:00:00Z,109.031,109.227,108.828,108.92,109.2461503,109.3708048,109.3876057,107.7255044,109.0180158,109.3560073
2014-03-09T21:00:00Z,108.92,108.92,108.721,108.761,109.2250568,109.3574025,109.371116,107.8155941,109.0014341,109.3364989
2014-03-10T01:00:00Z,108.761,108.89,108.502,108.562,109.1962282,109.3399211,109.3498235,107.9002785,108.9730835,109.3111055
2014-03-10T05:00:00Z,108.562,108.647,107.851,108.162,109.1512618,109.3140327,109.318565,109.227,108.9207556,109.2734299
2014-03-10T09:00:00Z,108.162,108.358,107.963,108.008,109.1015548,109.2853287,109.2840764,109.19948,108.8618681,109.2319404
2014-03-10T13:00:00Z,108.008,108.284,107.852,108.166,109.0608785,109.2607281,109.2546534,109.1725104,108.8169734,109.1969915
2014-03-10T17:00:00Z,108.166,108.575,107.922,107.922,109.011362,109.2313055,109.2195836,109.1460802,108.7592332,109.1551885
2014-03-10T21:00:00Z,107.922,108.002,107.889,107.917,108.9637811,109.2024197,109.185305,109.1201786,108.7048955,109.1145922
2014-03-11T01:00:00Z,107.917,108.235,107.901,107.944,108.9194428,109.1747621,109.1526391,109.094795,108.6558055,109.0762121
