time,open,high,low,close,Basis90,Upper90,Lower90,RSI
2022-01-05T02:00:00+07:00,0.72318,0.72367,0.72312,0.72367,0.722247778,0.72762624,0.716869316,59.93427371
2022-01-05T02:30:00+07:00,0.72367,0.72427,0.72366,0.72423,0.722222222,0.727540575,0.716903869,62.68859041
2022-01-05T03:00:00+07:00,0.72423,0.72443,0.72418,0.72428,0.722187,0.727407485,0.716966515,62.93360271
2022-01-05T03:30:00+07:00,0.72428,0.72435,0.72387,0.72394,0.722155778,0.727299781,0.717011775,60.04608581
2022-01-05T04:00:00+07:00,0.72394,0.72435,0.72394,0.72431,0.722124,0.727178259,0.717069741,62.08482868
2022-01-05T04:30:00+07:00,0.72431,0.72433,0.7238,0.72387,0.722094333,0.727075377,0.71711329,58.27651815
2022-01-05T05:00:00+07:00,0.72387,0.72392,0.72318,0.72358,0.722052778,0.726919842,0.717185714,55.84508771
2022-01-05T05:30:00+07:00,0.72358,0.724,0.72283,0.72359,0.722030778,0.72685173,0.717209825,55.91339414
2022-01-05T06:00:00+07:00,0.72359,0.72407,0.72345,0.72399,0.722016667,0.726807066,0.717226267,58.6677277
2022-01-05T06:30:00+07:00,0.72399,0.72423,0.72381,0.72385,0.722001333,0.726759217,0.717243449,57.31797734
2022-01-05T07:00:00+07:00,0.72385,0.72445,0.72385,0.7242,0.721997111,0.726746501,0.717247721,59.80754218
2022-01-05T07:30:00+07:00,0.7242,0.7242,0.72364,0.7238,0.721985333,0.726711467,0.7172592,55.80162534
2022-01-05T08:00:00+07:00,0.7238,0.72425,0.72359,0.72401,0.721970667,0.726663265,0.717278068,57.41432501
2022-01-05T08:30:00+07:00,0.72401,0.72422,0.72309,0.72337,0.721953333,0.726613492,0.717293175,51.27402021
2022-01-05T09:00:00+07:00,0.72337,0.72374,0.72303,0.72361,0.721941444,0.726579123,0.717303766,53.29137685
2022-01-05T09:30:00+07:00,0.72361,0.72387,0.72327,0.72327,0.721927,0.726539872,0.717314128,50.12523148
2022-01-05T10:00:00+07:00,0.72327,0.72336,0.72262,0.72293,0.721908222,0.726490751,0.717325693,47.11097184
2022-01-05T10:30:00+07:00,0.72293,0.72361,0.72292,0.7235,0.721888222,0.726426866,0.717349579,52.29071039
2022-01-05T11:00:00+07:00,0.7235,0.72352,0.72317,0.72346,0.721870111,0.726370351,0.717369872,51.90653098
2022-01-05T11:30:00+07:00,0.72346,0.72352,0.72302,0.72317,0.721842222,0.726278326,0.717406118,49.09054752
2022-01-05T12:00:00+07:00,0.72317,0.72331,0.72257,0.72261,0.721802556,0.72614567,0.717459441,44.11367985
2022-01-05T12:30:00+07:00,0.72261,0.7227,0.72232,0.72257,0.721763556,0.726014386,0.717512725,43.77231844
2022-01-05T13:00:00+07:00,0.72257,0.72289,0.72247,0.72277,0.721730667,0.725903318,0.717558015,46.0214608
2022-01-05T13:30:00+07:00,0.72277,0.72335,0.72277,0.72319,0.721704778,0.725811457,0.717598099,50.49942851
2022-01-05T14:00:00+07:00,0.72319,0.7235,0.72289,0.72328,0.721676556,0.725703867,0.717649244,51.42927724
