time,open,high,low,close,Basic90,Upper90,Lower90,RSI
2022-09-02T10:00:00+07:00,1578,1601.9,1578,1597.7,1562.143333,1596.862525,1527.424142,64.6638827
2022-09-02T10:15:00+07:00,1597.4,1605.1,1591.5,1594.3,1562.634444,1597.90439,1527.364499,61.53032077
2022-09-02T10:30:00+07:00,1593.3,1603,1593,1601.9,1563.112222,1599.319402,1526.905043,65.54911894
2022-09-02T10:45:00+07:00,1602.6,1602.6,1596.4,1597.2,1563.516667,1600.41804,1526.615294,61.28526198
2022-09-02T11:00:00+07:00,1596.1,1598.9,1593.2,1594.3,1563.911111,1601.357291,1526.464931,58.7460483
2022-09-02T11:15:00+07:00,1594.9,1610.1,1594.9,1600.9,1564.428889,1602.610644,1526.247134,62.54913063
2022-09-02T11:30:00+07:00,1600.9,1601.2,1595.5,1596.5,1564.93,1603.595373,1526.264627,58.66626774
2022-09-02T11:45:00+07:00,1595.9,1596.1,1591.6,1594.7,1565.395556,1604.472322,1526.318789,57.10453789
2022-09-02T12:00:00+07:00,1593.6,1593.7,1589.4,1591.8,1565.836667,1605.19839,1526.474943,54.58344654
2022-09-02T12:15:00+07:00,1591.1,1591.4,1587.9,1587.9,1566.265556,1605.738215,1526.792897,51.30314873
2022-09-02T12:30:00+07:00,1587.7,1592.4,1586.4,1588.7,1566.781111,1606.200271,1527.361952,51.94117061
2022-09-02T12:45:00+07:00,1588.4,1593.4,1587.7,1592.1,1567.36,1606.719164,1528.000836,54.66004644
2022-09-02T13:00:00+07:00,1591.6,1591.6,1581.4,1584.4,1567.824444,1606.989977,1528.658912,48.03256585
2022-09-02T13:15:00+07:00,1584.1,1586.9,1584.1,1585.1,1568.292222,1607.265789,1529.318656,48.64221053
2022-09-02T13:30:00+07:00,1584.8,1588.3,1584.6,1586.4,1568.741111,1607.607799,1529.874423,49.81957214
2022-09-02T13:45:00+07:00,1587.2,1591.8,1587.2,1589.1,1569.252222,1607.966242,1530.538203,52.26709367
2022-09-02T14:00:00+07:00,1588.5,1588.5,1582.5,1587.7,1569.793333,1608.16069,1531.425977,50.8812977
2022-09-02T14:15:00+07:00,1587.2,1595.6,1587.2,1593.4,1570.32,1608.667768,1531.972232,55.99678336
2022-09-02T14:30:00+07:00,1593.2,1594.9,1590.7,1593.6,1570.881111,1609.09693,1532.665292,56.1692712
2022-09-02T14:45:00+07:00,1594.5,1597.4,1593.3,1594.2,1571.421111,1609.56615,1533.276072,56.71741338
2022-09-02T15:00:00+07:00,1594.5,1597.6,1589.8,1590.2,1571.901111,1609.891759,1533.910463,52.04454873
2022-09-02T15:15:00+07:00,1590.4,1592.2,1586.7,1590.9,1572.344444,1610.28031,1534.408579,52.77777159
2022-09-02T15:30:00+07:00,1590.4,1591.7,1585.2,1586.3,1572.725556,1610.525151,1534.92596,47.62460829
2022-09-02T15:45:00+07:00,1587.9,1591,1585,1591,1573.122222,1610.931307,1535.313137,52.70569296
2022-09-02T16:00:00+07:00,1590.5,1592,1586.8,1588.1,1573.428889,1611.271196,1535.586582,49.51385585
2022-09-02T16:15:00+07:00,1587.9,1596.9,1587.4,1596.7,1573.77,1611.890737,1535.649263,57.69572587
2022-09-02T16:30:00+07:00,1596.6,1596.6,1590.8,1591.8,1574.085556,1612.327691,1535.84342,52.47735849
2022-09-02T16:45:00+07:00,1591.9,1595.7,1591.9,1594,1574.41,1612.826583,1535.993417,54.46855326
2022-09-02T17:00:00+07:00,1593.7,1597.8,1593.2,1597.6,1574.623333,1613.338258,1535.908409,57.59931856
2022-09-02T17:15:00+07:00,1597.3,1602.6,1590,1590,1574.751111,1613.592077,1535.910145,49.81229657
2022-09-02T17:30:00+07:00,1590.9,1592.1,1583,1587.4,1574.915556,1613.843922,1535.987189,47.44896199
2022-09-02T17:45:00+07:00,1587.3,1591.1,1585.4,1589.7,1575.154444,1614.178792,1536.130097,49.72149486
2022-09-02T18:00:00+07:00,1589.8,1590.6,1582.7,1585.4,1575.431111,1614.388965,1536.473258,45.7391213
2022-09-02T18:15:00+07:00,1585.4,1587.1,1582.4,1586.4,1575.655556,1614.630842,1536.680269,46.80614848
2022-09-02T18:30:00+07:00,1586.3,1589.6,1585.5,1588.9,1575.97,1614.910975,1537.029025,49.48081528
2022-09-02T18:45:00+07:00,1589.8,1594.3,1588.3,1593.9,1576.372222,1615.297861,1537.446583,54.41735309
2022-09-02T19:00:00+07:00,1593.9,1598.1,1590.7,1593.3,1576.611111,1615.685188,1537.537034,53.73874415
2022-09-02T19:15:00+07:00,1594.1,1606.3,1586.2,1595.6,1576.944444,1616.148731,1537.740158,56.00369924
2022-09-02T19:30:00+07:00,1596.7,1643,1586.9,1620.4,1577.757778,1617.493616,1538.021939,71.95055292
2022-09-02T19:45:00+07:00,1622.2,1626.1,1610.1,1623.8,1578.568889,1619.043865,1538.093913,73.37535516
2022-09-02T20:00:00+07:00,1624.5,1639.5,1621.6,1634.7,1579.62,1620.948733,1538.291267,77.34791721
2022-09-02T20:15:00+07:00,1635.1,1645.4,1633.9,1641,1580.993333,1622.174708,1539.811959,79.27288903
2022-09-02T20:30:00+07:00,1640.4,1640.4,1629.2,1631,1582.086667,1623.295643,1540.87769,69.21795689
2022-09-02T20:45:00+07:00,1631.9,1638.1,1627.6,1627.8,1583.192222,1623.905717,1542.478728,66.31909381
2022-09-02T21:00:00+07:00,1630.6,1637.4,1622.4,1636.4,1584.305556,1625.297147,1543.313964,69.96024318
2022-09-02T21:15:00+07:00,1636.3,1640,1631.8,1638.3,1585.444444,1626.677043,1544.211846,70.71353207
2022-09-02T21:30:00+07:00,1639.3,1649.1,1638.5,1643.2,1586.607778,1628.381233,1544.834323,72.62039504
2022-09-02T21:45:00+07:00,1641.9,1642,1635.1,1639.2,1587.731111,1629.663519,1545.798704,68.68864386
2022-09-02T22:00:00+07:00,1639.4,1644.5,1637.5,1639.8,1588.925556,1630.597561,1547.25355,68.96011488
2022-09-02T22:15:00+07:00,1639.9,1640,1633,1635.4,1589.993333,1631.448571,1548.538096,64.54092289
2022-09-02T22:30:00+07:00,1635.5,1636.4,1631.1,1632.6,1590.94,1632.352589,1549.527411,61.82570907
2022-09-02T22:45:00+07:00,1632.5,1639.2,1631.6,1638,1591.734444,1633.976121,1549.492768,64.89318204
2022-09-02T23:00:00+07:00,1639.2,1639.2,1633.6,1636.8,1592.602222,1635.300096,1549.904348,63.6688231
2022-09-02T23:15:00+07:00,1633.2,1634.3,1623.9,1625.3,1593.372222,1635.901167,1550.843278,53.29182858
2022-09-02T23:30:00+07:00,1623.8,1627.1,1614.6,1615.8,1594.001111,1636.162531,1551.839691,46.5432553
2022-09-02T23:45:00+07:00,1613.9,1617.7,1605,1609.8,1594.494444,1636.343563,1552.645325,42.85230762
2022-09-03T00:00:00+07:00,1610.1,1610.1,1598.9,1603,1594.94,1636.284953,1553.595047,39.07071424
2022-09-03T00:15:00+07:00,1605,1611.8,1586.8,1591.2,1595.288889,1635.96639,1554.611388,33.53956016
2022-09-03T00:30:00+07:00,1590.9,1595.3,1587.2,1592.8,1595.583333,1635.798237,1555.36843,34.88561881
2022-09-03T00:45:00+07:00,1593.9,1597.3,1580,1583.3,1595.858889,1635.387634,1556.330144,30.88573792
2022-09-03T01:00:00+07:00,1583.3,1589.7,1573.6,1575.1,1596.012222,1635.10825,1556.916194,27.9109861
2022-09-03T01:15:00+07:00,1574.6,1582.6,1571,1580.6,1596.185556,1634.866192,1557.504919,32.60004698
2022-09-03T01:30:00+07:00,1580.3,1588,1573.8,1585.1,1596.32,1634.760721,1557.879279,36.25353271
2022-09-03T01:45:00+07:00,1584.2,1584.5,1576.5,1578.6,1596.336667,1634.745328,1557.928005,33.43433198
2022-09-03T02:00:00+07:00,1577.8,1581.5,1575.7,1579.5,1596.39,1634.691518,1558.088482,34.19734669
2022-09-03T02:15:00+07:00,1581.5,1581.5,1551.1,1559.5,1596.154444,1635.09448,1557.214409,26.83579656
2022-09-03T02:30:00+07:00,1558.4,1559.3,1546.3,1553,1595.785556,1635.712328,1555.858783,24.95556107
2022-09-03T02:45:00+07:00,1552,1562.3,1549.6,1562.3,1595.56,1636.008132,1555.111868,32.26775195
2022-09-03T03:00:00+07:00,1559.7,1560.7,1551.2,1557.5,1595.31,1636.412571,1554.207429,30.60994294
2022-09-03T03:15:00+07:00,1559.4,1561.7,1556.5,1561.3,1595.072222,1636.707976,1553.436468,33.52181304
2022-09-03T03:30:00+07:00,1562.5,1562.5,1557.8,1559.2,1594.661111,1636.969447,1552.352775,32.70502454
2022-09-03T03:45:00+07:00,1558.9,1569.6,1558.7,1568.7,1594.444444,1637.081362,1551.807527,39.8456778
2022-09-03T04:00:00+07:00,1568.6,1575.6,1567.9,1575.2,1594.328889,1637.117166,1551.540612,44.2078503
2022-09-03T04:15:00+07:00,1575.1,1579.3,1573.1,1573.1,1594.184444,1637.170178,1551.198711,43.11991147
2022-09-03T04:30:00+07:00,1573.8,1584.5,1573.8,1582.2,1594.144444,1637.167995,1551.120894,48.97937237
2022-09-03T04:45:00+07:00,1581.2,1585.5,1577.6,1580.1,1594.065556,1637.16572,1550.965391,47.75674339
2022-09-03T05:00:00+07:00,1580.2,1586.9,1578.7,1583.1,1594.015556,1637.156028,1550.875083,49.68885545
2022-09-03T05:15:00+07:00,1583.4,1583.4,1574,1576.2,1593.911111,1637.177906,1550.644317,45.51912048
2022-09-03T05:30:00+07:00,1576.4,1579.7,1569.3,1573.1,1593.797778,1637.228284,1550.367272,43.74306725
2022-09-03T05:45:00+07:00,1574.3,1585.3,1572.3,1581.6,1593.825556,1637.221608,1550.429503,49.55501892
2022-09-03T06:00:00+07:00,1581.6,1582.2,1576,1580.8,1593.857778,1637.210768,1550.504788,49.04148949
2022-09-03T06:15:00+07:00,1580.6,1581.4,1576.3,1578.4,1593.813333,1637.221384,1550.405283,47.45277715
2022-09-03T06:30:00+07:00,1578.9,1579.3,1575,1575.6,1593.826667,1637.211588,1550.441746,45.59690337
2022-09-03T06:45:00+07:00,1575.2,1579.5,1572.6,1575.8,1593.771111,1637.235347,1550.306876,45.76008169
2022-09-03T07:00:00+07:00,1575.2,1576.1,1568.1,1569.9,1593.688889,1637.30518,1550.072598,41.77897901
2022-09-03T07:15:00+07:00,1569.6,1576.3,1569.3,1574.4,1593.631111,1637.33559,1549.926632,45.66196399
2022-09-03T07:30:00+07:00,1573.6,1582.1,1571.7,1580.5,1593.696667,1637.304357,1550.088977,50.4830187
2022-09-03T07:45:00+07:00,1579.7,1580.5,1576.6,1576.6,1593.752222,1637.259792,1550.244652,47.5766454
2022-09-03T08:00:00+07:00,1577.4,1577.7,1568.7,1571.9,1593.725556,1637.283696,1550.167415,44.26896613
2022-09-03T08:15:00+07:00,1573.1,1575.7,1573,1574.8,1593.693333,1637.303106,1550.083561,46.72988898
2022-09-03T08:30:00+07:00,1574.1,1574.7,1570.3,1572.3,1593.411111,1637.241709,1549.580514,44.88965168
2022-09-03T08:45:00+07:00,1572.3,1574.8,1571.9,1574.3,1593.188889,1637.201629,1549.176149,46.69806109
2022-09-03T09:00:00+07:00,1572.8,1574.1,1568.7,1570.5,1592.84,1637.068285,1548.611715,43.75988349
2022-09-03T09:15:00+07:00,1568.9,1568.9,1561.5,1565.3,1592.485556,1637.078186,1547.892925,40.0466691
2022-09-03T09:30:00+07:00,1565,1571.9,1564.7,1571.2,1592.228889,1637.042163,1547.415615,45.67884505
2022-09-03T09:45:00+07:00,1571.4,1571.4,1566,1567.8,1591.861111,1636.926286,1546.795937,43.16244041
2022-09-03T10:00:00+07:00,1567.3,1567.8,1556.4,1556.4,1591.415556,1637.077443,1545.753669,36.0011353
2022-09-03T10:15:00+07:00,1557,1563,1555,1556.7,1590.993333,1637.225124,1544.761542,36.30065284
2022-09-03T10:30:00+07:00,1555.9,1563.8,1555.9,1563.4,1590.677778,1637.269525,1544.086031,42.74530285
2022-09-03T10:45:00+07:00,1563.7,1564.3,1558.9,1561,1590.378889,1637.381399,1543.376378,41.13966987
2022-09-03T11:00:00+07:00,1560.8,1566.8,1559.2,1566.1,1590.127778,1637.404166,1542.851389,45.79885493
2022-09-03T11:15:00+07:00,1564.4,1565.7,1562.9,1565.4,1589.831111,1637.38853,1542.273692,45.26918841
2022-09-03T11:30:00+07:00,1565.4,1568.4,1562.8,1562.8,1589.591111,1637.472647,1541.709575,43.26761796
2022-09-03T11:45:00+07:00,1563.1,1565.8,1561.7,1565.7,1589.375556,1637.510027,1541.241084,46.12872909
2022-09-03T12:00:00+07:00,1566.8,1569.5,1566.8,1568.8,1589.18,1637.503872,1540.856128,49.08470154
2022-09-03T12:15:00+07:00,1568.4,1569.1,1566.4,1567.7,1588.942222,1637.475473,1540.408972,48.07662659
2022-09-03T12:30:00+07:00,1568.2,1570,1567.1,1568.5,1588.728889,1637.450531,1540.007246,48.89860686
2022-09-03T12:45:00+07:00,1569.2,1572.8,1568.6,1571.3,1588.483333,1637.330935,1539.635731,51.77609533
2022-09-03T13:00:00+07:00,1571.7,1572.1,1566.3,1566.9,1588.186667,1637.230286,1539.143047,47.27146419
2022-09-03T13:15:00+07:00,1567.8,1568.5,1559.2,1561.8,1587.826667,1637.163223,1538.49011,42.64066362
2022-09-03T13:30:00+07:00,1561.1,1565.2,1561.1,1563.3,1587.527778,1637.128423,1537.927132,44.36688375
2022-09-03T13:45:00+07:00,1564.7,1568.4,1563.8,1565,1587.24,1637.059102,1537.420898,46.33795194
2022-09-03T14:00:00+07:00,1565.1,1567.2,1562.1,1562.3,1586.973333,1637.065886,1536.880781,43.69034643
2022-09-03T14:15:00+07:00,1562.2,1564.8,1560.9,1564.7,1586.681111,1636.982707,1536.379515,46.61049212
2022-09-03T14:30:00+07:00,1564,1565.4,1556.7,1558.5,1586.352222,1636.998299,1535.706145,40.73369614
2022-09-03T14:45:00+07:00,1559.8,1559.8,1534.8,1545.1,1585.778889,1637.107092,1534.450686,31.4919461
2022-09-03T15:00:00+07:00,1543,1547.1,1540.5,1543.2,1585.238889,1637.319431,1533.158347,30.43745664
2022-09-03T15:15:00+07:00,1542.7,1552,1542.6,1550,1584.75,1637.316202,1532.183798,38.3888308
2022-09-03T15:30:00+07:00,1549.6,1549.6,1544.8,1547.8,1584.196667,1637.256276,1531.137057,36.91851895
2022-09-03T15:45:00+07:00,1547.2,1548.3,1543.6,1544.5,1583.691111,1637.383193,1529.999029,34.76745455
2022-09-03T16:00:00+07:00,1544.1,1552.3,1540,1549,1583.264444,1637.439972,1529.088916,39.9090889
2022-09-03T16:15:00+07:00,1548.9,1553.5,1548.2,1552.7,1582.853333,1637.387638,1528.319029,43.82939399
2022-09-03T16:30:00+07:00,1553.3,1555,1548.4,1549.2,1582.451111,1637.436477,1527.465745,41.09800932
2022-09-03T16:45:00+07:00,1550.1,1552.4,1549.1,1552.2,1582.071111,1637.41361,1526.728612,44.30202547
2022-09-03T17:00:00+07:00,1551.8,1559.4,1551.8,1558,1581.727778,1637.279556,1526.176,49.96834447
2022-09-03T17:15:00+07:00,1559.8,1559.8,1555.8,1557.4,1581.322222,1637.045298,1525.599147,49.40836764
2022-09-03T17:30:00+07:00,1556.5,1556.5,1551.4,1552.7,1580.871111,1636.855762,1524.88646,45.1408428
2022-09-03T17:45:00+07:00,1551.6,1558.6,1551.6,1556.5,1580.436667,1636.564041,1524.309292,48.97794955
2022-09-03T18:00:00+07:00,1555.3,1556.5,1554.1,1554.2,1579.701111,1635.448139,1523.954083,46.84233811
2022-09-03T18:15:00+07:00,1553.7,1553.7,1546.7,1550.7,1578.888889,1634.170362,1523.607416,43.71834382
2022-09-03T18:30:00+07:00,1551.2,1552.2,1548.7,1549.1,1577.937778,1632.28318,1523.592376,42.32857695
2022-09-03T18:45:00+07:00,1550,1550.2,1544.1,1550.2,1576.928889,1629.908107,1523.949671,43.65472838
2022-09-03T19:00:00+07:00,1548.4,1555.3,1546.6,1555.3,1576.087778,1627.999411,1524.176145,49.45769016
2022-09-03T19:15:00+07:00,1554.6,1556.4,1551.1,1555.3,1575.282222,1626.199572,1524.364872,49.45769016
2022-09-03T19:30:00+07:00,1555.5,1558.8,1553.6,1554.7,1574.374444,1623.791963,1524.956926,48.77233416
2022-09-03T19:45:00+07:00,1552.5,1557,1552.5,1556.9,1573.47,1621.12259,1525.81741,51.43003614
2022-09-03T20:00:00+07:00,1557.9,1559.1,1555.8,1556,1572.501111,1617.937636,1527.064586,50.28080226
2022-09-03T20:15:00+07:00,1555.1,1558.2,1553.9,1556.4,1571.581111,1614.881138,1528.281084,50.80693777
2022-09-03T20:30:00+07:00,1556,1558.6,1554.9,1558.2,1570.674444,1611.573415,1529.775473,53.20662726
2022-09-03T20:45:00+07:00,1558.2,1565.9,1558.2,1562.3,1569.862222,1608.423972,1531.300473,58.20749769
2022-09-03T21:00:00+07:00,1562.6,1562.6,1555.1,1556.2,1569.013333,1605.310541,1532.716126,49.69754994
2022-09-03T21:15:00+07:00,1556.2,1556.3,1546.3,1548.1,1568.014444,1601.502002,1534.526887,41.10401125
2022-09-03T21:30:00+07:00,1548.1,1553.6,1546.5,1553.6,1567.09,1597.371113,1536.808887,47.71513657
2022-09-03T21:45:00+07:00,1553.2,1554.1,1549.8,1550.8,1566.262222,1594.108284,1538.41616,44.94890331
2022-09-03T22:00:00+07:00,1550.6,1553.2,1544.3,1548.3,1565.512222,1591.558844,1539.4656,42.5755647
2022-09-03T22:15:00+07:00,1548.7,1552.8,1548.1,1550.5,1564.853333,1589.338689,1540.367978,45.31208892
2022-09-03T22:30:00+07:00,1550.5,1551.8,1547.4,1549.4,1564.257778,1587.582728,1540.932827,44.17846787
2022-09-03T22:45:00+07:00,1548.9,1549.9,1545,1548.4,1563.782222,1586.630934,1540.933511,43.12226492
2022-09-03T23:00:00+07:00,1548.7,1552.8,1547,1549.2,1563.297778,1585.504803,1541.090752,44.27015223
2022-09-03T23:15:00+07:00,1548.5,1552.7,1548.4,1551.9,1562.948889,1584.872782,1541.024995,48.07871283
2022-09-03T23:30:00+07:00,1551.7,1556.2,1551.4,1554,1562.714444,1584.564714,1540.864175,50.88986501
2022-09-03T23:45:00+07:00,1554.2,1554.7,1550.3,1550.4,1562.378889,1584.046981,1540.710797,46.26538433
2022-09-04T00:00:00+07:00,1549.9,1550.3,1546.5,1549.8,1561.986667,1583.269966,1540.703367,45.522887
2022-09-04T00:15:00+07:00,1550,1550.6,1547.5,1549.8,1561.666667,1582.80675,1540.526584,45.522887
2022-09-04T00:30:00+07:00,1549.7,1553.3,1547.5,1552.1,1561.362222,1582.253977,1540.470468,49.15089309
2022-09-04T00:45:00+07:00,1552.1,1556.1,1551.2,1554.6,1561.307778,1582.244152,1540.371404,52.82822632
2022-09-04T01:00:00+07:00,1553.9,1557.7,1553.1,1556.6,1561.347778,1582.234206,1540.46135,55.59489544
2022-09-04T01:15:00+07:00,1556.8,1558,1553.4,1554,1561.255556,1582.197573,1540.313538,51.37631797
2022-09-04T01:30:00+07:00,1554.2,1556.9,1554.2,1556.9,1561.248889,1582.196066,1540.301712,55.43799312
2022-09-04T01:45:00+07:00,1556.3,1557.7,1550.3,1551.7,1561.142222,1582.184824,1540.09962,47.73767548
2022-09-04T02:00:00+07:00,1551.7,1552.3,1537,1542.9,1560.961111,1582.345273,1539.576949,38.09436959
2022-09-04T02:15:00+07:00,1541.2,1555.7,1538.2,1554.9,1560.807778,1582.165664,1539.449891,52.25734495
2022-09-04T02:30:00+07:00,1554.9,1563.1,1554.4,1555.5,1560.588889,1581.755224,1539.422554,52.8383343
2022-09-04T02:45:00+07:00,1554.5,1554.5,1548.1,1550,1560.332222,1581.445648,1539.218797,47.17153611
2022-09-04T03:00:00+07:00,1549.4,1553.5,1547.1,1549.8,1559.972222,1580.682972,1539.261473,46.97424821
2022-09-04T03:15:00+07:00,1550.6,1552.4,1548.8,1551.9,1559.658889,1579.991936,1539.325842,49.36873896
2022-09-04T03:30:00+07:00,1550.7,1553.1,1547.8,1553.1,1559.325556,1579.08609,1539.565021,50.73768945
2022-09-04T03:45:00+07:00,1553.2,1553.6,1551.3,1553.3,1559.071111,1578.543604,1539.598618,50.97560055
2022-09-04T04:00:00+07:00,1553.2,1555.6,1552.4,1555.6,1558.876667,1578.133228,1539.620105,53.74232711
2022-09-04T04:15:00+07:00,1555.2,1555.2,1552.6,1553.9,1558.568889,1577.239404,1539.898374,51.43189989
2022-09-04T04:30:00+07:00,1554.4,1557,1554.4,1555.3,1558.285556,1576.362516,1540.208595,53.21567457
2022-09-04T04:45:00+07:00,1554.6,1555.6,1551.8,1553,1558.003333,1575.602133,1540.404534,49.96875246
2022-09-04T05:00:00+07:00,1553.5,1557.9,1553.2,1557.2,1557.798889,1574.99823,1540.599548,55.3287715
2022-09-04T05:15:00+07:00,1558.2,1560.1,1557.6,1559.1,1557.613333,1574.386916,1540.839751,57.54465231
2022-09-04T05:30:00+07:00,1560,1560.9,1557,1557.9,1557.48,1574.05034,1540.90966,55.66652537
2022-09-04T05:45:00+07:00,1558,1558.7,1555.7,1556.4,1557.28,1573.45851,1541.10149,53.3237257
2022-09-04T06:00:00+07:00,1556,1556.9,1555.4,1555.4,1557.001111,1572.416269,1541.585953,51.75976177
2022-09-04T06:15:00+07:00,1555.8,1556.5,1553.3,1553.3,1556.742222,1571.604792,1541.879652,48.54009554
2022-09-04T06:30:00+07:00,1554.3,1555.3,1550.6,1554.7,1556.551111,1571.067439,1542.034783,50.74001258
2022-09-04T06:45:00+07:00,1555.2,1558.9,1553.8,1557.9,1556.363333,1570.358426,1542.368241,55.4301457
2022-09-04T07:00:00+07:00,1557,1559.5,1554.9,1557.3,1556.196667,1569.779841,1542.613492,54.38457698
2022-09-04T07:15:00+07:00,1557,1562,1554.9,1560.4,1556.042222,1569.104636,1542.979809,58.71737996
2022-09-04T07:30:00+07:00,1560.3,1561.3,1557.6,1560,1555.925556,1568.652624,1543.198487,57.95246678
2022-09-04T07:45:00+07:00,1558.6,1560.2,1557.3,1557.9,1555.843333,1568.421835,1543.264831,53.9769141
2022-09-04T08:00:00+07:00,1559.1,1561.2,1555.9,1556.8,1555.683333,1567.835526,1543.531141,51.96595797
2022-09-04T08:15:00+07:00,1556.8,1557,1553.6,1555.2,1555.543333,1567.421158,1543.665509,49.10050998
2022-09-04T08:30:00+07:00,1555.9,1558.7,1555.9,1556.7,1555.546667,1567.425619,1543.667714,51.78470684
2022-09-04T08:45:00+07:00,1556.4,1556.4,1553.5,1555.9,1555.537778,1567.414462,1543.661094,50.26231369
2022-09-04T09:00:00+07:00,1555.5,1556.1,1553.7,1555.5,1555.45,1567.209148,1543.690852,49.47906182
2022-09-04T09:15:00+07:00,1555.5,1558.7,1555.2,1557.4,1555.41,1567.117739,1543.702261,53.2089837
2022-09-04T09:30:00+07:00,1557.6,1558.4,1554.1,1556.5,1555.303333,1566.792437,1543.814229,51.27776693
2022-09-04T09:45:00+07:00,1556.3,1556.3,1553.3,1554.4,1555.181111,1566.470276,1543.891946,46.99197368
2022-09-04T10:00:00+07:00,1554,1555.9,1551.9,1554.5,1555.088889,1566.262606,1543.915172,47.21820444
2022-09-04T10:15:00+07:00,1554.5,1554.5,1547.9,1547.9,1554.891111,1565.935935,1543.846288,36.22844202
2022-09-04T10:30:00+07:00,1549.9,1551,1548.7,1551,1554.693333,1565.366032,1544.020635,42.94539046
2022-09-04T10:45:00+07:00,1551.6,1552.3,1549.9,1551.9,1554.517778,1564.843047,1544.192509,44.76437805
2022-09-04T11:00:00+07:00,1552.5,1554.9,1551.3,1551.3,1554.326667,1564.238088,1544.415246,43.76268112
2022-09-04T11:15:00+07:00,1551.7,1553.9,1551.5,1553.1,1554.124444,1563.36216,1544.886729,47.55425877
2022-09-04T11:30:00+07:00,1552.9,1554,1550.2,1554,1553.981111,1562.812867,1545.149356,49.39152986
2022-09-04T11:45:00+07:00,1553.7,1556.5,1552.5,1556.5,1553.922222,1562.614225,1545.230219,54.19202758
2022-09-04T12:00:00+07:00,1555.7,1556.8,1554.3,1555.6,1553.836667,1562.306506,1545.366827,52.26981589
2022-09-04T12:15:00+07:00,1555,1555.1,1552.6,1553.6,1553.71,1561.842516,1545.577484,48.17999115
2022-09-04T12:30:00+07:00,1553.4,1555.1,1553,1554.5,1553.623333,1561.551514,1545.695153,50.07314175
2022-09-04T12:45:00+07:00,1555.4,1556.6,1552.9,1553.2,1553.495556,1561.06825,1545.922861,47.38053361
2022-09-04T13:00:00+07:00,1552.8,1554.8,1552.4,1554.8,1553.454444,1560.957875,1545.951013,50.88140053
2022-09-04T13:15:00+07:00,1553.8,1553.8,1550.4,1550.4,1553.513333,1560.834548,1546.192119,42.5061419
2022-09-04T13:30:00+07:00,1549.7,1551.8,1546.4,1550,1553.588889,1560.617304,1546.560474,41.83201761
2022-09-04T13:45:00+07:00,1550.8,1550.8,1543.6,1548.9,1553.576667,1560.63377,1546.519563,39.95537786
2022-09-04T14:00:00+07:00,1549,1549.5,1546.2,1546.2,1553.558889,1560.681865,1546.435912,35.7195889
2022-09-04T14:15:00+07:00,1545,1550.8,1544.3,1549.7,1553.616667,1560.525936,1546.707398,44.00638316
2022-09-04T14:30:00+07:00,1549.8,1551.3,1547,1547.7,1553.602222,1560.555334,1546.649111,40.77182684
2022-09-04T14:45:00+07:00,1548.1,1548.9,1544.1,1546,1553.527778,1560.659119,1546.396437,38.20152931
