time,open,high,low,close,Basis90,Upper90,Lower90,Basis20,Upper20,Lower20,RSI,
2016-02-02T21:00:00+07:00,0.70476,0.7063,0.70396,0.70607,0.69856,0.713603815,0.683516185,0.7081345,0.712202848,0.704066152,49.87972502,NaN
2016-02-03T01:00:00+07:00,0.70607,0.70743,0.70342,0.70373,0.698619,0.713701755,0.683536245,0.707849,0.712294726,0.703403274,44.82638343,NaN
2016-02-03T05:00:00+07:00,0.70373,0.70518,0.70027,0.7012,0.698603556,0.713672855,0.683534256,0.707448,0.71270035,0.70219565,40.09650019,NaN
2016-02-03T09:00:00+07:00,0.7012,0.70263,0.70069,0.70205,0.698597889,0.713661616,0.683534162,0.707136,0.712870431,0.701401569,42.29932862,NaN
2016-02-03T13:00:00+07:00,0.70205,0.70683,0.70182,0.70466,0.698621444,0.713716353,0.683526536,0.7068715,0.712550078,0.701192922,48.55505119,NaN
2016-02-03T17:00:00+07:00,0.70466,0.70818,0.70425,0.70771,0.698681,0.713876243,0.683485757,0.706626,0.711679389,0.701572611,54.73147356,NaN
2016-02-03T21:00:00+07:00,0.70771,0.71559,0.70751,0.71522,0.698864444,0.714450272,0.683278617,0.7069275,0.713142778,0.700712222,65.66301085,NaN
2016-02-04T01:00:00+07:00,0.71522,0.71894,0.71495,0.71676,0.699101111,0.715113988,0.683088234,0.707327,0.714853482,0.699800518,67.40140872,NaN
2016-02-04T05:00:00+07:00,0.71676,0.71912,0.71535,0.71736,0.699355778,0.715787589,0.682923967,0.7077975,0.716504798,0.699090202,68.0794751,NaN
2016-02-04T09:00:00+07:00,0.71736,0.71869,0.71648,0.71706,0.699607222,0.716418046,0.682796399,0.708238,0.717837932,0.698638068,67.32541304,NaN
2016-02-04T13:00:00+07:00,0.71706,0.72184,0.71636,0.72117,0.699917556,0.71726925,0.682565861,0.7089835,0.720056009,0.697910991,71.91497245,NaN
2016-02-04T17:00:00+07:00,0.72117,0.72412,0.72028,0.72287,0.700223222,0.718200942,0.682245503,0.70974,0.722332418,0.697147582,73.56872593,NaN
2016-02-04T21:00:00+07:00,0.72287,0.72428,0.72075,0.72207,0.700490333,0.719035191,0.681945476,0.710528,0.724097747,0.696958253,71.43693562,NaN
2016-02-05T01:00:00+07:00,0.72207,0.72222,0.7192,0.72,0.700731778,0.719715355,0.6817482,0.71121,0.725236647,0.697183353,66.09970681,NaN
2016-02-05T05:00:00+07:00,0.72,0.72108,0.71759,0.71881,0.700971,0.720313781,0.681628219,0.7117485,0.72607083,0.69742617,63.17746275,NaN
2016-02-05T09:00:00+07:00,0.71881,0.71935,0.71722,0.71825,0.701225556,0.720865928,0.681585183,0.7121205,0.726709994,0.697531006,61.7929978,NaN
2016-02-05T13:00:00+07:00,0.71825,0.71987,0.71715,0.71916,0.701564667,0.721377282,0.681752051,0.712536,0.727427301,0.697644699,63.20409623,NaN
2016-02-05T17:00:00+07:00,0.71916,0.72179,0.71459,0.71493,0.701862556,0.721663824,0.682061287,0.7129115,0.72764576,0.69817724,53.34203712,NaN
2016-02-05T21:00:00+07:00,0.71493,0.71522,0.70725,0.70762,0.702119444,0.721610503,0.682628385,0.713073,0.727497662,0.698648338,41.33786721,NaN
2016-02-06T01:00:00+07:00,0.70762,0.70824,0.7058,0.7058,0.702345111,0.721528676,0.683161547,0.713125,0.72743647,0.69881353,38.98550397,NaN
2016-02-08T05:00:00+07:00,0.70671,0.71032,0.70669,0.70941,0.702566111,0.721611366,0.683520856,0.713292,0.727345906,0.699238094,45.59835647,NaN
2016-02-08T09:00:00+07:00,0.70941,0.71002,0.70744,0.70955,0.702784111,0.721694503,0.683873719,0.713583,0.727062157,0.700103843,45.84349521,NaN
2016-02-08T13:00:00+07:00,0.70955,0.71285,0.70852,0.70914,0.703021667,0.721706967,0.684336366,0.71398,0.726403267,0.701556733,45.20111875,NaN
2016-02-08T17:00:00+07:00,0.70914,0.71024,0.70505,0.70675,0.703229333,0.721658571,0.684800096,0.714215,0.725881459,0.702548541,41.54647686,NaN
2016-02-08T21:00:00+07:00,0.70675,0.71081,0.70604,0.70982,0.703495222,0.721603844,0.6853866,0.714473,0.725493145,0.703452855,47.42660542,NaN
2016-02-09T01:00:00+07:00,0.70982,0.70985,0.70766,0.70854,0.70374,0.72151615,0.68596385,0.7145145,0.72543829,0.70359071,45.37700937,NaN
2016-02-09T05:00:00+07:00,0.70854,0.70872,0.70289,0.7043,0.703941444,0.721323128,0.686559761,0.7139685,0.72575427,0.70218273,39.31586485,NaN
2016-02-09T09:00:00+07:00,0.7043,0.7044,0.70186,0.70372,0.704087111,0.721237657,0.686936565,0.7133165,0.725832562,0.700800438,38.55716383,NaN
2016-02-09T13:00:00+07:00,0.70372,0.70728,0.70234,0.70325,0.704207889,0.721179118,0.68723666,0.712611,0.725712824,0.699509176,37.91859224,NaN
2016-02-09T17:00:00+07:00,0.70325,0.70544,0.69734,0.69974,0.704280667,0.721117927,0.687443406,0.711745,0.725810269,0.697679731,33.46157033,NaN
2016-02-09T21:00:00+07:00,0.69974,0.70958,0.6997,0.70753,0.704442222,0.721121325,0.68776312,0.711063,0.72454478,0.69758122,48.05484181,NaN
2016-02-10T01:00:00+07:00,0.70753,0.70777,0.70516,0.70697,0.704623,0.72105323,0.68819277,0.710268,0.722705837,0.697830163,47.25253499,NaN
2016-02-10T05:00:00+07:00,0.70697,0.70793,0.70377,0.70472,0.704795,0.720898333,0.688691667,0.7094005,0.720801736,0.697999264,44.0689585,NaN
2016-02-10T09:00:00+07:00,0.70472,0.70662,0.70419,0.70498,0.705002333,0.720622093,0.689382574,0.7086495,0.719097967,0.698201033,44.53400088,NaN
2016-02-10T13:00:00+07:00,0.70498,0.71185,0.70498,0.71111,0.705277444,0.72043889,0.690115999,0.7082645,0.717705963,0.698823037,54.20239234,NaN
2016-02-10T17:00:00+07:00,0.71111,0.71252,0.70832,0.70884,0.705512556,0.720224771,0.69080034,0.707794,0.716063216,0.699524784,50.6794211,NaN
2016-02-10T21:00:00+07:00,0.70884,0.7117,0.70682,0.70952,0.705769333,0.719935532,0.691603134,0.707312,0.713808866,0.700815134,51.69233933,NaN
2016-02-11T01:00:00+07:00,0.70952,0.71154,0.70911,0.70945,0.705978889,0.719794355,0.692163423,0.707038,0.712625162,0.701450838,51.57491488,NaN
2016-02-11T05:00:00+07:00,0.70945,0.71533,0.70918,0.7111,0.706172111,0.719780687,0.692563536,0.707212,0.713070968,0.701353032,54.21504738,NaN
2016-02-11T09:00:00+07:00,0.7111,0.71186,0.70831,0.70902,0.706391333,0.719532667,0.69325,0.707373,0.713244869,0.701501131,50.47885765,NaN
2016-02-11T13:00:00+07:00,0.70902,0.71158,0.69838,0.70387,0.706522778,0.719319428,0.693726128,0.707096,0.713078997,0.701113003,42.64301721,NaN
2016-02-11T17:00:00+07:00,0.70387,0.70852,0.70288,0.70758,0.706692556,0.719130324,0.694254787,0.7069975,0.712879666,0.701115334,48.80797033,NaN
2016-02-11T21:00:00+07:00,0.70758,0.71092,0.70726,0.70958,0.706813222,0.719149568,0.694476876,0.7070195,0.712936741,0.701102259,51.8147289,NaN
2016-02-12T01:00:00+07:00,0.70958,0.71092,0.70755,0.71075,0.706934444,0.719208576,0.694660313,0.7072195,0.713353221,0.701085779,53.53410568,NaN
2016-02-12T05:00:00+07:00,0.71075,0.71282,0.70927,0.71091,0.707067778,0.719250708,0.694884847,0.707274,0.713517564,0.701030436,53.77700908,NaN
2016-02-12T09:00:00+07:00,0.71091,0.71272,0.70935,0.71007,0.707154667,0.71931043,0.694998903,0.7073505,0.713690978,0.701010022,52.23321268,NaN
2016-02-12T13:00:00+07:00,0.71007,0.71167,0.70847,0.7103,0.707250778,0.719367651,0.695133905,0.7076505,0.713952917,0.701348083,52.63416416,NaN
2016-02-12T17:00:00+07:00,0.7103,0.7118,0.70768,0.70829,0.707326556,0.719383023,0.695270088,0.707879,0.713920824,0.701837176,48.7805734,NaN
2016-02-12T21:00:00+07:00,0.70829,0.71119,0.70634,0.71007,0.707431333,0.719417238,0.695445429,0.70822,0.713939535,0.702500465,52.1235147,NaN
2016-02-13T01:00:00+07:00,0.71007,0.71076,0.70953,0.70989,0.707544,0.719429178,0.695658822,0.7087275,0.712953438,0.704501562,51.75564926,NaN
2016-02-15T05:00:00+07:00,0.71014,0.71342,0.71005,0.71324,0.707698667,0.719513817,0.695883517,0.709013,0.713630168,0.704395832,57.73426575,NaN
2016-02-15T09:00:00+07:00,0.71324,0.71714,0.71091,0.7168,0.707866889,0.719764175,0.695969603,0.7095045,0.715129859,0.703879141,62.98396052,NaN
2016-02-15T13:00:00+07:00,0.7168,0.71693,0.71353,0.71467,0.708048222,0.719856926,0.696239518,0.710002,0.715606714,0.704397286,58.31679133,NaN
2016-02-15T17:00:00+07:00,0.71467,0.71688,0.71436,0.71522,0.708247444,0.719927716,0.696567173,0.710514,0.71606068,0.70496732,59.15836942,NaN
2016-02-15T21:00:00+07:00,0.71522,0.71657,0.71345,0.71444,0.708430667,0.719975623,0.69688571,0.7106805,0.716482777,0.704878223,57.38876279,NaN
2016-02-16T01:00:00+07:00,0.71444,0.71463,0.7134,0.71345,0.708631,0.719888076,0.697373924,0.710911,0.716768511,0.705053489,55.13447649,NaN
2016-02-16T05:00:00+07:00,0.71345,0.71772,0.71289,0.71649,0.708866667,0.719881315,0.697852018,0.7112595,0.717557333,0.704961667,60.29244229,NaN
2016-02-16T09:00:00+07:00,0.71649,0.71774,0.71458,0.71474,0.709085111,0.719772352,0.69839787,0.711524,0.717938887,0.705109113,56.28120586,NaN
2016-02-16T13:00:00+07:00,0.71474,0.71818,0.7143,0.71616,0.709302222,0.719759156,0.698845288,0.711777,0.718496917,0.705057083,58.68322665,NaN
2016-02-16T17:00:00+07:00,0.71616,0.71684,0.71411,0.71454,0.709463333,0.719790487,0.699136179,0.712053,0.718750701,0.705355299,54.97244825,NaN
2016-02-16T21:00:00+07:00,0.71454,0.71507,0.70814,0.71012,0.709554556,0.719757511,0.6993516,0.7123655,0.718006739,0.706724261,46.35900028,NaN
2016-02-17T01:00:00+07:00,0.71012,0.71119,0.7089,0.71096,0.709671333,0.719693779,0.699648888,0.7125345,0.717780853,0.707288147,48.02571838,NaN
2016-02-17T05:00:00+07:00,0.71096,0.71203,0.7089,0.71077,0.709760778,0.719676596,0.699844959,0.712594,0.717730822,0.707457178,47.66495415,NaN
2016-02-17T09:00:00+07:00,0.71077,0.71163,0.70851,0.70941,0.709833333,0.719641679,0.700024988,0.712527,0.717791645,0.707262355,45.05596722,NaN
2016-02-17T13:00:00+07:00,0.70941,0.71159,0.70841,0.71152,0.709918889,0.719649957,0.700187821,0.7125575,0.717791297,0.707323703,49.65976455,NaN
2016-02-17T17:00:00+07:00,0.71152,0.71391,0.71109,0.71138,0.709978222,0.719679036,0.700277409,0.712623,0.717762576,0.707483424,49.36420969,NaN
2016-02-17T21:00:00+07:00,0.71138,0.71798,0.71085,0.71755,0.710100778,0.719901913,0.700299642,0.7129855,0.718432097,0.707538903,60.51703762,NaN
2016-02-18T01:00:00+07:00,0.71755,0.71867,0.71656,0.71824,0.710274889,0.720091444,0.700458334,0.713483,0.71894082,0.70802518,61.53730895,NaN
2016-02-18T05:00:00+07:00,0.71824,0.71839,0.7134,0.71621,0.710403111,0.720224942,0.700581281,0.71379,0.719134942,0.708445058,56.88037541,NaN
2016-02-18T09:00:00+07:00,0.71621,0.7172,0.71525,0.71597,0.710538444,0.72032766,0.700749229,0.714094,0.719203522,0.708984478,56.33755098,NaN
2016-02-18T13:00:00+07:00,0.71597,0.71718,0.71337,0.71666,0.710627,0.720491634,0.700762366,0.714265,0.719476647,0.709053353,57.59063793,NaN
2016-02-18T17:00:00+07:00,0.71666,0.71724,0.7145,0.71538,0.710693,0.720604357,0.700781643,0.714194,0.719303256,0.709084744,54.46773833,NaN
2016-02-18T21:00:00+07:00,0.71538,0.7157,0.71328,0.7152,0.710759444,0.72071051,0.700808379,0.7142205,0.719344832,0.709096168,54.02408801,NaN
2016-02-19T01:00:00+07:00,0.7152,0.7159,0.71441,0.71557,0.710840333,0.720828077,0.70085259,0.714238,0.719378232,0.709097768,54.83838867,NaN
2016-02-19T05:00:00+07:00,0.71557,0.71615,0.71022,0.71034,0.710844667,0.720831199,0.700858134,0.714033,0.719444525,0.708621475,43.19303249,NaN
2016-02-19T09:00:00+07:00,0.71034,0.71187,0.70931,0.71113,0.710828111,0.720807754,0.700848468,0.713917,0.719471123,0.708362877,45.0898722,NaN
2016-02-19T13:00:00+07:00,0.71113,0.71242,0.71001,0.71065,0.710844333,0.720818017,0.700870649,0.713625,0.719221233,0.708028767,44.12577634,NaN
2016-02-19T17:00:00+07:00,0.71065,0.71153,0.70777,0.70886,0.710845333,0.720818203,0.700872463,0.713331,0.71926939,0.70739261,40.63636226,NaN
2016-02-19T21:00:00+07:00,0.70886,0.71329,0.7069,0.71275,0.710898667,0.720860364,0.700936969,0.7131605,0.71895835,0.70736265,49.90715914,NaN
2016-02-20T01:00:00+07:00,0.71275,0.7154,0.71274,0.71449,0.710968,0.720941847,0.700994153,0.713158,0.718953511,0.707362489,53.41189983,NaN
2016-02-22T05:00:00+07:00,0.71547,0.71714,0.71355,0.71669,0.711083889,0.721078585,0.701089193,0.7134865,0.719300742,0.707672258,57.46412624,NaN
2016-02-22T09:00:00+07:00,0.71669,0.71784,0.71589,0.71739,0.711191111,0.721246877,0.701135346,0.713808,0.719737822,0.707878178,58.69518678,NaN
2016-02-22T13:00:00+07:00,0.71739,0.71971,0.71567,0.71881,0.71133,0.721457302,0.701202698,0.71421,0.720347954,0.708072046,61.15144439,NaN
2016-02-22T17:00:00+07:00,0.71881,0.72174,0.7183,0.72092,0.711491778,0.721760527,0.701223028,0.7147855,0.721168798,0.708402202,64.52703333,NaN
2016-02-22T21:00:00+07:00,0.72092,0.72467,0.72069,0.72393,0.711668333,0.722235687,0.70110098,0.715406,0.722740719,0.708071281,68.70460442,NaN
2016-02-23T01:00:00+07:00,0.72393,0.72403,0.7226,0.72269,0.711800333,0.722615392,0.700985275,0.7159715,0.723710268,0.708232732,65.29319286,NaN
2016-02-23T05:00:00+07:00,0.72269,0.72434,0.72121,0.72258,0.711930667,0.722977019,0.700884314,0.716223,0.724461425,0.707984575,64.98493324,NaN
2016-02-23T09:00:00+07:00,0.72258,0.72372,0.72179,0.72285,0.712102111,0.723340405,0.700863817,0.7164535,0.725149987,0.707757013,65.41652498,NaN
2016-02-23T13:00:00+07:00,0.72285,0.7259,0.72256,0.72353,0.712314778,0.723684881,0.700944675,0.7168195,0.726044281,0.707594719,66.53528047,NaN
2016-02-23T17:00:00+07:00,0.72353,0.72546,0.72302,0.72335,0.712521333,0.724009771,0.701032896,0.7171885,0.726828889,0.707548111,65.9273132,NaN
2016-02-23T21:00:00+07:00,0.72335,0.72339,0.72001,0.72118,0.712689222,0.724237114,0.701141331,0.7174145,0.727205483,0.707623517,58.93568304,NaN
2016-02-24T01:00:00+07:00,0.72118,0.72212,0.7201,0.72018,0.712872,0.724367502,0.701376498,0.7176545,0.727469524,0.707839476,55.9889529,NaN
2016-02-24T05:00:00+07:00,0.72018,0.72116,0.71853,0.71956,0.713076,0.72438587,0.70176613,0.7178725,0.727653393,0.708091607,54.18020089,NaN
2016-02-24T09:00:00+07:00,0.71956,0.72023,0.71664,0.71842,0.713257889,0.72437755,0.702138228,0.718015,0.727740446,0.708289554,50.92269008,NaN
2016-02-24T13:00:00+07:00,0.71842,0.72047,0.71646,0.71765,0.713402222,0.724408375,0.70239607,0.7183805,0.727452184,0.709308816,48.78896992,NaN
2016-02-24T17:00:00+07:00,0.71765,0.71765,0.7152,0.71733,0.713509111,0.724478856,0.702539367,0.7186905,0.727153231,0.710227769,47.8908738,NaN
2016-02-24T21:00:00+07:00,0.71733,0.71863,0.71457,0.71772,0.713536889,0.724536443,0.702537335,0.719044,0.726684446,0.711403554,49.12014125,NaN
2016-02-25T01:00:00+07:00,0.71772,0.72134,0.71759,0.7194,0.713566222,0.724613976,0.702518469,0.719571,0.7256165,0.7135255,54.13900515,NaN
2016-02-25T05:00:00+07:00,0.7194,0.72023,0.71563,0.71674,0.713559333,0.724598386,0.702520281,0.7197705,0.725126485,0.714414515,46.34409726,NaN
2016-02-25T09:00:00+07:00,0.71674,0.71864,0.71612,0.71855,0.713575889,0.724640332,0.702511446,0.7199735,0.724794592,0.715152408,51.46490235,NaN
2016-02-25T13:00:00+07:00,0.71855,0.71907,0.71614,0.7171,0.713530667,0.724503476,0.702557857,0.719994,0.724762268,0.715225732,47.54979646,NaN
2016-02-25T17:00:00+07:00,0.7171,0.72168,0.71671,0.72083,0.713508,0.724411757,0.702604243,0.720166,0.724792192,0.715539808,56.67940725,NaN
2016-02-25T21:00:00+07:00,0.72083,0.72113,0.71893,0.72096,0.713495667,0.724363108,0.702628225,0.7202735,0.724868472,0.715678528,56.96059123,NaN
2016-02-26T01:00:00+07:00,0.72096,0.72434,0.72073,0.72351,0.713534667,0.724519753,0.702549581,0.720403,0.725204883,0.715601117,62.15027017,NaN
2016-02-26T05:00:00+07:00,0.72351,0.72563,0.72216,0.7245,0.713597889,0.724767634,0.702428143,0.7204315,0.725322714,0.715540286,63.96685651,NaN
2016-02-26T09:00:00+07:00,0.7245,0.72451,0.72203,0.72203,0.713639889,0.724907289,0.702372489,0.7203985,0.725236939,0.715560061,56.66021322,NaN
2016-02-26T13:00:00+07:00,0.72203,0.72336,0.72131,0.7221,0.713672556,0.725020542,0.70232457,0.7203745,0.725174023,0.715574977,56.81077823,NaN
2016-02-26T17:00:00+07:00,0.7221,0.72216,0.71937,0.7214,0.713744444,0.725204801,0.702284088,0.720302,0.72499232,0.71561168,54.76197131,NaN
2016-02-26T21:00:00+07:00,0.7214,0.722,0.7118,0.71231,0.713796556,0.725187486,0.702405625,0.719741,0.725347303,0.714134697,36.40272877,NaN
2016-02-27T01:00:00+07:00,0.71231,0.71334,0.7119,0.71219,0.713867556,0.725137243,0.702597868,0.719183,0.725426695,0.712939305,36.23004694,NaN
2016-02-29T05:00:00+07:00,0.71228,0.71331,0.71084,0.71151,0.713890889,0.725132223,0.702649555,0.7186995,0.725701358,0.711697642,35.21075093,NaN
2016-02-29T09:00:00+07:00,0.71151,0.71466,0.71134,0.71379,0.713938,0.725141646,0.702734354,0.71838,0.725660107,0.711099893,41.18558475,NaN
2016-02-29T13:00:00+07:00,0.71379,0.71469,0.71207,0.71316,0.713982667,0.725141406,0.702823927,0.71806,0.725660103,0.710459897,40.08556303,NaN
2016-02-29T17:00:00+07:00,0.71316,0.71681,0.71312,0.71439,0.714067556,0.725120657,0.703014454,0.7178585,0.725621683,0.710095317,43.27128738,NaN
2016-02-29T21:00:00+07:00,0.71439,0.71577,0.71307,0.71496,0.714124667,0.72514245,0.703106883,0.717724,0.725589508,0.709858492,44.73771285,NaN
2016-03-01T01:00:00+07:00,0.71496,0.71497,0.71354,0.71402,0.714185556,0.725139599,0.703231513,0.7175585,0.725587792,0.709529208,42.77401457,NaN
2016-03-01T05:00:00+07:00,0.71402,0.71512,0.71092,0.71139,0.714264333,0.725033283,0.703495384,0.717242,0.725708032,0.708775968,37.77770709,NaN
2016-03-01T09:00:00+07:00,0.71139,0.71419,0.71099,0.71371,0.714375333,0.724910664,0.703840003,0.7169575,0.725496443,0.708418557,43.992572,NaN
2016-03-01T13:00:00+07:00,0.71371,0.71921,0.71371,0.71438,0.714499,0.724766959,0.704231041,0.7168395,0.725452113,0.708226887,45.6799687,NaN
2016-03-01T17:00:00+07:00,0.71438,0.71664,0.71333,0.71623,0.714682222,0.724467345,0.704897099,0.7167235,0.725303268,0.708143732,50.14629657,NaN
2016-03-01T21:00:00+07:00,0.71623,0.71793,0.71196,0.7162,0.714778556,0.724450183,0.705106929,0.7166785,0.725259337,0.708097663,50.07439464,NaN
2016-03-02T01:00:00+07:00,0.7162,0.71826,0.71603,0.71745,0.714895,0.724439285,0.705350715,0.7165095,0.724887362,0.708131638,53.09238884,NaN
2016-03-02T05:00:00+07:00,0.71745,0.72359,0.71613,0.72284,0.715096333,0.724537485,0.705655182,0.7166035,0.725217842,0.707989158,63.37375621,NaN
2016-03-02T09:00:00+07:00,0.72284,0.72424,0.72171,0.72361,0.715303333,0.724664794,0.705941873,0.7166085,0.725238972,0.707978028,64.56852385,NaN
2016-03-02T13:00:00+07:00,0.72361,0.72444,0.7209,0.72112,0.715414556,0.724811878,0.706017233,0.7164395,0.7245627,0.7083163,57.98170995,NaN
2016-03-02T17:00:00+07:00,0.72112,0.72342,0.72007,0.72225,0.715563556,0.724964425,0.706162686,0.7164505,0.724604489,0.708296511,59.97709592,NaN
2016-03-02T21:00:00+07:00,0.72225,0.72792,0.72118,0.72761,0.715764556,0.725410335,0.706118776,0.716726,0.725929665,0.707522335,67.7905473,NaN
2016-03-03T01:00:00+07:00,0.72761,0.7301,0.72696,0.72936,0.715985778,0.725950119,0.706021437,0.717124,0.727689424,0.706558576,69.859465,NaN
