time,open,high,low,close,ParabolicSAR,Basis,Upper,Lower,%K,%D
2019-01-02T05:00:00Z,109.68400000000001,109.68400000000001,109.299,109.304,NaN,NaN,NaN,NaN,NaN,NaN
2019-01-02T06:00:00Z,109.304,109.304,109.126,109.25500000000001,109.68400000000001,NaN,NaN,NaN,NaN,NaN
2019-01-02T07:00:00Z,109.25500000000001,109.346,109.18100000000001,109.308,109.68400000000001,NaN,NaN,NaN,NaN,NaN
2019-01-02T08:00:00Z,109.308,109.32300000000001,108.902,108.95100000000001,109.67284000000001,NaN,NaN,NaN,NaN,NaN
2019-01-02T09:00:00Z,108.95100000000001,108.97800000000001,108.709,108.94200000000001,109.64200640000001,NaN,NaN,NaN,NaN,NaN
2019-01-02T10:00:00Z,108.94200000000001,109.104,108.879,109.046,109.58602601600002,NaN,NaN,NaN,NaN,NaN
2019-01-02T11:00:00Z,109.046,109.177,109.043,109.10600000000001,109.53340445504001,NaN,NaN,NaN,46.37502180359374,NaN
2019-01-02T12:00:00Z,109.10600000000001,109.28500000000001,109.10000000000001,109.14200000000001,109.48394018773762,NaN,NaN,NaN,61.91626738392741,NaN
2019-01-02T13:00:00Z,109.14200000000001,109.19500000000001,108.82100000000001,109.188,109.43744377647336,NaN,NaN,NaN,72.00142858515947,60.09757259089354
2019-01-02T14:00:00Z,109.188,109.361,109.174,109.337,109.39373714988496,NaN,NaN,NaN,83.07881680540447,72.33217092483045
2019-01-02T15:00:00Z,109.337,109.39200000000001,109.265,109.28200000000001,108.709,NaN,NaN,NaN,86.48360981384138,80.5212850681351
2019-01-02T16:00:00Z,109.28200000000001,109.357,109.21300000000001,109.21900000000001,108.72266,NaN,NaN,NaN,81.99779464227778,83.85340708717455
2019-01-02T17:00:00Z,109.21900000000001,109.464,109.21900000000001,109.44200000000001,108.73604680000001,NaN,NaN,NaN,82.33878882464107,83.60673109358675
2019-01-02T18:00:00Z,109.44200000000001,109.456,109.378,109.449,108.765164928,NaN,NaN,NaN,87.0361336723572,83.79090571309202
2019-01-02T19:00:00Z,109.449,109.45100000000001,109.18100000000001,109.19600000000001,108.79311833088,NaN,NaN,NaN,65.56882588881075,78.31458279526967
2019-01-02T20:00:00Z,109.19600000000001,109.203,109.036,109.08,108.81995359764481,NaN,NaN,NaN,36.80277113185406,63.13591023100733
2019-01-02T21:00:00Z,109.08,109.123,108.866,108.87400000000001,108.84571545373902,NaN,NaN,NaN,5.639506610269355,36.003701210311384
2019-01-02T22:00:00Z,108.87400000000001,108.899,104.656,106.61200000000001,109.464,NaN,NaN,NaN,17.45605549130575,19.966111077809714
2019-01-02T23:00:00Z,106.61200000000001,107.869,106.415,107.42500000000001,109.36784,NaN,NaN,NaN,33.27848214939675,18.79134808365728
2019-01-03T00:00:00Z,107.42500000000001,107.855,107.42500000000001,107.641,109.2736032,108.88995000000003,110.72821267759693,107.05168732240313,54.71511119830666,35.14988294633638
2019-01-03T01:00:00Z,107.641,107.804,107.43100000000001,107.534,109.181251136,108.80145000000002,110.76390931087323,106.8389906891268,62.60778711801411,50.20046015523917
2019-01-03T02:00:00Z,107.534,107.55000000000001,107.07100000000001,107.134,109.09074611328,108.69540000000002,110.83678818876201,106.55401181123803,62.825927184078836,60.049608500133196
2019-01-03T03:00:00Z,107.134,107.203,107.02300000000001,107.15700000000001,109.0020511910144,108.58785000000003,110.85402757398394,106.32167242601612,57.95391287572972,61.12920905927422
2019-01-03T04:00:00Z,107.15700000000001,107.286,107.152,107.153,108.91513016719412,108.49795000000002,110.88273713344864,106.11316286655139,41.68623695602209,54.15535900527687
2019-01-03T05:00:00Z,107.153,107.162,106.747,106.968,108.82994756385024,108.39925000000001,110.90847073000073,105.89002926999929,29.188289235276674,42.94281302234282
2019-01-03T06:00:00Z,106.968,106.977,106.798,106.85000000000001,108.74646861257324,108.28945000000002,110.90482359603857,105.67407640396146,16.453376656758483,29.109300949352406
2019-01-03T07:00:00Z,106.85000000000001,107.67200000000001,106.85000000000001,107.552,108.66465924032177,108.21175000000001,110.81252547029025,105.61097452970976,40.254052332434185,28.631906074823103
2019-01-03T08:00:00Z,107.552,107.95700000000001,107.42800000000001,107.646,108.58448605551533,108.13695000000003,110.69793814851687,105.57596185148319,58.050482272151065,38.252637087114564
2019-01-03T09:00:00Z,107.646,107.84700000000001,107.64500000000001,107.659,108.50591633440501,108.06050000000002,110.56015941429459,105.56084058570545,78.8988161715432,59.06778359204281
2019-01-03T10:00:00Z,107.659,107.68100000000001,107.507,107.63900000000001,108.42891800771692,107.97560000000003,110.37342458698787,105.57777541301219,74.07732513780044,70.34220786049822
2019-01-03T11:00:00Z,107.63900000000001,107.679,107.513,107.551,108.35345964756257,107.88905000000003,110.17503904675219,105.60306095324786,70.41958488730332,74.46524206554898
2019-01-03T12:00:00Z,107.551,107.71300000000001,107.52300000000001,107.66300000000001,108.27951045461133,107.81125000000002,109.96790117644484,105.65459882355519,60.103431429716686,68.20011381827346
2019-01-03T13:00:00Z,107.66300000000001,108,107.593,107.748,108.2070402455191,107.72655000000002,109.66987470829058,105.78322529170946,52.21070723403148,60.91124118368381
2019-01-03T14:00:00Z,107.748,107.96600000000001,107.702,107.74600000000001,108.13601944060872,107.64140000000002,109.31596792934417,105.96683207065587,47.26217453932947,53.192104401025865
