time,open,high,low,close,EMA100,EMA30,EMA45,EMA75,ParabolicSAR
2019-01-09T10:00:00Z,0.71578,0.71643,0.71562,0.71602,0.708993129,0.714532095,0.713696834,0.711229539,0.71389712
2019-01-09T11:00:00Z,0.71602,0.71709,0.71598,0.71698,0.709151285,0.714690024,0.71383958,0.711380866,0.714026835
2019-01-09T12:00:00Z,0.71698,0.71698,0.71607,0.71655,0.709297794,0.714810023,0.713957424,0.711516896,0.714151362
2019-01-09T13:00:00Z,0.71655,0.71707,0.71633,0.7169,0.709448333,0.71494486,0.714085362,0.711658557,0.714270907
2019-01-09T14:00:00Z,0.7169,0.71854,0.71644,0.71806,0.709618861,0.715145837,0.714258173,0.711827016,0.714385671
2019-01-09T15:00:00Z,0.71806,0.71939,0.71566,0.71658,0.709756705,0.715238363,0.714359122,0.711952094,0.714634931
2019-01-09T16:00:00Z,0.71658,0.71788,0.71627,0.71725,0.709905088,0.715368146,0.714484812,0.712091513,0.715015336
2019-01-09T17:00:00Z,0.71725,0.71797,0.71687,0.71793,0.710063997,0.715533427,0.714634603,0.712245157,0.715365309
2019-01-09T18:00:00Z,0.71793,0.71864,0.71763,0.71832,0.710227482,0.715713206,0.714794838,0.712405022,0.715687285
2019-01-09T19:00:00Z,0.71832,0.71915,0.71722,0.71798,0.710380997,0.715859451,0.714933323,0.712551732,0.715983502
2019-01-09T20:00:00Z,0.71798,0.71879,0.71743,0.71813,0.710534443,0.716005938,0.715072309,0.712698528,0.716256022
2019-01-09T21:00:00Z,0.71813,0.71817,0.71687,0.71709,0.710664256,0.716075877,0.715160035,0.712814093,0.71650674
2019-01-09T22:00:00Z,0.71709,0.71744,0.71687,0.71737,0.710797043,0.716159369,0.71525612,0.712933986,0.716737401
2019-01-09T23:00:00Z,0.71737,0.71765,0.71682,0.71746,0.710928982,0.716243281,0.715351941,0.713053091,0.71939
2019-01-10T00:00:00Z,0.71746,0.71794,0.71694,0.71709,0.711050983,0.716297908,0.715427509,0.713159326,0.7193386
2019-01-10T01:00:00Z,0.71709,0.7173,0.71463,0.71614,0.711151755,0.71628772,0.715458487,0.713237764,0.719288228
2019-01-10T02:00:00Z,0.71614,0.71645,0.71538,0.71611,0.711249938,0.716276254,0.715486813,0.71331335,0.719101899
2019-01-10T03:00:00Z,0.71611,0.71874,0.71611,0.71865,0.711396474,0.716429399,0.715624343,0.713453788,0.718923023
2019-01-10T04:00:00Z,0.71865,0.71873,0.71805,0.71842,0.711535554,0.716557825,0.715745893,0.713584478,0.718751302
2019-01-10T05:00:00Z,0.71842,0.71902,0.71815,0.71896,0.711682573,0.716712804,0.715885637,0.713725939,0.71463
2019-01-10T06:00:00Z,0.71896,0.71913,0.71825,0.71876,0.71182272,0.716844881,0.716010609,0.713858414,0.7147178
2019-01-10T07:00:00Z,0.71876,0.71895,0.71723,0.71726,0.711930389,0.716871663,0.716064931,0.713947929,0.714894288
2019-01-10T08:00:00Z,0.71726,0.71847,0.71712,0.71758,0.712042262,0.716917362,0.716130803,0.71404351,0.715063716
2019-01-10T09:00:00Z,0.71758,0.7185,0.71745,0.71826,0.712165386,0.717003984,0.716223377,0.71415447,0.715226368
2019-01-10T10:00:00Z,0.71826,0.71892,0.7179,0.71853,0.712291418,0.717102437,0.716323665,0.714269616,0.715382513
2019-01-10T11:00:00Z,0.71853,0.71902,0.71843,0.71867,0.712417726,0.71720357,0.71642568,0.714385416,0.715532413
2019-01-10T12:00:00Z,0.71867,0.71914,0.7185,0.71899,0.71254787,0.717318823,0.716537172,0.714506589,0.715676316
2019-01-10T13:00:00Z,0.71899,0.71976,0.7182,0.7183,0.712661774,0.717382125,0.716613817,0.714606415,0.715884137
2019-01-10T14:00:00Z,0.7183,0.71877,0.71785,0.71838,0.712775006,0.717446504,0.716690607,0.71470572,0.716194206
2019-01-10T15:00:00Z,0.71838,0.7192,0.71787,0.71915,0.712901244,0.717556407,0.716797537,0.714822675,0.71647947
2019-01-10T16:00:00Z,0.71915,0.71943,0.71866,0.71892,0.713020427,0.717644381,0.716889818,0.714930499,0.716741912
2019-01-10T17:00:00Z,0.71892,0.71907,0.71829,0.71847,0.713128339,0.717697647,0.716958522,0.715023644,0.716983359
2019-01-10T18:00:00Z,0.71847,0.71873,0.71719,0.71787,0.713222234,0.717708766,0.716998151,0.715098548,0.71976
2019-01-10T19:00:00Z,0.71787,0.71862,0.71787,0.71826,0.713321991,0.71774433,0.717053014,0.715181744,0.7197086
2019-01-10T20:00:00Z,0.71826,0.71859,0.71801,0.71833,0.71342116,0.717782115,0.717108535,0.715264593,0.719658228
2019-01-10T21:00:00Z,0.71833,0.71896,0.71818,0.7185,0.713521731,0.71782843,0.717169034,0.715349735,0.719608863
2019-01-10T22:00:00Z,0.7185,0.71874,0.7182,0.71829,0.713616152,0.717858209,0.717217771,0.715427111,0.719560486
2019-01-10T23:00:00Z,0.71829,0.71872,0.71824,0.71868,0.713716426,0.717911228,0.717281347,0.715512713,0.719513076
2019-01-11T00:00:00Z,0.71868,0.72046,0.71868,0.71914,0.713823824,0.717990503,0.717362158,0.715608168,0.71719
2019-01-11T01:00:00Z,0.71914,0.71989,0.71823,0.71925,0.713931273,0.718071761,0.717444238,0.715704006,0.7172554
2019-01-11T02:00:00Z,0.71925,0.71978,0.71879,0.71962,0.714043921,0.718171647,0.717538836,0.715807058,0.717319492
2019-01-11T03:00:00Z,0.71962,0.72058,0.71941,0.72046,0.714170972,0.718319283,0.717665843,0.715929504,0.717382302
2019-01-11T04:00:00Z,0.72046,0.72195,0.71998,0.72184,0.714322834,0.718546426,0.717847328,0.716085043,0.71751021
2019-01-11T05:00:00Z,0.72184,0.72187,0.72099,0.72124,0.714459807,0.718720205,0.717994836,0.7162207,0.717776597
2019-01-11T06:00:00Z,0.72124,0.72168,0.72106,0.72114,0.714592088,0.718876321,0.718131582,0.716350155,0.718027002
2019-01-11T07:00:00Z,0.72114,0.72163,0.72068,0.72138,0.714726503,0.719037849,0.718272818,0.71648252,0.718262382
2019-01-11T08:00:00Z,0.72138,0.72179,0.72091,0.72163,0.714863206,0.719205084,0.718418782,0.71661798,0.718483639
2019-01-11T09:00:00Z,0.72163,0.72255,0.72138,0.72182,0.715000964,0.719373788,0.718566661,0.716754875,0.71869162
2019-01-11T10:00:00Z,0.72182,0.72351,0.72178,0.72314,0.715162133,0.71961677,0.718765502,0.716922905,0.719000291
2019-01-11T11:00:00Z,0.72314,0.72338,0.72242,0.72276,0.715312586,0.719819559,0.718939176,0.717076512,0.719451262
2019-01-11T12:00:00Z,0.72276,0.72341,0.72174,0.72206,0.715446198,0.719964103,0.719074864,0.717207657,0.719857135
2019-01-11T13:00:00Z,0.72206,0.72275,0.72103,0.72147,0.715565481,0.720061258,0.719179,0.717319824,0.720222422
2019-01-11T14:00:00Z,0.72147,0.72164,0.71839,0.719,0.715633491,0.71999279,0.719171218,0.717364039,0.72351
2019-01-11T15:00:00Z,0.719,0.72005,0.71889,0.72005,0.715720947,0.719996481,0.719209425,0.717434722,0.7234076
2019-01-11T16:00:00Z,0.72005,0.7206,0.71962,0.72035,0.715812611,0.720019288,0.719259016,0.71751144,0.723307248
2019-01-11T17:00:00Z,0.72035,0.72104,0.72033,0.72073,0.715909985,0.720065141,0.719322971,0.717596139,0.723208903
2019-01-11T18:00:00Z,0.72073,0.72084,0.72029,0.7205,0.716000877,0.720093196,0.719374147,0.717672556,0.723112525
2019-01-11T19:00:00Z,0.7205,0.72073,0.72032,0.72067,0.716093335,0.720130409,0.719430488,0.717751436,0.723018074
2019-01-11T20:00:00Z,0.72067,0.72071,0.72016,0.72035,0.716177625,0.720144577,0.719470467,0.71781982,0.722925513
2019-01-11T21:00:00Z,0.72035,0.72159,0.72033,0.72144,0.71628183,0.720228152,0.719556099,0.717915088,0.722834803
2019-01-13T22:00:00Z,0.72108,0.7211,0.72074,0.72094,0.716374071,0.720274078,0.719616268,0.717994691,0.722745907
2019-01-13T23:00:00Z,0.72094,0.72103,0.72013,0.72013,0.716448446,0.720264783,0.719638605,0.718050883,0.722658789
2019-01-14T00:00:00Z,0.72013,0.72125,0.71999,0.72104,0.716539368,0.720314797,0.719699535,0.718129544,0.722573413
2019-01-14T01:00:00Z,0.72104,0.72178,0.72097,0.72101,0.716627896,0.720359648,0.719756512,0.718205345,0.722489745
2019-01-14T02:00:00Z,0.72101,0.7212,0.71923,0.71942,0.716683185,0.720299026,0.719741881,0.71823731,0.72240775
2019-01-14T03:00:00Z,0.71942,0.71942,0.71794,0.71875,0.716724112,0.720199089,0.719698755,0.718250802,0.722327395
2019-01-14T04:00:00Z,0.71875,0.71895,0.71839,0.71841,0.716757496,0.720083664,0.719642722,0.718254991,0.722151899
2019-01-14T05:00:00Z,0.71841,0.71882,0.71818,0.71844,0.716790813,0.719977621,0.71959043,0.71825986,0.721983423
2019-01-14T06:00:00Z,0.71844,0.71874,0.71754,0.71823,0.716819311,0.719864871,0.719531281,0.718259074,0.721821686
2019-01-14T07:00:00Z,0.71823,0.7189,0.71765,0.71862,0.716854969,0.719784557,0.71949166,0.718268572,0.721564785
2019-01-14T08:00:00Z,0.71862,0.7195,0.7185,0.71922,0.716901801,0.719748134,0.719479849,0.71829361,0.721323298
2019-01-14T09:00:00Z,0.71922,0.71966,0.71862,0.71864,0.716936221,0.719676641,0.719443334,0.718302725,0.7210963
2019-01-14T10:00:00Z,0.71864,0.71964,0.71816,0.71912,0.716979464,0.719640729,0.719429276,0.718324232,0.720882922
2019-01-14T11:00:00Z,0.71912,0.72006,0.71884,0.71952,0.717029771,0.71963294,0.71943322,0.7183557,0.720682347
2019-01-14T12:00:00Z,0.71952,0.71972,0.71909,0.71925,0.717073736,0.719608234,0.719425254,0.718379234,0.720493806
2019-01-14T13:00:00Z,0.71925,0.71996,0.71889,0.71952,0.717122177,0.719602542,0.719429374,0.718409254,0.720316577
2019-01-14T14:00:00Z,0.71952,0.7199,0.71899,0.7196,0.717171243,0.719602378,0.719436792,0.71844059,0.720149983
2019-01-14T15:00:00Z,0.7196,0.72099,0.71949,0.7205,0.717237159,0.719660289,0.719483018,0.718494785,0.71754
2019-01-14T16:00:00Z,0.7205,0.72056,0.71949,0.71981,0.717288106,0.719669948,0.719497235,0.718529396,0.717609
2019-01-14T17:00:00Z,0.71981,0.72061,0.71969,0.72042,0.717350124,0.719718338,0.719537355,0.718579148,0.71767662
2019-01-14T18:00:00Z,0.72042,0.72066,0.72013,0.72025,0.717407547,0.719752639,0.71956834,0.718623118,0.717742888
2019-01-14T19:00:00Z,0.72025,0.72031,0.7198,0.71984,0.717455715,0.719758275,0.719580151,0.718655141,0.71780783
2019-01-14T20:00:00Z,0.71984,0.71995,0.71952,0.71972,0.717500552,0.719755806,0.719586232,0.718683164,0.717871473
2019-01-14T21:00:00Z,0.71972,0.71993,0.71955,0.71964,0.717542917,0.719748334,0.719588569,0.718708344,0.717933844
2019-01-14T22:00:00Z,0.71964,0.71995,0.71908,0.71916,0.717574939,0.719710377,0.719569936,0.71872023,0.717994967
2019-01-14T23:00:00Z,0.71916,0.72007,0.71916,0.71991,0.717621178,0.719723256,0.719584721,0.718751539,0.718054868
2019-01-15T00:00:00Z,0.71991,0.72102,0.71991,0.72073,0.717682738,0.719788207,0.719634516,0.718803604,0.71811357
2019-01-15T01:00:00Z,0.72073,0.72218,0.72048,0.72143,0.717756942,0.71989413,0.71971258,0.71887272,0.718229827
2019-01-15T02:00:00Z,0.72143,0.72189,0.72081,0.72122,0.717825517,0.71997967,0.71977812,0.71893449,0.718466838
2019-01-15T03:00:00Z,0.72122,0.72172,0.72106,0.72126,0.717893527,0.720062272,0.71984255,0.718995688,0.718689628
2019-01-15T04:00:00Z,0.72126,0.72136,0.72071,0.72117,0.717958407,0.720133738,0.719900265,0.719052907,0.71889905
2019-01-15T05:00:00Z,0.72117,0.7219,0.72104,0.72188,0.718036063,0.7202464,0.719986341,0.719127304,0.719095907
2019-01-15T06:00:00Z,0.72188,0.72188,0.72097,0.72169,0.718108418,0.720339535,0.720060413,0.719194743,0.719280952
2019-01-15T07:00:00Z,0.72169,0.72225,0.72127,0.72167,0.718178944,0.720425372,0.720130395,0.719259882,0.719454895
2019-01-15T08:00:00Z,0.72167,0.72257,0.72072,0.72106,0.718235995,0.720466316,0.720170812,0.719307253,0.719678504
2019-01-15T09:00:00Z,0.72106,0.72127,0.71959,0.71997,0.718270332,0.720434295,0.720162081,0.719324694,0.72257
2019-01-15T10:00:00Z,0.71997,0.7205,0.71986,0.7201,0.718306563,0.720412728,0.720159382,0.719345097,0.72257
2019-01-15T11:00:00Z,0.7201,0.72056,0.71953,0.71987,0.718337522,0.720377713,0.7201468,0.71935891,0.7225104
2019-01-15T12:00:00Z,0.71987,0.72006,0.71857,0.71896,0.718349848,0.720286248,0.7200952,0.719348412,0.722391184
2019-01-15T13:00:00Z,0.71896,0.72047,0.71895,0.72033,0.718389059,0.72028907,0.720105409,0.719374244,0.722161913
2019-01-15T14:00:00Z,0.72033,0.72117,0.71972,0.72107,0.718442147,0.720339453,0.720147348,0.719418869,0.721946398
2019-01-15T15:00:00Z,0.72107,0.72128,0.719,0.72032,0.718479332,0.720338198,0.720154854,0.719442583,0.721743814
2019-01-15T16:00:00Z,0.72032,0.72047,0.71846,0.7192,0.718493603,0.720264766,0.720113339,0.719436199,0.721553385
2019-01-15T17:00:00Z,0.7192,0.71974,0.71834,0.71846,0.718492937,0.720148329,0.720041455,0.719410509,0.721305915
2019-01-15T18:00:00Z,0.71846,0.71852,0.71801,0.7183,0.718489117,0.720029082,0.719965739,0.719381286,0.721009323
2019-01-15T19:00:00Z,0.7183,0.71939,0.71799,0.71932,0.71850557,0.719983335,0.719937664,0.719379673,0.720649404
2019-01-15T20:00:00Z,0.71932,0.7201,0.7192,0.72001,0.718535361,0.719985055,0.719940809,0.71939626,0.720277088
2019-01-15T21:00:00Z,0.72001,0.72037,0.71965,0.7201,0.718566344,0.719992471,0.71994773,0.71941478,0.71799
2019-01-15T22:00:00Z,0.7201,0.72039,0.71978,0.72011,0.718596911,0.720000054,0.719954785,0.719433075,0.7180376
2019-01-15T23:00:00Z,0.72011,0.72074,0.71984,0.72068,0.71863816,0.720043921,0.719986316,0.719465889,0.718131696
2019-01-16T00:00:00Z,0.72068,0.72069,0.7195,0.71972,0.718659583,0.720023023,0.719974737,0.719472576,0.718288194
2019-01-16T01:00:00Z,0.71972,0.72017,0.71889,0.71934,0.718673057,0.719978957,0.71994714,0.719469087,0.718435303
2019-01-16T02:00:00Z,0.71934,0.72011,0.71912,0.71997,0.718698739,0.719978379,0.719948134,0.719482269,0.718573584
2019-01-16T03:00:00Z,0.71997,0.72001,0.71961,0.71979,0.718720348,0.719966226,0.719941259,0.719490367,0.718703569
2019-01-16T04:00:00Z,0.71979,0.7203,0.71946,0.7196,0.718737767,0.719942598,0.719926421,0.719493252,0.718825755
2019-01-16T05:00:00Z,0.7196,0.72092,0.71948,0.72058,0.718774246,0.719983721,0.719954838,0.719521851,0.71894061
2019-01-16T06:00:00Z,0.72058,0.72074,0.72016,0.72019,0.718802281,0.719997029,0.719965062,0.719539434,0.719098961
2019-01-16T07:00:00Z,0.72019,0.72122,0.72017,0.72071,0.718840058,0.720043027,0.719997451,0.719570238,0.719244644
2019-01-16T08:00:00Z,0.72071,0.72094,0.71982,0.72002,0.718863423,0.720041542,0.719998431,0.719582074,0.71944218
2019-01-16T09:00:00Z,0.72002,0.72009,0.71851,0.71867,0.718859593,0.719953055,0.719940673,0.719558072,0.72122
2019-01-16T10:00:00Z,0.71867,0.71893,0.71767,0.71776,0.718837819,0.719811568,0.719845861,0.719510754,0.7211658
2019-01-16T11:00:00Z,0.71776,0.71778,0.71617,0.71686,0.718798654,0.719621144,0.719716041,0.719440998,0.721025968
2019-01-16T12:00:00Z,0.71686,0.71771,0.71677,0.7174,0.718770958,0.719477844,0.719615344,0.719387287,0.72073461
2019-01-16T13:00:00Z,0.7174,0.71769,0.71704,0.71716,0.718739058,0.719328306,0.71950859,0.719328674,0.720460733
2019-01-16T14:00:00Z,0.71716,0.71832,0.71716,0.71791,0.718722641,0.719236802,0.719439086,0.719291341,0.720203289
2019-01-16T15:00:00Z,0.71791,0.71887,0.7178,0.71806,0.718709519,0.71916088,0.719379126,0.719258937,0.719961292
2019-01-16T16:00:00Z,0.71806,0.71879,0.71779,0.71836,0.718702598,0.71910921,0.719334816,0.719235281,0.719733814
2019-01-16T17:00:00Z,0.71836,0.71842,0.71743,0.71788,0.718686309,0.719029906,0.719271563,0.719199616,0.719519986
2019-01-16T18:00:00Z,0.71788,0.71807,0.71765,0.71785,0.718669748,0.718953783,0.719209756,0.719164099,0.719318986
2019-01-16T19:00:00Z,0.71785,0.71809,0.71733,0.7179,0.718654506,0.718885797,0.71915281,0.719130834,0.719130047
2019-01-16T20:00:00Z,0.7179,0.71827,0.71723,0.7173,0.718627684,0.718783488,0.719072253,0.719082654,0.718952444
2019-01-16T21:00:00Z,0.7173,0.71745,0.71662,0.71666,0.71858872,0.718646488,0.718967372,0.7190189,0.718785498
2019-01-16T22:00:00Z,0.71666,0.71733,0.71659,0.71699,0.718557062,0.718539618,0.7188814,0.718965508,0.718628568
2019-01-16T23:00:00Z,0.71699,0.71747,0.71681,0.7172,0.718530189,0.718453191,0.718808295,0.718919047,0.718481054
2019-01-17T00:00:00Z,0.7172,0.71739,0.71642,0.71717,0.718503255,0.718370405,0.718737065,0.718873019,0.718342391
2019-01-17T01:00:00Z,0.71717,0.71752,0.71607,0.71656,0.718464775,0.718253604,0.71864241,0.71881215,0.718212047
2019-01-17T02:00:00Z,0.71656,0.71714,0.71583,0.71685,0.718432799,0.718163049,0.718564479,0.718760515,0.718040683
2019-01-17T03:00:00Z,0.71685,0.71705,0.71626,0.71662,0.718396902,0.718063498,0.718479937,0.718704186,0.717819615
2019-01-17T04:00:00Z,0.71662,0.71663,0.71519,0.71524,0.718334389,0.717881337,0.71833907,0.718613023,0.717620654
2019-01-17T05:00:00Z,0.71524,0.71589,0.71499,0.71585,0.718285193,0.717750283,0.718230849,0.718540312,0.717328975
2019-01-17T06:00:00Z,0.71585,0.71616,0.71528,0.71532,0.718226477,0.71759349,0.718104291,0.718455567,0.717001519
2019-01-17T07:00:00Z,0.71532,0.71603,0.71468,0.71583,0.718179022,0.717479717,0.718005409,0.718386473,0.716719906
2019-01-17T08:00:00Z,0.71583,0.7165,0.71519,0.71632,0.718142209,0.717404896,0.71793213,0.718332092,0.71468
2019-01-17T09:00:00Z,0.71632,0.71708,0.71614,0.71634,0.718106522,0.717336193,0.717862907,0.718279668,0.71468
2019-01-17T10:00:00Z,0.71634,0.71692,0.71622,0.71651,0.718074908,0.71728289,0.717804085,0.718233098,0.714776
2019-01-17T11:00:00Z,0.71651,0.71738,0.71615,0.71702,0.718054018,0.71726593,0.717769994,0.718201175,0.71486816
2019-01-17T12:00:00Z,0.71702,0.71744,0.71679,0.71705,0.718034137,0.717251999,0.71773869,0.718170881,0.71501887
2019-01-17T13:00:00Z,0.71705,0.71742,0.71586,0.71634,0.71800059,0.71719316,0.717677878,0.718122699,0.715212561
2019-01-17T14:00:00Z,0.71634,0.71654,0.71544,0.71634,0.717967707,0.717138118,0.717619709,0.718075786,0.715390756
2019-01-17T15:00:00Z,0.71634,0.71658,0.71517,0.71588,0.717926366,0.717056949,0.717544069,0.718018002,0.71744
2019-01-17T16:00:00Z,0.71588,0.71715,0.71585,0.71703,0.717908616,0.71705521,0.717521719,0.717992002,0.7173946
2019-01-17T17:00:00Z,0.71703,0.71731,0.71694,0.71725,0.717895574,0.717067777,0.717509905,0.717972476,0.717350108
2019-01-17T18:00:00Z,0.71725,0.71789,0.71724,0.71742,0.717886157,0.717090501,0.717505996,0.717957937,0.71517
2019-01-17T19:00:00Z,0.71742,0.72213,0.7173,0.72005,0.717929005,0.717281437,0.717616605,0.718012991,0.7152244
2019-01-17T20:00:00Z,0.72005,0.72019,0.71853,0.71966,0.717963282,0.717434892,0.717705448,0.718056334,0.715500624
2019-01-17T21:00:00Z,0.71966,0.71967,0.71863,0.71921,0.71798797,0.717549415,0.717770863,0.718086693,0.715765799
2019-01-17T22:00:00Z,0.71921,0.71951,0.71871,0.71876,0.718003258,0.717627518,0.717813869,0.718104412,0.716020367
2019-01-17T23:00:00Z,0.71876,0.71935,0.71855,0.71894,0.718021807,0.717712194,0.717862831,0.718126401,0.716264752
2019-01-18T00:00:00Z,0.71894,0.72053,0.71862,0.71916,0.718044345,0.717805601,0.71791923,0.718153601,0.716499362
2019-01-18T01:00:00Z,0.71916,0.7204,0.71866,0.72015,0.718086042,0.717956852,0.71801622,0.718206138,0.716724588
2019-01-18T02:00:00Z,0.72015,0.72051,0.71916,0.71962,0.718116417,0.718064152,0.71808595,0.718243345,0.716940804
2019-01-18T03:00:00Z,0.71962,0.71975,0.719,0.71904,0.718134706,0.71812711,0.71812743,0.718264309,0.717148372
2019-01-18T04:00:00Z,0.71904,0.71955,0.71898,0.71925,0.718156791,0.718199555,0.718176237,0.718290249,0.717347637
2019-01-18T05:00:00Z,0.71925,0.71935,0.71867,0.71902,0.718173884,0.718252487,0.718212923,0.718309453,0.717538932
2019-01-18T06:00:00Z,0.71902,0.71951,0.71873,0.71943,0.718198758,0.718328455,0.718265839,0.718338941,0.717722574
2019-01-18T07:00:00Z,0.71943,0.71968,0.71875,0.71881,0.718210861,0.718359523,0.718289498,0.718351337,0.717898871
2019-01-18T08:00:00Z,0.71881,0.71918,0.71771,0.71787,0.718204112,0.71832794,0.718271259,0.71833867,0.72213
2019-01-18T09:00:00Z,0.71787,0.71839,0.71749,0.71839,0.718207793,0.718331944,0.718276422,0.718340021,0.7220416
2019-01-18T10:00:00Z,0.71839,0.71917,0.71821,0.71914,0.718226252,0.718384077,0.718313969,0.718361073,0.721859536
2019-01-18T11:00:00Z,0.71914,0.71924,0.71885,0.71894,0.718240386,0.718419943,0.718341188,0.718376308,0.721684755
2019-01-18T12:00:00Z,0.71894,0.71976,0.71882,0.71955,0.718266319,0.71849285,0.718393745,0.718407195,0.721516964
2019-01-18T13:00:00Z,0.71955,0.71975,0.71896,0.71923,0.718285402,0.718540408,0.718430104,0.718428847,0.721355886
2019-01-18T14:00:00Z,0.71923,0.71935,0.71795,0.71857,0.718291037,0.718542317,0.718436186,0.718432562,0.72120125
2019-01-18T15:00:00Z,0.71857,0.72145,0.7175,0.71842,0.718293591,0.718534426,0.718435482,0.718432231,0.71749
2019-01-18T16:00:00Z,0.71842,0.71872,0.71662,0.71715,0.718270946,0.718445108,0.718379592,0.718398488,0.72145
2019-01-18T17:00:00Z,0.71715,0.71749,0.71697,0.71726,0.718250927,0.718368649,0.718330914,0.718368528,0.72145
2019-01-18T18:00:00Z,0.71726,0.71781,0.71722,0.71746,0.718235265,0.718310027,0.718293048,0.71834462,0.7213534
2019-01-18T19:00:00Z,0.71746,0.71753,0.71676,0.71678,0.718206448,0.718211315,0.718227263,0.718303445,0.721258732
2019-01-18T20:00:00Z,0.71678,0.71693,0.7162,0.71678,0.718178201,0.718118972,0.718164339,0.718263355,0.721165957
2019-01-18T21:00:00Z,0.71678,0.71724,0.71591,0.71591,0.718133286,0.717976458,0.718066324,0.718201424,0.720967319
2019-01-20T22:00:00Z,0.71636,0.71668,0.71606,0.71611,0.718093221,0.717856041,0.717981267,0.718146387,0.72066388
2019-01-20T23:00:00Z,0.71611,0.71646,0.71596,0.71629,0.718057514,0.717755007,0.717907733,0.718097535,0.720378647
2019-01-21T00:00:00Z,0.71629,0.71659,0.71609,0.71631,0.71802291,0.71766178,0.717838267,0.718050494,0.720110528
2019-01-21T01:00:00Z,0.71631,0.71664,0.715,0.71552,0.717973347,0.717523601,0.717737472,0.717983902,0.719858497
2019-01-21T02:00:00Z,0.71552,0.71819,0.71536,0.71705,0.717955063,0.717493046,0.717707582,0.717959326,0.719469817
2019-01-21T03:00:00Z,0.71705,0.71708,0.7164,0.71657,0.717927636,0.717433495,0.717658122,0.717922765,0.719112232
2019-01-21T04:00:00Z,0.71657,0.7169,0.71616,0.71687,0.717906693,0.71739714,0.717623856,0.71789506,0.718783253
2019-01-21T05:00:00Z,0.71687,0.71711,0.71653,0.71693,0.717887352,0.717367002,0.717593688,0.717869664,0.718480593
