time,open,high,low,close,Basis90,Upper90,Lower90,%K,%D
2021-01-11T21:00:00-05:00,0.9161,0.91618,0.91531,0.9159,0.920327222,0.925921061,0.914733384,75.96899225,71.3244252
2021-01-11T22:00:00-05:00,0.9159,0.91629,0.9156,0.91623,0.920237556,0.925832509,0.914642602,68.60617115,73.11005031
2021-01-11T23:00:00-05:00,0.91623,0.91642,0.91559,0.91569,0.920150111,0.925780514,0.914519708,52.74612506,65.77376282
2021-01-12T00:00:00-05:00,0.91569,0.91604,0.91523,0.91594,0.920046,0.925637292,0.914454708,47.93787863,56.43005828
2021-01-12T01:00:00-05:00,0.91594,0.9164,0.91574,0.9164,0.919955333,0.925515448,0.914395219,58.3580467,53.0140168
2021-01-12T02:00:00-05:00,0.9164,0.91661,0.91587,0.91624,0.919865222,0.92540034,0.914330104,74.19562341,60.16384958
2021-01-12T03:00:00-05:00,0.91624,0.91632,0.91469,0.9151,0.919775333,0.925354144,0.914196522,64.28730006,65.61365672
2021-01-12T04:00:00-05:00,0.9151,0.9163,0.91492,0.91585,0.919700667,0.925307673,0.91409366,51.65307971,63.37866773
2021-01-12T05:00:00-05:00,0.91585,0.91727,0.91496,0.91496,0.919604889,0.925237989,0.913971789,30.74531654,48.8952321
2021-01-12T06:00:00-05:00,0.91496,0.9161,0.91478,0.91559,0.919508556,0.925116407,0.913900704,35.25516796,39.21785474
2021-01-12T07:00:00-05:00,0.91559,0.91561,0.91431,0.91509,0.91941,0.925013229,0.913806771,23.90006285,29.96684912
2021-01-12T08:00:00-05:00,0.91509,0.91555,0.91472,0.91489,0.919311,0.924915325,0.913706675,26.94322229,28.69948437
2021-01-12T09:00:00-05:00,0.91489,0.91582,0.914,0.91574,0.919222333,0.924797259,0.913647408,33.05231837,27.96520117
2021-01-12T10:00:00-05:00,0.91574,0.91635,0.91507,0.91598,0.919138,0.924676816,0.913599184,52.35364097,37.44972721
2021-01-12T11:00:00-05:00,0.91598,0.91652,0.91521,0.91607,0.919053222,0.924543496,0.913562949,73.20306182,52.86967372
2021-01-12T12:00:00-05:00,0.91607,0.91679,0.91554,0.91651,0.918958111,0.924323316,0.913592906,85.45411133,70.33693804
2021-01-12T13:00:00-05:00,0.91651,0.917,0.91619,0.9168,0.918878222,0.924154732,0.913601712,88.48011606,82.37909641
2021-01-12T14:00:00-05:00,0.9168,0.91855,0.91672,0.91834,0.918809556,0.923949684,0.913669427,92.42100276,88.78507672
2021-01-12T15:00:00-05:00,0.91834,0.91896,0.91776,0.91869,0.918747222,0.923753842,0.913740603,93.36628352,91.42246745
2021-01-12T16:00:00-05:00,0.91869,0.91946,0.91695,0.91705,0.918668,0.923552402,0.913783598,75.09530847,86.96086492
2021-01-12T17:00:00-05:00,0.91705,0.91856,0.91675,0.9183,0.918603444,0.923350074,0.913856815,65.28213402,77.91457534
2021-01-12T18:00:00-05:00,0.9183,0.91889,0.91828,0.91851,0.918554111,0.923210448,0.913897774,56.1249564,65.50079963
2021-01-12T19:00:00-05:00,0.91851,0.91913,0.91816,0.91846,0.918503444,0.923062522,0.913944366,64.31803068,61.9083737
2021-01-12T20:00:00-05:00,0.91846,0.91977,0.91841,0.91908,0.918457111,0.922905713,0.91400851,68.52680534,62.98993081
2021-01-12T21:00:00-05:00,0.91908,0.91968,0.91837,0.9188,0.918408111,0.922741895,0.914074328,69.37758119,67.4074724
2021-01-12T22:00:00-05:00,0.9188,0.91926,0.9186,0.91863,0.918369556,0.922632435,0.914106676,58.07521972,65.32653542
2021-01-12T23:00:00-05:00,0.91863,0.91893,0.91844,0.9186,0.918328889,0.922511615,0.914146163,41.46751128,56.30677073
2021-01-13T00:00:00-05:00,0.9186,0.91877,0.91831,0.91865,0.918298667,0.922432078,0.914165256,26.60313679,42.0486226
2021-01-13T01:00:00-05:00,0.91865,0.919,0.91841,0.91876,0.918255444,0.922286022,0.914224867,27.82119304,31.96394703
2021-01-13T02:00:00-05:00,0.91876,0.91967,0.91846,0.91847,0.918224667,0.922205612,0.914243722,22.63303081,25.68578688
2021-01-13T03:00:00-05:00,0.91847,0.91857,0.91626,0.91746,0.918203778,0.922180821,0.914226734,26.60067902,25.68496762
2021-01-13T04:00:00-05:00,0.91746,0.91799,0.91652,0.91664,0.918154111,0.922096231,0.914211991,19.36633891,22.86668291
2021-01-13T05:00:00-05:00,0.91664,0.91671,0.91521,0.91553,0.918082556,0.921978543,0.914186568,17.83639958,21.26780584
2021-01-13T06:00:00-05:00,0.91553,0.91571,0.91409,0.91412,0.918004111,0.921931649,0.914076573,6.285405772,14.49604809
2021-01-13T07:00:00-05:00,0.91412,0.91468,0.91356,0.91385,0.917932667,0.921925397,0.913939937,4.500315152,9.540706835
2021-01-13T08:00:00-05:00,0.91385,0.91437,0.91305,0.91349,0.917849667,0.92189741,0.913801923,5.077646718,5.287789214
2021-01-13T09:00:00-05:00,0.91349,0.91478,0.91298,0.91456,0.917786778,0.921861047,0.913712509,19.01818502,9.532048965
2021-01-13T10:00:00-05:00,0.91456,0.91498,0.91336,0.91381,0.917711333,0.921825703,0.913596964,27.22302077,17.10628417
2021-01-13T11:00:00-05:00,0.91381,0.91425,0.91352,0.91362,0.917638,0.921805826,0.913470174,34.92072658,27.05397746
2021-01-13T12:00:00-05:00,0.91362,0.91383,0.91296,0.91301,0.917542222,0.921734804,0.913349641,21.62605931,27.92326889
2021-01-13T13:00:00-05:00,0.91301,0.91412,0.91198,0.91249,0.917453444,0.921730953,0.913175936,17.15841584,24.56840058
2021-01-13T14:00:00-05:00,0.91249,0.91273,0.91157,0.91257,0.917372,0.921738283,0.913005717,16.26692024,18.35046513
2021-01-13T15:00:00-05:00,0.91257,0.91269,0.91153,0.91168,0.917275333,0.921754715,0.912795951,17.28007303,16.90180304
2021-01-13T16:00:00-05:00,0.91168,0.9121,0.91095,0.91097,0.917173889,0.9218038,0.912543978,11.8237113,15.12356819
2021-01-13T17:00:00-05:00,0.91097,0.91176,0.91035,0.91125,0.917072,0.921813929,0.912330071,10.00609992,13.03662808
2021-01-13T18:00:00-05:00,0.91125,0.91296,0.9112,0.9129,0.916985556,0.921744865,0.912226246,40.73491443,20.85490855
2021-01-13T19:00:00-05:00,0.9129,0.91307,0.9124,0.91247,0.916891444,0.921669187,0.912113702,66.50500165,39.08200533
2021-01-13T20:00:00-05:00,0.91247,0.91307,0.91231,0.91246,0.916802,0.921606753,0.911997247,84.4052851,63.88173373
2021-01-13T21:00:00-05:00,0.91246,0.91301,0.91114,0.91294,0.916721556,0.921539803,0.911903308,83.57843137,78.16290604
2021-01-13T22:00:00-05:00,0.91294,0.91299,0.91202,0.91258,0.916629222,0.921442898,0.911815546,82.46850554,83.484074
2021-01-13T23:00:00-05:00,0.91258,0.91346,0.9125,0.91295,0.916546222,0.921353184,0.91173926,82.61640953,82.88778215
2021-01-14T00:00:00-05:00,0.91295,0.91419,0.91253,0.91408,0.916466222,0.9211944,0.911738044,83.00736099,82.69742535
2021-01-14T01:00:00-05:00,0.91408,0.91421,0.91337,0.91342,0.916375444,0.921019615,0.911731274,82.89259499,82.8387885
2021-01-14T02:00:00-05:00,0.91342,0.91351,0.91213,0.91228,0.916260111,0.920788378,0.911731844,60.84422991,75.5813953
2021-01-14T03:00:00-05:00,0.91228,0.91294,0.9112,0.91254,0.916165,0.920641942,0.911688058,43.55250651,62.42977714
2021-01-14T04:00:00-05:00,0.91254,0.91263,0.91164,0.91216,0.916072556,0.920532846,0.911612265,29.42803542,44.60825728
2021-01-14T05:00:00-05:00,0.91216,0.9124,0.91167,0.91178,0.915972667,0.92041029,0.911535043,31.89368771,34.95807654
2021-01-14T06:00:00-05:00,0.91178,0.91344,0.91174,0.9132,0.915903,0.920315613,0.911490387,45.91429243,35.74533852
2021-01-14T07:00:00-05:00,0.9132,0.91331,0.91248,0.91268,0.915836222,0.920259996,0.911412448,57.30687271,45.03828428
2021-01-14T08:00:00-05:00,0.91268,0.91286,0.91143,0.9125,0.915773,0.92022297,0.91132303,68.62844867,57.2832046
2021-01-14T09:00:00-05:00,0.9125,0.91316,0.91028,0.9104,0.915681444,0.920229681,0.911133208,41.03424259,55.65652132
2021-01-14T10:00:00-05:00,0.9104,0.91178,0.90995,0.91146,0.915613556,0.920228914,0.910998197,33.43259161,47.69842762
2021-01-14T11:00:00-05:00,0.91146,0.91307,0.91128,0.91271,0.915564667,0.92020871,0.910920623,43.06893371,39.17858931
2021-01-14T12:00:00-05:00,0.91271,0.91411,0.9126,0.9134,0.915532222,0.920195465,0.91086898,69.4473417,48.64962234
2021-01-14T13:00:00-05:00,0.9134,0.91436,0.91253,0.91274,0.915491667,0.920187735,0.910795598,76.11361852,62.87663131
2021-01-14T14:00:00-05:00,0.91274,0.91335,0.91253,0.91288,0.915449667,0.920170735,0.910728599,70.87930258,72.14675427
2021-01-14T15:00:00-05:00,0.91288,0.91395,0.91287,0.91386,0.915415556,0.920137711,0.910693401,71.15714973,72.71669028
2021-01-14T16:00:00-05:00,0.91386,0.91402,0.91156,0.91156,0.915352111,0.920126049,0.910578173,50.06871435,64.03505555
2021-01-14T17:00:00-05:00,0.91156,0.91296,0.91125,0.9125,0.915299889,0.92009461,0.910505168,41.31971994,54.18186134
2021-01-14T18:00:00-05:00,0.9125,0.91307,0.91231,0.91264,0.915249444,0.920059487,0.910439402,30.12447715,40.50430381
2021-01-14T19:00:00-05:00,0.91264,0.91354,0.91256,0.91281,0.915197222,0.920010014,0.91038443,48.89704033,40.11374581
2021-01-14T20:00:00-05:00,0.91281,0.91299,0.91189,0.91209,0.91514,0.919976684,0.910303316,45.60770156,41.54307302
2021-01-14T21:00:00-05:00,0.91209,0.91228,0.91129,0.91157,0.915074667,0.919943518,0.910205815,33.53879947,42.68118045
2021-01-14T22:00:00-05:00,0.91157,0.91186,0.91098,0.91128,0.915006222,0.919913187,0.910099258,18.67248629,32.60632911
2021-01-14T23:00:00-05:00,0.91128,0.91188,0.91087,0.91125,0.914927,0.919843745,0.910010255,13.30825295,21.83984624
2021-01-15T00:00:00-05:00,0.91125,0.91137,0.91054,0.9111,0.914846778,0.919775054,0.909918501,16.26936753,16.08336893
2021-01-15T01:00:00-05:00,0.9111,0.91133,0.91078,0.91114,0.914758222,0.919663264,0.90985318,23.85737041,17.81166363
2021-01-15T02:00:00-05:00,0.91114,0.91229,0.91098,0.91187,0.914672,0.919503728,0.909840272,44.44663383,28.19112392
2021-01-15T03:00:00-05:00,0.91187,0.9122,0.91022,0.91081,0.914606444,0.919485655,0.909727234,46.32839136,38.21079853
2021-01-15T04:00:00-05:00,0.91081,0.91273,0.9107,0.91242,0.914548556,0.919406482,0.909690629,64.05060595,51.60854371
2021-01-15T05:00:00-05:00,0.91242,0.91282,0.91214,0.91236,0.914490444,0.919326527,0.909654362,66.15317005,58.84405579
2021-01-15T06:00:00-05:00,0.91236,0.91247,0.91101,0.91132,0.914430111,0.91928737,0.909572852,70.754929,66.986235
2021-01-15T07:00:00-05:00,0.91132,0.91207,0.91098,0.9119,0.914372222,0.919224529,0.909519916,63.07692308,66.66167404
2021-01-15T08:00:00-05:00,0.9119,0.91273,0.91142,0.91145,0.914315111,0.919182632,0.90944759,47.43347847,60.42177685
2021-01-15T09:00:00-05:00,0.91145,0.91153,0.90993,0.91004,0.914251667,0.919191043,0.90931229,34.59965716,48.37001957
2021-01-15T10:00:00-05:00,0.91004,0.91074,0.90841,0.91052,0.914197444,0.919192039,0.90920285,29.34205982,37.12506515
2021-01-15T11:00:00-05:00,0.91052,0.91091,0.90934,0.90972,0.914133222,0.919207183,0.909059262,27.65763168,30.53311622
2021-01-15T12:00:00-05:00,0.90972,0.90989,0.90869,0.90929,0.914055667,0.919209366,0.908901968,33.17901235,30.05956795
2021-01-15T13:00:00-05:00,0.90929,0.90969,0.90897,0.90959,0.913978778,0.919189878,0.908767678,29.50498575,30.11387659
2021-01-15T14:00:00-05:00,0.90959,0.90984,0.90872,0.90874,0.913897,0.919202525,0.908591475,23.79696106,28.82698639
2021-01-15T15:00:00-05:00,0.90874,0.90965,0.90871,0.9088,0.913818111,0.919212556,0.908423666,18.65848926,23.98681203
2021-01-15T16:00:00-05:00,0.9088,0.90913,0.9071,0.90752,0.913721333,0.919250074,0.908192593,11.0695728,17.84167437
2021-01-17T17:00:00-05:00,0.90934,0.90934,0.90836,0.9086,0.913642556,0.919258211,0.9080269,24.91774798,18.21527001
2021-01-17T18:00:00-05:00,0.9086,0.90918,0.90784,0.90891,0.913564444,0.919245291,0.907883598,45.28556105,27.09096061
2021-01-17T19:00:00-05:00,0.90891,0.91003,0.90885,0.90936,0.913486222,0.919202502,0.907769942,65.97867517,45.39399473
2021-01-17T20:00:00-05:00,0.90936,0.91022,0.90915,0.90982,0.913414889,0.919152123,0.907677655,76.79032905,62.68485509
2021-01-17T21:00:00-05:00,0.90982,0.91042,0.9097,0.91025,0.913361,0.919124958,0.907597042,85.90781523,76.22560648
2021-01-17T22:00:00-05:00,0.91025,0.91066,0.9095,0.91044,0.913300889,0.919072598,0.90752918,90.92964048,84.54259492
2021-01-17T23:00:00-05:00,0.91044,0.91074,0.91002,0.91019,0.913247889,0.91904523,0.907450547,85.50296839,87.44680804
2021-01-18T00:00:00-05:00,0.91019,0.91051,0.90983,0.91007,0.913186556,0.919000261,0.907372851,73.65322923,83.36194603
2021-01-18T01:00:00-05:00,0.91007,0.91051,0.90965,0.91039,0.913134333,0.918963126,0.907305541,66.84509989,75.33376584
2021-01-18T02:00:00-05:00,0.91039,0.91087,0.90926,0.90932,0.913072444,0.918943486,0.907201403,44.45417895,61.65083602
2021-01-18T03:00:00-05:00,0.90932,0.90946,0.90799,0.90844,0.912991333,0.918914197,0.90706847,30.37530054,47.22485979
2021-01-18T04:00:00-05:00,0.90844,0.90908,0.90794,0.90863,0.912909667,0.918868025,0.906951308,14.30039871,29.7099594
2021-01-18T05:00:00-05:00,0.90863,0.90865,0.90738,0.90756,0.912815111,0.918839589,0.906790633,14.77736039,19.81768655
2021-01-18T06:00:00-05:00,0.90756,0.90867,0.90737,0.90833,0.912724222,0.918769764,0.90667868,18.7118842,15.9298811
2021-01-18T07:00:00-05:00,0.90833,0.90849,0.9078,0.90799,0.912626333,0.918690001,0.906562666,20.75041211,18.07988557
2021-01-18T08:00:00-05:00,0.90799,0.90856,0.90766,0.90814,0.912513,0.918526343,0.906499657,34.04096099,24.50108577
2021-01-18T09:00:00-05:00,0.90814,0.90843,0.90753,0.90828,0.912397333,0.918330912,0.906463754,48.23143718,34.34093676
2021-01-18T10:00:00-05:00,0.90828,0.90884,0.90772,0.908,0.912296778,0.918218282,0.906375274,52.62879421,44.96706412
2021-01-18T11:00:00-05:00,0.908,0.90815,0.90723,0.90738,0.912175444,0.918047245,0.906303644,40.72463768,47.19495636
2021-01-18T12:00:00-05:00,0.90738,0.90746,0.90686,0.90697,0.912047222,0.917863851,0.906230594,19.2431562,37.53219603
2021-01-18T13:00:00-05:00,0.90697,0.9074,0.90672,0.90674,0.911917,0.91767803,0.90615597,5.271907323,21.74656707
2021-01-18T14:00:00-05:00,0.90674,0.90709,0.90642,0.9066,0.911778333,0.917443016,0.90611365,4.645656104,9.720239875
2021-01-18T15:00:00-05:00,0.9066,0.90744,0.90637,0.90648,0.911641444,0.917215497,0.906067392,4.853729345,4.923764257
2021-01-18T16:00:00-05:00,0.90648,0.90692,0.90605,0.90625,0.911503889,0.916991658,0.90601612,9.267396324,6.255593924
2021-01-18T17:00:00-05:00,0.90625,0.90695,0.906,0.90639,0.911368222,0.916750257,0.905986187,15.81583526,9.978986976
2021-01-18T18:00:00-05:00,0.90639,0.90721,0.90622,0.90713,0.911240222,0.916469224,0.90601122,39.91331757,21.66551639
2021-01-18T19:00:00-05:00,0.90713,0.90791,0.90706,0.90779,0.911118333,0.916148135,0.906088532,66.42427768,40.71781017
2021-01-18T20:00:00-05:00,0.90779,0.90853,0.90753,0.90788,0.911000667,0.915828452,0.906172882,82.16593337,62.83450954
2021-01-18T21:00:00-05:00,0.90788,0.90869,0.90777,0.90824,0.910898222,0.915561901,0.906234544,83.76565112,77.45195405
2021-01-18T22:00:00-05:00,0.90824,0.90845,0.90772,0.90775,0.910799444,0.915347645,0.906251244,73.1743319,79.70197213
2021-01-18T23:00:00-05:00,0.90775,0.90787,0.90731,0.90768,0.910712222,0.915194811,0.906229634,61.08383504,72.67460602
2021-01-19T00:00:00-05:00,0.90768,0.90805,0.90736,0.90799,0.910644111,0.915103737,0.906184485,49.75183066,61.33666587
2021-01-19T01:00:00-05:00,0.90799,0.90819,0.90741,0.90768,0.910575556,0.91502563,0.906125481,38.04125545,49.62564038
2021-01-19T02:00:00-05:00,0.90768,0.90833,0.90733,0.90804,0.910515,0.914953099,0.906076901,46.70734808,44.83347806
2021-01-19T03:00:00-05:00,0.90804,0.90861,0.90742,0.90742,0.910435667,0.914836812,0.906034521,33.10274013,39.28378122
2021-01-19T04:00:00-05:00,0.90742,0.90751,0.9064,0.90671,0.910356778,0.914767679,0.905945876,28.8412585,36.21711557
2021-01-19T05:00:00-05:00,0.90671,0.90714,0.90572,0.90594,0.910271444,0.914723486,0.905819403,10.03371484,23.99257116
2021-01-19T06:00:00-05:00,0.90594,0.90694,0.90586,0.9069,0.910203556,0.914672795,0.905734316,20.82335197,19.89944177
2021-01-19T07:00:00-05:00,0.9069,0.90735,0.90649,0.90694,0.910141889,0.91463632,0.905647458,30.21914648,20.35873776
2021-01-19T08:00:00-05:00,0.90694,0.90793,0.9067,0.90759,0.910086556,0.914582672,0.90559044,55.8867891,35.64309585
2021-01-19T09:00:00-05:00,0.90759,0.908,0.90607,0.90645,0.910028444,0.914575582,0.905481307,52.94915378,46.35169646
2021-01-19T10:00:00-05:00,0.90645,0.90723,0.9056,0.90606,0.909973889,0.914591799,0.905355979,45.26653171,51.36749153
2021-01-19T11:00:00-05:00,0.90606,0.9062,0.90482,0.90509,0.909905444,0.914627105,0.905183784,19.89159219,39.36909256
2021-01-19T12:00:00-05:00,0.90509,0.906,0.9048,0.90592,0.909827889,0.914579459,0.905076319,20.88574423,28.68128938
2021-01-19T13:00:00-05:00,0.90592,0.90609,0.9052,0.90562,0.909751778,0.914550834,0.904952722,23.03852201,21.27195281
2021-01-19T14:00:00-05:00,0.90562,0.906,0.90509,0.90564,0.909676,0.914516806,0.904835194,31.73096708,25.21841111
2021-01-19T15:00:00-05:00,0.90564,0.90626,0.90534,0.90613,0.909600333,0.914447585,0.904753081,50.42959722,35.0663621
2021-01-19T16:00:00-05:00,0.90613,0.90655,0.90589,0.90615,0.909528889,0.914387895,0.904669883,67.60221626,49.92092685
2021-01-19T17:00:00-05:00,0.90615,0.90695,0.90535,0.90617,0.909453556,0.914308295,0.904598816,75.43442123,64.4887449
2021-01-19T18:00:00-05:00,0.90617,0.90726,0.90576,0.90695,0.909374333,0.914156662,0.904592005,73.640553,72.22573016
2021-01-19T19:00:00-05:00,0.90695,0.90727,0.90602,0.90617,0.909293778,0.914044948,0.904542608,62.26132773,70.44543398
2021-01-19T20:00:00-05:00,0.90617,0.90668,0.90587,0.90592,0.909223111,0.913983698,0.904462524,52.80232235,62.90140103
2021-01-19T21:00:00-05:00,0.90592,0.90666,0.90587,0.90624,0.909153111,0.913901809,0.904404413,39.68228267,51.58197759
2021-01-19T22:00:00-05:00,0.90624,0.90656,0.90587,0.90615,0.909086333,0.913833046,0.90433962,33.95649375,42.14703292
2021-01-19T23:00:00-05:00,0.90615,0.90661,0.90592,0.90619,0.909024222,0.913774612,0.904273832,31.67970803,35.10616148
2021-01-20T00:00:00-05:00,0.90619,0.90675,0.90604,0.90635,0.908948111,0.913647674,0.904248548,34.41013732,33.3487797
2021-01-20T01:00:00-05:00,0.90635,0.907,0.90605,0.90667,0.908881333,0.913537484,0.904225183,49.39968586,38.49651041
