time,open,high,low,close,ParabolicSAR,Basis,Upper,Lower,%K,%D
2020-01-02T06:30:00Z,76.219,76.219,76.097,76.09899999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T07:00:00Z,76.09899999999999,76.142,76.089,76.122,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T07:30:00Z,76.122,76.179,76.116,76.157,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T08:00:00Z,76.157,76.207,76.145,76.178,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T08:30:00Z,76.178,76.219,76.14699999999999,76.207,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T09:00:00Z,76.207,76.238,76.164,76.20899999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-01-02T09:30:00Z,76.20899999999999,76.21199999999999,76.139,76.161,NaN,NaN,NaN,NaN,69.3971298075139,NaN
2020-01-02T10:00:00Z,76.161,76.189,76.08999999999999,76.106,NaN,NaN,NaN,NaN,42.74432315470844,NaN
2020-01-02T10:30:00Z,76.106,76.146,76.082,76.13,NaN,NaN,NaN,NaN,26.155095827228404,46.09884959648358
2020-01-02T11:00:00Z,76.13,76.134,76.033,76.03699999999999,NaN,NaN,NaN,NaN,14.510420364078334,27.80327978200506
2020-01-02T11:30:00Z,76.03699999999999,76.039,75.957,75.97399999999999,NaN,NaN,NaN,NaN,13.129038982695505,17.931518391334084
2020-01-02T12:00:00Z,75.97399999999999,76.044,75.96,76.038,NaN,NaN,NaN,NaN,14.510559760768482,14.050006369180776
2020-01-02T12:30:00Z,76.038,76.07499999999999,76.00999999999999,76.066,NaN,NaN,NaN,NaN,33.08413914735834,20.241245963607444
2020-01-02T13:00:00Z,76.066,76.08699999999999,76.024,76.04599999999999,NaN,NaN,NaN,NaN,47.62274555037113,31.739148152832655
2020-01-02T13:30:00Z,76.04599999999999,76.094,76.00999999999999,76.04899999999999,NaN,NaN,NaN,NaN,58.369242739731796,46.35870914582043
2020-01-02T14:00:00Z,76.04899999999999,76.077,75.98899999999999,75.99,NaN,NaN,NaN,NaN,46.60794341624285,50.866643902115264
2020-01-02T14:30:00Z,75.99,76.00999999999999,75.95299999999999,75.981,NaN,NaN,NaN,NaN,36.46650013379905,47.14789542992457
2020-01-02T15:00:00Z,75.981,75.98599999999999,75.76899999999999,75.791,NaN,NaN,NaN,NaN,16.33848216636596,33.13764190546929
2020-01-02T15:30:00Z,75.791,75.833,75.705,75.816,NaN,NaN,NaN,NaN,18.3873637225953,23.73078200758677
2020-01-02T16:00:00Z,75.816,75.832,75.70899999999999,75.731,NaN,NaN,NaN,NaN,14.0977274837469,16.27452445756939
2020-01-02T16:30:00Z,75.731,75.732,75.67099999999999,75.704,NaN,NaN,NaN,NaN,15.086154985448319,15.857082063930177
2020-01-02T17:00:00Z,75.704,75.78,75.696,75.761,NaN,NaN,NaN,NaN,15.098396385864495,14.760759618353243
2020-01-02T17:30:00Z,75.761,75.807,75.749,75.79599999999999,NaN,NaN,NaN,NaN,38.488811890974695,22.891121087429173
2020-01-02T18:00:00Z,75.79599999999999,75.798,75.756,75.773,NaN,NaN,NaN,NaN,56.36198655522333,36.64973161068752
2020-01-02T18:30:00Z,75.773,75.798,75.75999999999999,75.776,NaN,NaN,NaN,NaN,72.57347114905956,55.80808986508587
2020-01-02T19:00:00Z,75.776,75.81099999999999,75.75399999999999,75.797,NaN,NaN,NaN,NaN,76.12866885884864,68.35470885437718
2020-01-02T19:30:00Z,75.797,75.816,75.761,75.78699999999999,NaN,NaN,NaN,NaN,73.9161290733,74.20608969373608
2020-01-02T20:00:00Z,75.78699999999999,75.812,75.78,75.801,NaN,NaN,NaN,NaN,73.44965215995614,74.4981500307016
2020-01-02T20:30:00Z,75.801,75.84299999999999,75.79599999999999,75.84299999999999,NaN,NaN,NaN,NaN,77.50762317444786,74.95780146923467
2020-01-02T21:00:00Z,75.84299999999999,75.862,75.829,75.848,NaN,NaN,NaN,NaN,87.61449621664944,79.52392385035115
2020-01-02T21:30:00Z,75.848,75.91199999999999,75.838,75.91199999999999,NaN,NaN,NaN,NaN,95.67901234568046,86.93371057892591
2020-01-02T22:00:00Z,75.91199999999999,75.914,75.83,75.86,NaN,NaN,NaN,NaN,82.24617652478446,88.51322836237144
2020-01-02T22:30:00Z,75.86,75.886,75.77199999999999,75.783,NaN,NaN,NaN,NaN,55.81599047018594,77.91372644688362
2020-01-02T23:00:00Z,75.783,75.86699999999999,75.783,75.865,NaN,NaN,NaN,NaN,44.31364305234482,60.791936682438404
2020-01-02T23:30:00Z,75.865,75.893,75.794,75.797,NaN,NaN,NaN,NaN,30.281690140847378,43.470441221126045
2020-01-03T00:00:00Z,75.797,75.80199999999999,75.746,75.75699999999999,NaN,NaN,NaN,NaN,29.882070198970837,34.82580113072101
2020-01-03T00:30:00Z,75.75699999999999,75.795,75.71,75.71,NaN,NaN,NaN,NaN,8.051084283478607,22.73828154109894
2020-01-03T01:00:00Z,75.71,75.749,75.66499999999999,75.685,NaN,NaN,NaN,NaN,5.106516290727243,14.346556924392225
2020-01-03T01:30:00Z,75.685,75.708,75.438,75.45599999999999,NaN,NaN,NaN,NaN,4.2426579268688345,5.80008616702489
2020-01-03T02:00:00Z,75.45599999999999,75.52199999999999,75.33399999999999,75.344,NaN,NaN,NaN,NaN,4.954908639119906,4.768027618905324
2020-01-03T02:30:00Z,75.344,75.374,75.241,75.297,NaN,NaN,NaN,NaN,5.400366447297039,4.865977671095256
2020-01-03T03:00:00Z,75.297,75.335,75.20899999999999,75.22999999999999,NaN,NaN,NaN,NaN,5.377981424913037,5.24441883710999
2020-01-03T03:30:00Z,75.22999999999999,75.384,75.229,75.38199999999999,NaN,NaN,NaN,NaN,16.222176938446772,9.000174936885612
2020-01-03T04:00:00Z,75.38199999999999,75.449,75.363,75.402,NaN,NaN,NaN,NaN,33.40652313976062,18.33556050104014
2020-01-03T04:30:00Z,75.402,75.414,75.307,75.314,NaN,NaN,NaN,NaN,46.69356017679763,32.10742008500167
2020-01-03T05:00:00Z,75.314,75.345,75.21199999999999,75.26899999999999,NaN,NaN,NaN,NaN,43.47044728434616,41.19017686696813
2020-01-03T05:30:00Z,75.26899999999999,75.29899999999999,75.243,75.25699999999999,NaN,NaN,NaN,NaN,29.245780590717278,39.80326268395368
2020-01-03T06:00:00Z,75.25699999999999,75.282,75.222,75.249,NaN,NaN,NaN,NaN,19.866385372715133,30.86087108259285
2020-01-03T06:30:00Z,75.249,75.29599999999999,75.234,75.288,NaN,NaN,NaN,NaN,24.07430616479483,24.395490709409078
2020-01-03T07:00:00Z,75.288,75.294,75.155,75.166,NaN,NaN,NaN,NaN,19.67501680214697,21.205236113218973
2020-01-03T07:30:00Z,75.166,75.17,75.02799999999999,75.066,NaN,NaN,NaN,NaN,19.145125427284515,20.964816131408767
2020-01-03T08:00:00Z,75.066,75.179,75.02499999999999,75.175,NaN,NaN,NaN,NaN,25.05405580371715,21.291399344382874
