time,open,high,low,close,EMA60,EMA100,EMA,EMA45,EMA75,ParabolicSAR
2020-06-02T14:00:00Z,108.336,108.663,108.28,108.572,107.7192631,107.6795929,107.8121925,107.7515503,107.6998608,107.8552827
2020-06-02T15:00:00Z,108.572,108.612,108.452,108.595,107.7479758,107.6977198,107.8626962,107.7882221,107.7234171,107.9845175
2020-06-02T16:00:00Z,108.595,108.699,108.586,108.69,107.7788618,107.7173689,107.9160706,107.8274298,107.7488534,108.0930747
2020-06-02T17:00:00Z,108.69,108.766,108.661,108.765,107.8111942,107.7381141,107.9708402,107.8681937,107.7755941,108.2021412
2020-06-02T18:00:00Z,108.765,108.773,108.689,108.707,107.8405649,107.7572999,108.0183344,107.9046636,107.8001048,108.314913
2020-06-02T19:00:00Z,108.707,108.743,108.642,108.71,107.8690709,107.7761653,108.062958,107.9396782,107.8240494,108.4065304
2020-06-02T20:00:00Z,108.71,108.724,108.653,108.663,107.8951014,107.7937264,108.1016704,107.971127,107.8461271,108.4798243
2020-06-02T21:00:00Z,108.663,108.674,108.612,108.628,107.9191309,107.8102466,108.1356271,107.9996867,107.8667027,108.5384595
2020-06-02T22:00:00Z,108.628,108.676,108.579,108.616,107.941979,107.8262021,108.1666189,108.0264829,107.886421,108.773
2020-06-02T23:00:00Z,108.616,108.837,108.614,108.831,107.9711273,107.8460991,108.2094822,108.0614619,107.9112784,108.579
2020-06-03T00:00:00Z,108.831,108.848,108.673,108.697,107.9949264,107.8629487,108.240935,108.089094,107.9319553,108.579
2020-06-03T01:00:00Z,108.697,108.698,108.423,108.463,108.010273,107.8748309,108.2552618,108.1053508,107.9459301,108.848
2020-06-03T02:00:00Z,108.463,108.543,108.424,108.539,108.0276084,107.8879827,108.2735675,108.1242051,107.9615372,108.848
2020-06-03T03:00:00Z,108.539,108.66,108.535,108.581,108.0457523,107.9017058,108.2934018,108.1440657,107.9778389,108.8395
2020-06-03T04:00:00Z,108.581,108.599,108.507,108.515,108.0611375,107.9138503,108.3076985,108.1601933,107.9919747,108.83117
2020-06-03T05:00:00Z,108.515,108.59,108.471,108.585,108.0783133,107.9271404,108.3255889,108.1786632,108.0075806,108.8230066
2020-06-03T06:00:00Z,108.585,108.739,108.567,108.682,108.0981063,107.9420881,108.3485832,108.2005474,108.0253285,108.8150065
2020-06-03T07:00:00Z,108.682,108.788,108.603,108.742,108.1192176,107.9579279,108.3739649,108.2240888,108.0441883,108.8071663
2020-06-03T08:00:00Z,108.742,108.794,108.701,108.792,108.141276,107.9744442,108.4009349,108.2487806,108.0638675,108.799483
2020-06-03T09:00:00Z,108.792,108.801,108.707,108.767,108.1617916,107.9901384,108.424552,108.2713119,108.082371,108.423
