time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA30,ParabolicSAR
2009-04-07T13:00:00+07:00,311.42,315.41,309.58,309.58,299.7031111,300.8763015,301.8475977,302.0798766,303.3443595,299.0154252
2009-04-08T09:00:00+07:00,305.78,308.36,305.78,306.25,299.8469988,301.0177147,301.9919388,302.2611863,303.5318202,300.3269912
2009-04-08T13:00:00+07:00,306.09,307.79,305.93,307.46,300.0143175,301.1872485,302.1712195,302.4872217,303.7852512,301.5336319
2009-04-09T09:00:00+07:00,311.73,316.6,311.73,314.96,300.342794,301.5496893,302.5905238,303.0295164,304.5062027,302.6437414
2009-04-09T13:00:00+07:00,314.17,314.3,310.02,310.91,300.5750403,301.7960133,302.8632935,303.3721461,304.9193509,304.0393672
2009-04-10T09:00:00+07:00,313.49,314.26,310.21,311.18,300.8081163,302.0429603,303.1359724,303.711618,305.3232638,305.2954305
2009-04-10T13:00:00+07:00,310.91,318.92,310.75,318.57,301.1984874,302.4778824,303.6420061,304.3576346,306.1778919,306.4258874
2009-04-16T09:00:00+07:00,314.91,321.37,312.92,317.48,301.5563229,302.872675,304.0957108,304.9281722,306.9070602,307.925181
2009-04-16T13:00:00+07:00,317.03,317.22,312.93,317.22,301.9005795,303.2502362,304.5260154,305.4625995,307.5724111,309.8074556
2009-04-17T09:00:00+07:00,319.21,322.97,316.68,317.09,302.2344129,303.6144405,304.9379493,305.9681387,308.1864491,311.4262118
2009-04-17T13:00:00+07:00,317.17,321.66,314.93,320.47,302.6351951,304.0580078,305.4471969,306.5986544,308.9789363,312.93
2009-04-20T09:00:00+07:00,320.62,331.3,320.13,331.22,303.2634325,304.7727971,306.2922068,307.6691477,310.4138436,314.5364
2009-04-20T13:00:00+07:00,330.8,332.72,328.4,328.49,303.8178626,305.396934,307.0200033,308.5744021,311.5800472,314.93
2009-04-21T09:00:00+07:00,322.3,326.21,322.3,325.52,304.2948326,305.9264884,307.6265606,309.3111673,312.479399,318.488
2009-04-21T13:00:00+07:00,325.64,328.53,325.35,328.02,304.8162649,306.5078966,308.2951979,310.1245948,313.4820185,321.3344
2009-04-22T09:00:00+07:00,330.54,331.22,323.4,325.41,305.2688744,307.0053203,308.856339,310.7891776,314.2515657,332.72
2009-04-22T13:00:00+07:00,324,324.18,321.87,323.09,305.6605475,307.4286014,309.3230164,311.323996,314.8217872,332.5336
2009-04-23T09:00:00+07:00,323.65,325.45,322.97,324.14,306.0666893,307.868375,309.8088191,311.8812135,315.4229622,332.107056
2009-04-23T13:00:00+07:00,324.49,326.94,324.48,326.94,306.5254434,308.3702599,310.3704972,312.5359434,316.1659969,331.6975738
2009-04-24T09:00:00+07:00,330.45,333.48,329.46,332.29,307.0916974,308.9997268,311.0891694,313.3948154,317.2062552,321.87
2009-04-24T13:00:00+07:00,332.54,335.04,332.08,332.83,307.6573744,309.6268392,311.8019835,314.2398234,318.2142387,322.1022
2009-04-27T09:00:00+07:00,332.73,335.12,331.17,333.32,308.2213881,310.2503434,312.5074923,315.0693963,319.188804,322.619712
2009-04-27T13:00:00+07:00,333.43,335.42,332.26,333.4,308.7747642,310.8595449,313.1924925,315.8663791,320.1056553,323.3697293
2009-04-28T09:00:00+07:00,335.49,337.85,330.25,330.57,309.2537804,311.3782411,313.7622469,316.505667,320.7807743,324.3337509
2009-04-28T13:00:00+07:00,329.48,332.63,328.55,331.76,309.7484226,311.9146032,314.3523371,317.1688988,321.4891115,325.6853758
2009-04-29T09:00:00+07:00,334.48,335.11,332.07,334.96,310.3025232,312.521061,315.0279982,317.942425,322.3582011,326.9018383
2009-04-29T13:00:00+07:00,335.74,340.12,335.74,340.12,310.9578524,313.2473489,315.8506868,318.9066674,323.5041236,327.9966544
2009-04-30T09:00:00+07:00,345.89,346.79,343.23,345.78,311.7231743,314.1034713,316.8319757,320.0750731,324.9412769,329.4514559
2009-04-30T13:00:00+07:00,346.59,348.85,345.65,346.81,312.4943133,314.9641694,317.8148618,321.2374613,326.3521623,331.8788521
2009-05-04T09:00:00+07:00,352.65,356.06,351.73,354.83,313.424768,316.0132702,319.0284729,322.6980064,328.1894421,334.5942357
2009-05-04T13:00:00+07:00,356.09,358.76,355.91,358.76,314.4211467,317.1381841,320.3311459,324.2659192,330.1617362,338.4580733
2009-05-06T09:00:00+07:00,360.45,366.82,357.15,365.52,315.5441984,318.4113898,321.8127477,326.0595749,332.4429145,342.5184586
2009-05-06T13:00:00+07:00,366.04,371.94,365.93,371.94,316.7836666,319.8200375,323.4562641,328.054376,334.9911135,347.3787669
2009-05-07T09:00:00+07:00,381.11,382.19,372.06,372.06,317.998531,321.1947733,325.0498292,329.967664,337.3826546,352.2910135
2009-05-07T13:00:00+07:00,374.18,377.4,371.64,374.94,319.2499919,322.6091214,326.6855726,331.9229829,339.8057091,358.2708108
2009-05-11T09:00:00+07:00,376.97,385.02,373.55,383.96,320.6721899,324.2236182,328.5634226,334.1854619,342.6543731,363.0546487
2009-05-11T13:00:00+07:00,379.98,381.03,374.19,380.78,321.9932407,325.711944,330.2754416,336.2113114,345.1140909,367.4477189
2009-05-12T09:00:00+07:00,378.68,382.37,376.37,377.99,323.2239387,327.0876823,331.8398533,338.0277761,347.2351173,370.9621751
2009-05-12T13:00:00+07:00,378.27,387.25,377.97,387.25,324.6311048,328.6709012,333.6565794,340.1678728,349.8167227,373.7737401
2009-05-13T09:00:00+07:00,386.35,394.41,385.68,390.19,326.0719597,330.2898249,335.5101342,342.3427479,352.4214502,376.37
2009-05-13T13:00:00+07:00,390.18,395.13,389.79,393.54,327.5547738,331.9543032,337.4127528,344.5687154,355.0742599,377.97
2009-05-14T09:00:00+07:00,386.26,388.63,378.39,379.25,328.6909326,333.1989268,338.7844658,346.0765973,356.6339851,395.13
2009-05-14T13:00:00+07:00,377.6,379.87,373.26,373.26,329.6704725,334.2531655,339.9148112,347.2584844,357.7066312,395.13
2009-05-15T09:00:00+07:00,381.18,381.32,370.89,374.31,330.651561,335.3072928,341.0425223,348.4346373,358.7778163,394.2552
2009-05-15T13:00:00+07:00,374.07,380.03,370.71,380.02,331.7365817,336.483943,342.3204724,349.8079139,360.1482797,392.853288
2009-05-18T09:00:00+07:00,371.83,375.11,371.05,373.97,332.6647887,337.4704181,343.3581618,350.8584394,361.0400036,391.081825
2009-05-18T13:00:00+07:00,382.14,384.64,380,384.64,333.807101,338.7117229,344.7116647,352.3272029,362.562584,389.452079
2009-05-19T09:00:00+07:00,393.33,397.97,393.21,396.7,335.1893625,340.2377302,346.4162003,354.2564549,364.764998,370.71
2009-05-19T13:00:00+07:00,397.53,402.88,397.53,398.02,336.5702557,341.7583163,348.1081281,356.1592178,366.910482,371.2552
2009-05-20T09:00:00+07:00,401.95,405.22,397.98,402.11,338.0106896,343.3465185,349.8786813,358.1570779,369.1814186,372.520192
2009-05-20T13:00:00+07:00,401.26,403.21,398.33,401.46,339.4051799,344.8758206,351.5698721,360.0398136,371.2639077,374.4821805
2009-05-21T09:00:00+07:00,399.6,402.25,397.42,399.16,340.7184727,346.3043516,353.1302041,361.7406913,373.0636556,376.3264497
2009-05-21T13:00:00+07:00,399.22,400.16,388.03,390.48,341.8121326,347.4668687,354.3547876,362.9902264,374.1872908,378.0600627
2009-05-22T09:00:00+07:00,391.45,392.44,385.61,388.83,342.8454923,348.5553722,355.4851225,364.1136949,375.1319817,379.6896589
2009-05-22T13:00:00+07:00,388.63,394.77,387.86,394.21,343.9743826,349.7568097,356.7547906,365.4222299,376.3628216,381.2214794
2009-05-25T09:00:00+07:00,390.94,396.25,388.26,394.68,345.0887918,350.938999,357.9982401,366.6943068,377.544575,382.6613906
2009-05-25T13:00:00+07:00,396.17,396.85,389.54,390.71,346.0914557,351.9856042,359.0707568,367.7384674,378.3939573,384.0149072
2009-05-26T09:00:00+07:00,392.69,393.86,390.02,392.08,347.1021929,353.0407199,360.153027,368.7967949,379.2769278,385.2872127
2009-05-26T13:00:00+07:00,391.2,391.2,384.77,384.77,347.9300568,353.875701,360.9601409,369.4912821,379.6313195,405.22
2009-05-27T09:00:00+07:00,393.53,395.19,389.75,393,348.920605,354.9052878,362.0106281,370.5134002,380.493815,404.811
2009-05-27T13:00:00+07:00,394.09,395.92,393.86,395.13,349.9361961,355.9638329,363.0965091,371.5836872,381.438085,404.41018
2009-05-28T09:00:00+07:00,392.96,396.98,392.13,396.98,350.9701259,357.0432057,364.2074433,372.6878747,382.4407892,404.0173764
2009-05-28T13:00:00+07:00,396.37,396.67,393.92,394.84,351.934299,358.0378582,365.2117894,373.6510106,383.2407383,403.6324289
2009-05-29T09:00:00+07:00,400.24,403.64,400.19,402.86,353.0535451,359.2173882,366.446157,374.9209667,384.5064971,384.77
2009-05-29T13:00:00+07:00,403.56,406.12,400.74,401.44,354.1169837,360.3285096,367.5934961,376.0739681,385.5989812,385.1474
2009-06-01T09:00:00+07:00,405.5,407.44,403.79,406.85,355.2759511,361.5527593,368.8805946,377.4120564,386.9700147,385.986304
2009-06-01T13:00:00+07:00,408.41,414.92,408.26,414.92,356.5868093,362.9571604,370.3900833,379.0428366,388.7732395,387.2735258
2009-06-02T09:00:00+07:00,415.3,419.46,413.46,416.62,357.9062201,364.3693404,371.9058182,380.6766263,390.5698047,389.4852437
2009-06-02T13:00:00+07:00,411.02,413.15,408.68,410.18,359.0550944,365.5748841,373.1607094,381.9593817,391.8349786,392.4827193
2009-06-03T09:00:00+07:00,416.63,420.65,415.91,420.02,360.3949824,367.0076503,374.6970796,383.6141912,393.6533671,395.1804474
2009-06-03T13:00:00+07:00,420.75,421.5,413.6,416.51,361.6282795,368.3103437,376.067995,385.0444437,395.1279886,398.2367937
2009-06-04T09:00:00+07:00,416.81,417.95,412.96,416.32,362.8302953,369.5737557,377.3877329,386.4042505,396.4952151,401.4936426
2009-06-04T13:00:00+07:00,417.39,425.59,417.22,425.59,364.2096295,371.0478674,378.9681351,388.1079788,398.372298,404.2945326
